Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Association_football, Sport",8.66%,pt-BR,1,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,21800000,YUWKq1wFVSM,2025-07-06T17:13:47Z,50.94 horas,AO VIVO: FLUMINENSE X CHELSEA | COPA DO MUNDO DE CLUBES DA FIFA | SEMIFINAL,"O SONHO ESTÁ PRÓXIMO!

Assista, AO VIVO E COM IMAGENS, à partida entre Fluminense x Chelsea, pela semifinal da Copa de Mundo de Clubes da FIFA 2025!

#CopaNaCazéTV","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo, copa do mundo, mundial de clubes, copa fifa, mundial, copa cazetv, casimiro copa do mundo, casimiro mundial, cazetv mundial, jogo mundial, nense, flu, jogo fluminense, fluminense ao vivo, assistir fluminense, fluminense mundial, fluminense copa do mundo, fluminense semi, fluminense chelsea, flu chelsea, chelsea",00:00:00,5098324,441279,0,https://i.ytimg.com/vi/YUWKq1wFVSM/maxresdefault_live.jpg,BR
2,,,24,"Film, Entertainment, Television_program",3.60%,pt,2,UCEPRQVF6hxGGM9gi1ELaWHg,TV Globo,6440000,_IIyVY7lxg0,2025-07-08T01:25:21Z,18.75 horas,O esperado acerto de contas de Raquel e Maria de Fátima! | Vale Tudo | TV Globo,"Depois de descobrir que Maria de Fátima continua enganando-a, segue tendo um caso com César mesmo estando noiva de Afonso e, principalmente, que ela roubou os dólares e jogou a culpa em Ivan, o que a separou do homem que ama - quem sabe para sempre -, Raquel invade a casa de Celina e tenta fazer justiça contando todos os podres da filha, para impedir o casamento. Mas, além da surpresa de ver a cumplicidade de Maria de Fátima e Odete Roitman, Raquel se choca com a frieza da mau-caráter que pôs no mundo e não se contém: acaba estapeando-a, rasgando o vestido de noiva e chamando a moça de desgraçada. A cena que o Brasil esperou!

Capítulo 85, 7 de julho de 2025, segunda-feira.

Se inscreva no canal e fique por dentro de tudo sobre a TV Globo:
https://bit.ly/3D44r4u
 
Nos acompanhe também em outras redes! 
Facebook: https://www.facebook.com/tvglobo
Instagram: https://www.instagram.com/tvglobo
TikTok: https://www.tiktok.com/@tvglobo
Bluesky: https://bsky.app/profile/tvglobo.com
Threads: https://www.threads.net/@tvglobo
X: https://x.com/tvglobo


Visite também o nosso site:
https://redeglobo.globo.com/

#TVGlobo #ValeTudo #Trecho","Globo, Rede Globo, TV, TV Globo, Novela, vale a pena ver de novo, novelas da globo, capítulo de hoje, chamada, assistir online, canal da globo, novelas, resumo, alma gêmea, glô, na tela da glô, mania de você, cabocla, globo ao vivo, garota do momento, volta por cima",00:10:50,482573,15490,1863,https://i.ytimg.com/vi/_IIyVY7lxg0/maxresdefault.jpg,BR
3,,,22,"Entertainment, Lifestyle_(sociology)",2.96%,,3,UCQ7Ak-C5_EO4j9rlIrxxuzQ,Katlen Reage,186000,cFQAHq2TNak,2025-07-07T20:07:00Z,24.05 horas,REAGI AO PARTO DO DAVI *emocionei,"No vídeo de hoje, preparei uma reação super especial e cheia de emoção: eu reagi ao vídeo do parto do Davi! 👶 Reviver esse momento mágico e tão importante foi incrível. Cada detalhe, cada segundo... a emoção foi tanta que, sim, me emocionei demais!

Vem conferir essa reação sincera e emocionante a um dos dias mais especiais da nossa vida!

🔗 Compre nossas bonecas no site:
https://www.emillydosrosa.com.br/collections/pre-venda-lancamento-exclusivo-das-bonecas-emily-vick-e-katlen
🧦 Meia oficial da Katlen foguete roxo:
https://grupodosrosa.com.br/produtos/meia-katlen-foguete-roxo/
🌐 Site oficial:
https://grupodosrosa.com
🎫 Ingressos para os shows:
https://grupodosrosa.com/ingressos/
📲 Siga a gente no Instagram:
https://www.instagram.com/katlenof/ — katlen
https://www.instagram.com/voidcauan/ — void
https://www.instagram.com/daviluckof/ — davizinho
https://www.instagram.com/dosrosaof/ — dosrosa
📩 E-mail para contato: dosrosa@agenciacurta.com
Obs: O conteúdo deste e de todos os vídeos do canal tem como principal e exclusivamente o intuito de gerar o entretenimento lúdico. Não repita ou reproduza este conteúdo, seja em ambientes públicos ou privados.",,00:15:31,395746,10854,859,https://i.ytimg.com/vi/cFQAHq2TNak/maxresdefault.jpg,BR
4,,,28,"Lifestyle_(sociology), Music",1.93%,pt,4,UC63iwP6BtIjxB6xn1GKR6Lw,Emilly Vick,25000000,MpgOLOYJiGY,2025-07-07T15:00:42Z,29.16 horas,VISITAMOS UM HOSPÍCIO ABANDONADO A 100 ANOS *Achamos almas ?,"INSTAGRAM DOS ROSA (oficial)👇 
@dosrosaof
https://www.instagram.com/dosrosaof?igsh=MXV0bG92dGFhZnVtMg%3D%3D&utm_source=qr

SHOW DOS ROSA 👇
https://grupodosrosa.com/ingressos/

SITE DOS ROSA👇
https://grupodosrosa.com/

Bem vindos ao universo Emilly Vick, o conteúdo deste e de todos os vídeos do canal tem como principal intuito o entretenimento. Não repita ou reproduza este conteúdo, seja em ambientes públicos ou privados. O conteúdo visa exclusivamente gerar entretenimento lúdico. ❤️❤️",,00:17:30,2908341,51391,4747,,BR
5,,,22,"Role-playing_video_game, Video_game_culture, Action-adventure_game, Lifestyle_(sociology)",4.45%,,5,UC8B7ZhNtBacu3hQjChv3rsg,Darknildo,580000,AuZfImnsSpU,2025-07-07T22:30:02Z,21.67 horas,SÓ UM SOBREVIVEU na TORRE de TROLL do SQUID GAME com MINHA NAMORADA!,,,00:14:48,122052,5018,408,https://i.ytimg.com/vi/AuZfImnsSpU/maxresdefault.jpg,BR
6,,,24,"Lifestyle_(sociology), Television_program, Society, Entertainment, Food",3.19%,pt,6,UCwQ6N3gJGWFG8bXgaxkedIw,TV Gazeta,226000,IP5DqRdJEzw,2025-07-07T22:05:42Z,22.08 horas,Edu Guedes fala pela primeira vez após remover câncer no pâncreas | Hora da Fofoca | TV Gazeta,"Após ser diagnosticado com câncer no pâncreas, Edu Guedes passa por cirurgia de remoção, no último sábado (05/07). O Chef e apresentador se pronunciou pela primeira vez após a operação. Confira mais detalhes na Hora Da Fofoca, do programa Mulheres.

Já conhece os outros canais da #NossaGazeta? Anote aí:
Site: http://www.tvgazeta.com.br
Facebook: facebook.com/tvgazetaoficial
Twitter: twitter.com/tvgazetaoficial
Instagram: instagram.com/tvgazetaoficial","TV Gazeta, São Paulo, Gazeta GO, Programa",00:09:18,182867,5380,449,https://i.ytimg.com/vi/IP5DqRdJEzw/maxresdefault.jpg,BR
7,,,20,"Action-adventure_game, Video_game_culture, Role-playing_video_game",1.68%,pt-BR,7,UCLTZ5p1VVlFw041lRE1kE5w,RobinBlox,208000,sYRcVOiAE-I,2025-07-07T14:38:14Z,29.53 horas,ROUBEI LA VACA SATURNO SATURNITA SECRETA NO ROBLOX!! (Steal a Brainrot),,"ROBLOX, ROBIN HOOD, robin hood gamer, steal a brainrot, la vaca saturno saturnita, roube um brainrot, tung tung tung sahur, tralalero tralala",00:24:44,240735,3829,205,https://i.ytimg.com/vi/sYRcVOiAE-I/maxresdefault.jpg,BR
8,,,10,"Music, Pop_music, Music_of_Asia",15.07%,ko,8,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,97200000,VSlfs3s5mtk,2025-07-07T15:00:02Z,29.17 horas,BLACKPINK - ‘뛰어(JUMP)’ M/V TEASER,"Pre-save Now.
http://orcd.co/jumppresave 

#BLACKPINK #블랙핑크 #DigitalSingle #뛰어 #JUMP #MV_Teaser #20250711_12amEDT #20250711_1pmKST #RELEASE #YG","YG Entertainment, YG, 와이지, K-pop, BLACKPINK, 블랙핑크, 블핑, 제니, 로제, 리사, 지수, LISA, JISOO, JENNIE, ROSÉ, BLINK, 블링크, JENNIE You & Me, JENNIE You and ME, You & Me, You and Me, 제니 You & Me, 제니 You and Me, 제니 유앤미, 유앤미, JENNIE 유앤미, 제니 코첼라, JENNIE COACHELLA",00:00:31,3937980,564842,28634,https://i.ytimg.com/vi/VSlfs3s5mtk/maxresdefault.jpg,KR
9,,,24,"Film, Entertainment, Television_program",3.12%,pt,9,UCEPRQVF6hxGGM9gi1ELaWHg,TV Globo,6440000,K2JzR0Ifbnw,2025-07-08T00:41:09Z,19.48 horas,"Revoltada ao saber da verdade, Raquel expulsa Maria de Fátima de casa! | Vale Tudo | TV Globo","Depois de ver as fotos de Maria de Fátima com César e Olavo na Hípica, o que vai contra o que a filha diz que tem feito em relação ao modelo, com direito a acusação de perseguição e tudo, Raquel se revolta por ter sido mais uma vez enganada pela filha e a confronta sobre o plano de enganar Afonso. Chocada com o que ouve da moça, a cozinheira a expulsa de casa e diz que vai provar que é possível enriquecer através do trabalho honesto.

Capítulo 85, 7 de julho de 2025, segunda-feira.

Se inscreva no canal e fique por dentro de tudo sobre a TV Globo:
https://bit.ly/3D44r4u
 
Nos acompanhe também em outras redes! 
Facebook: https://www.facebook.com/tvglobo
Instagram: https://www.instagram.com/tvglobo
TikTok: https://www.tiktok.com/@tvglobo
Bluesky: https://bsky.app/profile/tvglobo.com
Threads: https://www.threads.net/@tvglobo
X: https://x.com/tvglobo


Visite também o nosso site:
https://redeglobo.globo.com/

#TVGlobo","Globo, Rede Globo, TV, TV Globo, Novela, vale a pena ver de novo, novelas da globo, capítulo de hoje, chamada, assistir online, canal da globo, novelas, resumo, alma gêmea, glô, na tela da glô, mania de você, cabocla, globo ao vivo, garota do momento, volta por cima",00:08:54,169083,4977,298,https://i.ytimg.com/vi/K2JzR0Ifbnw/maxresdefault.jpg,BR
10,,,10,"Music_of_Latin_America, Music, Pop_music",0.91%,pt,10,UCWh6Rqp-mO38iPJbAVNflvQ,Sua Música,2280000,SwJWybqn0sI,2025-07-07T20:25:55Z,23.74 horas,Melzinho - Talita Mel part. Xand Avião (Zum Zum Zum),"Inscreva-se no canal do Sua Música e ative as notificações: https://goo.gl/RFSu6J
Escute  e baixe o álbum da @TalitaMelll  de graça: https://www.suamusica.com.br/TalitaMelOficial/na-pegada-da-talita

Siga: https://www.instagram.com/talitamelcantora/

Letra:
Zum-zum-zum, eu tô voando
E tem alguém que tá se incomodando
O tuts-tuts do paredão tocando
E o coração dele quase parando

Olha que zum-zum-zum-zum-zum, eu tô voando
E tem alguém que tá se incomodando
No tuts-tuts do paredão tocando
E o coração dela quase parando

Vai doer, vai doer
Ou pula os meus stories pra tu não sofrer
E vai ver TV, vai ver TV
Que lá não tá passando eu vivendo nos rolê

Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin
Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin
Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin
Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin

Olha que zum-zum-zum-zum-zum, e-e-e-eu tô voando
E tem alguém que tá se incomodando
No tuts-tuts do paredão tocando
E o coração dela quase parando

Vai doer, vai doer
Ou pula os meus stories pra tu não sofrer
E vai ver TV, vai ver TV
Que lá não tá passando eu vivendo nos rolê

Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin
Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem, não tem, não tem
Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin
Quem não mandou cuidar de mim?
I don't cry, I don't cry
Tu não tem mais esse melzin
Baixe agora o nosso aplicativo
Google Play: https://bit.ly/3EvWian
App Store: https://apple.co/3KXNgFo

Siga

Aproveite para nos seguir nas redes sociais:
http://www.suamusica.com.br/
https://www.facebook.com/suamusica
https://www.instagram.com/suamusica
https://twitter.com/suamusica

#SuaMúsica #Música #ClipeOficial","#SuaMúsica, sua musica, forró, arrocha, são joão, clipes, Videoclipes, música, talitamel, xandaviao, melzinho, zumzumzum",00:02:25,143699,1269,33,https://i.ytimg.com/vi/SwJWybqn0sI/maxresdefault.jpg,BR
