Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Music, Pop_music, Music_of_Asia, Entertainment",6.27%,ko,1,UCritGVo7pLJLUS8wEu32vow,i-dle (아이들),9550000,DYgE3SGPEqk,2026-01-27T09:00:01Z,11.19 horas,i-dle (아이들) 'Mono (Feat. skaiwater)' Official Music Video,"i-dle (아이들) 'Mono (Feat. skaiwater)' Official Music Video

[🎧] [Mono (Feat. skaiwater)]
🔗 https://i-dle.lnk.to/Mono

Composed by icebluerabbit, Daily, 샤넌 배 (Shannon Bae), Kameron Glasper, Likey
Lyrics by icebluerabbit, 샤넌 배 (Shannon Bae), Skaiwater
Arranged by Daily, Likey

=======

[Lyrics]

Woohoo, woohoohoo, woowoo

What they play, that all don’t matter
You’re the beat that’s breaking through
It’s the meaning that hits louder
We’re ‘bouta tune in to you

Don’t let the noise get in your way
You’re the rhythm they can’t replace
이제는 머린 뮤트해 심장 박동 노래해

You’re from the right, or from the left
Whether East or West, whether straight or gay
Every day and night, dance to your real vibe
Turn the effects down, let it all fade out

Play the whole world in Mono
(La la la la la da, la la la la la la la la
La la la la la da)

‘Cause love is louder in Mono
(La la la la la da, la la la la la
La la la la la la da la)

Turn the music up
Let my rhythm play loud
Love and dance in my house
Baby we could take the party outside to everyone
Take a chance on me, you dance just like everyone else
And I know you think just like myself

You’re from the right, or from the left
Whether East or West, whether straight or gay
Every day and night, dance to your real vibe
Turn the effects down, let it all fade out

Play the whole world in Mono
(La la la la la da, la la la la la la la la
La la la la la da)

‘Cause love is louder in Mono
(La la la la la da, la la la la la
la la la la la la da la)
‘Cause love is louder in Mono

We blame, forget, regret but who do you hear?
The lyrics couldn’t reach you
We blame, forget, regret let’s turn it all off
You know you’re born to love

(La la la la la la da, la la la la la la la la la
La la la la la la da, la la la la la la la la la la)
(La la la la la la da, la la la la la la
La la la la la da la)

You’re from the right, or from the left
Whether East or West, whether straight or gay
Every day and night, dance to your real vibe
Turn the effects down, let it all fade out
Play the whole world in Mono

=======

i-dle Official YouTube: http://www.youtube.com/official_i_dle
i-dle Official X: https://x.com/official_i_dle
i-dle Official Facebook: https://facebook.com/official.i.dle
i-dle Official Instagram: https://www.instagram.com/i_dle_official
i-dle Official Weibo: http://weibo.com/cubegidle
i-dle Official Berriz: https://berriz.in/i-dle/

ⓒ All Rights Reserved CUBE Entertainment Inc.

#아이들 #idle #Mono","kpop, IDLE, 여자아이들, 아이들, 미연, 민니, 소연, 우기, 슈화, MIYEON, MINNIE, SOYEON, YUQI, SHUHUA, 큐브, CUBE, i-dle, idle",00:03:01,2414638,141635,9819,https://i.ytimg.com/vi/DYgE3SGPEqk/maxresdefault.jpg,KR
2,,,24,"Film, Entertainment",19.85%,pt-BR,2,UCItRs-h8YU1wRRfP637614w,Marvel Brasil,1390000,ixA51AfHpNk,2026-01-27T15:19:18Z,4.87 horas,Demolidor: Renascido da Marvel Television | Temporada 2 | Teaser Trailer Dublado | Disney+,"Hora de dançar com o 𝘋𝘦𝘮𝘰̂𝘯𝘪𝘰 de 𝘏𝘦𝘭𝘭'𝘴 𝘒𝘪𝘵𝘤𝘩𝘦𝘯. 👹

#Demolidor: Renascido, temporada 2, em 24 de março no #DisneyPlus.",,00:01:18,40108,7336,625,https://i.ytimg.com/vi/ixA51AfHpNk/maxresdefault.jpg,BR
3,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game",13.52%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22800000,0ytmsqcUoeg,2026-01-27T16:18:23Z,3.89 horas,TÁ SE SENTINDO TRISTE? ENTÃO CLICA NESSE VÍDEO AQUI!,"Criaram um simulador de terapia. Achei a ideia do jogo interessante e decidi jogar porque também serve como uma oportunidade pra gente conversar sobre a importância de se fazer terapia! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Therapy Simulator
●Créditos: @PlayGuima 
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, simulador de terapia",00:38:56,388366,46899,5595,https://i.ytimg.com/vi/0ytmsqcUoeg/maxresdefault.jpg,N/A
4,,,10,"Christian_music, Music, Music_of_Latin_America",17.23%,pt-BR,4,UCpf5YXmzGHC4m5uLCdlrrfA,Todah Music,8000000,rA9q7hlNZoI,2026-01-27T15:00:08Z,5.19 horas,Sued Silva | Na Fenda da Rocha [Clipe Oficial],"Clipe da canção ""Na Fenda da Rocha"" da cantora Sued Silva que faz parte do DVD ""AVIVA"" lançado pela Todah Music em janeiro/2026.
Assista ao Playback: https://youtu.be/fNddtXhUBn4
------------------------------------------------------------
🎧 ESCUTE SUED SILVA NAS PLATAFORMAS DIGITAIS
► https://onerpm.link/nafendadarocha_suedsilva
► https://onerpm.link/poderdaadoracao
► https://onerpm.link/JesusTeAmamosSuedSilva
------------------------------------------------------------
🎙️ SIGA SUED SILVA NAS REDES SOCIAIS
► https://suedsilva.lnk.to/Instagram​
► https://suedsilva.lnk.to/Facebook
------------------------------------------------------------
🎶 ESCUTE NOSSAS PLAYLISTS
► https://todahmusic.lnk.to/plataformas
► https://todahmusic.lnk.to/noYoutube
------------------------------------------------------------
🔊 SOMOS A TODAH MUSIC
A palavra TODAH vem da mesma raiz que YADAH, significa “mãos estendidas”.
Então a expressão TODAH, que também é usada como agradecimento (OBRIGADO) traz em sua raiz uma relação com “estender as mãos”. 
Estar agradecido é estender as mãos aos céus e reconhecer tudo o que Deus tem feito em nossas vidas.
► Site: https://www.todah.com.br/
► Email: contato@todah.com.br
► https://todahmusic.lnk.to/Instagram
► https://todahmusic.lnk.to/Facebook
► Telegram: https://t.me/todahmusic​​​
-------------------------------------------------------------------------
🔎 FICHA TÉCNICA 
► Cantora: Sued Silva
► Canção: Na Fenda da Rocha
► Composição: Dimael Kharrara e Ludmila Braun
► Diretor A&R: Alessandro Porfírio
► Gerente A&R: Beto Rocha
► Supervisora A&R : Bia Caprini 
► Diretor MKT e Estratégia: Giovani Mandelli 
► Produção Musical: Tiago Oliveira
► Direção de Vídeo: Caio Fernandes 
► Designer de Palco e Supervisão de Produção: Léo Lisboa
► Fotos: Gih Pepsi 
► Produção Geral: Todah Produções
► Direção Executiva: Todah Music
----------------------------------------------------------------------------
▷ LETRA
► Na Fenda da Rocha

Eu não sairei, não me moverei sem Tua Presença
Os anjos podem até ir
Mas não sairei daqui só com a Tua Presença 

Sem Tua Presença, eu não sobreviverei, 
Me deixa ver Sua Glória e então cheio eu serei 
Nem que seja pelas costas, eu quero Te ver passar 
Deixa eu Te olhar, eu quero Te ver passar 

Na fenda da Rocha é onde Te encontro 
Eu fui transformado quando eu Te vi passando 
Na fenda da Rocha não sigo mais o mesmo 
Tua Presença muda tudo é um lugar de recomeço 

Na fenda da rocha 
Na fenda da rocha 

Nada pode subsistir Tua Presença 
Quando a tua Glória passa 
O medo em mim se torna nada



//

#SomosFeitosdeSonhos​​ #SuedSilva #NaFendadaRocha","todah music, suedes silva, sued silva, poder da adoração, adoração, sued, louvores, louvores de adoração, o poder da adoração, todah, suede silva, sued silva poder da adoração, poder da adoração suede, fabiana anastacio, louvor, poder da oração, música, poder da adoracao, louvor de adoração, poder da adoração playback, musica gospel, poder da adoração sued silva, o poder da oração, mk music, poder da oração sued silva, Na Fenda da Rocha, Sued Silva",00:06:03,18019,2965,139,https://i.ytimg.com/vi/rA9q7hlNZoI/maxresdefault.jpg,BR
5,,,1,"Film, Entertainment",2.75%,pt,5,UC5XG4yYM-_DQ-3HPRuam76Q,ingresso.com,2650000,KqBU2wzmGr8,2026-01-26T16:09:12Z,28.04 horas,Super Mario Galaxy - O Filme | Teaser Trailer Oficial | Toad vs Yoshi,"Super Mario Galaxy - O Filme | Teaser Trailer Oficial | Toad vs Yoshi

Assista ao novo trailer de #SuperMarioGalaxyOFilme - estreia em 1 de abril de 2026 nos cinemas do Brasil!

Somos o melhor destino para quem busca trailers assim que eles são lançados.

Se você é fã de cinema como a gente, INSCREVA-SE e receba todas as novidades dos seus filmes favoritos!

► Baixe nossos apps:
Android: https://goo.gl/ZOknfm
iOS: https://goo.gl/hFbnMY

► Compre ingressos para as melhores estreias: https://www.ingresso.com

► Assine UOL e Ganhe R$ 20 Por Mês Para Usar com cinema na Ingresso.com: https://bit.ly/3yX0hyd

► Siga a Ingresso no INSTAGRAM: https://www.instagram.com/ingressocom/

► Curta a Ingresso no FACEBOOK: https://www.facebook.com/ingressocom

► Fique por dentro das novidades do universo do cinema no nosso canal no WHATSAPP: https://whatsapp.com/channel/0029Va58whvFCCoURznPIG0n","Lançamentos;, Filmes, Cinema, Estreias, Trailers, filme completo, crítica, ingresso.com, review, análise, cinema 2025, fas de cinema, ingressos de cinema, desconto cinema, conteúdo de cinema, curiosidades",00:00:31,163284,4269,229,,BR
6,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",2.86%,pt-BR,6,UCrcBZDofBltcgGxphNia2tw,ProbIems,11800000,6f1RxdrIQAo,2026-01-27T13:00:11Z,7.19 horas,Vida de Rato no Minecraft!,"💙VEM CONHECER MEU NOVO SHOW!!💙
https://showturmadoproblems.com.br/

Servidor de discord:
https://discord.gg/2jtYumJKuZ

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:18:54,224836,5967,457,https://i.ytimg.com/vi/6f1RxdrIQAo/maxresdefault.jpg,BR
7,,,10,"Pop_music, Music, Music_of_Latin_America",1.17%,pt-PT,7,UCAb7svKR5qSFi1yVN87aENQ,YASMIN SENSAÇÃO - Topic,46800,Pz7JVSk6HrA,2026-01-26T18:29:06Z,25.71 horas,Fanatismo,"Provided to YouTube by Ideia Distro Digital

Fanatismo · Yasmin Sensação

Verão da Sensação

℗ 2026 Ideia Distro Digital / Yasmin Sensação

Released on: 2026-01-23

Producer: Yasmin Sensação
Vocals: Yasmin Sensação
Composer: Anselmo Ralph

Auto-generated by YouTube.","Yasmin Sensação, Verão da Sensação, Fanatismo",00:02:28,30612,357,0,https://i.ytimg.com/vi/Pz7JVSk6HrA/maxresdefault.jpg,N/A
8,,,24,"Film, Entertainment",21.16%,pt-BR,8,UCjuiVJmqil8VdRen0gh3Ewg,Linhagem Geek,476000,hxcxYOwWSSk,2026-01-27T14:10:29Z,6.02 horas,SENTIU!!! TRAILER DE HE-MAN DESTRÓI SUPERGIRL!,"►Adquira sua camiseta na #insiderstore usando o cupom ""LINHAGEMGEEK"": https://CREATORS.INSIDERSTORE.COM.BR/LINHAGEMGEEK

► Entre para o QG NERDOLA: https://qgnerdola.com.br

► COMPRE O LIVRO MANUAL DA LACRAÇÃO
https://amzn.to/405oHku

► Site Oficial: https://linhagemgeek.com.br/

► Anuncie na Linhagem: parceiro@linhagemgeek.com.br

► Pix da Linhagem: linhagemgeekoficial@gmail.com

► Siga e interaja com a gente no instagram: https://www.instagram.com/linhagemgeek

►Twitter - https://twitter.com/linhagemgeek

► Edições por Infinity Edge
Contato: team.infinityedge@outlook.com",,00:13:45,13192,2500,292,https://i.ytimg.com/vi/hxcxYOwWSSk/maxresdefault.jpg,BR
9,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game",1.15%,pt-BR,9,UCbWYmIdZ2hpVMpPhRI9pI5Q,Cadres,22200000,iBrWgYaIlqk,2026-01-27T12:01:20Z,8.17 horas,Cadres virou um BEBÊ HAMSTER no Minecraft!,"💚Compre já os PRODUTOS CADRES nas melhores lojas do Brasil ou clicando no link: https://lp.curtaloja.com/cadres/  
🛍️Quer mais opções? Confira também os produtos customizados do Cadres na 2WAVE: https://www.2wave.com.br/personagens/cadres/?mpage=2  
----
Já garantiu o seu álbum de figurinhas? Corre pra completar, trocar com os amigos e entrar nessa aventura colecionável!  
---
🔸Instagram: https://www.instagram.com/cadresss/  
🔹Twitter: https://twitter.com/Cadres19  
----
📩Contato comercial: comercial@agenciacurta.com  

#minecraft #publi",,00:19:47,284850,3208,58,https://i.ytimg.com/vi/iBrWgYaIlqk/maxresdefault.jpg,BR
10,,,10,"Music, Christian_music, Religion",18.09%,pt-PT,10,UC6EwXLCYuPU8VRX_wvzRBTQ,Lauriete Oficial,739000,Gz9SRbhU9Lk,2026-01-27T13:00:07Z,7.19 horas,Lauriete | Quarto de Guerra (Clipe Oficial),"Clipe oficial da canção  ""Quarto de Guerra"".
------------------------------------------------------------
🎙️ SIGA LAURIETE NAS REDES SOCIAIS
► https://linktr.ee/cantoralauriete
------------------------------------------------------------
🎶 ESCUTE EM TODAS PLATAFORMAS DIGITAIS.
----------------------------------------------------------------------------
Quarto de Guerra

Entregue tudo e confia
Estou trabalhando noite e dia
Dentro do teu quarto, joelhos dobrados
Temos um segredo
Com perseverança guarda a sua fé
Combata os teus medos
No quarto de guerra só Eu e você

Você vai falando, Eu vou escutando
Você fica calado, Eu começo a falar
Você vai chorando, Eu vou enxugando
Todo o seu pranto pra você se acalmar

Bem baixinho vou falando em seu ouvido
Cada detalhe vai descendo ao coração
Eu continuo sussurrando bem baixinho
Confia em mim, sou teu Deus e estou na direção

Vai lá, Jesus, enquanto eu fico aqui
Com a porta do quarto fechado
Joelhos dobrados, confiando em Ti
Vai lá, Jesus, pode fazer
A Tua vontade e o Teu querer

Vai lá, Jesus, enquanto eu fico aqui
Com a porta do quarto fechado
Joelhos dobrados, confiando em Ti
Vai lá, Jesus, pode fazer
A Tua vontade e o Teu querer

A Tua presença me traz paz
Segurança pra seguir um pouco mais

A Tua presença me traz paz
Segurança pra seguir um pouco mais

Interprete: Lauriete
Produção Musical: Melk Carvalhêdo
Direção de Vídeo: Thiago Oliva
Compositor: Ricardo Alves","Pentecostal, Lauriete, Lauriete Oficial, Lançamento, Lançamento Gospel, Em Alta, Música Gospel, Adoração, Noite, Oração",00:05:45,11658,1867,242,https://i.ytimg.com/vi/Gz9SRbhU9Lk/maxresdefault.jpg,BR
