Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Pop_music, Music_of_Asia, Entertainment, Lifestyle_(sociology), Performing_arts, Music",15.13%,en,1,UCA61H4fWOMHikLcUFKyQUog,KATSEYE,7040000,5q9EjSUovc4,2026-01-02T05:00:07Z,15.17 horas,“Internet Girl” Visualizer | KATSEYE,"Stream Internet Girl, out now: https://KATSEYE.lnk.to/InternetGirl 
Stream KATSEYE’s 2nd EP ‘BEAUTIFUL CHAOS’: https://KATSEYE.lnk.to/BEAUTIFULCHAOS   
Shop KATSEYE: https://KATSEYE.lnk.to/Shop 

Credits: 351 Studio (https://351studio.com)

[PRESENTED BY HYBE X GEFFEN]

*CONNECT WITH KATSEYE*
http://twitter.com/katseyeworld
https://www.youtube.com/@katseyeworld
http://instagram.com/katseyeworld
https://www.tiktok.com/@katseyeworld
https://weverse.io/katseye/feed
https://linktr.ee/katseyeworld
Official Website: https://katseye.world/
Newsletter: https://KATSEYE.lnk.to/SignUpID

#KATSEYE #InternetGirl",,00:02:46,1360430,177408,28421,https://i.ytimg.com/vi/5q9EjSUovc4/maxresdefault.jpg,N/A
2,,,24,"Entertainment, Film",9.47%,pt-BR,2,UCItRs-h8YU1wRRfP637614w,Marvel Brasil,1370000,jljXyJfiRDQ,2026-01-01T21:14:54Z,22.93 horas,Magnum | Trailer Oficial 2 Dublado | Disney+,"Ele nasceu para este papel, mas os holofotes revelam muito mais...

#Magnum, em 27 de janeiro no #DisneyPlus.",,00:02:09,51464,4468,408,https://i.ytimg.com/vi/jljXyJfiRDQ/maxresdefault.jpg,BR
3,,,20,"Lifestyle_(sociology), Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game",2.92%,pt-BR,3,UCrcBZDofBltcgGxphNia2tw,ProbIems,11700000,-0zSjlnGQAY,2026-01-02T13:00:00Z,7.17 horas,Espere por 365 Dias no Minecraft..,"💙VEM CONHECER MEU NOVO SHOW!!💙
https://showturmadoproblems.com.br/

Servidor de discord:
https://discord.gg/2jtYumJKuZ

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:21:52,265499,7251,502,https://i.ytimg.com/vi/-0zSjlnGQAY/maxresdefault.jpg,BR
4,,,10,"Pop_music, Music_of_Latin_America, Music, Electronic_music",1.32%,pt,4,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1630000,iOLyLSmMPOk,2026-01-02T14:01:16Z,6.15 horas,Dance se souber Tik Tok (2026) ❤️,"Dance se souber Tik Tok (2026) ❤️
Dance se souber Tik Tok (2026) ❤️

#dancesesoubertiktokatualizado   #dancesesouber #tiktok2025 #tiktok2026  #dancesesoubertiktok2026 #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2025 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags - tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#dancesesoubertiktokatualizado","brazil tiktok, músicas, música tiktok, dança se souber, dancinhas do tik tok, dance se souber tiktok, dance se souber, música de tik tok, dance souber, 2025, 2025 tiktok, 2025 musicas, tiktok 2025, dance se souber tiktok 2025, música, tik tok, tiktok, musicas, dance se souber 2025, música do tik tok, dance se souber sem palavrão, dance se souber tiktok 2024, dance se souber 2024, tiktok 2024, dj danny albuquerque dance se souber, dj danny albuquerque",00:08:23,29012,358,25,https://i.ytimg.com/vi/iOLyLSmMPOk/maxresdefault.jpg,BR
5,,,24,"Film, Entertainment",9.89%,pt-BR,5,UC008UCidBfODoH8Dz5SIOfw,Podgeeks,66000,c7iTt2FpRqs,2026-01-02T14:00:58Z,6.16 horas,VAZOU TRAILER E IMAGENS VINGADORES DOOMSDAY! DOUTOR DESTINO ISSO REVELA TUDO ,"E vazaram imagens de Vingadores Doomsday, do Doutor Destino, dos X-Men, incluindo Ciclope e Magneto em Vingadores Doomsday e uma conversa entre Reed Richards e Shuri no teaser trailer que vazou de Vingadores Doomsday, que revela no trailer 4 de Vingadores Doosmday que Doutor Destino está com Franklyn Richards no trailer teaser 4 de Vingadores Doomsday. E vazou a descrição do trailer 4 de Vingadores Doomsday, teaser 4 ou trailer de Vingadores Doomsday que vazou e o trailer 4 de Vingadores Doomsday vai focar no Quarteto Fantástico, Wakanda e Namor no teaser 4 de Vingadores Doomsday, além de imagens vazadas do trailer 4 de Vingadores Doomsday que também vazou. E vazou um quinto trailer de Vingadores Doomsday que pode aparecer o Doutor Destino no teaser trailer 5 de Vingadores Doomsday. E vazou o trailer 3 de Vingadores Doomsday mostrando o X-Men nesse terceiro teaser trailer de Vingadores Doomsday focado nos X-Men que agora vazou com todas as imagens dos X-Men. Ciclope com uniforme azul, Magneto e professor Xavier no trailer de Vingadores Doomsday qye acabou de vazar imagens. E segundo vazamentos o terceiro teaser trailer de Vingadores Doomsday pode mostrar os X-Men e um X-Men muito importante em Vingadores Doosmday teaser trailer 3, e vazou que o Ciclope pode ser o personagem que vai aparecer no trailer 3 de Vingadores Doomsday que supostamente vazou, será que teremos Ciclope aparecendo no trailer teaser 3 de Vingadores Doomsday ou Doutor Destino no novo trailer de Vingadores Doutor Destino?  E no teaser trailer 4 de Vingadores Doomsday poderemos ter o Quarteto Fantástico. E vazou todas as imagens do trailer de Vingadores Doomsday, vazou o trailer completo de Vingadores Doomsday com todas as imagens reveladas. E vazou o primeiro trailer de Vingadores Doomsday com imagens do trailer de Vingadores Doomsday, mostrando Steve Rogers, o Capitãoi América no primeiro teaser trailer de Vingadores Doomsday e tudo que acontece no primeiro trailer de Vingadores Doomsday que vazou agora com imagens do Steve Rogers. E vazou quem aparece no primeiro teaser trailer de Vingadores Doomsday, trailer de Vingadores Doomsday que sairá exclusivamente nas sessões de Avatar 3 nos cinemas, mas quem aparece no trailer 1 de Vingadores Doomsday? Primeiro teaser trailer dublado em português e legendado de Vingadores Doomsday. E vazou a primeira imagem do trailer de Vingadores Doomsday que deve sair nessa quinta-feira o trailer oficial de Vingadores Doomsday, mas o que tem nessa imagem que vazou do trailer de Vingadores Doomsday, temos o logo oficial do trailer de Vingadores Doomsday, teaser trailer de Vingadores Doomsday que vai sair dia 11 de dezembro. E vazou a data do primeiro teaser trailer de Vingadores Doomsday finalmente, mas quando sai o trailer de Vingadores Doomsday? Se esse vazamento de Vingadores Doomsday estiver correto já temos a data do trailer de Vingadores Doomsday e vamos poder assistir o trailer de Vingadores Doomsday dublado em português e legendado também. E vazou um teaser de Vingadores Doomsday mostrando todo o elenco no teaser de Vingadores Doomsday que vazou e revelando a equipe principal de Vingadores Doomsday ao lado do Loki. E vazou a Wanda, a Feiticeira Escarlate em Vingadores Doomsday, mas não a Wanda do UCM em Vingadores Doomsday e sim a Feiticeira Escarlate do universo dos X-Men em Vingadores Doomsday, como filha do Magneto, e também vazou grandes revelações do teaser trailer de Vingadores Doomsday. Mas será que essa imagem do ciclope e do Gambit em Vingadores Doomsday é real? E vazaram mais imagens de Vingadores Doomsday e dessa vez vazaram imagens do Homem-Aranha do Tobey Maguire em Vingadores Doomsday e vazou imagem do Doutor Destino de Robert Downey Jr. em Vingadores Doomsday, além de outras imagens vazadas de Vingadores Doomsday, agora é esperar o primeiro trailer de Vingadores Doomsday dublado e legandado sair.  Nesse vídeo eu revelo tudo que acontece no primeiro teaser trailer de Vingadores Doomsday que vazou e isso muda tudo que você pensava sobre os vazamentos do teaser trailer de Vingadores Doomsday. E vazou trailer de Vingadores Doomsday revelando o que acontece no teaser trailer de Vingadores Doomsday e quem aparece no trailer de Vingadores Doomsday, se prepara que os X-Men devem aparecer sim no trailer de Vingadores Doomsday. E vazou um suposto roteito contando toda a origem do Doutor Destino em Vingadores Doomsday, e nesse vazamento de Vingadores Doomsday temos toda a ligação do Doutor Destino com o Kang, aquele que permanece em Vingadores Doomsday. E vazou um suposto roteiro completo de Vingadores Doomsday, revelando toda a trama que vazou de Vingadores Doomsday, mas será que esse roteiro vazado revelando a trama de Vingadores Doomsday é realmente real?","vingadores doomsday, vingadores doomsday trailer dublado, vingadores doomsday trailer, vingadores doomsday trailer legendado, vindagores doomsday ei nerd, vingadores doomsday e vingadores guerras secretas, vingadores doomsday e guerras secretas, doutor destino, doutor destino robert downey jr, rdj, quarteto fantástico trailer, podgeeks1233, vazou vingadores doomsday, vingadores doomsday spoilers, ei nerd, wanda maximoff, doomsday, vingadores vs x-men, X MEN, x men, wanda",00:09:54,4652,401,59,https://i.ytimg.com/vi/c7iTt2FpRqs/maxresdefault.jpg,BR
6,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",12.82%,pt-PT,6,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22500000,ONq92Em4fFc,2026-01-02T15:00:49Z,5.16 horas,SUBNAUTICA - O FILME (JOGO COMPLETO | DUBLADO EM PT-BR),"A nave Aurora começou a falhar no meio de uma viagem espacial e acabou caindo em um planeta praticamente composto apenas de água. Agora o nosso protagonista precisa sobreviver de baixo d'água nesse mundo enquanto tenta encontrar uma forma de fugir dali! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Subnautica
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, subnautica, o filme, subnautica dublado",04:52:36,272714,30604,4355,https://i.ytimg.com/vi/ONq92Em4fFc/maxresdefault.jpg,N/A
7,,,22,"Music, Music_of_Latin_America",1.35%,pt-PT,7,UCo3LZAaR6Q8Tna6JSkz107Q,Vortex Melody,132,WtbaB2Hp_4s,2025-12-29T10:00:57Z,106.16 horas,✔️ZEZÉ DI CAMARGO E LUCIANO - OS MAIORES SUCESSOS - SÓ AS ANTIGAS - PLAYLIST OFICIAL,"✔️ZEZÉ DI CAMARGO E LUCIANO - OS MAIORES SUCESSOS - SÓ AS ANTIGAS - PLAYLIST OFICIAL
✔️ZEZÉ DI CAMARGO E LUCIANO - OS MAIORES SUCESSOS - SÓ AS ANTIGAS - PLAYLIST OFICIAL
✔️ZEZÉ DI CAMARGO E LUCIANO - OS MAIORES SUCESSOS - SÓ AS ANTIGAS - PLAYLIST OFICIAL
----------------------------------------------------------------

Prepare o coração para reviver grandes emoções! ❤️
Esta playlist oficial reúne os maiores sucessos de ZEZÉ DI CAMARGO E LUCIANO, trazendo só as músicas antigas que marcaram gerações e continuam vivas na memória dos fãs.

Com letras românticas, melodias inesquecíveis e interpretações cheias de sentimento, ZEZÉ DI CAMARGO E LUCIANO construíram uma das histórias mais lindas da música sertaneja brasileira.
Aqui você vai encontrar canções que falam de amor verdadeiro, saudade e momentos que ficaram eternizados no tempo.

🎧 Dê o play, aumente o som e deixe-se levar pela nostalgia com ZEZÉ DI CAMARGO E LUCIANO, uma dupla que transformou sentimentos em música.
💬 Comente qual dessas canções é a sua favorita e compartilhe essa playlist com quem também ama os clássicos sertanejos!

#ZEZEDICAMARGOELUCIANO #SoAsAntigas #OsMaioresSucessos #SertanejoRomantico #ClassicosSertanejos #SertanejoAntigo #DuplaSertaneja #ModaoRomantico #MusicasAntigas #PlaylistSertaneja #SertanejoDeVerdade #RomanticasAntigas",,01:08:05,14104,184,7,https://i.ytimg.com/vi/WtbaB2Hp_4s/maxresdefault.jpg,PT
8,,,24,"Television_program, Entertainment, Film",3.60%,en-US,8,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,14800000,ibkXcHxDnM0,2025-12-30T14:00:05Z,78.17 horas,Stranger Things 5 | Trailer do episódio final | Netflix,"O último trailer.

Assista na Netflix: https://www.netflix.com/title/81297917

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo. São mais de 300 milhões de assinaturas pagas em mais de 190 países com acesso a séries, filmes e jogos de diversos gêneros e idiomas. Assinantes podem assistir, pausar e voltar a assistir a um título quantas vezes quiserem em qualquer lugar e alterar o plano a qualquer momento.

Stranger Things 5 | Trailer do episódio final | Netflix
https://www.youtube.com/@NetflixBrasil

Vecna se prepara para destruir o mundo, e o grupo precisa arriscar tudo para derrotá-lo de uma vez por todas.","Caleb McLaughlin, Charlie Heaton, David Harbour, Delegado Hopper, Dustin, Finn Wolfhard, Gaten Matarazzo, Jamie Campbell Bower, Jim Hopper, Joe Keery, Jonathan Byers, Joyce Byers, Lucas, Max, Maya Hawke, Mike Wheeler, Millie Bobby Brown, Nancy Wheeler, Natalia Dyer, Netflix, Noah Schnapp, Onze, Robin Buckley, Sadie Sink, Steve Harrington, Stranger Things 5, Will Byers, Winona Ryder",00:01:39,1483427,50046,3418,https://i.ytimg.com/vi/ibkXcHxDnM0/maxresdefault.jpg,BR
9,,,20,"Role-playing_video_game, Video_game_culture, Action-adventure_game, Action_game",1.29%,pt-BR,9,UCbWYmIdZ2hpVMpPhRI9pI5Q,Cadres,22100000,siUKOeskPyE,2026-01-02T12:01:40Z,8.15 horas,A HISTÓRIA MAIS TRISTE do CADRES REVERSO!,"💚Compre já os PRODUTOS CADRES nas melhores lojas do Brasil ou Clicando no Link: https://lp.curtaloja.com/cadres/
----
Já garantiu o seu álbum de figurinhas? Corre pra completar, trocar com os amigos e entrar nessa aventura colecionável!
---
🔸Instagram: https://www.instagram.com/cadresss/
🔹Twitter: https://twitter.com/Cadres19
----
📩Contato comercial: comercial@agenciacurta.com

#minecraft#publi",,00:17:44,364155,4567,126,https://i.ytimg.com/vi/siUKOeskPyE/maxresdefault.jpg,BR
10,,,10,"Pop_music, Entertainment, Music_of_Asia, Music",33.47%,ko,10,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,4730000,XP7zqLMu-mM,2026-01-02T14:58:07Z,5.21 horas,ATEEZ(에이티즈) 성화 'Skin' | ATEEZ Present,"Lyrics by 김홍중, 박성화, EDEN, Maddox, Peperoni, Oliv, Door, Kikoi, BALM
Composed & Arranged by 김홍중, EDEN, Maddox, Peperoni, Oliv, Door, Kikoi, BALM
Chorus by BALM, Door
MIDI programming by Kikoi
Recorded by 여민수 @ In Grid Studio
Digital editing by 여민수 @ In Grid Studio
Mixed by Stay Tuned @ Stay Tuned Studio
Mastered by 박정언 @ Honey Butter Studio


목을 조르는 Scent
스며들어 Without a trace
Kill me with that look, babe
She got a way that makes it look bad
날카로운 유혹의 손길
엉켜 있는 수많은 감각
가려진 허물을 벗은 채
You have me now

더 깊이 삼켜 내 모든 걸
I know that you want it
I’m waiting for that touch

The way she moves, wildfire
터질듯한 Desire
Wanna see you go higher
It’s written on my Skin
숨 막히게 All day night
벗어날 수 없게 날
Hold me so tight, oh babe
It’s written on my Skin

어둠에 갇혀
서로의 숨을 느껴
위험한 감정
She makes me want some more
호흡에 묶여
It’s keeping me awake
잠든 날 깨워
It’s written on my Skin

숨겨줘 내 Secret
But baby, only if you want
원하는 게 뭐든
You know you deserve it, oh yeah
희미하게 들려 떨리는 네 숨결
I’m loving what I hear
스치는 손끝에 느껴진 신호들
우리만 아는 Rule

더 깊이 삼켜 내 모든 걸
I know that you want it
I’m waiting for that touch

The way she moves, wildfire
터질듯한 Desire
Wanna see you go higher
It’s written on my Skin
숨 막히게 All day night
벗어날 수 없게 날
Hold me so tight, oh babe
It’s written on my Skin

어둠에 갇혀
서로의 숨을 느껴
위험한 감정
She makes me want some more
호흡에 묶여
It’s keeping me awake
잠든 날 깨워
It’s written on my Skin
I’m waiting for that touch

The way she moves, wildfire
터질듯한 Desire
Wanna see you go higher
It’s written on my Skin
숨 막히게 All day night
벗어날 수 없게 날
Hold me so tight, oh babe
It’s written on my Skin


▶ ATEEZ Official Platform:
http://ateez.kqent.com
▶ ATEEZ Official X:
https://twitter.com/ATEEZofficial
▶ ATEEZ Official Instagram:
https://instagram.com/ATEEZ_official_
▶ ATEEZ Official TikTok:
https://www.tiktok.com/@ateez_official_
▶ ATEEZ Official Facebook:
https://facebook.com/ATEEZofficial
#ATEEZ #에이티즈 #SEONGHWA #성화
#Skin
#GOLDENHOUR #GOLDENHOUR_Part3 #In_Your_Fantasy_Edition","Idol, 아이돌, 남돌, Kpop, boygroup, ATEEZ, 에이티즈, ATZ, 김홍중, 홍중, Hongjoong, 박성화, 성화, Seonghwa, 정윤호, 윤호, Yunho, 강여상, 여상, Yeosang, 최산, San, 송민기, 민기, Mingi, 정우영, 우영, Wooyoung, 최종호, 종호, Jongho, KQ엔터테인먼트, KQ Entertainment",00:03:39,175462,53608,5111,https://i.ytimg.com/vi/XP7zqLMu-mM/maxresdefault.jpg,N/A
