Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Sport, Association_football",3.42%,pt,1,UCyuLjFPzlkMSYJpIpY8M6qA,CONMEBOL Libertadores,953000,RQs4S3AQMjA,2025-03-18T01:04:45Z,31.66 horas,SORTEIO DA FASE DE GRUPOS DA CONMEBOL LIBERTADORES 2025,"#Sorteio #SorteioLibertadores #Libertadores
Inscreva-se no canal oficial da CONMEBOL Libertadores para ter acesso ao melhor conteúdo: https://bit.ly/2mRGAD6

Encontre todas as informações da competição no nosso site oficial:  https://conmebollibertadores.com/

Siga-nos nas redes sociais:

Twitter: https://twitter.com/libertadoresbr
Instagram: https://instagram.com/libertadoresbr
Facebook: http://www.facebook.com/CopaLibertadores
TikTok: https://www.tiktok.com/@libertadores","conmebol libertadores, libertadores, liberta, copa libertadores, gols, goles, goals, golaços, highlights, resumen, melhores momentos, futebol, fútbol, soccer, gols libertadores, goles libertadores, melhores momentos libertadores, highlights liberta, libertadores femenina, libertadores fem, sorteio, sorteio libertadores 2025, sorteio libertadores",02:43:30,1155759,39474,58,https://i.ytimg.com/vi/RQs4S3AQMjA/maxresdefault.jpg,BR
2,,,25,"Society, Television_program",3.35%,pt,2,UCwVmZjJwkCUCOes5_eAIebg,Fala Brasil,1410000,djeMfu0d4Tc,2025-03-18T13:41:18Z,19.05 horas,Roberto Cabrini revela que Maicol assinou documento onde confessa ter matado Vitória Regina,"Roberto Cabrini deu mais detalhes sobre a confissão de Maicol, que assumiu ter matado a jovem Vitória Regina. O documento está assinado e, segundo Maicol, ele era chantageado pela jovem, com quem teria tido um relacionamento há um ano e meio. Ele disse que matou Vitória com duas facadas depois de uma discussão. Maicol ainda sustenta que agiu sozinho, porém, não está descartada a possibilidade de outra pessoa estar envolvida no crime.

Nosso Whatsapp: https://falabrasil.r7.com/whatsapp
Inscreva-se no canal Fala Brasil:   http://r7.com/ZOTL
Assista às íntegras no PlayPlus:   https://www.playplus.com
Instagram:    https://www.instagram.com/fala_brasil/
TikTok:    https://www.tiktok.com/@falabrasil
Threads:    https://www.threads.net/@falabrasil
Facebook:    https://www.facebook.com/falabrasil/
Site oficial:    https://recordtv.r7.com/fala-brasil

#FalaBrasil #MarianaGodoy #EduardoRibeiro","Jornalismo, Record, Fala Brasil, Notícias, jornalismo, Jornalismo Record, Mariana Godoy, Eduardo Ribeiro",00:10:50,392990,13163,0,https://i.ytimg.com/vi/djeMfu0d4Tc/maxresdefault.jpg,BR
3,,,10,"Electronic_music, Music_of_Latin_America, Hip_hop_music, Music, Pop_music",8.38%,pt-BR,3,UCuRGk7Q3-HzP036f6iCGwGg,MC Negão Original,313000,6QIqGgKY95M,2025-03-17T18:31:21Z,38.22 horas,"MEDLEY DE IGARATÁ 5 - MC Negão Original e MC IG (Clipe Oficial) DJ Guh Mix, DJ Glenner e DJ Oreia","Ouça #medleydeigarata5 em todas as plataformas de música: https://onerpm.link/Medley-de-Igarata5
Inscreva-se no canal e não perca nenhum lançamento!

Medley de Igaratá 5 chega como o lançamento mais esperado do momento. 

Siga no instagram:
@mcnegaoriginal7
@mcig4m
@djguhmix
@glenneroficial
@djoreia


Publicidade:
Comercial.fusionrecords@gmail.com


Shows: 
(11) 94752-5022

Ficha Técnica:
Intérpretes: MC Negão Original, MC IG
Produção Musical: DJ Guh Mix, DJ Glenner e DJ Oreia
Direção: bruninhoozn
Designer Gráfico: juniorsantzz


Uma realização Fusion Records 

Este videofonograma é um produto original e próprio da Gravadora e Editora. A cópia dele ou o reenvio do mesmo resultará em grandes implicações ao seu canal do Youtube ou até a exclusão do mesmo.

Fusion Records ®️

#fusionrecords  

Ano 2025","funk, mc negao original, funk consciente, brazil, medley de igarata, medley de igarata 5, medley de igarata mc negao original e mc ig, mc ig, funk 2025, playlist de funk, ta raul em bigode, a nata, mc negão original 2025, mc ig 2025, medley igarata",00:03:50,741367,60240,1879,https://i.ytimg.com/vi/6QIqGgKY95M/maxresdefault.jpg,BR
4,,,17,"Television_program, Sport, Association_football",16.04%,pt-BR,4,UCOa-WaNwQaoyFHLCDk7qKIw,Flamengo TV,7200000,YxG-dZVC8ac,2025-03-17T18:00:33Z,38.73 horas,TINO MARCOS APRESENTA A FLAMENGO TV,"O jornalista rubro-negro Tino Marcos, um dos repórteres esportivos mais experientes do Brasil, apresenta as novidades da nova TV Flamengo.

Inscreva-se na #FlamengoTV. Vídeos todos os dias!
Subscribe to Flamengo channel, a 40-million-fans nation. Join us!
----------
Com você o Mengão vai mais longe!
Seja sócio-torcedor: http://mengo.com.br

𝗦𝗶𝗴𝗮 𝗼 𝗙𝗹𝗮𝗺𝗲𝗻𝗴𝗼 𝗻𝗮𝘀 𝗿𝗲𝗱𝗲𝘀:

𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://www.instagram.com/flamengo
𝗧𝗶𝗸𝗧𝗼𝗸: https://www.tiktok.com/@flamengo
𝗧𝘄𝗶𝘁𝘁𝗲𝗿: https://twitter.com/Flamengo
𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://www.facebook.com/FlamengoOficial
𝗙𝗹𝗮𝗧𝗩+: https://flatvmais.com.br","Clube de Regatas do Flamengo, Flamengo, Mengão, Mengo, Fla, Fla TV, TV Fla, canal oficial do flamengo, nação, nação rubro-negra, rubro-negro, flamengo tv, nova fla tv, tv flamengo, tv do mengão, tino marcos, tino marcos flamengo, joão guilherme, joão guilherme flamengo tv, dani boaventura, dani boaventura flamengo tv, apresentação flamengo tv, jogos do flamengo, flamengo ao vivo, vamos flamengo",00:09:51,331361,51454,1701,https://i.ytimg.com/vi/YxG-dZVC8ac/maxresdefault.jpg,BR
5,,,24,"Health, Society, Lifestyle_(sociology)",2.55%,pt-BR,5,UCP-Vg2PcmLiWpEdvMI1R35w,Domingo Espetacular,8330000,W6WnhlRzlJM,2025-03-17T00:49:23Z,55.92 horas,Caso Vitória: Cabrini entrevista peças-chave da investigação e traz revelações exclusivas,"Quem matou Vitória Regina? Qual a motivação de um crime tão brutal? Desde o dia 5 de março, essas duas perguntam intrigam todo o país. O jornalista Roberto Cabrini se debruça sobre o caso e traz novas revelações a partir de entrevistas inéditas, como a conversa com Gustavo ""Liro"", ex-namorado da vítima. Cabrini ainda entra no local onde Vitória teria sido mantida antes de ser morta, um imóvel alugado por Maicol Salles, principal suspeito e único detido até o momento. Veja também o que dizem os advogados de Maicol e os detalhes do trabalho da polícia. Assista em A Grande Reportagem: O Enigma de Cajamar! 

Nosso Whatsapp: https://domingoespetacular.r7.com/whatsapp
Inscreva-se no canal Domingo Espetacular: http://r7.com/H2sU 
Assista às íntegras no PlayPlus: https://www.playplus.com
Instagram: https://www.instagram.com/domingoespetacular/
TikTok: https://www.tiktok.com/@domingoespetacular
Threads: https://www.threads.net/@domingoespetacular
Facebook: https://www.facebook.com/DomingoEspetacular/
Site oficial: https://recordtv.r7.com/domingo-espetacular

#DomingoEspetacular #RobertoCabrini #CasoVitória","Domingo Espetacular, Record, Carolina Ferraz, Roberto Cabrini",00:24:33,1715112,43737,0,https://i.ytimg.com/vi/W6WnhlRzlJM/maxresdefault.jpg,N/A
6,,,22,Lifestyle_(sociology),1.04%,pt-BR,6,UC040XFJEsSRhTkmieXp1kDQ,Família Maria Clara e JP,6590000,vkMgBiikKGc,2025-03-18T13:01:27Z,19.72 horas,Passei muito mal com o balanço do mar 🤢 Vomitei?,"O cruzeiro estava incrível até que... o balanço do mar resolveu atacar! 🌊🤢 A Carol que comeu mais do que devia e acabou passando muito mal. Será que ela conseguiu aproveitar o resto do passeio? Venha conferir essa história e não se esqueça de deixar seu like e comentar se você já passou por algo parecido! 🛳✨

➡️Inscreva-se: https://www.youtube.com/channel/UC040XFJEsSRhTkmieXp1kDQ?sub_confirmation=1

Instagram: https://www.instagram.com/familiamariaclaraejp/
Facebook: https://www.facebook.com/mariaclaraejp
https://linktr.ee/Mariaclaraejp

✅ VÍDEO PARA TODOS OS PÚBLICOS.
🚫ESTE VÍDEO NÃO CONTÉM PROMOÇÃO PAGA🚫
Todos os itens mostrados foram comprados com recursos próprios.

Um super beijo da Família Maria Clara e JP ❤️😘

╔♫═╗╔╗ 
╚╗╔╝║║♫═╦╦╦╔╗
╔╝╚╗♫╚╣║║║║╔╣
╚═♫╝╚═╩═╩♫╩═╝
╔╦♫═╦╦╗
║║║║║║║
╠═╠═╩═♥
♫═╝","maria clara, jp, maria clara e jp, familia maria clara e jp, familia, cruzeiro maria clara e jp, carol passou mal no cruzeiro, viagem maria clara e jp",00:15:04,186767,1867,76,https://i.ytimg.com/vi/vkMgBiikKGc/maxresdefault.jpg,BR
7,,,10,"Music, Pop_music, Music_of_Asia, Entertainment",4.66%,ko,7,UCod5V2dpnpJLklGvVOv5FcQ,STAYC,1770000,z-xfGoabprU,2025-03-18T09:00:04Z,23.74 horas,STAYC(스테이씨) 'BEBE' MV,"STAYC
The 5th Single Album [𝐒]

'BEBE' MV

Streaming & Download
https://stayc.lnk.to/BEBE

#STAYC #스테이씨
#S #BEBE 
#STAYC_BEBE
 
 
[STAYC Official SNS] 
YouTube ▶ https://www.youtube.com/c/STAYC
Instagram ▶ https://www.instagram.com/stayc_highup
X ▶ https://x.com/STAYC_official
NAVER TV ▶ https://tv.naver.com/stayc
Facebook ▶ https://www.facebook.com/STAYC201112
TikTok ▶ https://www.tiktok.com/@stayc_official
Weverse ▶ https://www.weverse.io/stayc/feed
Fancafe ▶ https://cafe.daum.net/STAYC
Weibo ▶ https://weibo.com/STAYChighup
Bilibili ▶ https://space.bilibili.com/1046238272
Douyin ▶ https://v.douyin.com/iSgpG1Vg","STAYC, 스테이씨, 수민, 배수민, 시은, 박시은, 아이사, 이채영, 채영, 세은, 윤세은, 심자윤, 자윤, 재이, 예은, 장예은, sumin, sieun, ISA, seeun, yoon, 하이업엔터테인먼트, 하이업, 블랙아이드필승, 블아필, highupent, 스테이시, SWITH, 스윗, stacy",00:03:06,2399714,103898,7978,https://i.ytimg.com/vi/z-xfGoabprU/maxresdefault.jpg,N/A
8,,,17,"Sport, Association_football",3.20%,pt,8,UC_oToDrJ6uca7d1dFVBmLtg,Canal GOAT,4430000,u2YMNMW93mw,2025-03-17T01:54:50Z,54.83 horas,FLAMENGO X PALMEIRAS | CONMEBOL LIBERTADORES SUB-20 | FINAL | AO VIVO E COM IMAGENS,"A GRANDE FINAL! FLAMENGO e PALMEIAS decidem a grande FINAL da CONMEBOL LIBERTADORES SUB-20, AO VIVO e COM IMAGENS na tela do CANAL GOAT!

TUDO sobre o Canal GOAT em um só lugar: https://linktr.ee/canalgoatbr

Siga o canal de Gols do Bodinho no WhatsApp: https://whatsapp.com/channel/0029VaqqM5W4tRrxZ2sUlq3C

Já se inscreveu? Ative também as notificações para não perder nenhum lance!

▪️ Uma nova via de consumo esportivo. Inovador, disruptivo e GRÁTIS! 🐐","canal goat, goat ao vivo, ao vivo, futebol ao vivo, futebol, futebol grátis, transmissão ao vivo, transmissão goat, FLAMENGO, PALMEIRAS, CONMEBOL, LIBERTADORES, SUB-20, FINAL, AO VIVO, COM IMAGENS, goat, goat br, libertadores, liberta, libertadores no goat, verdao, mengo, mengao, palestra, decisao",03:15:34,2202463,70420,87,https://i.ytimg.com/vi/u2YMNMW93mw/maxresdefault.jpg,BR
9,,,20,"Lifestyle_(sociology), Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game",2.36%,pt-BR,9,UCrcBZDofBltcgGxphNia2tw,ProbIems,10400000,uL16ZZen6f4,2025-03-18T13:01:31Z,19.72 horas,Vida de Avaritia no Minecraft,"💙👇🏻LOJA OFICIAL DA PROBLEMS👇🏻💙
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rdo/

ENXADAHOST - Cupom: Problems

ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:18:36,647376,14627,672,https://i.ytimg.com/vi/uL16ZZen6f4/maxresdefault.jpg,BR
10,,,20,Lifestyle_(sociology),8.01%,,10,UCU1Dfv7UCahezar94GH6ikw,Julia Pimentel,220000,JiYQc8J20oA,2025-03-17T21:00:13Z,35.74 horas,REVELAMOS OQUE TODOS QUERIAM SABER!!,,,00:11:54,139880,10172,1027,https://i.ytimg.com/vi/JiYQc8J20oA/maxresdefault.jpg,BR
