Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Pop_music, Music_of_Latin_America, Hip_hop_music, Music",9.71%,pt-PT,1,UCm4aitnUJK8t6CT5mesAcdw,THE BOX,1490000,fu-M0XEzTs4,2025-09-26T00:00:07Z,44.14 horas,"ORUAM, BORGES, MENO TODY, NGC DADDY, PEDRIN, JS DA TORRE - THE BOX MEDLEY 10","PENSE FORA DA CAIXA

Oruam, Borges, Meno Tody, Ngc Daddy, Pedrin, Js da Torre, Neo Beats, Victor WAO, Joab Beats, Bebeto, Cordeiro – THE BOX MEDLEY 10

Ouça em todas as plataformas digitais: https://THEBOX.lnk.to/MEDLEY10

Siga THE BOX nas redes sociais:
Instagram: https://www.instagram.com/oficial.thebox
TikTok: https://www.tiktok.com/@the.box.com

#THEBOX #MEDLEY10 #REALTRAP",,00:05:41,1196979,109071,7166,https://i.ytimg.com/vi/fu-M0XEzTs4/maxresdefault.jpg,N/A
2,,,24,"Action_game, Video_game_culture, Action-adventure_game, Role-playing_video_game",7.40%,pt-BR,2,UCUZfhX79dQrJvAgYefiXCCA,Flow Games,750000,ytYAok7D8BE,2025-09-27T01:11:20Z,18.95 horas,NOVO TRAILER de WOLVERINE E OD de HIDEO KOJIMA IMPRESSIONANTE - #FGN #196,"MANDE SUA MENSAGEM COM VOZ PERSONALIZADA!
https://livepix.gg/flowgamestv

Depois de muita especulação, a Sony finalmente lançou um trailer de gameplay de Wolverine! Último anúncio do State of Play de setembro, o jogo da Insomniac mostrou o herói brutal, com sequências extremamente violentas, como os fãs estavam esperando. Do outro lado, tivemos também novo trailer de OD Knock, da Kojima Productions para Xbox e o visual impressiona demais. Tem também Xbox na Tokyo Game Show, novidades de GTA e muito mais!

Você confere tudo isso no Flow Games News de hoje! 🔥

Acompanhe também o Ariel no @Comboinfinito !

~~~~~~  

MODO ATLETA
Acompanhe o projeto Modo Atleta com Igor e Gian no canal do Flow! 
https://www.goldenpill.com.br/ad/dc-MODOATLETA-FLOW

~~~~~~
  
LOW GAMES

🚨 NOVO LOTE DO NINTENDO SWITCH 2! 🚨
Amazon (bundle com Mario Kart World): https://amzn.to/4eAl1wi
Mercado Livre (só console) - https://mercadolivre.com/sec/1bSqC1p  

Cartão MicroSD Express para expandir o armazenamento do seu Nintendo Switch 2 com MÁXIMA velocidade
https://amzn.to/46zTWYb

PS5 Slim 1TB com Returnal + Ratchet & Clank com bom preço no do Low Games
https://mercadolivre.com/sec/2rzBRjY

PS5 Slim 1TB, novo bundle, com Astro Bot e Gran Turismo 7, com ótimo preço pelo Low Games!
https://amzn.to/4kPmO2F

ACESSÓRIOS E JOGOS PARA NINTENDO SWITCH 2 MAIS BARATOS COM O LOW GAMES!
Amazon (JoyCon 2): https://amzn.to/3RUQ5MC
Amazon (Mario Kart World, mídia física): https://amzn.to/3ERXKsc

De um game over nos preços altos com o Low Games, e compre jogos, consoles e acessórios com preços baixos! 
https://www.lowgames.com.br/
ENTRE NOS GRUPOS COM PROMOÇÕES EM TEMPO REAL: https://linktr.ee/lowgames

~~~~~~ 

Capítulos
00:00:00 - Aguarde
00:12:01 - Temos um Convidado Especial...
00:23:39 - GTA RP: Rockstar Games Firma Parceria Importante 
00:37:38 - The Elder Scrolls 6: Leaker Indica Janela de Lançamento
01:07:30 - PHYSINT, Jogo de Espionagem de Kojima, Ganha Elenco e Detalhes
01:22:43 - ROG Xbox Ally Tem Preço Revelado e Pré-Venda Iniciada
01:43:49 - Forza Horizon 6 Quer Deslumbrar os Fãs com o seu Japão
02:19:28 - React do Flow Games - Palfarm: Spinoff de Fazendinha do Palworld
02:22:33 - React do Flow Games - Katanas do Ninja Gaiden 4 na Vida Real
02:30:18 - React do Flow Games - Gameplay Inédita de Ananta 
02:37:28 - React do Flow Games - Trailer de Avatar 3 
02:41:02 - React do Flow Games - Trailer de Saros
02:46:17 - React do Flow Games - OD - KNOCK: Projeto de Terror do Kojima
02:58:33 - React do Flow Games - Outro Projeto do Kojima!!
03:01:35 - React do Flow Games - Anime do Death Stranding 
03:04:37 - React do Flow Games - Onimusha: Trailer da História
03:08:50 - React do Flow Games - Anúncios da Semana

~~~~~~ 

Acompanhe o Flow Games em todas as mídias: https://linkin.bio/flowgamestv/ 
Acesse o nosso portal de notícias: https://flowgames.gg/ 
Faça parte do Discord do Flow Games: https://discord.com/invite/SfxPYf7BkQ 

Receba as principais notícias, vídeos e conteúdos exclusivos do universo gamer, na palma da sua mão. 

WhatsApp: https://www.whatsapp.com/channel/0029VacH04P8aKvBME6vZH1W 
Telegram: https://t.me/FlowGamesNEWS 

~~~~~~ 

CAIXA POSTAL
80154 | CEP: 03350-970 | São Paulo - SP
especificar que é pro Flow Games

~~~~~~ 

Conheça o HUB Flow Games no YouTube. 
Flow Games Trailers: https://www.youtube.com/@FlowGamesTrailers 
Cortes do Flow Games: https://www.youtube.com/@CortesdoFlowGames 

~~~~~~ 

ANFITRIÕES: 

*FLOW GAMES*

Davy Jones 
- Twitter: @DavyJonesRJ
 - Instagram: @odavyjones

PhoenixBR
- Twitter: @PhoenixBR
 - Instagram: @PhoenixBRnnf

Thais Matsufugi
- Twitter: @thamatsu
 - Instagram: @ThaMatsu

Cross
- Twitter: @Cross_GP
 - Instagram: @crosstossaur

Bruno Micali
- Twitter: @MicaliBruno
- Instagram: @micalibruno

~~~~~~ 

PRODUÇÃO:

Felipe Cardoso
-Instagram: @goodcardoso 
-Twitter: @cardoso122 

DIREÇÃO:

Takeshi Oyama
- Instagram: @takeshioyama_
- Twitter: @takeshioyama

Luiz Pancieri
- Instagram: @luizpancieri

Zero
-Instagram: @otiozero 
-Twitter: @otiozero 

~~~~~~ 

#flowgames #wolverine #playstation","flowgames, flow games, podcast flow, podcast flow games, podcast flow jogos, fgn, flow games news, notícias jogos, notícias games, davy jones flow games, cross flow games, gta 6, flow games grand theft auto, phoenixbr, bruno micali, react do flow games, flow games thamatsu, xbox, nintendo switch 2, fgn 196, flow games PS6, wolverine ps5, tokyo game show 2025, forza horizon 6, od knock, kojima productions, state of play, gta rp, palworld spin-off, onimusha 2026",03:28:16,71575,5269,24,https://i.ytimg.com/vi/ytYAok7D8BE/maxresdefault.jpg,BR
3,,,20,"Strategy_video_game, Role-playing_video_game, Video_game_culture, Action_game, Action-adventure_game",5.05%,pt-BR,3,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,13900000,bEbkb8P6qb4,2025-09-26T22:27:26Z,21.68 horas,O ADM ABUSOU no BRAINROT com EVENTOS INFINITOS de PETS RAROS! 🧠🔥,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:26:18,979625,47114,2324,https://i.ytimg.com/vi/bEbkb8P6qb4/maxresdefault.jpg,BR
4,,,22,"Music_of_Latin_America, Hip_hop_music, Music, Electronic_music",11.64%,pt-PT,4,UCZEggUJC_wzpN66mRE_st2g,Pavuna ,24500,Ff9IGRz8Rt0,2025-09-26T17:56:21Z,26.20 horas,Chefinha - Js da Torre & Pedrin (Prod. Bebeto),"https://www.instagram.com/pavunarec 
 https://www.instagram.com/jsdatorre
https://www.instagram.com/vzpedrin
https://www.instagram.com/bebeto.og

CAPA - Gustavo Brewer | @gustavobrewer",,00:04:18,123768,13589,822,https://i.ytimg.com/vi/Ff9IGRz8Rt0/maxresdefault.jpg,N/A
5,,,1,"Film, Entertainment",5.67%,pt-BR,5,UCTFbGAgp5L6IgUTQDW93zlQ,20th Century Studios Brasil,888000,62tkMwoEIBQ,2025-09-25T13:33:45Z,54.58 horas,Avatar: Fogo e Cinzas | Trailer 2 Oficial Dublado,"Esse mundo é mais profundo do que você imagina. #Avatar: Fogo e Cinzas estreia em 18 de dezembro nos cinemas.

E não perca o retorno de #Avatar: O Caminho da Água, em 3D, de 2 a 8 de outubro.

Inscreva-se no canal e seja o primeiro a receber nosso conteúdo.
 
Siga-nos na sua rede social favorita e receba as principais notícias sobre os nossos títulos!
Facebook: https://www.facebook.com/20thCenturyStudiosBR
Twitter: https://twitter.com/20thcenturybr
Instagram: https://www.instagram.com/20thcenturystudiosbr","filme, cinema, 20th century fox film do brasil, trailer, oficial, estreia, dublado, em portugues, legendado",00:02:33,307718,16370,1083,https://i.ytimg.com/vi/62tkMwoEIBQ/maxresdefault.jpg,BR
6,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game, Strategy_video_game",1.82%,pt-BR,6,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,7070000,t21YrI9frcM,2025-09-26T21:11:26Z,22.95 horas,INICIEI COM TODAS AS GAMEPASS NO ROUBE UM BRAINROT,"🌵Participem do  meu Grupo do Roblox 
https://www.roblox.com/pt/communities/17079112/ON-Cactus#!/store
💚Discord Oficial do canal https://discord.com/invite/lucasclashon
✅Meu perfil oficial do Roblox - https://www.roblox.com/pt/users/3818273238/profile",,00:20:15,534737,8553,1168,https://i.ytimg.com/vi/t21YrI9frcM/maxresdefault.jpg,BR
7,,,10,"Pop_music, Music, Hip_hop_music, Music_of_Latin_America",5.07%,pt-BR,7,UCzWQnGyNQuvgVYV2OLoqNdg,MC GP,855000,hQskOv9b_kg,2025-09-26T21:00:07Z,23.14 horas,MC GP E MC LELE JP - ME POSTOU NO DAILY / FESTA DO BIG G - Prod DAVI DOGDOG E DJ ANDRABEAT,"ESSA EXPLODIU NO APP VIZINHO HEIN, OUÇAM MUITO EM TODAS PLATAFORMAS DIGITAIS: 
ADA.lnk.to/MEPOSTOUNODAILYFESTADOBIGG

Direção : ooliver.30 
Produção executiva: 
Negão e Renan Kaylon (tropa do g)
Direção de fotografia : Diego querzoli
Segunda Câmera : Júnior
A&R ; Lucas - Bafo Produções
Marketing: Talita Santos 

#funk #mcgp #mclelejp",,00:02:58,69610,3053,477,https://i.ytimg.com/vi/hQskOv9b_kg/maxresdefault.jpg,BR
8,,,24,"Humour, Entertainment, Film",17.75%,pt-PT,8,UC6fIWLQxpxV55sR6mMBgdtg,SuperJazz,113000,86dIyDjjljE,2025-09-26T15:00:22Z,29.14 horas,WICKED PARTE 2: É O FILME DO ANO! | React,"SAIU O ULTIMO TRAILER de Wicker: For Good! O hype é MUITO REAL e, hoje, vim reagir a ele com vocês S2
Deixa ai nos comentários qual parte você tá mais ansioso pra assistir! Eu ja tô com a roupa de ir, rs


.: CANAL PRINCIPAL :.  
https://www.youtube.com/@itsjazzb

#wicked #trailer","games, itsjazzb, jazzb, jessica ballut, jogando, just chatting, wicked, trailer wicked, comentando trailer de wicked, wicked parte 2, wicked for good, wicked for good trailer, wicked parte 2 trailer, react, reagindo wicked, reagindo wicked parte 2, react wicked 2",00:24:29,30015,5140,188,https://i.ytimg.com/vi/86dIyDjjljE/maxresdefault.jpg,BR
9,,,20,"Action-adventure_game, Video_game_culture, Action_game, Simulation_video_game, Role-playing_video_game",6.37%,pt-PT,9,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21700000,KLnbZ_d_XJM,2025-09-26T15:45:35Z,28.38 horas,"JOGO DE TERROR BASEADO EM FATOS REAIS, MAS EU TÔ DOENTE ENTÃO EU NÃO POSSO ME ASSUSTAR!","🔥Jogue War Thunder de GRAÇA e receba um pacote de bônus incrível! PC, PlayStation e Xbox — https://wtplay.link/jazzghost 💥 WT Mobile — https://wtm.game/jazzghost

 CONFIRA E SARAIVA O LIKE!

●Nome do Jogo: Slackjaw
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, slackjaw",00:31:21,1078115,64283,4402,https://i.ytimg.com/vi/KLnbZ_d_XJM/maxresdefault.jpg,N/A
10,,,10,"Music_of_Latin_America, Electronic_music, Pop_music, Music, Music_of_Asia",0.82%,pt,10,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1550000,xtsZ1UrEDag,2025-09-26T14:01:54Z,30.11 horas,Dance se souber~ {TikTok} 2025🎶💜,"#dancesesouber #dancesesoubertiktok2025 #tiktok2025  #dancesesoubertiktokatualizado  #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2024 

Tik Tok Dance se Souber 2025 🎶💜
Tik Tok Dance se Souber 2025 🎶💜

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags -música tik tok, tiktok 2025 atualizadas, música sem palavrão, 2025 tiktok, música do tik tok 2025, 2025, música de 2025, dance se souber tiktok 2023, dance se souber sem palavrão, dance se souber tiktok 2025 sem palavrão, dance se souber tiktok 2025 atualizado novas, música 2024, doce souber, dance se souber tiktok 2025 novas, dance souber 2025, musicas, tiktok 2025 sem palavrão, 2024 tiktok, se souber, musicas do tik tok 2025, música de tik tok 2025, dança bem, funk, música de tic tac, tik tok sem palavrão, musicas 2025, a música, musica do tiktok 2025 tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#tiktok2025","dance se souber músicas do tik tok, dance se souber tiktok, tiktok viral video, dance se souber tiktok 2025, tiktok 2025, dance se souber, música, tik tok, dance se souber tiktok 2024, tiktok 2024, dança se souber, dance se souber 2025, tiktok, música do tik tok, dança se souber 2025, músicas, música de tik tok, dance souber, dança de souber, dance se souber 2024, tik tok 2025, musicas do tik tok, dança souber, brazil tiktok, dancinhas do tik tok, música 2025, música tiktok",00:08:22,225928,1783,62,https://i.ytimg.com/vi/xtsZ1UrEDag/maxresdefault.jpg,BR
