Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Electronic_music, Independent_music, Pop_music, Music",30.35%,en,1,UC2YnEq5Fc5_zEO6bo0oNzCQ,melanie martinez,16100000,47isS1blUiA,2026-01-29T00:00:07Z,8.40 horas,Melanie Martinez - POSSESSION (Official Audio),"POSSESSION out now: http://melaniemartinez.lnk.to/possession

Subscribe for more official content from Melanie Martinez:
https://melanie.lnk.to/MMsubscribe

Follow Melanie Martinez
https://facebook.com/melaniemartinezmusic
https://twitter.com/melanielbbh
https://instagram.com/littlebodybigheart
https://soundcloud.com/melaniemartinezmusic
http://melaniemartinezmusic.com

The official YouTube channel of Atlantic Records artist Melanie Martinez. Subscribe for the latest music videos, performances, and more.","melanie martinez, melanie, martinez, atlantic records, atlantic, crybaby, cry baby, dollhouse, doll house, pity party, sippy cup",00:03:08,571500,145445,28006,https://i.ytimg.com/vi/47isS1blUiA/maxresdefault.jpg,US
2,,,24,"Film, Entertainment, Video_game_culture, Lifestyle_(sociology)",11.82%,pt,2,UCmEClzCBDx-vrt0GuSKBd9g,Jovem Nerd,2500000,gByfqTZo46Q,2026-01-28T19:02:47Z,13.36 horas,Trailer He-Man - Mestres do Universo: 40 MINUTOS RECLAMANDO!,"Em algum momento de 1987, um pequeno Alexandre Ottoni (na época ainda REALMENTE um JOVEM nerd) teve sua primeira decepção cinematográfica com o filme do He-Man com o Dolph Lundgren. 40 anos depois, será que o trauma sarou?

Bora reagir ao primeiro teaser do novo MESTRES DO UNIVERSO com Azaghal e o bonequeiro profissional Marcelo Bassoli!

Intel 
Ouça o NerdTech 116 - O Futuro da Robótica e Processamento em 2026: https://jovemnerd.short.gy/Intel_NO_10

EDIÇÃO POR ESTÚDIO 42
http://www.estudio42.com.br

CLIQUE CONFIRA OS OUTROS CANAIS DO JOVEM NERD:  https://linktr.ee/jovemnerd0



#jovemnerd","jovem nerd, nerdcast, nerdcast stories, jovem nerd nerdplayer, Jovem Nerd, azaghal, nerdcast rpg, nerdcast stories jovem nerd, historias jovem nerd e azaghal, historias nerdcast, cortes nerdcast, cortes jovem nerd, jovem nerd nerdoffice, nerdcast jovem nerd, jovem nerd gameplay, nerdcast rpg ghanor, jovem nerd rpg, azaghal jovem nerd, nerdcast stories azaghal, he-man, mestres do universo, trailer, trailer he-man, react he-man",00:40:52,114540,12356,1180,https://i.ytimg.com/vi/gByfqTZo46Q/maxresdefault.jpg,BR
3,,,20,"Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game",8.94%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22800000,vRK0xSKPMS8,2026-01-28T15:01:42Z,17.37 horas,"EU SÓ QUERIA FICAR MAIS FORTE NO HYTALE, MAS EU FUI COMPLETAMENTE HUMILHADO!","Meu objetivo nesse vídeo é conseguir minérios melhores para fazer armas e armaduras melhores. O problema é que os monstros bizonhos do jogo não tão muito afins de me deixar conseguir eles! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Hytale
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, hytale",00:21:40,772279,64222,4803,https://i.ytimg.com/vi/vRK0xSKPMS8/maxresdefault.jpg,N/A
4,,,10,"Pop_music, Music, Hip_hop_music, Music_of_Latin_America",10.91%,en-US,4,UCBRWI1h-efdTbVZK6RQdGqA,Borges,1120000,gHTAfG4ildc,2026-01-28T17:00:06Z,15.40 horas,Borges - Rei da Noite ft. BK (Clipe Oficial),"Ouça #osoltambemchora em todas as plataformas digitais: 
https://bfan.link/o-sol-tambem-chora

Se inscreva no canal e ative o sino de notificações para não perder nenhum lançamento!
https://bit.ly/4q61s2T

Composição: Borges, BK, Ajaxx
Produção Musical: Ajaxx
Mix: Luciano Scalercio
Master: Luciano Scalercio

©℗ Mainstreet Records

#Borges #BK #ReiDaNoite #osoltambémchora","rei da noite, borges, o sol tambem chora, album borges, bk, borges e bk",00:02:37,25874,2693,131,https://i.ytimg.com/vi/gHTAfG4ildc/maxresdefault.jpg,BR
5,,,24,"Entertainment, Film, Television_program",4.37%,en-US,5,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,14800000,WZ-80cmmaaU,2026-01-28T14:00:00Z,18.40 horas,Berlim e a Dama com Arminho | Teaser oficial | Netflix,"""Berlim e a Dama com Arminho"" estreia na Netflix em 15 de maio de 2026.
Berlim está de volta mais forte do que nunca neste novo capítulo da série ambientada no universo de ""La casa de papel"". Desta vez, Sevilha é o cenário da trama.

Um novo golpe de mestre está nascendo: o roubo de uma obra de Da Vinci. Beleza, perigo e uma elegância que chega a ser um crime.
O bando se reúne para uma missão espetacular.

Da mente de Álex Pina e Esther Martínez Lobato, os mesmos criadores de ""La casa de papel"", com Pedro Alonso (Berlin), Michelle Jenner (Keila), Tristán Ulloa (Damián), Begoña Vargas (Cameron), Julio Peña Fernández (Roi) e Joel Sánchez (Bruce). Inma Cuesta também integra o elenco desta temporada.
Data de estreia de ""Berlim e a Dama com Arminho"": 15 de maio de 2026.

Assista na Netflix: https://www.netflix.com/title/81759581

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo com um vasto catálogo de séries, filmes, jogos e eventos ao vivo disponíveis em diversos idiomas. Nossos assinantes podem assistir, pausar e voltar a um título quantas vezes quiserem, onde quer que estejam, e alterar o plano a qualquer momento.

Berlim e a Dama com Arminho | Teaser oficial | Netflix
https://www.youtube.com/@NetflixBrasil

Berlim reúne sua gangue de ladrões em Sevilha para roubar uma obra de arte de valor inestimável nesta série explosiva da dupla responsável por La casa de papel.","Anúncio de estreia de Berlim, Arte, Assalto, Ação, Begoña Vargas, Berlim, Berlim e a Dama com Arminho, Da Vinci, Dama com Arminho, Estreia de 2026, Inma Cuesta, Joel Sánchez, Julio Peña Fernández, La casa de papel, Michelle Jenner, Pedro Alonso, Quadro, Roubo, Sevilha, Suspense, Série Netflix Espanha, Série de assalto, Tristán Ulloa, Universo La casa de papel",00:01:46,28346,1200,38,https://i.ytimg.com/vi/WZ-80cmmaaU/maxresdefault.jpg,BR
6,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",1.98%,pt-BR,6,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,7540000,8U-Ze9elQg0,2026-01-28T19:11:42Z,13.21 horas,TESTEI MECANICAS QUE BURLAM TSUNAMI BRAINROT,"🌵Participem do  meu Grupo do Roblox 
https://www.roblox.com/pt/communities/17079112/ON-Cactus#!/store
💚Discord Oficial do canal https://discord.com/invite/lucasclashon
✅Meu perfil oficial do Roblox - https://www.roblox.com/pt/users/3818273238/profile",,00:17:00,392062,6878,896,https://i.ytimg.com/vi/8U-Ze9elQg0/maxresdefault.jpg,BR
7,,,10,"Pop_music, Music_of_Asia, Entertainment, Performing_arts, Music",26.75%,ko,7,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,22900000,Tsr3lBEn9ww,2026-01-28T14:59:58Z,17.40 horas,"Seungmin ""제자리걸음 (Still here)"" | [Stray Kids : SKZ-RECORD]","승민(Seungmin) ""제자리걸음 (Still here)"" | [Stray Kids(스트레이 키즈) : SKZ-RECORD(슼즈 레코드)]

[Credits]
Lyrics by : 창빈 (3RACHA)
Composed by : 창빈 (3RACHA), Millionboy (밀리언보이), Nickko Young
Arranged by : Millionboy (밀리언보이), Nickko Young
Original Publisher : JYP Entertainment, Sony Music Publishing Korea, Copyright Control

[Seungmin ""제자리걸음 (Still here)"" Lyrics]
한 걸음 더 내디뎌보면 될 것 같아서
헛걸음만 몇 번째인지
차마 두고 올 수 없는 것뿐이라서
우리의 시작과 끝에 그 언저리에서 맴돌아

널 잃는 것과 잊는 것 중 뭐 하나 할 수 없어
수없이 많은 길을 헤매이다 난 또 길을 잃어

그때 그때 그대로
여전히 멈춰있다

정처 없이 걷다 보면 괜찮아질 줄 알았어
제자리걸음만
반복해 너의 흔적들 그 속에 갇혀
한 걸음도 벗어나지 못하고 다시 너에게 돌아가
그때 그때 그대로

널 떠나보낸 그 이후로 뭐 하나 할 수 없어
수없이 많은 길을 헤매이다 난 모든 걸 잃어

그때 그때 그대로
여전히 멈춰있다

정처 없이 걷다 보면 괜찮아질 줄 알았어
제자리걸음만
반복해 너의 흔적들 그 속에 갇혀
한 걸음도 벗어나지 못하고 다시 너에게 돌아가
그때 그때 그대로

떠나간 그곳에 멈춰있어
수없이 제자리걸음만
제자리걸음만

그때 그때 그대로

Listen to ""DO IT"" now☁️
https://Stray-Kids.lnk.to/DOIT

Listen to ""Do It (Remixes)"" now🎊
https://Stray-Kids.lnk.to/DoItRemixes

Stray Kids ""DO IT""
iTunes & Apple Music: https://Stray-Kids.lnk.to/DOIT/AppleMusic
Spotify: https://Stray-Kids.lnk.to/DOIT/Spotify

Stray Kids ""Do It (Remixes)""
iTunes & Apple Music: https://Stray-Kids.lnk.to/DoItRemixes/AppleMusic
Spotify: https://Stray-Kids.lnk.to/DoItRemixes/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Threads: https://www.threads.com/@realstraykids
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#SKZ_RECORD #슼즈레코드
#승민 #Seungmin
#YouMakeStrayKidsStay

Copyrights 2026 ⓒ JYP Entertainment. All Rights Reserved.","Stray Kids, 스트레이 키즈, SKZ, 방찬, BANG CHAN, 리노, LEE KNOW, 창빈, 서창빈, CHANGBIN, SEOCHANGBIN, 현진, HYUNJIN, HWANGHYUNJIN, 한, 지성, HAN, JISUNG, HANJISUNG, 필릭스, FELIX, 승민, 김승민, SEUNGMIN, KIMSEUNGMIN, 아이엔, I.N, JEONGIN, SKZ RECORD, 스키즈 자작곡, 스트레이키즈 자작곡, 슼즈레코드 승민, 승민 슼레, 승민 보컬, 한 노래, 승민 제자리걸음, 스키즈 승민, skz seungmin, skz self composed song, seungmin vocal, 창빈 작곡, 창빈 작사, 창빈 자작곡, 스키즈 창빈 자작곡, seungmin skz-record, 스키즈 슼레, seungmin still here, skz still here, 스키즈 제자리걸음, 스키즈 창빈, changbin self composed song",00:03:05,699709,175162,12037,https://i.ytimg.com/vi/Tsr3lBEn9ww/maxresdefault.jpg,N/A
8,,,24,"Entertainment, Film",10.80%,pt-BR,8,UCItRs-h8YU1wRRfP637614w,Marvel Brasil,1390000,ixA51AfHpNk,2026-01-27T15:19:18Z,41.08 horas,Demolidor: Renascido da Marvel Television | Temporada 2 | Teaser Trailer Dublado | Disney+,"Hora de dançar com o 𝘋𝘦𝘮𝘰̂𝘯𝘪𝘰 de 𝘏𝘦𝘭𝘭'𝘴 𝘒𝘪𝘵𝘤𝘩𝘦𝘯. 👹

#Demolidor: Renascido, temporada 2, em 24 de março no #DisneyPlus.",,00:01:18,118913,11974,870,https://i.ytimg.com/vi/ixA51AfHpNk/maxresdefault.jpg,BR
9,,,20,"Action-adventure_game, Role-playing_video_game, Video_game_culture, Action_game",6.62%,pt-BR,9,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,14600000,4JjDMdGBqSY,2026-01-28T22:15:00Z,10.15 horas,DEPOIS DE REVELAR A VERDADE… COMPREI O PET MAIS CARO DO BRAINROT 😱💰,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:21:51,325570,19618,1919,https://i.ytimg.com/vi/4JjDMdGBqSY/maxresdefault.jpg,BR
10,,,10,"Music_of_Latin_America, Music, Christian_music",2.71%,pt-PT,10,UCGUJ9xrnPtT38EncXBlfFUQ,Midian Lima - Topic,7990,T0pI-LVpduc,2026-01-27T03:02:07Z,53.37 horas,Eu Creio (Ao Vivo),"Provided to YouTube by MK Music

Eu Creio (Ao Vivo) · Midian Lima · Bruna Karla

Eu Creio (Ao Vivo)

℗ 2026 MK Music

Released on: 2026-01-27

Producer: Leandro Simões
Composer Lyricist: Eli Soares

Auto-generated by YouTube.","Midian Lima, Bruna Karla, Eu Creio (Ao Vivo)",00:05:22,28374,754,14,https://i.ytimg.com/vi/T0pI-LVpduc/maxresdefault.jpg,N/A
