Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Pop_music, Music, Music_of_Asia",36.90%,ko,1,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,79400000,R6e4tBWxIxE,2026-01-16T05:00:00Z,3.25 horas,ENHYPEN (엔하이픈) 'Knife' Official MV,"ENHYPEN (엔하이픈) 'Knife' Official MV

Vampire is here
https://enhypen.lnk.to/THESINVANISH

EXECUTIVE PRODUCER Kim Taeho
Directed by OH XIMIN (NoisyRoom)

ⓒ BELIFT LAB Inc. All Rights Reserved

Connect with ENHYPEN
OFFICIAL WEBSITE https://ENHYPEN.com
ENHYPEN Weverse https://www.weverse.io/enhypen
OFFICIAL YOUTUBE https://www.youtube.com/ENHYPENOFFICIAL
OFFICIAL X (TWITTER) https://twitter.com/ENHYPEN
ENHYPEN X (TWITTER) https://twitter.com/ENHYPEN_members
OFFICIAL JAPAN X (TWITTER) https://twitter.com/ENHYPEN_JP
OFFICIAL FACEBOOK https://www.facebook.com/officialENHYPEN
OFFICIAL INSTAGRAM https://www.instagram.com/enhypen
OFFICIAL TIKTOK  https://www.tiktok.com/@enhypen
OFFICIAL WEIBO https://weibo.com/ENHYPEN
OFFICIAL BILIBILI https://space.bilibili.com/3493119035181246
OFFICIAL DOUYIN https://v.douyin.com/TLfWnNVDBP8/

created with DARK MOON

#ENHYPEN #엔하이픈 #THE_SIN_VANISH #EN_Knife","HYBE, HYBE LABELS, 하이브, 하이브레이블즈",00:02:44,831881,277010,29936,https://i.ytimg.com/vi/R6e4tBWxIxE/maxresdefault.jpg,KR
2,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game",5.17%,en,2,UCWv-0hCp1C3g3OXkY6ssyvQ,DarkPlayer GamingTV,2230000,3BJ2lHm56ik,2026-01-15T22:31:58Z,9.72 horas,RESIDENT EVIL 9: REQUIEM Leon Gameplay | Showcase Trailer,"Resident Evil 9: Requiem gameplay showcase trailer featuring Leon is HERE! 🔥 In this video you’ll watch the latest official gameplay reveal from the Showcase, with brand-new scenes, atmosphere, and those classic survival horror vibes that made the series legendary.

If you’re hyped for Resident Evil 9 Requiem, this is the perfect first look: Leon’s presence, the tone, the setting, the combat hints, and the kind of tension that screams “classic RE… but evolved.” 👁️🩸

✅ What you’ll find in this video

Official gameplay showcase trailer
Leon-focused moments & key scenes
New environment details, mood, and horror tone
My quick reactions + what this could mean for the story (without spoilers)

💬 Question for you, Darks:

Do you like this direction for RE9… or do you want it to go even more horror like RE7? 👇

🔔 Subscribe for more Resident Evil 9: Requiem coverage!

Expect gameplay walkthroughs, guides, bosses, secrets, story breakdowns, and the full game when it drops.

All footage belongs to its respective owners.
If you enjoyed the video, leave a like — it helps a ton! 🙌

#ResidentEvil9 #Requiem #LeonKennedy #ResidentEvil #Capcom #GameplayTrailer #Showcase #SurvivalHorror","resident evil 9, resident evil 9 requiem, resident evil 9 gameplay, resident evil 9 trailer, resident evil 9 gameplay trailer, resident evil 9 showcase, resident evil 9 gameplay showcase, resident evil 9 leon, leon kennedy, resident evil leon, re9, re9 requiem, re9 gameplay, re9 trailer, capcom, resident evil new game, resident evil 2026, horror game, resident evil gameplay reveal, resident evil showcase trailer, resident evil 9 leaks, resident evil requiem leon",00:12:58,161087,7750,583,https://i.ytimg.com/vi/3BJ2lHm56ik/maxresdefault.jpg,ES
3,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",5.97%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22700000,DlcRwsNn8ik,2026-01-15T15:45:24Z,16.49 horas,EU SÓ QUERIA CURTIR MINHAS FÉRIAS ESCOLARES MAS EU TÔ PRESO NA ESCOLA! (adivinha por que?),"As aulas finalmente acabaram! Tá na hora de férias! Quer dizer, estaria na hora de férias se eu não estivesse preso de num looping dentro do colégio por causa de? Por causa de??? Anomalias!!! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Nine Floors
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, Nine Floors",00:28:27,1210639,66122,6098,https://i.ytimg.com/vi/DlcRwsNn8ik/maxresdefault.jpg,N/A
4,,,10,"Music_of_Latin_America, Music, Hip_hop_music, Lifestyle_(sociology)",2.15%,pt,4,UC9vsg8Lpxf2R8CjaLrd-R1g,Filipe Ret,3380000,nLzI-wTRycU,2026-01-15T15:00:06Z,17.25 horas,Filipe Ret - Rap da Lealdade 🌻 (Clipe Oficial) ,"Compositor: Filipe Ret, Scarp e MT$
Produção Musical: MT$
Mix e Master: Johnny Monteiro

Selo: SOM LIVRE & NADAMAL

Ouça em todas as plataformas: ads.somlivre.com.br/Rap_da_Lealdade

Ficha Técnica:

Direção: GIGS
Direção Criativa: GIGS 

Produzido por: CREW
Diretor Criativo: GIGS

Artista: FILIPE RET
Produtor Artístico/Pessoal: Thiago Tico
Segurança: André Reinaldo
Videomaker: Gabriel Bossois 
Stylist: Daniele Fernandes
Assist: Natalia Mironti

Produção Executiva: Nil Souza
1º Ass. de Direção: Matheus Faria
2º Ass. de Direção: Vívian Knopp
Diretor de Produção: Nil Souza
Produtora: Gabriela Viviani
Assistente de Produção: Natália Costa, Emi B
Platô: Wallace Vidigal
Ass. de Platô: Caio Siqueira, Leonardo Valadares, Marcelo Montoujos, Guilherme (Bebel)

Fotógrafo: Victor Alencar
Still: Pedro DaRua e Kvpa

(Unidade A)
Steady Cam: Leandro Brigido
1º Ass. Câmera: Cris Moraes
2º Ass. Câmera: Clara Tinoco
Vídeo Assist: Hillary Finizola
Logger: Daniel Pardal

(Unidade B)
1º Ass. Câmera: Victor Vidigal
2º Ass. Câmera: Juliana Paliologo

Produção de Elenco: Abacaxi
Ass. Produção de Elenco:  Vívian Knopp
Assistente Criativo e Figurino: Abacaxi 
Ass de Figurino e Produção de Elenco: Gabriel Brandão

Maquiadora: Ju Rocha
Ass. Maquiagem: Joanna Ferretti
Barbeira: Gabi Roballo
Gaffer: Rodrigo Graf
1º Ass. Elétrica: Jorge Sena
2º Ass. Elétrica: Luciano Oliveira, Mateus Andrade
1º Ass Maquinária: Lídio Macário
2º Ass Maquinária: Ricardo (Tato), Le Graf
Gerador: Rondinelli

Limpeza: Daniela Santana
Carregador: Cássio Menezes, Luís Fernando, Gabriel Fernandes, Renan Alves, Cleber Gabriel, Kauan Guimarães
Grafiteiro: Mano Benke
Eletricista: Luís Fernando
Vagas: Léo Bolinho

Segurança SET: Luiz Azevedo, Bodyguard
Moto Transfer: Siel Pereira, Lucas Fernandes
Kombi: Biano Pimenta, Cícero, Wilson
Caminhão Elétrica: Neto
Caminhão Produção: Jackson Bernardo
Van Câmera: Messias
Vans de Equipe: Pridi Transportes 
Van RET: Ismar Serqueira Produções

Câmera: Briancine
Equipamento Ele/Maq: Rodrigo Graf
Infra/Consumo: Vidigal
Rádios e Internet: ETC

Catering: Luiz
Bar: José Bezerra

Dançarinos: Juninho Do Quebra, Tiago Pierotte, Mano TOOm, Codazzi Barreto, André Oliveira, Joy Brito, Vitória Destemida, Ayesca Mayara (Ayê), Yure IDD, Stefanie Souza
Criança: Ayla Maria Maina | Responsável Criança: Roberta Maria Maina
Figuração: Gabi Roballo, Augusto César, Leonardo Edson dos Santos, Alexey, Takeshirou Tanigawa (Japan), Letícia Oliveira, Margarida Tose, Jorge Antonio da Silva, Neise Dias dos Santo, Taís de Oliveira Silva, Adalberto Jesus Araújo da Silva Junior, Daniele Clemente Macedo, Erasmo Francisco Lava Jato: Jefin Oliveira, Marcos Santos

Pós-produção: 
Montagem: GIGS
Color: Ian Pasqualino

Gestão de Projeto: Robson Adriano
Escritório: ELEMESS 

Equipe Som Livre:
A&R: Lucas Pereira e Rodrigo Vieira
Marketing: Lena Pelosi, Fernanda Souza, Matheus Mugayar, Matheus Gondar e Pedro Mendes

Marketing Digital: Moving 
Comunicação e PR: Lupa Comunicação

Letra: 

RETCHÊÊÊ...

Esse é o Rap da Lealdade
Pra aquele que é fiel de fechar
Mais ou menos assim, oh

Aperta logo esse boldo 
Nós tá aqui um pelo outro
Melhor aliado 
Mermo com o tempo fechado 
Quando o calo aperta é nos que sabe 
Quem que são os de verdade 
Pra superar junto as piores fases 
Fumaça do balão sobe
De raça teu sangue é nobre (é nobre)
Tu não se rendeu pro sistema
Mesmo causando problemas  
Nunca vi ninguém com a tua dispô 
Tu transformou ódio em amor 
Vários mentiram, só tu foi  
Sincero quando eu tava errado (errado) 

(REFRÃO)

Meu parceiro, Oh meu Deus 
Nem meus defeitos fez tu me abandonar 
Armas e rosas tão na tua escolta 
A vida é mais do que nós posta, eu sei 
Foi alta a aposta
 
Abençoado, Iluminado 
Obrigado Deus eu vivo como eu quero
Baseado entrelaçado nos dedos 
Enquanto eu acelero 
De Salvador, Rio de Janeiro, São Paulo 
Deus é o 00 
Quando ninguém tava lá tu me fez acreditar, irmão 

Por isso tu merece uma canção 
Toda lealdade do meu coração 
toda minha gratidão 

(REFRÃO)

Meu parceiro, Oh meu Deus 
Nem meus defeitos fez tu me abandonar 
Armas e rosas tão na tua escolta 
A vida é mais do que nós posta, eu sei 
Foi alta a aposta
 
Se tudo acabar nós vai ta lá reinando 
Se tudo desabar nós vai ta lá zuando
Zuando o plantão
Se tudo acabar nós vai ta lá reinando 
Se tudo desabar nós vai ta lá zuando

Estúdio: NADAMAL RECORD$","filipe ret, ret, mc filipe ret, mc ret, tudubom, tdbm, nada mal, ndml, ktt, Filipe Ret, Felipe Ret",00:03:45,950231,18263,2130,https://i.ytimg.com/vi/nLzI-wTRycU/maxresdefault.jpg,BR
5,,,20,"Role-playing_video_game, Casual_game, Video_game_culture, Simulation_video_game",6.91%,en,5,UCFXKLSrT-4-Mf5TRqv40rgw,The Sims,1930000,iyMI9ES-7Nc,2026-01-15T15:58:06Z,16.28 horas,The Sims 4: Royalty & Legacy | Official Reveal Trailer,"Watch the reveal trailer for The Sims 4: Royalty & Legacy Expansion Pack*! Build a powerful Dynasty, become a Noble, avoid Scandal, and do it all for the plot. Experience storybook moments, reap the perks of Prestige, and climb your way to glory. No two paths to power are the same!

Pre-order now: https://www.ea.com/games/the-sims/the-sims-4/buy/addon/the-sims-4-royalty-and-legacy-grand-bundle

Learn more: https://www.ea.com/games/the-sims/the-sims-4/news/royalty-and-legacy-expansion-pack

Your kingdom awaits, and it's brimming with opulence, culture, and complex relationships. The throne is empty, and only one Sim can wear the crown. Nobles might have rivals, Dynasties may have Outcasts, and anyone can find themselves at the heart of a saucy scandal. The stage is set and the stories of ascension are yours to tell.

The Sims 4: Royalty & Legacy will be available February 12, 2026 at 10am PT on EA App PC/Mac, Steam, Xbox One, Xbox Series X|S, PlayStation 4 (PS4), and PlayStation 5 (PS5).

*Requires The Sims 4 & all game updates. For PC, see minimum system requirements for the pack.

**CONDITIONS AND RESTRICTIONS APPLY.","The Sims 4, The Sims 4 Royalty & Legacy, Sims 4 Royalty & Legacy, The Sims 4 Royalty, Royalty & Legacy, Royalty & Legacy Expansion Pack, Expansion Pack, The Sims 4 Expansion Pack, The Sims 4 Gameplay, Sims 4, TS4, TheSims4, The Sims, Sims, The Sims (Video Game), Sims royal, Sims royalty, sims family, build/buy, Sims reveal trailer",00:02:40,359203,22240,2580,https://i.ytimg.com/vi/iyMI9ES-7Nc/maxresdefault.jpg,N/A
6,,,17,"Video_game_culture, Sport, Association_football",3.63%,pt-BR,6,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,24000000,rsd3pRcKwQ4,2026-01-15T23:44:10Z,8.51 horas,MELHORES MOMENTOS: BRASIL 8 X 3 MÉXICO | COPA DO MUNDO KINGS LEAGUE 2026 | SEMI FINAL,"Tem muito mais pra você curtir aqui no YouTube da CazéTV:

🏆RELEMBRE A COPA DE 2022: https://www.youtube.com/playlist?list=PLsFWLnYCEXEXflh-UTUvnN5yw1BFWLWkX

⚽MELHORES MOMENTOS DA COPINHA 2026: https://www.youtube.com/playlist?list=PLsFWLnYCEXEXe2If8cr_ZmlnbDivB-CV0

🃏COPA DO MUNDO KINGS LEAGUE: https://www.youtube.com/playlist?list=PLsFWLnYCEXEUSRsJUHu4KjXULBmGtenGa

📢GERAL CAZÉTV: https://www.youtube.com/playlist?list=PLsFWLnYCEXEUVZmJOyU7a7Kkgr3K5CoWf

😂CORTES COPAZONA: https://www.youtube.com/playlist?list=PLsFWLnYCEXEVCDZq610kCDmZFWq5Xkwpd

🎤ENTREVISTAS NA CAZÉTV: https://www.youtube.com/playlist?list=PLsFWLnYCEXEU69dciMDDK1S0Jt-TfaEtX

🥇DESTINO OLÍMPICO: https://www.youtube.com/playlist?list=PLsFWLnYCEXEXi4ri4xLaqC1HsV9LWgxeu","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo, cortes casimiro, cortes cazetv, geral cazetv, cortes geral cazetv, cortes geral",00:09:27,263372,9407,159,https://i.ytimg.com/vi/rsd3pRcKwQ4/maxresdefault.jpg,BR
7,,,10,"Electronic_music, Pop_music, Music",20.28%,en,7,UCufuq24Cef6-CdmEiZmXTBg,Pinkpantheress,2100000,lIxQe1R5hs0,2026-01-15T18:00:53Z,14.24 horas,PinkPantheress - Stateside + Zara Larsson (Official Video),"The Official Video for ‘Stateside’ by PinkPantheress + Zara Larsson

Stream / Download 'Stateside + Zara Larsson': https://pinkpantheress.lnk.to/statesideremix 
Stream / Download ‘Fancy Some More?’: https://pinkpantheress.lnk.to/fancysomemore 
Stream / Download 'Fancy That': https://PinkPantheress.lnk.to/FancyThat

Step into my world: https://www.Pantheress.Pink/
Text me for the tea: https://www.Pantheress.Pink/signup

Follow PinkPantheress: 

Soundcloud: https://soundcloud.com/pinkpantheress 
Instagram: https://www.instagram.com/pinkpantheress/?hl=en   
TikTok:  https://www.tiktok.com/@pinkpantheres...
Twitter: https://x.com/pinkpantheress2
Spotify: https://pinkpantheress.lnk.to/Spotify 
Apple Music: https://pinkpantheress.lnk.to/AppleMusic 
Discord: https://levellr.com/pinkpantheress

Credits: 

Director: Charlotte Rutherford
Commissioner & Marketing Director: Zak Boumlaki 
Creative Director: Sian Rowe

Production Company: CASINO
Founder & Producer: Chris Murdoch
Director Of Photography: Jack Hamilton
Director’s Agent: SN37 Agency 
Production Manager: Nathan M. Legger
Production Coordinator: Peg McMillan
Production Runner: Jack Elliott
Production Runner: Jack Savage
Production Runner: Heba El-Hawary

Choreographer: Simon Donnellon
Associate Choreographer: Angelica Wolanska

1st Assistant Director: Jack Meredith
2nd Assistant Director: Charlotte Miller
3rd Assistant Director: Lauren Mooney
AD Runner: Luca Canham
AD Runner: Brogan Cowie-Ferron

1st AC: Felix Wildey
2nd AC: Dee Iskrzyska
Camera Trainee: Pierre-Sebastien Cabrejo-Jons
Grip: Dan Huntley
2nd Grip: Alex Kelleher
DIT: Chris Belcher
Video Playback: Ben McConel

Gaffer: Mark Lane
Spark: Tsvetina Rassovka
Spark: Gonçalo Lopes
Spark: Joe Hunt
Master Rigger: Alex Glover
Advanced Rigger: Neil Dengiel
Advanced Rigger: Kerry Batram 

Production Designer: Furmaan Ahmed
Art Director: Isabella Furness
Assistant Art Director: Hara Spyrou
Props Master: Marta Stok
Props Assistant: Max Stranger
Building Manager: Ricardo Monteiro
Carpenter: Harry Appleyard
Carpenter: Sonnie Day
Carpenter: Bobby Heffernan
Carpenter: Toby Maher
Carpenter: Ricardo Monteiro
Scenic Painter: Naomi Feld
Scenic Painter: Sarah Alice Johnson

PinkPantheress Team: 

Management: Phoebe Gold, Lauren Onelum
Stylist: Milena Agbaba
Stylist’s Assistant: Virginia Peniero
MU Artist: Julian Stoller
Hair Stylist: Anoushka Danso
Nail Tech: Angel Mi Linh 
Videographer: Lauzza
Photographer: Aliyah Otchere

Zara Larsson Team: 

Management: Kalli Clark Sternberg, Lili Wake
Stylist: Caterina Ospina
Stylist’s Assistant: Censi Moyano 
MU Artist: Sophia Sinot
Hair Stylist: Ali Pirzadeh
Nail Tech: Angel Mi Linh 
Seamstress: Mary-Kate Morrell

Cast Stylist: Ellie Walker
Cast Styling Assistant: Ailsa Chapman
Cast Styling Assistant: Ellen Green
HMU Artist: Dasha Taivas
HMU Assistant: Elena Broccoli
HMU Assistant: Lally Mudrak
HMU Assistant: Becca Lymbourides

Edit Supervisor: Lauzza 
Editor: Fred Gowers
Editor: Alex Wheeler 
Editor: Anthony Miralles
Colourist: Isac Hessellund
VFX: Copenhagen VFX
VFX: Ewan McIntosh
VFX: Metapoint
VFX: Shivam Solanki / Artist Building
Graphics: Simon Villaret
Roto: Aaron Rabaya

Medic: Nissi Adeduntan
Camera Equipment: Panavision
Lighting Equipment: SHL
Catering: Luluz
Coffee: Another House
Winnebagos: Wagon Wheels
Studio: OMA X

Dancers:

Cameron Holland
Connor Jay
Rio Allison
Theo Maddix
Tom Mather
Daniel Blessing
Jakub Franasowicz
Joel Gooding
Joshua Smith
Cristian Liberti
Ainsley Ricketts
Antoine Thomas-Sturge

Special thanks to: DJ Joe & Kai Movellan

#PinkPantheress #Stateside #ZaraLarsson","Pantheress, Pink, Tonight, Come Talk To Me, Why's It So Emotional, Pop, Pop Dance, Dance Pop, Indie, India Pop, Pop Indie, Alternative, Alternative Pop, Pop Alternative, Boy's a liar, Boy's a liar Pt. 2, Nice To Meet You, Mosquito, Take Me Home, Pain, Passion, Just For Me, Central Cee, Rema, Tyla, Billie Eilish, Tyler The Creator, Charli XCX, You Want, You Want With Me, With Me, Illegal, The Dare, BRAT, JT, Fancy Some More?, Fancy Some More, Zaralarsson, MidnightSun, StatesideRemix",00:03:14,876053,170507,7195,https://i.ytimg.com/vi/lIxQe1R5hs0/maxresdefault.jpg,N/A
8,,,1,"Film, Entertainment, Television_program",5.94%,pt-BR,8,UCR7ZwQz60rW9dK59Dirdc8w,HBO Max Brasil,502000,tNnCxJoyBjk,2026-01-14T16:05:52Z,40.15 horas,Euphoria - Temporada 3 | Trailer Oficial | HBO Max,"Faça suas preces. 12 de abril.

#Euphoria retorna na HBO Max
--
A #HBOMax é a casa dos seus filmes e séries favoritos da Warner Bros., DC, Cartoon Network, TNT, Adult Swim, Discovery, HBO e Max Originals – além de TODOS os jogos da Champions League ao vivo! Tudo no mesmo lugar para você assistir quando e onde quiser. Nos vemos na hbomax.com   

Inscreva-se no canal: https://bit.ly/YouTubeStreamMaxBR

Me segue nas redes! 
Twitter: https://twitter.com/StreamMaxBR
Instagram: https://www.instagram.com/hbomaxbrasil/ 
Facebook: https://www.facebook.com/hbomaxbrasil
TikTok: https://www.tiktok.com/@hbomaxbr","hbo max, hbomax, streaming, novidades hbo, lançamentos hbo, assinatura hbo max, lançamentos filmes, lançamentos series, Movies, Series, Filmes",00:02:16,147150,8084,659,https://i.ytimg.com/vi/tNnCxJoyBjk/maxresdefault.jpg,BR
9,,,20,"Role-playing_video_game, Video_game_culture, Action-adventure_game, Action_game",2.47%,pt-BR,9,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,7490000,lF3dEwntsLg,2026-01-15T22:01:20Z,10.23 horas,CONSEGUI O BRAINROT MAIS VALIOSO NO TSUNAMI BRAINROT,"🌵Participem do  meu Grupo do Roblox 
https://www.roblox.com/pt/communities/17079112/ON-Cactus#!/store
💚Discord Oficial do canal https://discord.com/invite/lucasclashon
✅Meu perfil oficial do Roblox - https://www.roblox.com/pt/users/3818273238/profile",,00:18:53,362090,7398,1557,https://i.ytimg.com/vi/lF3dEwntsLg/maxresdefault.jpg,BR
10,,,10,"Music, Music_of_Latin_America, Pop_music, Electronic_music",0.80%,pt,10,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1630000,5-9V_ZPg8b4,2026-01-15T14:00:16Z,18.25 horas,Dance se souber Tik Tok (2026) 💜,"Dance se souber Tik Tok (2026) 💜
Dance se souber Tik Tok (2026) 💜

#dancesesoubertiktokatualizado   #dancesesouber #tiktok2025 #tiktok2026  #dancesesoubertiktok2026 #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2025 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags - tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#dancesesoubertiktokatualizado","brazil tiktok, músicas, música tiktok, dança se souber, dancinhas do tik tok, dance se souber tiktok, dance se souber, música de tik tok, dance souber, 2025, 2025 tiktok, 2025 musicas, tiktok 2025, dance se souber tiktok 2025, música, tik tok, tiktok, musicas, dance se souber 2025, música do tik tok, dance se souber sem palavrão, dance se souber tiktok 2024, dance se souber 2024, tiktok 2024, dj danny albuquerque dance se souber, dj danny albuquerque",00:08:18,146098,1142,33,https://i.ytimg.com/vi/5-9V_ZPg8b4/maxresdefault.jpg,BR
