Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Sport, Association_football",3.34%,pt-BR,1,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,19100000,bVsRK1AbDaw,2025-05-04T23:33:06Z,20.62 horas,MELHORES MOMENTOS: CRUZEIRO 2 X 1 FLAMENGO | BRASILEIRÃO 2025 | 7ª RODADA,"Na CazéTV, você acompanha tudo sobre o Paulistão, Europa League, Conference League, Brasileirão, NFL, Bundesliga, Ligue 1 e muito mais! Não quer perder nada? Se inscreve aí, po!","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo",00:06:15,2075710,66087,3139,,BR
2,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",7.11%,,2,UCJIl6Ahgkfwg1DRYcg-kY3g,Mendrake,2060000,5s1I9JnTcp8,2025-05-05T12:30:09Z,7.67 horas,CREATIVE SQUAD 5: MENDRUX A DUPLA PERFEITA,"mendrakecomercial@gmail.com 

🌐 Redes Sociais: 
🔔 Instagram: https://www.instagram.com/mendrakee/
🔔 Twitter: @Mendrakee

‹‹ CREATIVE SQUAD ›› 

🗻 Geleia - https://www.youtube.com/c/GeleiaPlays1 
🗻 Chip - https://www.youtube.com/Naughter 
🗻 Ligonz - https://www.youtube.com/Ligonz 
🗻 Caduxinn - https://www.youtube.com/Caduxinn 
🗻 Onerb - https://www.youtube.com/c/OnerbYT 
🗻 MucaHD - https://www.youtube.com/MucaHD
🗻 Fixz - https://www.youtube.com/fixzinho 
🗻 Feuripe - https://www.youtube.com/Feuripe 
🗻 Bern - https://www.youtube.com/c/NHEIN
🗻 Tonigon - https://www.youtube.com/c/Tonigon
🗻 Nait - https://www.youtube.com/@Nait
🗻Pedrux - https://www.youtube.com/@Pedrux_

‹‹ SITE DA CREATIVE SQUAD ›› 
https://creativesquad.com.br/

‹‹ DISCORD DA CREATIVESQUAD ›› 
♦️ https://discord.gg/STdWJ35Yt7 

🌌EnxadaHost: https://enxadahost.com/r/creativesquad 
O cupom ""csquad"" dá 10% de desconto adicional em todos os planos.",,00:26:09,350060,22355,2550,https://i.ytimg.com/vi/5s1I9JnTcp8/maxresdefault.jpg,BR
3,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game, Lifestyle_(sociology)",8.70%,pt-BR,3,UCIRseertPt5kAzr40COpH6A,FEURIPE,2970000,aEPLtZ7sXBs,2025-05-05T13:06:08Z,7.07 horas,CREATIVE SQUAD 5: Proteja Seu Bioma!,"PROTEJA SEU TOTEM - CREATIVE SQUAD (temporada 5) #1

👇Vire membro aqui👇 :
https://www.youtube.com/channel/UCIRseertPt5kAzr40COpH6A/join

‹‹ DISCORD DA SÉRIE››

♦ https://discord.gg/STdWJ35Yt7

🌌ENTRE AQUI: https://www.creativesquad.com.br

‹ Redes Sociais ›

• Instagram: @feuripe ⤺ 𝗠𝗘 𝗔𝗝𝗨𝗗𝗘𝗠 𝗔 𝗣𝗘𝗚𝗔𝗥 𝟭.𝟬𝟬𝟬.𝟬𝟬𝟬 𝗦𝗘𝗚𝗨𝗜𝗗𝗢𝗥𝗘𝗦!

‹‹ CREATIVE SQUAD ››

👾Bern: https://www.youtube.com/nhein

👾Tonigon:  https://www.youtube.com/Tonigon 

👾Onerb/BRENO: https://www.youtube.com/c/OnerbYT

👾MucaHD: https://www.youtube.com/MucaHD 

👾Chip:  https://www.youtube.com/Naughter

👾Ligonz: https://www.youtube.com/Ligonz

👾Fixz: https://www.youtube.com/fixzinho

👾Caduxinn: https://www.youtube.com/Caduxinn

👾Mendrake: https://www.youtube.com/Mendrake_

👾Geleia: https://www.youtube.com/c/GeleiaPlays1

👾Nait: https://www.youtube.com/@Nait

👾Pedrux: https://www.youtube.com/@pedrux_

• Fala ae RAPEIZE, de boa? FEURIPEE aqui ♥
contato: contatofeuripe@gmail.com

#feuripe3milhões",cr3at1VEsq&ad,00:18:47,137700,11113,862,https://i.ytimg.com/vi/aEPLtZ7sXBs/maxresdefault.jpg,BR
4,,,10,"Religion, Music_of_Latin_America, Music, Christian_music, Pop_music",1.85%,,4,UC7QERC1dcvD5hG3k6w3L9IQ,Maria Marçal - Topic,3440,aQjxnfd-EfQ,2025-04-30T21:02:46Z,119.12 horas,Ele Não Desiste de Você (Ao Vivo em Salvador),"Provided to YouTube by Maria Marçal

Ele Não Desiste de Você (Ao Vivo em Salvador) · Maria Marçal

Cura | EP 01

℗ 2025 Maria Marçal

Released on: 2025-04-30

Music Publisher: Copyright Control
Composer Lyricist: Marquinhos Gomes

Auto-generated by YouTube.","Maria Marçal, Cura | EP 01, Ele Não Desiste de Você",00:04:31,57640,1040,29,https://i.ytimg.com/vi/aQjxnfd-EfQ/maxresdefault.jpg,N/A
5,,,24,"Film, Entertainment",13.41%,pt,5,UCEWHPFNilsT0IfQfutVzsag,Porta dos Fundos,18600000,We4O8f21iFc,2025-05-05T14:00:52Z,6.15 horas,AINDA ESTOU AQUI,"Oi, Fernanda Torres! Tô usando esse canal aqui para lançar uma ideia TO-TAL-MEN-TE FAN-TÁS-TICA: e se você viesse ao Porta gravar um esquete? Olha, eu nem sei se eu podia estar fazendo esse convite assim. Eu sou só o estagiário. Mas eu acho que você podia vir e poderíamos tirar uma selfie, você podia me dar um autógrafo e eu podia fazer o pitching de um roteiro que eu escrevi pensando em você. Um spoiler do título: ""Ainda Estou Aqui 2 - A Ascensão Eunice"". Bora?

ELENCO:
Estevam Nabote
Fabio Porchat


ROTEIRO:
Fabio Porchat


DIREÇÃO:
Bianca Frossard

ENTRE NO CANAL DO PORTA NO WHATSAPP
https://bit.ly/ZapdoPorta

BAIXE O APP DO PORTA
Android: http://bit.ly/2zcxLZO
iOS: https://apple.co/2IW633j

APROVEITA E VAI NO NOSSO SITE
⁠https://portadosfundos.com.br/","porta dos fundos, comedia, humor, engraçado, parodia, satira, humor inteligente, videos de humor, humor acido, canais de humor, comedia brasileira, esquetes engraçadas",00:03:33,140472,18285,552,https://i.ytimg.com/vi/We4O8f21iFc/maxresdefault.jpg,BR
6,,,24,"Entertainment, Lifestyle_(sociology), Hobby",1.34%,en,6,UCwVg9btOceLQuNCdoQk9CXg,Ben Azelart,37300000,zZsI5nIlEdo,2025-05-04T21:28:55Z,22.69 horas,I Broke Into Famous YouTuber Houses!,"We broke into famous YouTuber's houses to steal their most prized possession... At the end, we broke into MrBeast's houses!

Subscribe below! 
STAY WILD @StayWild- 
CAM HUFF @CamHuff 
STAY WILD REACTS @StayWild-Reacts 

GET THE MERCH! https://staywildshop.com

☆ FOLLOW ME!
INSTAGRAM: @BenAzelart https://www.instagram.com/benazelart/
YOUTUBE: Ben Azelart https://www.youtube.com/benazelart/
SNAPCHAT: @BenAzelart","ben azelart, brent rivera, Lexi rivera, stokes twins, ben Azelart girlfriend, Lexi rivera boyfriend, mylifeaseva, lexi hensler, Andrew davila, pierson, Pierson wodzynski, Jeremy hutchins, dom brack, Brent and pierson, Airrack, mrbeast, preston, unspeakable, Mathew beem, Ryan trahan",00:25:58,4698109,57852,4887,https://i.ytimg.com/vi/zZsI5nIlEdo/maxresdefault.jpg,US
7,,,17,"Basketball, Sport, Association_football",2.37%,,7,UC6RD83p2Hlum9aURp3pASeQ,Prime Video Sport Brasil,67000,Ql5H8QBWfW4,2025-05-04T00:26:38Z,43.72 horas,CORINTHIANS 4 x 2 INTER | MELHORES MOMENTOS | CAMPEONATO BRASILEIRO 2025,"Em um jogo eletrizante na Neo Química Arena, o Corinthians venceu o Internacional por 4 a 2 na estreia de Dorival Júnior em casa, pela 7ª rodada do Campeonato Brasileiro. A partida foi marcada por alternâncias no placar e emoção do início ao fim. 

Yuri Alberto abriu o placar para o Timão, mas o Inter virou ainda no primeiro tempo com gols de Aguirre e Thiago Maia. Na segunda etapa, após a expulsão de Bruno Henrique, o Corinthians aproveitou a vantagem numérica para reagir. Yuri empatou e virou o jogo com dois gols — um deles de pênalti confirmado pelo VAR — e fechou a noite com um hat-trick. Igor Coronado ainda marcou o quarto nos acréscimos, garantindo a vitória.

O primeiro tempo foi bem disputado, com chances dos dois lados. O Corinthians começou melhor e abriu o placar aos 22 minutos com Yuri Alberto, após passe de Memphis. 

O Inter reagiu e virou o jogo com gols de Aguirre e Thiago Maia, aproveitando uma queda de rendimento do Timão. No segundo tempo, a expulsão de Bruno Henrique mudou o rumo da partida. O Corinthians pressionou e, com destaque para Yuri Alberto, virou o placar. 

O atacante marcou duas vezes, sendo decisivo, e o meia Igor Coronado fechou a conta com um belo gol nos acréscimos, garantindo três pontos importantes para o time paulista.

O Campeonato Brasileiro tá no Modo Prime e toda rodada é um jogo exclusivo aqui no #PrimeVideo! No próximo sábado (10), temos Mirassol x Corinthians. Esporte ao vivo, o ano todo, TÁ NO AMAZON PRIME!

⚽ Placar final: Corinthians 4 x 2 Inter

Siga nossas redes sociais: 
Instagram: primevideosportbr (https://bit.ly/4io875p)
TikTok: primevideosportbr (https://bit.ly/4iCnhUE)
Twitter: pvsportbr (https://bit.ly/4iCnpn6)

Inscreva-se no canal do YouTube: https://bit.ly/35FaAo8 

Sobre o #PrimeVideo: Assine Prime Video para assistir a filmes e séries populares, incluindo Amazon Originals premiados. Além de um catálogo cheio de títulos, membros Prime têm acesso a benefícios, como frete GRÁTIS e rápido em milhares de produtos na Amazon.com.br, músicas sem anúncios na Amazon Music, Prime Gaming na Twitch e e-books e revistas no Prime Reading. Tudo na mesma assinatura, por apenas R$ 13,90/mês no Plano Anual.","Amazon Prime, Brasileirão, Brasileirão Ao Vivo, Brasileirão No Prime Video, Campeonato Brasileiro, Corinthians, Corinthians Agora, Corinthians Ao Vivo, Corinthians Melhores Momentos, Futebol Ao Vivo, Galvão Bueno, Galvão no Brasileirão, Gols Brasileirão, Gols da Rodada, Gols do Corinthians, Gols do Inter, Inter, Inter Agora, Inter Ao Vivo, Inter Melhores Momentos, Melhores Momentos, Prime Video",00:10:41,2571427,57108,3898,https://i.ytimg.com/vi/Ql5H8QBWfW4/maxresdefault.jpg,BR
8,,,24,"Humour, Lifestyle_(sociology), Entertainment, Film",10.93%,,8,UCJLtfES4K2aYCLFz-i5teFA,Tá Gravando,1880000,5ZRwNKRcLOw,2025-05-04T23:00:35Z,21.16 horas,LEVANDO MEU ADVOGADO PARA PROCESSAR ESTABELECIMENTOS! (FT MIZAEL SILV) : MANDE A SUA #347,"DE MALA E CUIA COM MIZAEL + TA GRAVANDO ! DESSA VEZ LEVEI MEU ADVOGADO PARA PROCESSAR OS ESTABELECIMENTOS! DEIXA TEU LIKE E SE INSCREVE

INGRESSOS SHOWS : INGRESSOS SHOWS : https://linktr.ee/Agendaitalosena

CONFIRA A PRÉ VENDA DA LOJA VIRTUAL :  https://reserva.ink/alyriomoda


Redes Sociais:

Facebook: Italo Sena
Página: TáGravando?
Instagram: senaitalo


Facebook » https://facebook.com/italo.sena.35
Página » https://facebook.com/tagravandoo
Instagram » https://instagram.com/senaitalo

E-mail: tagravando.italosena@gmail.com","PEGADINHA, DE MALA E CUIA, MIZAEL, MIZAEL SILV, ITALO SENA, TA GRAVANDO, AGUARDE O PROCESSO, ADVOGADO HUMOR, PROCESSANDO ESTABELECIMENTOS, AUTO ESTIMA, PEGADINHA DO AUTO ELOGIO, AUTO ELOGIO, MACHADO 98",00:14:24,271452,27749,1915,https://i.ytimg.com/vi/5ZRwNKRcLOw/maxresdefault.jpg,BR
9,,,17,"Association_football, Sport",3.14%,es,9,UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,12700000,qWQCc3z2EpE,2025-05-04T19:27:13Z,24.71 horas,RCD ESPANYOL 1 - 2 REAL BETIS I RESUMEN LALIGA EA SPORTS,"El Real Betis consiguió remontar en casa del RCD Espanyol para llevarse tres puntos clave gracias a los tantos de Lo Celso y Antony en los minutos finales #EspanyolRealBetis J34 LALIGA EA Sports 2024/2025

Suscríbete al canal de LALIGA EA SPORTS: http://goo.gl/Cp0tC","laliga, la liga, liga, laliga easports, easports, resumen, highlights, Roberto, Javi Puado, Antony, Lo Celso, RCD Espanyol Real Betis, Resumen RCD Espanyol 1 - 2 Real Betis, Resumen RCD Espanyol, Resumen RCD Espanyol - Real Betis, RCD Espanyol - Real Betis resumen, Resumen Real Betis, RCD Espanyol, Real Betis, RCD Espanyol - Real Betis highlights, highlights RCD Espanyol - Real Betis, Resumen LALIGA, LALIGA resumen",00:03:20,1961018,57814,3795,https://i.ytimg.com/vi/qWQCc3z2EpE/maxresdefault.jpg,ES
10,,,20,"Video_game_culture, Action_game, Action-adventure_game, Role-playing_video_game",3.09%,pt-BR,10,UCOaQsQIByJYHyETtw48l_Vw,Free Fire Esports Brasil #FREEFIRE,1600000,j6Ou3SkKW_Y,2025-05-04T19:02:09Z,25.13 horas,"🚨FFWS BR 🏆RODADA 10 - GRUPOS A, B e D  | FREE FIRE AO VIVO🚨 #freefire","Assista ao vivo a Rodada 10 do FFWS BR 2025, entre os grupos A, B e D
Grupo A: Fluxo, Alfa34, Savex e Influence Rage
Grupo B: Team Solid, Corinthians, LOS e Flamengo
Grupo D: Loud, E1 e Alpha7


Siga as redes sociais de Esports Free Fire e fique por dentro de tudo!
Kwai - kwai.com/user/@FFesportsBR
TikTok -   / ffesportsbr  
Twitter -   / ffesportsbr  
Instagram -   / ffesportsbr  
Facebook -   / ffesportsbr  
Discord -   / discord  

#LBFF #FFWSBR","Free Fire, LBFF, Frifas, Clipadinhas, garena, free, fire, free fire, diamante royale, pro league, modo cs, contra squad, jogo mobile, mobile, nova skin, ao vivo, garena free fire, free fire brasil, garena brasil, nova atualização, codiguin, liga brasileira, campeonato garena, lbff ao vivo, free fire ao vivo, lb, competitivo, competitivo free fire, lbff live, free fire live",02:57:19,663980,20483,61,https://i.ytimg.com/vi/j6Ou3SkKW_Y/maxresdefault.jpg,BR
