Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,22,"Music_of_Latin_America, Music",0.92%,pt-PT,1,UCe5r6QjaIAmzlFN7ghjLz2A,Kaio Teclas CD’s,64100,Avo8jRQr648,2026-08-28T17:00:28Z,29.05 horas,HEITOR SANTOS PROMO SETEMBRO 2026 - HEITOR SANTOS MÚSICAS NOVAS - SABOR HEITOR SANTOS AS MELHORES,,,00:23:05,29201,268,2,https://i.ytimg.com/vi/Avo8jRQr648/maxresdefault.jpg,N/A
2,,,24,"Film, Entertainment",6.15%,pt-BR,2,UCbnf0xXK4YOmFVqy8krlXJQ,Yayah Cortes [OFICIAL],101000,uxUHRgzVYoM,2026-08-29T15:00:15Z,7.06 horas,O TRAILER DO GTA 6 SUPEROU TODAS AS EXPECTATIVAS!!! | Yayah Clipes,"Yayah reagindo ao novo trailer do gta 6.
LINK do Vídeo:

Já deixa o like e inscreva-se no canal pra fortalecer! 👍

Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCbnf0xXK4YOmFVqy8krlXJQ/join

STREAM: https://www.twitch.tv/yayahuz
CANAL PRINCIPAL: @yayahuz  
CANAL DO VÍDEO: 

REDES SOCIAIS:
https://twitter.com/yayahuz
https://www.instagram.com/yayahuz/

Obrigado por assistir! 😊
#yayah #yayahuz #loud #gta6","yayah, yayhuz, loud yayah, yayah cortes, yayah lives, gta, gta6, gta 6 trailer, gta 6 gameplay",00:33:28,20575,1220,45,https://i.ytimg.com/vi/uxUHRgzVYoM/maxresdefault.jpg,BR
3,,,20,"Video_game_culture, Action_game",5.64%,en,3,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,26000000,qhvPlcwJUvk,2026-08-29T15:00:06Z,7.06 horas,A New Way to Collect Brawlers! - Brawl Talk,"Brawl Talk Freebie! - https://link.brawlstars.com/voucher/04b98c55-f411-4656-bbec-ef47b46ef1fa

Tickets to the Brawl Stars World Finals! 
http://supr.cl/BSCWF26-Tickets-JP  - For JAPAN
http://supr.cl/BSCWF26-Tickets - Worldwide

Bang Bang! #brawltalk","brawl stars, mobile game, mobile strategy game, mobile rpg, mobile battle royale, battle royale, supercell game, brawl talk, dani, marzio, aj, brawler, blast, collect, skins, gameplay, game mode",00:12:51,3555498,188199,12228,https://i.ytimg.com/vi/qhvPlcwJUvk/maxresdefault.jpg,FI
4,,,22,"Hip_hop_music, Music, Music_of_Latin_America, Pop_music",0.99%,pt-PT,4,UCc_wznH4pIWBAkSWiVbzTsw,Sintonia Dos Fluxos,421000,CnjbGKYRyQI,2026-08-28T13:59:31Z,32.07 horas,NATANZINHO LIMA - AS MELHORES 2026 PRA OUVIR NO 12,"NATANZINHO LIMA - AS MELHORES 2026 PRA OUVIR NO 12
NATANZINHO LIMA - AS MELHORES 2026 PRA OUVIR NO 12
NATANZINHO LIMA - AS MELHORES 2026 PRA OUVIR NO 12","natanzinho lima, natanzinho lima no complexo do alemão, natanzinho, natanzinho lima forró, top sertanejo",00:44:01,29614,288,6,https://i.ytimg.com/vi/CnjbGKYRyQI/maxresdefault.jpg,BR
5,,,24,"Film, Entertainment",4.27%,pt-PT,5,UCfgXcrb259iYPMBT5XRWYZg,Gamer Bisonho,328000,YoVQTrCt5HA,2026-08-28T22:24:22Z,23.65 horas,SUPER XANDÃO REAGINDO AO NOVO TRAILER do GTA 6 | An Extended Look,"Grand Theft Auto VI: An Extended Look
https://youtu.be/tJbzMqJGH4k?si=Wic10-lR08M5Um0t

SUPER XANDÃO REAGINDO AO NOVO TRAILER do GTA 6 | An Extended Look

Live completa:
https://www.youtube.com/watch?v=nD2WZkcT_FU
______________________________________________
→SIGA O XANDÃO EM SUAS PLATAFORMAS:
❤️CANAL OFICIAL DO SUPER XANDÃO: 
https://www.youtube.com/channel/UCAxOgnFDCvILSEtCnPDI1Qg
💜INSTAGRAM: @superxandao

Meu canal secundário: https://www.youtube.com/channel/UCSkFnnE-O52R1lUvg6lAo7Q
______________________________________________
📢Contato | Partnership | Envio de clipes:
📩 Email: bisonhoclipes@gmail.com
______________________________________________
❗ IMPORTANTE!
Caso você tenha aparecido no vídeo e não tenha gostado da participação, peço que entre em contato comigo através do e-mail informado acima, e resolveremos o problema rapidamente =)
______________________________________________

🔔INSCREVA-SE e ATIVE O SININHO DE NOTIFICAÇÃO =)
→ https://www.youtube.com/channel/UCfgXcrb259iYPMBT5XRWYZg?sub_confirmation=1

♬Música Intro Ben 10 Theme on Guitar: https://www.youtube.com/watch?v=9a9S8DyNOC4
♬Música Final: NEFFEX - Trapped in a Nightmare

SUPER XANDÃO REAGINDO AO NOVO TRAILER do GTA 6 | An Extended Look
XANDÃO REAGINDO TRAILER GTA VI

#superxandão #xandão #xandãoreagindo #superxandao

•Compartilhe o vídeo com os amigos: https://youtu.be/YoVQTrCt5HA","super xandao, xandao, gamer bisonho, super xandão, super xandão react, super xandão reagindo, xandão reagindo, xandão, xandao reagindo, super xandao reagindo, reacts do xandão, xandão react, xandão assistindo filme, Grand Theft Auto VI: An Extended Look, SUPER XANDÃO REAGINDO TRAILER GTA 6, XANDÃO REAGINDO TRAILER GTA VI, Grand Theft Auto VI, GTAVI, GTA 6, Trailer 3, GTA 6 Trailer 3, XANDÃO TRAILER GTA 6, xandão reagindo novo trailer gta 6, super xandão gta 6",00:32:31,141787,5774,286,https://i.ytimg.com/vi/YoVQTrCt5HA/maxresdefault.jpg,BR
6,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game",2.99%,pt-BR,6,UCrcBZDofBltcgGxphNia2tw,ProbIems,12400000,vwNZtG4I-K8,2026-08-29T13:00:07Z,9.06 horas,Sobrevivi na Vida de Zumbi!,"🔥Compre Meu Livro: https://www.editorapixel.com.br/problems-em-a-cor-escondida

Servidor de discord:
https://discord.gg/2jtYumJKuZ

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:16:12,239737,6691,466,https://i.ytimg.com/vi/vwNZtG4I-K8/maxresdefault.jpg,BR
7,,,10,"Music_of_Latin_America, Music",0.48%,pt-PT,7,UCKhikh1SIDlLZF_05der_cA,Marquinhos Navais,144000,NqKczE0T6wE,2026-08-25T21:34:30Z,96.49 horas,Marquinhos Navais - É tarde demais/Cheia de manias/Quando te encontrei ( Vagão da Sofrência).,,,00:08:05,80732,382,5,https://i.ytimg.com/vi/NqKczE0T6wE/maxresdefault.jpg,N/A
8,,,24,Lifestyle_(sociology),1.51%,pt-BR,8,UCnkVIgWw6U7CBAyHdYv8AlQ,Coringa REAGE,1050,1-9Y6zXLveo,2026-08-28T04:50:04Z,41.23 horas,Coringa REAGE ao NOVO TRAILER de GTA 6,"Coringa reagindo ao NOVO TRAILER de GTA 6 e conferindo as novas cenas, detalhes e novidades mostradas pela Rockstar Games.

Créditos da reação: LOUD Coringa

Este canal é de cortes/fãs e não possui vínculo oficial com o Coringa.

Conteúdo original: Rockstar Games / Grand Theft Auto VI

Todos os direitos das imagens, músicas, marcas e materiais de GTA 6 pertencem aos seus respectivos detentores.

Este vídeo contém comentários, reações e edição sobre o conteúdo original.

#GTA6 #Coringa #LoudCoringa #GTA6Trailer #CoringaReage","coringa, loud coringa, coringa reage, coringa reacts, coringa gta 6, coringa gta vi, coringa trailer gta 6, loud coringa gta 6, gta 6, gta vi, gta 6 trailer, novo trailer gta 6, gta 6 novo trailer, grand theft auto 6, grand theft auto vi, gta 6 reaction, gta 6 react, gta 6 brasileiro, gta 6 brasil, rockstar games, rockstar gta 6, gta 6 extended look, gta 6 netflix, coringa clips, coringa cortes, cortes coringa, reaction brasil, gta 6 gameplay",00:40:48,223984,3283,89,https://i.ytimg.com/vi/1-9Y6zXLveo/maxresdefault.jpg,BR
9,,,20,"Role-playing_video_game, Video_game_culture, Action-adventure_game",13.23%,pt-BR,9,UCiIZY89KwQkxAW-4Le7U7zg,viniccius13,6450000,oDVH4HnGByU,2026-08-28T22:04:53Z,23.98 horas,O Esconderijo da Casa Automática - Minecraft Em busca da casa automática #400,"Nesse vídeo mostramos tudo que construímos nesses últimos 13 anos de série, um tour completo pelo mapa, inclusive finalmente revelamos o que tem no Esconderijo Secreto!

+ Episódios: http://www.youtube.com/playlist?feature=edit_ok&list=PLD40851E0E52E9080

Canal do Davi: https://www.youtube.com/user/HDDavigamer

Twitter: https://twitter.com/#!/viniccius13
Instagram: https://www.instagram.com/viniccius13/
Email(contato profissional): viniccius13contato@gmail.com

Production Music courtesy of Epidemic Sound: http://www.epidemicsound.com

Viniccius13","minecraft, tutorial, repeater, repeaters, repetidor, repetidores, piston, pistons, pistao, pistoes, redstone, red, stone, pedra, vermelha, po, vermelho, stick, slime, viniccius13, vinicios13, vinicius13, viniccius, 13, vinicius, vinicios, pt-br, pt, br, brasil, brazil, em, busca, da, casa, automatica, ep400, 400, #400, tour, completo, esconderijo secreto, esconderijo da casa automatica, o que tem no esconderijo?",01:34:56,1546385,194345,10191,https://i.ytimg.com/vi/oDVH4HnGByU/maxresdefault.jpg,BR
10,,,10,"Pop_music, Music_of_Latin_America, Music",0.42%,pt-PT,10,UC08FQpYQzMT5bhbuzzHeysg,George Henrique & Rodrigo - Topic,412,qgrJFedQurI,2026-08-27T10:03:52Z,60.00 horas,Laia (Ao Vivo),"Provided to YouTube by Som Livre

Laia (Ao Vivo) · George Henrique & Rodrigo · Matheus & Kauan

Laia

℗ 2026 Som Livre sob licença exclusiva de Receita de Amar Produções Artísticas Ltda

Released on: 2026-08-27

Associated Performer: George Henrique & Rodrigo, Matheus & Kauan
Vocal, Associated Performer: George Henrique & Rodrigo
Associated Performer, Vocal: Matheus & Kauan
Composer: Jimmy Luzzo
Composer: Django Music
Composer: Renne Fernandes
Composer: Fabrício Fafá
Producer: Dudu Oliveira

Auto-generated by YouTube.","George Henrique & Rodrigo, Matheus & Kauan, Laia",00:02:30,31700,128,4,https://i.ytimg.com/vi/qgrJFedQurI/maxresdefault.jpg,N/A
11,,,24,"Action_game, Video_game_culture, Action-adventure_game, Role-playing_video_game",5.73%,pt-BR,11,UCMggTF2IW2BnYV6pm-ymb3A,PeeWee Games,146000,uis4mOMgF9g,2026-08-28T14:45:33Z,31.30 horas,O Trailer de GTA VI e as nossas Expectativas para o Maior Game da HISTÓRIA,"Um dos jogos prometidos a ser ""O MAIOR JOGO DA HISTÓRIA"" vem aí, falta muito pouco pra GTA 6 estar entre nós. E nesse vídeo, vamos conferir um gostinho de como ele está ficando, no ""Grand Theft Auto VI: An Extended Look"" que saiu antes exclusivamente na Netflix e agora chegou pra todos. Será que após tantos vazamentos, a gente ainda vai se surpreender? Confira agora, em nosso react aqui no PeeWee Games! #react #gta #peewee 

Inscreva-se no PeeWee Games: https://www.youtube.com/channel/UCMggTF2IW2BnYV6pm-ymb3A","tulkas, nerd cronico, peewee games, peewee videogames, saga, canal peewee games, Leo do PeeWee, Miguel do PeeWee, React, Reação, Opinião, GTA 6, GTA VI, An Extended Look, Vazamentos, Cyberleek, Grand Theft Auto",00:39:01,271497,14962,586,https://i.ytimg.com/vi/uis4mOMgF9g/maxresdefault.jpg,N/A
12,,,20,"Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game",1.21%,pt-BR,12,UC6P6SvP2arhEdJ9Pg8qwP2A,Athos,17300000,57HNvu04QR4,2026-08-29T13:30:04Z,8.56 horas,Sobrevivi 100 DIAS como VERITY no Minecraft,"📸 https://www.instagram.com/_athos_br/

🛍️ https://athos.gg/store

📞 ads@playathos.com

🌍  https://athos.gg/

Sobrevivi 100 DIAS como VERITY no Minecraft    
Sobrevivi 100 DIAS como VERITY no Minecraft    

#minecraft #athos","minecraft, athos, athos gamer, minecraft pe, bedrock, java, pocket edition, maniqueft",00:23:20,430157,5115,91,https://i.ytimg.com/vi/57HNvu04QR4/maxresdefault.jpg,BR
13,,,10,"Christian_music, Music",1.23%,pt-PT,13,UCY39E3AQuuvnLpslKC1pD3Q,Camilly Vitória - Topic,2240,jpi-M9u20x0,2026-08-27T10:03:42Z,60.00 horas,Além do Natural (Ao Vivo),"Provided to YouTube by ONErpm

Além do Natural (Ao Vivo) · Camilly Vitória · Todah Music

Além do Natural

℗ Todah Music

Released on: 2026-08-28

Composer Lyricist: Beto Rocha
Composer Lyricist: Felipe Costa
Composer Lyricist: Pastor Lucas
Musician: Camilly Vitória
Studio Producer: Tiago Oliveira

Auto-generated by YouTube.","Camilly Vitória, Todah Music, Além do Natural",00:04:52,26233,318,4,https://i.ytimg.com/vi/jpi-M9u20x0/maxresdefault.jpg,N/A
14,,,1,"Film, Entertainment",2.86%,en,14,UCdjx530TfbEBB2932AGpiZw,AIM Media Pro,26200,viPDfmnhhwk,2026-08-29T12:00:20Z,10.05 horas,ThunderCats: Pumm-Ra (1985) | Cinematic 4K AI Short Film,"#ThunderCatsTeaserTrailer #ThunderCatsTrailer #ThunderCatsLiveActionTrailer #thunderCats #80scartoons 

Experience the epic battle for Third Earth like never before in this cinematic retro live-action reimagining of the 1985 ThunderCats (80s cartoons version). Watch Lion-O and Cheetara and Panthro and the team face off against Mumm-Ra’s forces in this high-quality AI concept short film.

In this fan-made concept film, we bring the iconic 80s heroes to life using advanced AI cinematic tools. Inspired by the classic 1985 episode 'Pumm-Ra,' this AI-enhanced cinematic short brings the deception of Mumm-Ra to life like never before. We wanted to capture the tension of having a traitor in the midst of the ThunderCats.

This is my parody on the beloved series: ThunderCats New Movie Teaser Trailer Live Action AI Fan-Made Concept where I portray through """"A.I."""" what it could look like.  This is based on the 1985 TV cartoon series.

0:00 The Infiltration Begins
2:59 The Feast at Cat's Lair
5:12 Searching for the Sword of Omens
11:06 Mumm-Ra’s True Form Revealed

How we built this (without losing our minds): Bringing the 1985 ThunderCats into the 4K era takes more than just a magic sword. Our ""technical"" process involved a chaotic mix of high-end AI and a suspicious amount of caffeine. We leaned on Claude to help us refine the story and craft image and video prompts, then used Nano-Banana and GPT-Image 2 and Seedance 2.5 to generate the hyper-realistic visuals and videos you see here.  Thankfully that didn't result in Panthro having three arms. It’s a wild time to be a creator when your ""camera crew"" is a series of complex algorithms and a digital banana!

Which classic ThunderCats episode or characters should we bring to life in 4K next? Let us know in the comments!

I hope you enjoy and if you like it please like, comment and subscribe for many more videos like this.

If you want to see more retro 80s cartoon classics reimagined in live action, make sure to Subscribe and hit the bell icon! Let us know in the comments which character you want to see next.
------------------------------
Subscribe to A.I.M. Trailers for ALL NEW Trailers, Mashups, Exclusive Parody Clips & More! All The Must See Content Right Here: https://www.youtube.com/channel/UCdjx530TfbEBB2932AGpiZw?sub_confirmation=1
------------------------------
You might like these videos too!

https://youtu.be/_VLuNM74raQ?si=l3SXVCqYT8G2OAti
------------------------------
Logo is provided through:
https://logos.fandom.com/wiki/ThunderCats_(1985_series)
------------------------------
This is a Fan Concept Trailer.  It's not affiliated with any official production and is intended for entertainment purposes only.  There is no malicious intention and it was NOT made to fool or scam anyone.
------------------------------
Copyright Disclaimer: This video is protected under fair use, due to the fact that it demonstrates/conceptualizes a specific or non-existing film idea, and compiles clips from previously existing productions to create a creatively unique vision and give new meaning. The video displays visual commentary on how a film idea could look.  This video uses clips under fair use to create a new concept for a movie. It's a transformative work that provides commentary on a potential film and doesn't compete with any existing productions.

FREE WAYS TO SUPPORT MY CHANNEL ☺️
1) Watch the videos all the way through
2) Watch a suggested video from this channel at the end of the video
3) Like, Comment & Subscribe :)

#ThunderCatsTeaserTrailer #ThunderCatsTrailer #ThunderCatsLiveActionTrailer #thunderCats #80scartoons","thundercats, lion-o, panthro, cheetara, jaga, tygra, mummra, fan film, aim media pro, thundercats 1985, Sword of Omens",00:12:34,50311,1344,97,https://i.ytimg.com/vi/viPDfmnhhwk/maxresdefault.jpg,SG
15,,,20,"Action-adventure_game, Video_game_culture, Action_game, Role-playing_video_game",4.54%,pt-PT,15,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,24600000,eFmaLPLKeyY,2026-08-28T15:00:05Z,31.06 horas,VEM COMER ESSE BIFE DE CARNE! NÃO TEM NADA DE ERRADO COM ELE...,"CONFIRA E SARAIVA O LIKE!
●Nome do Jogo:
======================
●Instagram: julianoab
●Email de contato: comercial@agenciacurta.com",,01:04:49,1491058,64757,3001,https://i.ytimg.com/vi/eFmaLPLKeyY/maxresdefault.jpg,N/A
16,,,10,"Pop_music, Music_of_Latin_America, Music",1.24%,pt-PT,16,UC7FqeJiSwHVv_3FUcv8omcA,Pedro Paulo & Alex - Topic,3960,JIpwcObwS00,2026-08-28T00:02:36Z,46.02 horas,Seu Malvado Favorito,"Provided to YouTube by Roça Music

Seu Malvado Favorito · Pedro Paulo & Alex

Na Hora da Virada

℗ 2026 Roça Music

Producer: Jimmy Oliveira
Producer: BeatWill
Composer: Patrick Ferreira
Composer: Enzo Veloso
Composer: Marcio Wilson Farina Leite

Auto-generated by YouTube.","Pedro Paulo & Alex, Na Hora da Virada, Seu Malvado Favorito",00:02:24,36789,451,5,https://i.ytimg.com/vi/JIpwcObwS00/maxresdefault.jpg,N/A
