Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,N/A,2.31%,en,1,UCg3ymxYCmURj5BFtbgMt-Og,LISAOfficialVEVO,469,FyS5dAywkEo,2026-09-04T00:00:05Z,35.42 horas,LISA - SaWaDiKa (Official Music Video),"Listen Now: https://lisa.lnk.to/SaWaDiKaSingle 
Pre-Save now: https://lisa.lnk.to/PRESSPLAY 

Follow LISA:
http://www.instagram.com/lalalalisa_m  https://www.tiktok.com/@lalalalisa_m  https://www.youtube.com/@lalalalisa_m 

Follow LLOUD:
http://www.instagram.com/wearelloud 
https://www.tiktok.com/@wearelloud 
http://www.facebook.com/wearelloud 
https://www.youtube.com/@wearelloud/videos

Lyrics:
Hello Sawadika
Yeah you know my wrist is cold
Got this time piece from Geneva
If you know it then you know
I’m that bitch on your tv
And my Ferrari indigo
La la Lisa la diva
Sawadika there she go
[x2]

Who let this bitch out of the cage
Move that 
Get out of the way
Murder, killed that
I’m on the case
Hands up
Now lock me away

Championship
They call me the one
Whip my shit
Like it’s a salon
I throw fits
Like highlight clips
I aim, I hit
Blow smoke off the gun

How many does it take
How many does it take
How many
How many tryna ride my wave
How many want my name
How many-
How many got discipline
How many comprehend
How many that been where I been
How many get me from within

Catch me in my feelings
Up in the sky
Baby there’s no ceiling
In my mind

Hello Sawadika
Yeah you know my wrist is cold
Got this time piece from Geneva
If you know it then you know
I’m that bitch on your tv
And my Ferrari indigo
La la Lisa la diva
Sawadika there she go
[x2]

Bang bang Bangkok bang
Screaming ‘geng mak’ with my gang
Baht be going in my bank til I’m going out with a bag
Thai’d up like I’m booked booked
I’m like hold up let me cook cook
Put a show on when I show up doing donuts in a tuktuk

Step on the terrace the rooftop
Hop in the back of the chop chop
Like are you coming or what?
I’m like the tick on your clock
Waking them up
Yes, I’m a trouble fanatic
Live for the shock like I’m anaphylactic
Is it too much? Am I overdramatic?
Sick I’m too sick better call me a medic

Catch me in my feelings
Up in the sky
Baby there’s no ceiling
In my mind

Hello Sawadika
Yeah you know my wrist is cold
Got this time piece from Geneva
If you know it then you know
I’m that bitch on your tv
And my Ferrari indigo
La la Lisa la diva
Sawadika there she go
[x2]

Hello Sawadika
Hello Sawadika
Hello Sawadika
Hello Sawadika there she go

#LISA #SaWaDiKa #LISA_SaWaDiKa #PRESSPLAY #LISA_PRESSPLAY","Born Again, K-Pop, Doja Cat born again, Doja Cat LISA, Doja Cat RAYE, Doja Cat BTS, Born Again BTS, Doja Cat feat. The Joy, Pop, Doja Cat feat. Teezo Touchdown, MASC, s2claude, doja cat leak, doja cat hair, doja cat tiktok live, scarlet deluxe, doja cat disrespectful, headhigh, urrrrge!!!!!!!!, asap rocky, acknowledge me, okloser, doja cat tiktok trend, paint the town red, demons, wet vagina, fuck the girls, skull and bones, attention, scarlet vinyl doja cat, brisk",00:03:07,83419689,1750318,178543,https://i.ytimg.com/vi/FyS5dAywkEo/maxresdefault.jpg,N/A
2,,,24,"Action_game, Film, Entertainment, Video_game_culture, Action-adventure_game",4.11%,pt,2,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,14600000,Ycf886lLcz0,2026-09-05T01:00:28Z,10.42 horas,REBOOT DE HARRY POTTER E A PEDRA FILOSOFAL - ANÁLISE COMPLETA DO TRAILER,"Saiba o que vender com o Radar Viral: http://playsquad.com/?utm_source=youtube&utm_medium=youtube_organico&utm_campaign=EN_Ycf886lLcz0_04092026
--------------------------------------------------------------

O novo trailer de Harry Potter e a Pedra Filosofal está lotado de detalhes que podem passar despercebidos e alguns deles podem revelar muito mais do que parece. O que uma sacola trouxa está fazendo no dormitório da Grifinória? Quem é o misterioso homem de capuz? O que Hermione está segurando? E quais cenas são completamente inéditas?

Neste vídeo, nós analisamos cada detalhe do novo trailer de Harry Potter, passando por Hogwarts, o Chapéu Seletor, Grifinória, Sonserina, Corvinal, Lufa-Lufa, Hermione, Rony, Dumbledore, Snape, Quadribol, Fofo, a Pedra Filosofal e muito mais. Será que a HBO está adaptando cenas dos livros que ficaram de fora dos filmes? Por que tantos elementos foram modificados? E quais pistas podem esconder os grandes mistérios da primeira temporada? Vamos destrinchar o trailer inteiro e descobrir tudo o que você talvez não tenha percebido.

#HarryPotter #HarryPotterSeries #HarryPotterHBO #HarryPotterAndThePhilosophersStone #PedraFilosofal #Hogwarts #Hermione #RonWeasley #Dumbledore #HBO #HBOMax #Corvinal #sonserina #Hogwarts #Weasley 

--------------------------------------------------------------
✅ Crie cortes virais com a Playsquad: https://playsquad.com/?utm_source=youtube&utm_medium=organic&utm_campaign=EN_descricaoyt

🌐 Quer ficar por dentro de tudo que acontece no mundo da cultura pop? Acesse: https://www.einerd.com/
--------------------------------------------------------------
📝  Roteiro: William Prado
🎬  Edição: Will
🎨  Thumbnail: Darllyson Design 
🧠  Direção de Conteúdo: Caio Rohen
--------------------------------------------------------------

💡 𝗔𝗽𝗼𝗶𝗲 𝗻𝗼𝘀𝘀𝗼 𝗰𝗮𝗻𝗮𝗹:

✅ Crie cortes virais com a Playsquad: https://playsquad.com/?utm_source=youtube&utm_medium=organic&utm_campaign=EN_descricaoyt

📧 𝐂𝐨𝐧𝐭𝐚𝐭𝐨:
✓ Comercial e novos negócios → comercial@einerd.com

🔔 𝐏𝐞𝐭𝐞𝐫 𝐉𝐨𝐫𝐝𝐚𝐧: 
✓ Instagram e Facebook →  @petjordan 
✓ Meu canal de viagem e vlogs → https://www.youtube.com/@malafeitatv

🔔 Breno Jordan: 
✓ Instagram e TikTok → @brenojordan_

Acesse nosso portal: https://www.einerd.com/

♬ 𝘔𝘶́𝘴𝘪𝘤𝘢𝘴:
✓ Music by Epidemic Sound","Nerd, ei nerd, peter jordan, UCM, MARVEL, DC, DC COMICS, CINEMA, FILMES, ANIMES, QUADRINHOS, HQS, SERIES, GEEK, CULTURA POP, SERIADOS, HERÓIS, SUPER HEROIS",00:20:11,165943,6536,291,https://i.ytimg.com/vi/Ycf886lLcz0/maxresdefault.jpg,BR
3,,,24,"Action-adventure_game, Video_game_culture, Action_game",8.66%,pt-PT,3,UCIzdh7oty8jCnXUj3eUj2WQ,Felipe Neto Joga,933000,bUtmgPLLFvE,2026-09-04T15:08:32Z,20.28 horas,"NÃO DEIXE ELES ENTRAREM! - No, I'm Not Human (JOGO COMPLETO)","O mundo está um caos e agora não dá mais para confiar em ninguém!

Em No, I’m not a Human, precisamos sobreviver a uma situação assustadora: durante o dia, o melhor é permanecer dentro de casa. Quando a noite chega, pessoas começam a bater na nossa porta procurando abrigo. O problema é que algumas delas podem não ser humanas.

Cada visitante precisa ser observado com atenção. Quem pode entrar? Quem está mentindo? E quais detalhes podem revelar que existe alguma coisa muito errada com aquela pessoa? Uma escolha errada pode colocar todo mundo em perigo.

Nesse terror psicológico, cada decisão importa e qualquer pessoa pode ser uma ameaça. Será que eu consigo descobrir quem é humano antes que seja tarde demais?

Deixe o like, se inscreva no Felipe Neto Joga e comenta: você abriria a porta?",,01:57:55,383065,31492,1683,https://i.ytimg.com/vi/bUtmgPLLFvE/maxresdefault.jpg,BR
4,,,10,"Music_of_Latin_America, Music, Pop_music",0.60%,pt-PT,4,UCvW6D401uETeZuvMrNfgwdg,Pablo Oficial,5650000,bno35yeBw88,2026-09-04T15:00:06Z,20.42 horas,"Pablo, @simonemendesoficial - Suor Pingado - O FEAT DO ANO (Vídeo Oficial)","Pablo, @simonemendesoficial - Suor Pingado - O FEAT DO ANO (Vídeo Oficial)

Inscreva-se no canal: https://www.youtube.com/channel/UCvW6D401uETeZuvMrNfgwdg?sub_confirmation=1
Faça o pre-save de ""Suor Pingado"": https://bfan.link/suor-pingado

Suor Pingado
Joaquitan Medina Gama / Rafaela Miranda Cândido / Rayane Santos Muniz / Marcos antônio Dias Da Silva / Marcos Roberto Ribeiro Carvalho

Faça bom proveito da sua solteirice
Ignore o fato de que eu te faço falta
Ignore nossas fotos que você pensava
Finge que nada aconteceu
Apague as marcas desse amor
Cê falou que me esqueceu
E ela acreditou
Quando te ver no quarto
Depois de dar uns amassos
E de fazer amor
Cadê o suor pingado?
Cadê o lençol molhado?
Cadê o tesão? Faltou
Quando te ver no quarto
Depois de dar uns amassos
E de fazer amor
Cadê o suor pingado?
Cadê o lençol molhado?
Cadê o tesão? Faltou
Vai doer quando olhar pro lado
E ver que eu não tô
Simone, me ajuda a contar essa história que
sozinho eu não consigo
Finge que nada aconteceu
Apaga as marcas desse amor
Cê falou que me esqueceu
E ela acreditou
Quando te ver no quarto
Depois de dar uns amassos
E de fazer amor
Cadê o suor pingado
Cadê o lençol molhado
Cadê o tesão? Faltou
Quando te ver no quarto
Depois de dar uns amassos
E de fazer amor
Cadê o suor pingado
Cadê o lençol molhado
Cadê o tesão? Faltou
Vai doer ter que olhar pro lado e ver que eu
não tô

Direção de fotografia: Jonh Oliveira

Siga PABLO nas redes sociais!
Facebook: www.facebook.com/Pabloavozoficial
Youtube: www.youtube.com/Pabloavozromantica
Instagram: @pablo_oficial
Snap : Pabloavoz
Twitter: @pabloavoz

#sertanejo2026 #pablodoarrocha #simonemendes","Arrocha, Brega, Romântico, Pablo, Pablo do Arrocha, Pablo a voz romântica, arrocha, lamour, agora, pablo antigas, simone, simone mendes, tomara pablo, pablo 2026, choro na chuva, pablo as melhores, pablo choro na chuva, bilu bilu pablo, pablo tomara, contato pablo, pablo imprevistos, quem ama nao machuca pablo, suor pingado, videoclipe, video oficial, pablo video oficial",00:02:50,1162429,5187,1752,https://i.ytimg.com/vi/bno35yeBw88/maxresdefault.jpg,BR
5,,,24,"Television_program, Entertainment, Film",4.94%,pt,5,UCRoawACiKFmxDWvvFKS1qug,Matheux Mendex,365000,GbXpJOuK-_4,2026-09-04T17:09:26Z,18.27 horas,SILO 4 TEMPORADA TRAILER EXPLICADO: COMEÇOU A GUERRA DOS SILOS!,"A 4 temporada de SILO já começou a mostrar suas cartas e o primeiro trailer indica que a guerra entre o Silo 18 e o Silo 1 finalmente vai explodir.

Neste vídeo, eu analiso em detalhes o trailer da 4ª temporada de SILO e todas as pistas que ele deixou sobre o futuro da série: a possível invasão do Silo 18, os drones enviados pelo Silo 1, o plano para exterminar os rebeldes, os túneis entre os Silos e o que Juliette pode encontrar ao atravessar essa porta misteriosa.

Também vamos falar sobre Helen recuperando suas memórias, a verdade sobre os primeiros dias dentro do Silo, Billings contando tudo para a população, o mapa que pode indicar que restaram pouquíssimos Silos ativos e a possibilidade de Juliette conseguir contato com outras comunidades.

--- Use o cupom ""MATHEUX"" na Growth pra comprar seus produtos com desconto e ajudar a criação de conteúdo do canal.

Interesse comercial 👇
matheux@starbrand.com.br


#Silo #SiloAppleTV","silo, silo apple tv, silo 4, silo 4 temporada, silo 4 temporada trailer, silo explicado, silo 3 temporada, silo apple tv explicação, silo análise, juliette silo, silo final explicado, silo série, apple tv, series, filmes, cinema, matheux mendex, matheux, series de ficção cientifica, silo trailer, silo serie, silo teorias, silo apple, silo critica, silo com spoilers, rebecca fergunson, series apple tv, assistir silo, assistir serie silo, silo season 4, silo season 4 teaser",00:11:39,43439,2000,146,https://i.ytimg.com/vi/GbXpJOuK-_4/maxresdefault.jpg,BR
6,,,20,"Video_game_culture, Action_game",3.45%,pt-BR,6,UC5ZTRH1zclthyc6b_D3m2Pw,Gaules,1290000,CLEplwLOYXI,2026-09-04T21:00:33Z,14.41 horas,FURIA x VITALITY | BLAST OPEN PORTO 2026 PLAYOFFS | DIA 1 - !socio - Siga @Gaules nas redes sociais!,PLAYOFFS - BLAST Open Porto 2026 - Dia 7 - !socio - Siga @Gaules nas redes sociais!,"Gaules, gaules ao vivo, gaules lives, tribo gaules, Counter Strike, CS, Tribo, CS AO VIVO, Major, ESL, BLAST, PGL, Liminha, BT, MCH, Apoka, lett, Podcast Gaules, CSGO, AO VIVOLIVE, G3X, Kings League, Gaules AO VIVO, Tribonera, Gau, Imperial, Furia, O Plano, Legacy, Pain, Oddik, Red Canids, gaules melhores momentos, melhores momentos das lives, melhores momentos, cs2, melhores momentos furia, CounterStrike, CounterStrikeGlobalOffensive, CSGOCommunity, CSGOLovers, CSGOPro, CSGOGaming, CSGOSkins, CSGOHighlights",06:24:46,814271,28054,16,https://i.ytimg.com/vi/CLEplwLOYXI/maxresdefault.jpg,BR
7,,,10,"Pop_music, Music_of_Asia, Music, Entertainment",9.81%,ko,7,UCRE-097LGtx_Zo7LrHvkycA,JISOO,9320000,sf02ugzPFE4,2026-09-04T04:00:06Z,31.42 horas,JISOO - CLICK (Official MV),"JISOO Official
📱 / https://www.jisoo.app
https://www.youtube.com/@sooyaaa__
https://www.instagram.com/sooyaaa__
https://www.tiktok.com/@jisoo
https://twitter.com/officialBLISSOO
https://weibo.com/u/7458000931
https://www.jisoo.io/


#JISOO #지수 #BLISSOO #CLICK #20260904","YG Entertainment, YG, 와이지, K-po​p, BLACKPINK, 블랙핑크, 블핑, 지수, JISOO, BLINK, 블링크, jisoo, BLISSOO, BTS, MAKING, BEHIND, CLICK",00:02:49,15631623,1405032,128448,https://i.ytimg.com/vi/sf02ugzPFE4/maxresdefault.jpg,KR
8,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game",5.66%,pt-BR,8,UCmF5w6pmvYfnMOqjQowgraA,Terrorizando,1810000,QmzG8bUDqu8,2026-09-04T15:30:06Z,19.92 horas,Novo Teaser de Skibidi Toilet 81 com TRAIÇÃO e novo Skibidi Team,"Hoje vamos conferir um vídeo sobre o novo teaser de Skibidi Toilet e a nova carta apresentando o novo Skibidi Team. A comunidade pegou fogo em debate e discussão após saber que Virlance é um dos membros do Skibidi Team criado pela Invisible Narratives que acabou substituindo o Boom. Muitos consideraram uma traição por parte dos criadores e a expulsão do Boom da série parece inevitável. Skibidi Toilet está entrando em uma polêmica maior do que a outra.

Skibidi Toilet 81 com certeza está mais perto de ser lançado do que imaginamos, mas a que custo? Um novo teaser de Skibidi Toilet 81 surgiu nas redes sociais acompanhado de uma carta do que a Invisible Narratives chamou de Skibidi Team, com novos criadores de conteúdos que vão substituir Alexey, o Boom, nos novos episódios de Skibidi Toilet.

A comunidade ficou bastante acessa e muita discussão começou. Várias foram as repercussões e muitos fãs ficaram preocupados.

Entenda o novo teaser de Skibidi Toilet 81 e o que é o Skibidi Team anunciado pela Invisible Narratives e que vai substituir Boom em Skibidi Toilet. 
------------------------------------

0:00 O Time oficial de Skibidi Toilet
3:20 A Carta do Skibidi Team
10:20 Strider, o Falso Líder
11:15 Virlance, o Traidor
19:31 FScript, a Diretora
20:01 Achi, o Debochado
25:30 O que é o Skibidi Team
30:18 Comunidade dividida
33:37 O futuro de Skibidi Toilet
35:39 Teaser de Skibidi Toilet 81
36:48 Minha opinião sincera

------------------------------------
Canal secundário: www.youtube.com/channel/UCUc3Jzg_eRBcvz5ZgELkDbw?sub_confirmation=1
------------------------------------
Contato:
▶ terrorizandomaximus@gmail.com

Redes Sociais:
▶ https://www.instagram.com/canalterrorizando
▶ https://www.tiktok.com/@canalterrorizando
▶ https://twitter.com/terrorizando
▶ https://discord.com/invite/canal-terrorizando
▶ https://linktr.ee/terrorizando","terrorizando, skibidi toilet, skibidi, skibidi toilet 81, skibidi 81, skibidi toilet 81 spoiler, skibidi toilet 81 leaks, skibidi 81 leak, skibidi toilet 81 original, 81 skibidi toilet, skibidi episode 81, virlance, strider, dafuqboom, skibidi toilet skibidi team, skibidi team, terrorizando skibidi toilet, skibidi toilet 81 part 1, spoilers skibidi toilet 81, skibidi toilet 81 data, skibidi team virlance, strider skibidi toilet, invisible narratives, skibidi boom, dafuq?!boom!",00:39:48,54217,2678,391,https://i.ytimg.com/vi/QmzG8bUDqu8/maxresdefault.jpg,BR
9,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",2.04%,pt-BR,9,UCrcBZDofBltcgGxphNia2tw,ProbIems,12400000,J9g1aSI6IRc,2026-09-04T13:00:33Z,22.41 horas,Virei Bebê Dinossauro em 1 Chunck no Minecraft!,"🔥Compre Meu Livro: https://www.editorapixel.com.br/problems-em-a-cor-escondida

Servidor de discord:
https://discord.gg/2jtYumJKuZ

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:20:12,405119,7826,435,https://i.ytimg.com/vi/J9g1aSI6IRc/maxresdefault.jpg,BR
10,,,10,"Music, Music_of_Latin_America, Pop_music",2.01%,pt-PT,10,UC8ICx4tdsJN9weX2EMZEzAQ,Ícaro e Gilmar - Topic,37500,MFkBQRQsOns,2026-09-04T00:04:52Z,35.34 horas,Imagina Você,"Provided to YouTube by The Orchard Enterprises

Imagina Você · Ícaro e Gilmar · Eliabe Quexin · Victor Reis · Edu Valim · Thales Lessa

Onde Tudo Começa,

℗ 2026 MJ Records distributed by Altafonte

Released on: 2026-09-03

Producer: Diego Ilha43
Music Publisher: Independentes

Auto-generated by YouTube.","Ícaro e Gilmar, Eliabe Quexin, Victor Reis, Edu Valim, Thales Lessa, Onde Tudo Começa,, Imagina Você",00:03:19,109773,2116,89,https://i.ytimg.com/vi/MFkBQRQsOns/maxresdefault.jpg,N/A
