Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,24,Lifestyle_(sociology),4.14%,pt-BR,1,UCp8i4boXFm2UB3te86RxAZQ,João Caetano,14000000,HI0XBYudVMo,2025-03-19T23:00:14Z,21.53 horas,A Aninha Acordou e Não Lembra de Mim..,"👉 Seja MEMBRO do canal e assista os videos ANTES DE TODO MUNDO e SEM ANUNCIOS!
https://www.youtube.com/channel/UCp8i4boXFm2UB3te86RxAZQ/join","entretenimento, joão, caetano, videos para familia, joão caetano, joao caitano, vlogs, tag, grupo de youtubers, gabriel Caetano, familia Caetano, beatriz com z",00:14:25,407449,16055,795,,BR
2,,,17,"Sport, Association_football",3.66%,pt-BR,2,UCUN1ASH969TSwnuUUU56TmA,Athletico Paranaense,301000,ErEcBRV2jDY,2025-03-20T01:29:16Z,19.05 horas,Athletico Paranaense 0x3 Maringá - Semifinal do Paranaense 2025 | MELHORES MOMENTOS,"Athletico é superado pelo Maringá, nesta quarta (19), e se despede do Paranaense.

🌪️ INSCREVA-SE: 
https://bit.ly/SubCAP","Athletico Paranaense, Athletico, Athletico-PR, Furacão, CAP, Atlético Paranaense, Atlético",00:06:06,87687,1806,1399,https://i.ytimg.com/vi/ErEcBRV2jDY/maxresdefault.jpg,BR
3,,,24,"Lifestyle_(sociology), Television_program, Entertainment",5.42%,pt,3,UC0f866RMRdL5mSVnipiOHxg,Canal GNT,2650000,Ijh59rmnE_8,2025-03-19T22:00:13Z,22.53 horas,"Fernanda Lima passou por SUFOCO nas alturas! 🤭✈️ | Que História É Essa, Porchat | GNT","Fernanda Lima AMA viajar, mas nem sempre as coisas saem como esperado! Depois dessa história, alguém tem coragem de pular de bungee jumping? 😂

#PorchatNoGNT #QueHistóriaÉEssaPorchat #FernandaLima 

Inscreva-se no canal GNT: http://bit.ly/canalGNT
Assista aos programas na íntegra no Globoplay + Canais: http://bit.ly/GloboplayCanaisGNT
Site: https://gnt.globo.com/
Facebook: https://www.facebook.com/gnt
Instagram: https://instagram.com/gnt/
Twitter: https://twitter.com/canalgnt
Pinterest: https://www.pinterest.com/canalgnt
TikTok: https://www.tiktok.com/@canalgnt

Receitas
Youtube: https://www.youtube.com/receitas
Facebook: https://www.facebook.com/receitas
Instagram: https://instagram.com/receitas
Pinterest: https://www.pinterest.com/receitas
TikTok: https://www.tiktok.com/@receitas","canal gnt, GNT, canal gnt online, assistir gnt, TV Globo, gnt ao vivo, gnt globo, que historia é essa porchat, que historia é essa, qhep, qheep, programa do porchat, porchat no gnt, historias do porchat, programa de historias, historias engraçadas, fernanda lima, naldo contador de historias, Porchat no GNT, comédia, humor, episódio novo que história é essa porchat, porchat ao vivo, assistir porchat, história de viagem, perrengue, bung jump, asadelta, bung jumping, radical",00:12:38,80843,4299,85,https://i.ytimg.com/vi/Ijh59rmnE_8/maxresdefault.jpg,BR
4,,,17,"Association_football, Sport, Television_program",15.37%,pt-BR,4,UC7hAvFDWwVajRqrI86KCoxA,Sport Club Internacional,429000,c2i_gDMXpt0,2025-03-19T23:31:06Z,21.02 horas,Bastidores | Internacional Campeão Gaúcho 2025,"OCTA SÓ TEM UM! Após vencer o primeiro clássico na Arena por 2 a 0, O inter empatou em 1 a 1, no Gigante, com um golaço de falta de Enner Valencia e de maneira invicta, conquistou o 46º Campeonato Gaúcho da sua história. Desde o triunfo fora de casa, passando pela chegada ao Gigante e a festa entre time e torcida, vivemos uma final única, formado pela sinergia que construiu e constrói, a nossa história. ESSA TERRA TEM PATRÃO! Assista os Bastidores do título alvirrubro!
------------------------
Gostou do vídeo? Então confira esse e muitos outros conteúdos aqui no Canal do Inter! 

------------------------
:: Mundo Colorado - https://www.socio.internacional.com.br/
:: Site - http://www.internacional.com.br
:: Facebook - http://www.facebook.com/SCInternacional
:: Twitter - http://www.twitter.com/SCInternacional
:: Instagram - http://www.instagram.com/SCInternacional

*** Somos o canal oficial do Sport Club Internacional no Youtube. Acompanhe transmissões ao vivo, vídeos e conteúdos exclusivos. ***

Produção e realização:  Comunicação Sport Club Internacional","inter, colorado, beira-rio, futebol, youtube, internacional, porto alegre, scinternacional, esportes, vamointer",00:45:49,129499,18280,1629,https://i.ytimg.com/vi/c2i_gDMXpt0/maxresdefault.jpg,BR
5,,,17,"Television_program, Sport, Association_football",22.81%,pt-BR,5,UCOa-WaNwQaoyFHLCDk7qKIw,Flamengo TV,7220000,J3MuY3IQGo0,2025-03-19T13:08:04Z,31.40 horas,CHEGOU O FLAPRESS! - DANI BOAVENTURA ESTREIA NA FLAMENGO TV,"#Flamengo #Mengo #Mengão #VamosFlamengo

Inscreva-se na #FlamengoTV. 
Subscribe to Flamengo channel, a 40-million-fans nation. Join us!
----------
Com você o Mengão vai mais longe!
Seja sócio-torcedor: http://mengo.com.br

𝗦𝗶𝗴𝗮 𝗼 𝗙𝗹𝗮𝗺𝗲𝗻𝗴𝗼 𝗻𝗮𝘀 𝗿𝗲𝗱𝗲𝘀:

𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://www.instagram.com/flamengo
𝗧𝗶𝗸𝗧𝗼𝗸: https://www.tiktok.com/@flamengo
𝗧𝘄𝗶𝘁𝘁𝗲𝗿: https://twitter.com/Flamengo
𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://www.facebook.com/FlamengoOficial","Clube de Regatas do Flamengo, Flamengo, Mengão, Mengo, Fla, Fla TV, TV Fla, canal oficial do flamengo, nação, nação rubro-negra, rubro-negro, flamengo tv, tv flamengo, tv do flamengo, a mais querida, joão guilherme, daniela boaventura, reikrauss, jogos do flamengo, gol do flamengo, flamengo ao vivo, melhores momentos flamengo, flapress, flapress joao guilherme, flapress existe, dani boaventura flapress, flamengo tv flapress, dani boaventura flamengo, dani boaventura flamengo tv",00:13:06,375367,81411,4228,https://i.ytimg.com/vi/J3MuY3IQGo0/maxresdefault.jpg,BR
6,,,24,"Lifestyle_(sociology), Television_program, Entertainment",6.12%,pt,6,UC0f866RMRdL5mSVnipiOHxg,Canal GNT,2650000,nVjDU2pBXVc,2025-03-19T23:00:47Z,21.52 horas,"Boa de CAMA? 👀 Karine Teles em um trabalho INUSITADO! 😅  | Que História É Essa, Porchat | GNT","Começo de carreira não é fácil pra ninguém e Karine Teles sabe muito bem disso! 😂

#PorchatNoGNT #QueHistóriaÉEssaPorchat #KarineTeles 

Inscreva-se no canal GNT: http://bit.ly/canalGNT
Assista aos programas na íntegra no Globoplay + Canais: http://bit.ly/GloboplayCanaisGNT
Site: https://gnt.globo.com/
Facebook: https://www.facebook.com/gnt
Instagram: https://instagram.com/gnt/
Twitter: https://twitter.com/canalgnt
Pinterest: https://www.pinterest.com/canalgnt
TikTok: https://www.tiktok.com/@canalgnt

Receitas
Youtube: https://www.youtube.com/receitas
Facebook: https://www.facebook.com/receitas
Instagram: https://instagram.com/receitas
Pinterest: https://www.pinterest.com/receitas
TikTok: https://www.tiktok.com/@receitas","canal gnt, GNT, canal gnt online, assistir gnt, TV Globo, gnt ao vivo, gnt globo, que historia é essa porchat, que historia é essa, qhep, qheep, programa do porchat, porchat no gnt, historias do porchat, programa de historias, historias engraçadas, naldo contador de historias, Porchat no GNT, comédia, humor, episódio novo que história é essa porchat, porchat ao vivo, assistir porchat, história de viagem, karine teles, sexy, primeiro emprego, boa de cama, histórias de motel",00:13:22,72508,4353,86,https://i.ytimg.com/vi/nVjDU2pBXVc/maxresdefault.jpg,BR
7,,,17,"Sport, Association_football",7.43%,,7,UCRcm1ySdquHEzFVvv69WgrQ,Tulinho Oficial,1200000,XEXEQlVj17U,2025-03-19T21:12:52Z,23.32 horas,COMPLETE A CARTELA PARA CHUTAR!! *BINGO DE FUTEBOL*,"CURTIU O VIDEO NOVO? JA DEIXA SEU LIKE,SE INSCREVE NO CANAL E COMPARTILHE COM TODOS SEUS AMIGOS E VAMOS BATER A META #TULINHO2M

EMAIL PARA CONTATO: tuliocostafilho0@gmail.com

ME SIGA NO INSTAGRAM: https://www.instagram.com/tulinho/

ME SIGA NO TIKTOK: https://www.tiktok.com/@tulinho?_t=8bR5aENZfcM&_r=1

PAGINA NO FACEBOOK: https://www.facebook.com/tulinhotl5/","Tulinho, Oficial, TULINHO OFICIAL, IRMAOS LO, TAROBINHA, FUTEBOL, DESAFFIO, DESAFIO, FILHO DO TULIO MARAVILHA, BANHEIRISTAS, CAIO LO, VITOR LO, TULINHO, TULINHO BANHEIRISTAS, TULINHO SKILLS, TULINHO SUPERCLASSICO, DESAFIOS DE FUTEBOL, TL5, SOCCER, BINGO, BINGO DE FUTEBOL, BINGO TULINHO, VITOR LO TULINHO, #TULINHO2M",00:16:15,128882,9436,138,https://i.ytimg.com/vi/XEXEQlVj17U/maxresdefault.jpg,BR
8,,,24,Lifestyle_(sociology),10.22%,pt-BR,8,UCR3vcUrhFUdzagng58ueI2w,Invento na Hora,14200000,p-68l_pftHU,2025-03-19T21:00:42Z,23.53 horas,"Noah quer o cabelo CURTO, mas se ARREPENDEU depois disso...","● LINK DE CADASTRO: https://blaze.bet.br/lucaslira
● INSTAGRAM: http://www.instagram.com/lucaslira    
● E-MAIL COMERCIAL: lucaslira@youvlogs.com.br

Sobre a plataforma:
É somente para maiores de 18 anos! 
Não é renda extra!
Se for jogar, jogue com responsabilidade!","invento na hora, inventonahora, lucas lira, lucaslira, sunaika bruna, sunaikabruna, cabelo curto, corte de cabelo, meu filho cortou o cabelo, meu filho vai cortar o cabelo, como cortar o cabelo",00:12:39,263825,25818,1143,https://i.ytimg.com/vi/p-68l_pftHU/maxresdefault.jpg,BR
9,,,27,"Knowledge, Society",8.30%,pt,9,UCD89tNSy9kC6QBjFAcgVd3g,FONTE DA FORTUNA - Alexandre Winkler,938000,vuruOgejbGM,2025-03-19T21:42:33Z,22.83 horas,"🥇 10 MELHORES INVESTIMENTOS DE RENDA FIXA COM LIQUIDEZ DIÁRIA COM SELIC EM 14,25%","Aproveite a alta da SELIC para lucrar muito!

✅ LINKS PARA ABERTURA DE CONTA NOS BANCOS MENCIONADOS NO VÍDEO:

🟢 BANCO DAYCOVAL: https://bit.ly/FontedaFortuna_Daycoval
(use o cupom FORTUNA ao abrir a sua conta, invista no mínimo R$ 10.000,00 e mantenha o investimento por pelo menos 90 dias e ganhe 
R$ 100,00 de bônus!) *Promoção válida por tempo limitado.

🟢 BANCO SOFISA DIRETO: https://bit.ly/FontedaFortuna_SofisaDireto  (use o código AVW1076454 ao abrir a sua conta para ganhar R$ 50,00 ao investir a partir de R$ 1.000,00 em CDB ou LCI/LCA com liquidez a partir de 12 meses!) *Promoção válida por tempo limitado

✅ FAÇA SUA MATRÍCULA NO CURSO LIBERDADE FINANCEIRA E APRENDA A INVESTIR NO BRASIL E NO MUNDO! https://www.cursoliberdadefinanceira.com/

0:00 - Selic subiu
1:37 - Maior taxa de juros real do mundo
3:45 - Simulações do vídeo
4:50 - 10 Melhores Investimentos de Renda Fixa com liquidez diária

Nesse vídeo eu te mostro os 10 MELHORES INVESTIMENTOS DE RENDA FIXA COM LIQUIDEZ DIÁRIA COM SELIC EM 14,25%!

A SELIC subiu para 14,25% a.a. e isso afeta a rentabilidade dos investimentos de Renda Fixa. Nesse vídeo eu te mostro os 10 melhores investimentos de Renda Fixa com liquidez diária para investir agora!

Entre eles nós temos alguns CDBs com ótimas rentabilidades, chegando até a 110% CDI, como é o caso do CDB do BMG e outras diversas opções com rentabilidades um pouco menores (como o CDB do Dayvocal,  Sofisa Direto, PagBank, C6Bank, Mercado Pago, Banco Pan e contas remuneradas como a do Nubank).

E você, onde está investindo a sua Reserva de Emergência? Me conta nos comentários!

✅ ACOMPANHE O FONTE DA FORTUNA:

📺 YOUTUBE: https://youtube.com/c/fontedafortuna
📷 INSTAGRAM: https://www.instagram.com/fontedafortuna 
🌐 SITE: https://fontedafortuna.com 
🗙  X:  https://x.com/fontedafortuna1
🎵 TIKTOK: https://www.tiktok.com/@fontedafortuna 
💻FACEBOOK: https://www.facebook.com/fontedafortuna

📨 CONTATO COMERCIAL:
contato@fontedafortuna.com

⚠️ ATENÇÃO: Este vídeo NÃO é uma recomendação de investimento. O objetivo do canal Fonte da Fortuna é fomentar a educação financeira e trazer informações sobre finanças, investimentos e economia. Os ativos financeiros mencionados nos vídeos são apenas exemplos de caráter didático e NÃO devem ser interpretados como recomendação de compra ou de venda.

#selic #14,25% #rendafixa","selic, taxa selic, copom selic, selic 2024, liquidez diária, sofisa direto cdb liquidez diaria, cdb sofisa direto, 10 melhores investimentos liquidez diária, cdb liquidez diaria, sofisa direto, melhor renda fixa 2024, cdb de liquidez diaria, sofisa direto é confiavel, banco sofisa direto, melhor renda fixa, sofisa direto vale a pena, daycoval, cdb daycoval 110, daycoval indique e ganhe, daycoval cdb, banco sofisa, banco daycoval, selic subiu, renda fixa, copom, selic 14.25%",00:15:34,111563,8602,658,https://i.ytimg.com/vi/vuruOgejbGM/maxresdefault.jpg,BR
10,,,24,"Video_game_culture, Entertainment, Film",7.49%,pt,10,UCoOnU7KqAT2xztLfZlw4l1Q,Dinossarro,1530000,u7IkwEd_n8I,2025-03-19T15:15:06Z,29.29 horas,A menina que ROUBOU o meu TRONO de ARTISTA!,"Me segue nas parada: @Dinossarro102

O tempo coloca cada rei no seu trono e cada palhaço no seu circo...
Dinossarro se orgulhava muito de ser O MELHOR ARTISTA DA ESCOLA e tudo corria bem até a chegada de Mari - uma misteriosa garota com talentos artísticos surpreendentes.
Como será que o Dino vai lidar com A QUEDA DE SEU REINADO?","Dinossaro, Dinosarro, Dinosaro, Dinossarro, História, Animada, Animação, Desenho, Animado, Cartoon, Toon, Dublado, Completo, Anima, Anime",00:10:30,208786,14881,766,https://i.ytimg.com/vi/u7IkwEd_n8I/maxresdefault.jpg,BR
