Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Pop_music, Music_of_Latin_America, Music, Hip_hop_music",9.26%,pt-BR,1,UCjfUxMGhqV4fQja1AJDYu6Q,MC Lele JP,1010000,ODijwjs8Qvc,2026-02-18T21:00:07Z,11.48 horas,"FAMOSO ÍMÃ - MC Lele JP, MC Poze do Rodo e MC Leozinho ZS","Canal Oficial #mclelejp #opoderosochatão

Artista: MC Lele JP, MC Poze do Rodo e MC Leozinho ZS
Musica: FAMOSO ÍMÃ
Produção: DJ Gordinho da VF

Diretor: Nicolas Borges
Editor: Nicolas Borges 
Setor criativo: Brenno Diniz (Nego Beiço)
Iluminação: Leonardo Guedes Leão (Cegao)
Designer: Marcus Fantuci 
Marketing e social media: Giovanna Fernandes 
Licenciamento artístico e digital manager: Vitória Cardoso
Produtor Geral: Thaina Neri
Produtor Executivo: Hellen de Aquino Barboza

Siga o MC Lele JP 
Instagram : https://www.instagram.com/lelejp
TikTok: https://www.tiktok.com/@mclele_jp","MC LELE JP, FUNK, MC, SOU VITORIOSO, mc poze do rodo, poderoso chatão, FAMOSO ÍMÃ, famoso imã, famoso ima",00:03:54,71425,6312,304,https://i.ytimg.com/vi/ODijwjs8Qvc/maxresdefault.jpg,BR
2,,,1,"Film, Entertainment",6.36%,pt,2,UC5XG4yYM-_DQ-3HPRuam76Q,ingresso.com,2650000,YCzpaoXzmds,2026-02-18T18:33:26Z,13.93 horas,Maldição da Múmia | Trailer Oficial Dublado,"Maldição da Múmia | Trailer Oficial Dublado

Assista ao novo trailer de #MaldicaoDaMumia

Somos o melhor destino para quem busca trailers assim que eles são lançados.

Se você é fã de cinema como a gente, INSCREVA-SE e receba todas as novidades dos seus filmes favoritos!

► Baixe nossos apps:
Android: https://goo.gl/ZOknfm
iOS: https://goo.gl/hFbnMY

► Compre ingressos para as melhores estreias: https://www.ingresso.com

► Assine UOL e Ganhe R$ 20 Por Mês Para Usar com cinema na Ingresso.com: https://bit.ly/3yX0hyd

► Siga a Ingresso no INSTAGRAM: https://www.instagram.com/ingressocom/

► Curta a Ingresso no FACEBOOK: https://www.facebook.com/ingressocom

► Fique por dentro das novidades do universo do cinema no nosso canal no WHATSAPP: https://whatsapp.com/channel/0029Va58whvFCCoURznPIG0n","Lançamentos;, Filmes, Cinema, Estreias, Trailers, filme completo, crítica, ingresso.com, review, análise, cinema 2025, fas de cinema, ingressos de cinema, desconto cinema, conteúdo de cinema, curiosidades",00:02:26,31337,1848,145,,BR
3,,,24,"Action-adventure_game, Video_game_culture, Action_game, Role-playing_video_game",7.59%,pt-BR,3,UC-yA8YhrAgpFp4aVHRaNyMA,Core,3250000,Cj933qND9rE,2026-02-19T00:15:14Z,8.23 horas,Poppy Playtime Chapter 5 AO VIVO Gameplay COMPLETA,"SE INSCREVA: http://bit.ly/2UuijS0
NOVOS PRODUTOS: https://www.lolja.com.br/core/
VIRE MEMBRO: http://youtube.com/CoreDasAntigas/sponsor
Nosso Pix: https://livepix.gg/core

Siga todas as contas e eu vou te amar pra sempre
Instagram: https://www.instagram.com/henrique.marangon.core/
Nosso Discord: https://discordapp.com/invite/core","pop, popp, popy, poy, poys, popys, play, time, plays, times, playtimes, chapt, capítulo, capitul, aovivo, aoviv, viva, vivos, vivas, game, games, completa, completo, complete",08:35:31,2153313,161689,1799,https://i.ytimg.com/vi/Cj933qND9rE/maxresdefault.jpg,BR
4,,,10,"Soul_music, Independent_music, Pop_music, Music, Electronic_music, Rock_music",21.38%,en,4,UCqk3CdGN_j8IR9z4uBbVPSg,Lana Del Rey,18300000,S1stZOAIcW4,2026-02-18T20:00:06Z,12.49 horas,Lana Del Rey - White Feather Hawk Tail Deer Hunter,"Listen/download: http://lanadelrey.lnk.to/whitefeatherhawktaildeerhunterID 

http://lanadelrey.com 

------

Follow Lana Del Rey:
http://instagram.com/honeymoon      
http://tiktok.com/@lanadelrey      
http://facebook.com/lanadelrey     

------

#LanaDelRey #WhiteFeatherHawkTailDeerHunter",,00:04:21,506150,100369,7835,https://i.ytimg.com/vi/S1stZOAIcW4/maxresdefault.jpg,N/A
5,,,1,"Entertainment, Film",20.51%,pt,5,UCxaLqUrPdVCRUQnrCqV2WjQ,Hora Cartoon,991000,Ko3eirPul2U,2026-02-18T23:42:00Z,8.79 horas,"ENFIM, LADY CHAOS! Análise Novo Trailer de Miraculous","Lançaram hoje o primeiro trailer do 22º episódio da 6ª temporada de Miraculous: Lady Caos, onde NÃO teremos Marinette sendo akumatizada pela 1ª vez, um What If de viagem do tempo nem um grande plano da Chrysalis, apenas a revolta da honesta Lady Amelie Graham de Vanily!

►Seja membro! https://www.youtube.com/channel/UCxaLqUrPdVCRUQnrCqV2WjQ/join
► X: @JulianoSardonyx
► TkTk: @horacartoonn","hora cartoon, cat noir, todas, dublado, gloob, trailer, miraculous, episódio, 6 temporada, lila, laila, vilã, bunix, episódios, season 6, adrien, chrysalis, cataclismo, vilão, cobra, fusão, cerise, crisálida, vampigami, yaksi iozen, análise, fada, pegasus, novo episódio, amelie, lady caos, lady chaos, gabriel agreste, fada dos bons sonhos, rena rouge, carapace",00:08:39,22881,4424,269,https://i.ytimg.com/vi/Ko3eirPul2U/maxresdefault.jpg,BR
6,,,20,"Role-playing_video_game, Action_game, Video_game_culture, Action-adventure_game",4.34%,pt-BR,6,UCmF5w6pmvYfnMOqjQowgraA,Terrorizando,1630000,vpkd1qIaJXw,2026-02-19T01:03:25Z,7.43 horas,🔴Poppy Playtime 5 AO VIVO,"https://livepix.gg/terrorizando
------------------------------------
Bora conferir Poppy Playtime 5 completo e até o final em uma Live mais do que especial com a primeira gameplay do novo Capítulo de Poppy Playtime! Finalmente vamos ver o retorno de Huggy Wuggy e o corpo do Protótipo! Como será Lily Lovebraids?! E a nova mão amarela do Grabpack!? Confira a primeira gameplay completa de Poppy Playtime 5 ao vivo!","poppy playtime 5, poppy playtime chapter 5, poppy playtime 5 gameplay, poppy playtime capítulo 5, poppy playtime, poppy 5, terrorizando poppy playtime, terrorizando poppy playtime 5, poppy playtime 5 terrorizando, poppy playtime 5 live, poppy playtime 5 ao vivo, poppy playtime 5 completo, poppy 5 gameplay, poppy 5 completo, poppy playtime 5 ao vivo completo, poppy playtime 5 terrorizando live, poppy playtime 5 final, poppy playtime 5 gameplay final, poppy 5 final, poppy",09:07:08,1724047,73713,1153,https://i.ytimg.com/vi/vpkd1qIaJXw/maxresdefault.jpg,BR
7,,,10,"Electronic_music, Music, Music_of_Latin_America, Pop_music, Music_of_Asia",0.82%,pt,7,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1650000,MUmqKjWGnVU,2026-02-18T14:05:01Z,18.40 horas,Dance se souber Tik Tok (2026) ❤️,"Dance se souber Tik Tok (2026) ❤️
Dance se souber Tik Tok (2026) ❤️

#dancesesoubertiktokatualizado   #dancesesouber #tiktok2025 #tiktok2026  #dancesesoubertiktok2026 #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2025 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags - tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#dancesesoubertiktokatualizado","brazil tiktok, músicas, música tiktok, dança se souber, dancinhas do tik tok, dance se souber tiktok, dance se souber, música de tik tok, dance souber, 2025, 2025 tiktok, 2025 musicas, tiktok 2025, dance se souber tiktok 2025, música, tik tok, tiktok, musicas, dance se souber 2025, música do tik tok, dance se souber sem palavrão, dance se souber tiktok 2024, dance se souber 2024, tiktok 2024, dj danny albuquerque dance se souber, dj danny albuquerque",00:08:17,108340,858,34,https://i.ytimg.com/vi/MUmqKjWGnVU/maxresdefault.jpg,BR
8,,,24,"Television_program, Entertainment, Film",12.65%,pt-BR,8,UCApaSzvP6jM9rfs8UbcqD1g,Disney+ Brasil,800000,Ow3TL4XS20Y,2026-02-18T17:00:33Z,15.48 horas,O11ZE: Nova Geração | Trailer Oficial Dublado | Disney+,"Os Falcões estão de volta. 🔥

#O11ZE: Nova Geração estreia em 18 de março no #DisneyPlus.

Clique em Inscreva-se e fique por dentro das novidades do Disney+

Site oficial: http://dis.la/6002GcGXw  #DisneyPlus
 
Siga o Disney+ nas redes sociais: 
Facebook: https://www.facebook.com/disneyplusbr
Twitter: https://twitter.com/disneyplusbr
Instagram: https://www.instagram.com/disneyplusbr 
 
Serviço disponível mediante assinatura.
© 2025 Disney and related entities. All rights reserved. Terms and conditions apply.
® Disney, Disney+ e The Walt Disney Company. Todos os direitos reservados. Aplicam-se Termos e Condições","disney mais, disney plus, mais disney, assistir disney, disney online, disney livre, disney mais livre, como assistir disney plus",00:01:51,38687,4683,212,https://i.ytimg.com/vi/Ow3TL4XS20Y/maxresdefault.jpg,BR
9,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game, Casual_game, Puzzle_video_game",4.62%,pt,9,UCsuHTmaYOim2oHxjyEf4nAg,NightExtreme,3170000,_F73YAS8F8o,2026-02-18T22:59:03Z,9.50 horas,JOGANDO o NOVO POPPY PLAYTIME CAPITULO 5 FINALMENTE... (COMPLETO em PORTUGUÊS) AO VIVO !!,"Hoje em live jogaremos o novo POPPY PLAYTIME CAPITULO 5 do começo ao fim deixando o jogo completo em live ao vivo, ainda mais em português descobrindo todos os mistérios e muito mais, espero que gostem.

Instagram @Night_Extreme: https://www.instagram.com/night_extreme/?hl=pt-br
Confira As Camisetas Do Canal: https://www.lolja.com.br/night-extreme
Canal Secundário: https://www.youtube.com/@NightRobloxOficial

#poppyplaytimechapter5 #poppyplaytime #poppyplaytime5
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

►Obrigado por assistir até aqui :) vídeo todos os dias as 12hs.

✔Like
✔Comenta
✔Se Inscreva

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

Redes Sociais

Instagram ►  https://www.instagram.com/night_extreme/?hl=pt-br
Steam ► NightExtreme
Discord ► nightextreme","NightExtreme, Poppy Playtime capitulo 5, Poppy Playtime capitulo 5 jogo, Poppy Playtime capitulo 5 completo, Poppy Playtime capitulo 5 ao vivo, Poppy Playtime capitulo 5 todos os finais, Poppy Playtime capitulo 5 jogo completo em português, Poppy Playtime capitulo 5 dublado, Poppy Playtime capitulo 5 dublado até o final, Poppy Playtime capitulo 5 gameplay, Poppy Playtime capitulo 5 em live, Poppy Playtime capitulo 5 nightextreme, lily lovebraids, prototypo 1006, huggy wuggy",06:57:55,1372999,59030,4367,https://i.ytimg.com/vi/_F73YAS8F8o/maxresdefault.jpg,BR
10,,,10,"Pop_music, Music, Music_of_Latin_America",4.75%,pt-BR,10,UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,13300000,qXAy5QEsgAg,2026-02-18T15:00:07Z,17.49 horas,Luan Santana - ILHA (Registro Histórico),"Luan Santana -“Registro Histórico"":
Gravado nos dias 24 e 25 de outubro de 2025 na Arena da Baixada em Curitiba-PR.

FICHA TÉCNICA: 
Direção Artística: Luan Santana
Direção Musical: Paulinho Pexe
Direção de Vídeo: Douglas Aguillar e Fran Landhin
Produção Musical: Lucas Santos / Vitor Castro
Direção Criativa: Kley Tarcitano
Direção Geral: Weverton Santana (Tonzeti)
Projeto Cenográfico: Zé Carratu
Direção de Fotografia: Carlinhos Nogueira
Arranjos: Lucas Santos / Vitor Castro / Dudu Mafra 
Mixado e Masterizado por: Leandro Gonçalves
Edição Áudio: Lucas Santos /  Patrick Graue

BANDA: 
Guitarra: Lucas Santos
Teclados: Paulinho PEXE
Bateria: Daniel Barbosa
Violão: Fernando Baron
Baixo: Tiago Moraes
Guitarra: Luan Murilho
Sanfona: Matheus Stoll

LS MUSIC: 
Diretor Geral: Amarildo Santana
Diretora Comercial: Bruna Santana
Diretor de Marketing: Yan Lassance
Gerente Financeiro: Valdir Parpinelli
Gerente Comercial: Sérgio Bianchini
Diretor de Arte: Luan Pedro
Designer Gráfico: Luan Mota
Central de Fãs: Lorenna Carvalho
Assistente Comercial: Suélly Santos
Assessoria de Imprensa: Arleyde Caldi
Coordenação de Rádios: Cattan
Pré-Produção: Thiago Gomes
Editora de Vídeo: Agência 505 / Agência Caramelo

GRAVADORA:
Sony Music Enterteinment

FIGURINO: 
Figurino: Érica Folloni
Cabelo e Maquiagem: Tony Siqueira

EQUIPE PRODUÇÃO TÉCNICA E SHOW: 
Produtor Geral: Weverton Santana (Tonzeti)
Técnico de P.A.: Zaka Rosa
Técnico de Monitor: Rodrigo Cavalheiro (Guess) / José Fagundes (Guto)
Roadies: Alexsander Matos, Rodrigo Alves de Souza, Carlos Nascimentos, Will Lucatto
Blaster: Antonio Júnior
Camareiro: Claudio Alves
Seguranças: Wellington Santoro, Marcio dos Santos (Ben Jhonson)
Filmmaker: Gabriel Porangaba
Financeiro de Estrada: Caio Gomes
Assessor: Guto Oguido

PROJETO E CENOGRAFIA: 
Cenógrafo: Zé Carratu
Arquiteto: Dhiego Bueno
Confecção de Cenário: Boa Imagem Cenografia

EQUIPE TÉCNICA DVD: 
ÁUDIO:
Gravado por: EPAH Estúdios
Engenheiro de Gravação: Marcelo Freitas
Assistentes: Guido Baldacin, PH Brandão, Sérgio Luiz
Engenheiro de Sistema / Coordenador: Celson Aparecido do Prado
Assistente de Sistema: Alexandre Rabaço 
Técnico de RF: Lucas Gondim

PARCEIRO/PRODUTORA LOCAL (LIKE ENTRETENIMENTO):
Diretor Executivo:.  Athayde Neto 
Produção Geral:  Elizandra Liz  -  Lika 
Produção Executiva: Gabriela Almeida 
Gerente Administrativo: Bruno Cardim
Digital e Comunicação: Mariana BeK de Oliveira 

Produção Técnica:
Marcio Henryke
Robson ALeixo
Bruno  Marcolino 

Marketing e Comunicação: André Gustavo Nascimento

Coordenação Jurídica: Eduardo Albuquerque 
Financeiro: Artur Fiqueiredo
Logística: Dona Dai

TICKETERA OFICIAL: Q2 Ingressos

VÍDEO (GOGACINE): 
Direção de Vídeo: Douglas Aguillar, Fran Landhin
Direção de Fotografia: Arnaldo Mesquita
Coordenação de Produção: Angelina Trevisan
Direção de Produção: Adriano Gobbi
Produtor de Engenharia: Vinicius Urcioli Hernandes
Produção de Câmeras: Temes Zayd Al Tawel, Giovanna Moreira Reis
Drone: Emerson Pena, Leonardo Diego Freitas
Assistente de Montagem: Thales Pedote
Colorização: Felipe Bustelli
Finalização: GogaCine

CONTEÚDO LED CHROMA GARDEN:
Direção Geral: Ronam Bonfim
Direção de Criação: André Lecue, Débora Marquesi, Ronam Bonfim
Produção 3D: Ale Motion, André Bales, Gustavo Rodrigues, Lucas Souza, Lucas Tallmann, Renan Santa Terra
Motion Graphics: André Bales, Leonardo Biazotto, Lucas Souza, Rando Bando
Execução Técnica: Guilherme Zelleroff, Pedro Alssufe Stefanello
Coordenação de Projeto: Ricardo Signorini
Gerente de Projeto: Thata Brito

EFEITOS, PIROTECNIA E LASER:
Pirotecnia: PyroF Pirotecnia
Pyro Design: Fabio Rogério Fernandes
Blaster: Lucas Henrique
Auxiliar Técnico: Airton Iwano
Efeitos: MaxFx
Técnico: Rosimar Tixiliski
Auxiliares: Matheus Mendes Viana, Marcelo Serafim de Souza

Laser: A LASER
Operador: Miguel Dias
Técnicos: Gabriel Henrique, João, Luiz, Matheus Feitosa

PAINEL LED & ILUMINAÇÃO - WOLF PRODUÇÕES:
Diretor Wolf: Francisco Gabriel (Pincel)
Gerente Geral: João Freitas

LUZ
Gerente Técnico: Caio Castilho da Silva
Supervisão Técnica: Gilmar M. dos Santos
Assistente de Console: Nilo Lacerda Teles Neto
Rack Man Luz: Jhones Charles de Souza
Técnico de Luz: Jefersson da Silva Alves

ESTRUTURAS - LUGPHIL EVENTOS:
Diretor: Luiz Gonzaga
Gerente de Estrutura: Vanildo Valdo dos Santos
Arquiteto: Danilo Bertoco
Coordenador de Montagem: Regis da Silveira Cabelo","Som Livre (Record Label), Arrocha, Música Sertaneja (Musical Genre), Pop, Sertanejo Universitário, Te Esperando, Meteoro da Paixão, Te Vivo, Luan Santana",00:03:05,29658,1313,95,https://i.ytimg.com/vi/qXAy5QEsgAg/maxresdefault.jpg,US
