Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,22,"Pop_music, Music_of_Latin_America, Music, Hip_hop_music",22.31%,pt,1,UClyO-434UpreKrwEirvSYfQ,J. Eskine,519000,VV9Rg-Cl2hs,2025-11-26T15:00:07Z,5.18 horas,J. ESKINE - RESENHA DO ARROCHA 4.0 (CLIPE OFICIAL),"Chegamos na quarta dimensão da resenha! 🤪
Bem-vindos à Resenha 4.0: quatro vezes mais vibe, quatro vezes mais loucura! 🤯

Corre pra ouvir agora em todas as plataformas! 👇 
https://onerpm.link/resenhadoarrocha4

FICHA TÉCNICA
▶Intérprete | J. Eskine
▶Prod. Musical | Alef Donk
▶Gravadora | HitLab
▶Direção | Eduardo Serra
▶Label Manager | Lufa
▶A&R | Maquinhos Paloso
▶Produção | Wallace Dórea e Gabriela Moll
▶Op. Cam | Eduardo Serra e Christian Campos
▶Montagem e Edição | Eduardo Serra
▶Color Grading | Felipe Buccos
▶Planejamento de Conteúdo | Giovana Marques
▶Coordenadora de Distribuição | Martha França 
▶Social Media | Amanda Melo
▶Fotografia Still | Christian Campos
▶Designer | Felipe Calasans
▶Motion | George Lopes

LETRA

Resenha do Arrocha 4.0

Montei minha equipe, foi vários planos
Pra eu ver minha gangue sorrir
A filha de alguém tá chorando (2x)
Trava ela vem quicando
Tra trava ela vem quicando
Trava ela vem trava ela vem
Trava ela vem quicando (4x)
Você é feinha mas não vou deixar em falta
Hoje eu vou te bagacar
pra deixar sua moral em alta
Vou te comer só pra levantar seu voucher
Ai tu vai poder dizer que sentou pro menor selvagem
Pau na feia sem massagem (14x)
Ela se atrai aí aí aí
Ela se atrai ai ai ai
Não demora senta e contrai
Não demora sempre que ela joga a bonequinha
Joga a larissinha, joga a bucetinha pro pai
Joga a bonequinha, joga a larissinha
Joga a bucetinha pro pai (8x)
A Laizzao não aguenta mais chega de papo furado
O Donk não aguenta mais chega de papo furado
O Alê não aguenta mais chega de papo furado
Descobri seu baratino e tô vai sair do barraco
De quatro (8x)
Porque?
Porque ela fez greve de tcheca
Fez greve de tcheca (4x)
Eu já te peguei e vou ter que contar
Vou botar no jornal pro meu currículo aumentar
Eu já te peguei e vou ter que contar
Vou botar no jornal pro meu currículo aumentar
Vou meter gravar e postar
Postar postar (4x)
Eu sei você quer dar pro novinho
Jogador caro da base
Vem me pede com vontade
que hoje eu vou te botar
Você quer dar pro novinho
Jogador caro da base
Vem me pede com vontade
Que hoje eu vou te botar
Sou eu quem vou te botar
Sou eu quem vou te botar
Chama meu vulgo safada
Que eu vou te machucar (2x)
Essa novinha é tcheca treinada
Ela fica descontrolada
Quando ver que Eskine não para
Ela pede pra machucar
Essa novinha é tcheca treinada
Ela fica descontrolada
Quando ver que Donk não para
Ela pede pra machucar
Você quer que eu bote com força?
Assim tchuca eu vou machucar
Você quer que eu puxe o cabelo?
assim tchuca eu vou machucar
Você que eu pise na cara?
Assim tchuca eu vou machucar
Ela quer que enforque com as duas mão
Assim tchuca eu vou machucar
Machucar, machuca, machucar, machucar
Assim tchuca eu vou machucar (4x)
Ela senta na ponta do bico
Ela senta na ponta do bico
Ela senta na ponta da peça
Ela pega na, ela pega na
Ela pega na peça
Ela pega na peça, ela pega na peça (4x)
Vai aquecendo, vai aquecendo
E joga esse bumbum, bum bum
Vai aquecendo, vai aquecendo
E joga esse bumbum, bum bum
Desce sobe faz meia nove
Vem se envolve faço questão de te botar
Desce sobe faz meia nove
Vem se envolve faço questão de te botar

#JESKINE #RESENHADOARROCHA #UEN","alefdonk, montei minha equipe, monteiminhaequipe, amor bandido, resenha do arrocha, j. eskine, j eskine, eskine, skinny, skine, jota eskine, alef donk, oruam, resenha ex love, trava ela vem kikando, salvador, tadala de 20, tierry, anitta, costura, cineminha com pipoca, UEN",00:06:14,35598,7254,687,https://i.ytimg.com/vi/VV9Rg-Cl2hs/maxresdefault.jpg,BR
2,,,24,"Lifestyle_(sociology), Entertainment, Film",23.40%,pt,2,UCWefhgfmiI0m5nbbBlGKopg,A Batcaverna,805000,_74Xs1Cdq6g,2025-11-26T14:00:58Z,6.16 horas,TRAILERS de LANTERNAS! DCU NOVIDADES + SUPERGIRL TRAILER + THE BATMAN 2,"SEJA MEMBRO E PARTICIPE DAS LIVES
https://www.youtube.com/channel/UCWefhgfmiI0m5nbbBlGKopg/join

Vamos falar das novidades do DCU.","dcu novidades, homem do amanhã, lanternas, supergirl, futuro dc",00:16:29,8274,1803,133,https://i.ytimg.com/vi/_74Xs1Cdq6g/maxresdefault.jpg,BR
3,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game",8.34%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22200000,0Ar8JnZIq9U,2025-11-26T15:13:09Z,4.96 horas,ADICIONARAM O FREDDY FAZBEAR ULTRA RÁPIDO NO GRANNY!,"Tava demorando! É lóooogico que depois de adicionaram o Freddy Fazbear ultra rápido em Hello Neighbour e Baldi's Basic, algum maluco ia dar um jeito de colocar ele também na casa da véia! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Garry's Mod (Mapa da Granny)
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, granny, garrys mod, freddy fazbear, fast freddy fazbear",00:31:25,430964,33190,2742,https://i.ytimg.com/vi/0Ar8JnZIq9U/maxresdefault.jpg,N/A
4,,,10,"Music, Hip_hop_music, Music_of_Latin_America, Pop_music",7.64%,pt-BR,4,UCpOdPfjjxpEAzATZJQX4_Hg,Real Kayblack,1460000,Cez6OM86AOQ,2025-11-26T00:00:07Z,20.18 horas,1 - FLORES 💐 (prod. Murillo e LT e Honaiser),FAIXA 1 - RELAÇÃO - (prod. Murillo e LT e Honaiser),,00:02:42,56779,4186,154,https://i.ytimg.com/vi/Cez6OM86AOQ/maxresdefault.jpg,BR
5,,,24,"Entertainment, Film",20.28%,pt-BR,5,UCjuiVJmqil8VdRen0gh3Ewg,Linhagem Geek,471000,1DLEWIj-QG8,2025-11-26T13:24:53Z,6.76 horas,VAZARAM O TRAILER DE LANTERNAS DO DCU?,"► Consultoria Gratuita Cleverson: https://www.gestaosc.com/

►Participe do Dia Prometido: https://qgnerdola.com.br

►Adquira sua camiseta na #insiderstore usando o cupom ""LINHAGEMGEEK"": https://CREATORS.INSIDERSTORE.COM.BR/LINHAGEMGEEK

► Inscreva-se no canal do Cleverson: https://www.youtube.com/@UCfgXBy9kUsGYsd-GU7nWbFw 

► Siga o Cleverson no Instagram: https://www.instagram.com/cleversonoconsultor/

► Podcast com Cleverson: https://www.youtube.com/watch?v=LEfs4OgacYE

► COMPRE O LIVRO MANUAL DA LACRAÇÃO
https://amzn.to/405oHku

► Site Oficial: https://linhagemgeek.com.br/

► Anuncie na Linhagem: parceiro@linhagemgeek.com.br

► Pix da Linhagem: linhagemgeekoficial@gmail.com

► Siga e interaja com a gente no instagram: https://www.instagram.com/linhagemgeek

►Twitter - https://twitter.com/linhagemgeek

► Edições por Infinity Edge
Contato: team.infinityedge@outlook.com","lanternas, lanternas dc trailer, lanternas dc, lanternas dcu, lanterna verde, dc, dceu, dcu, linhagem geek",00:14:29,8216,1529,137,https://i.ytimg.com/vi/1DLEWIj-QG8/maxresdefault.jpg,BR
6,,,20,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game, Lifestyle_(sociology)",2.52%,pt-BR,6,UCrcBZDofBltcgGxphNia2tw,ProbIems,11600000,6HubvWby0fI,2025-11-26T13:00:11Z,7.18 horas,Preciso de Mais Dinheiro para Evoluir Meu Portal!,"💙VEM CONHECER MEU NOVO SHOW!!💙
https://showturmadoproblems.com.br/

Servidor de discord:
https://discord.gg/2jtYumJKuZ

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:20:02,267111,6370,353,https://i.ytimg.com/vi/6HubvWby0fI/maxresdefault.jpg,BR
7,,,10,"Music_of_Latin_America, Hip_hop_music, Music, Pop_music",15.04%,pt-PT,7,UCQSDP7H4BINtrZ0bJc_FNIA,Orochi,4290000,yEYJexMWX1Q,2025-11-25T22:30:07Z,21.68 horas,Orochi - Só Você (Prod. Portugal No Beat),"Ouça #SOVOCE em todas as plataformas digitais: https://onerpm.link/so_voce

Composição: Orochi, Portugal No Beat 
Produção Musical: Portugal no Beat, Galdino
Rec/Mix: Portugal no Beat 
Master: 2F

Ficha Técnica:
Dirigido por Pedro Ferraro 

* Realização: Clutch Label & Mainstreet
* Produção Executiva: Caio Ferraro 
* AD: Letícia Higa 
* A&R: Raphael Silva 

* DOP: Heitor Pontes 
* 1AC: Bruno Gabriel 
* 2AC: João França 
* Steady Cam: Leandro Brigido 
* Vídeo Assist: Vitor Villela 

* Equipe de arte: Addedo
* Direção Criativa e Direção de Arte: Boca Arte & Bárbara Donatello 
* Codireção de Arte: Yolanda Ribeiro
* Controller de Arte: Guilherme Spinola 
* Produção de Arte e 1• assistente de Arte: Maria Clara Maiorano
* Produção de Objetos e 2• Assistente de Arte: Carla Valente 
* ⁠Estagiária(o)s de Arte: Alícia Fávaro, Ana Beatriz Oliveira e Jaguar da Serra 
* ⁠Auxiliar de Manuntenção: Simone Mariano 
* ⁠Chefe de Contrarregragem e Cenografia: Lucas Arce 
* ⁠Cenotécnico: Marcelo Lúcio Silva Vieira 
* ⁠Contra Regras: Adailton Sampaio, Yuri Lial, Daniel PQD, Amon e Rafael

* Editor: Crazy J 
* IA / Finalização: João Amarante
* Designer Artístico: Neco Artistic 
* VFX: Caue Alvarenga 
* Color Grading: Gabriel Camacho 
* ⁠Sound Design: Luis Henri França 

* Diretor de Produção: Celso Bernardes 
* Produção Geral: Alexsander Mendes 
* Produção: Diego Gnomo 
* Produção de Set: Bruno Moscatiello 
* Produção de Set: Matheus Costa 

* Atriz: Lídia Santana 
* Casting: Aghata, Karina, Júlia, Tatiele, Silvia e Tina
* Stylist: Isabella Lobo 
* Produção de Moda: Tayná Letícia 
* Produtora de Casting: Mariana Lopes
* Make/Hair: Syl Vitoriano

* Gaffer: Thomas Luz 
* 1° assist: Jackson Silva 
* 2° assist: Lorran Barcelos 
* 2° assist: Vinicius Escobar 
* ⁠Equipe técnica 220 RJ

* Making Off: Jean Marcelo
* ⁠Still: 25 Birdman
* Mobile: João Victor
* Som Direto: Thalles Santiago

* Equipamentos: 22 Locações
* Transporte Onibus: Fly Tour
* Catering: Tio Luiz
* Drinks: Equipe Wagner Dias
* Locação: Estudio HZ

©℗ Mainstreet Records","Orochi, Orochi amor de fim de noite, amor de fim de noite, mainstreet, mainstreet records, album orochi, matue, album matue, teto, album teto, poze, mc Poze do rodo, 30praum, djonga, ret, filipe ret, cabelinho, vida louca, trap rj, assault, poesia acustica, balao, vida cara, album vida cara, balao 2, orochi trippie red",00:05:01,104415,14025,1681,https://i.ytimg.com/vi/yEYJexMWX1Q/maxresdefault.jpg,BR
8,,,1,"Television_program, Entertainment, Film",2.85%,pt-BR,8,UCR7ZwQz60rW9dK59Dirdc8w,HBO Max Brasil,488000,tfRuWQjYAKg,2025-11-25T19:33:46Z,24.62 horas,Dona Beja | Teaser Oficial | HBO Max,"""Se a vida fez de mim mulher-dama, eu vou fazer do mundo um bordel""
#DonaBeja mandou avisar! 💋 A nova novela Max Original estrelada por Grazi Massafera chega dia 2 de fevereiro na #HBOMaxBrasil.

A #HBOMax é a casa dos seus filmes e séries favoritos da Warner Bros., DC, Cartoon Network, TNT, Adult Swim, Discovery, HBO e Max Originals – além de TODOS os jogos da Champions League ao vivo! Tudo no mesmo lugar para você assistir quando e onde quiser. Nos vemos na hbomax.com   

Inscreva-se no canal: https://bit.ly/YouTubeStreamMaxBR

Me segue nas redes! 
Twitter: https://twitter.com/StreamMaxBR
Instagram: https://www.instagram.com/hbomaxbrasil/ 
Facebook: https://www.facebook.com/hbomaxbrasil
TikTok: https://www.tiktok.com/@hbomaxbr","hbo max, hbomax, streaming, novidades hbo, lançamentos hbo, assinatura hbo max, lançamentos filmes, lançamentos series, DC, DCU, James Gunn, Pacificador, Peacemaker, Superman, Movies, Series, Filmes",00:01:10,46034,1214,99,https://i.ytimg.com/vi/tfRuWQjYAKg/maxresdefault.jpg,BR
9,,,20,"Action-adventure_game, Video_game_culture, Entertainment, Role-playing_video_game, Film",0.89%,pt-BR,9,UCbWYmIdZ2hpVMpPhRI9pI5Q,Cadres,21900000,MmLViD_Dtr4,2025-11-26T12:00:44Z,8.17 horas,SOBREVIVI do NASCIMENTO até virar um IMORTAL de ESMERALDA!,"💚Compre já os PRODUTOS CADRES nas melhores lojas do Brasil ou Clicando no Link: https://lp.curtaloja.com/cadres/
----
Já garantiu o seu álbum de figurinhas? Corre pra completar, trocar com os amigos e entrar nessa aventura colecionável!
---
🔸Instagram: https://www.instagram.com/cadresss/
🔹Twitter: https://twitter.com/Cadres19
----
📩Contato comercial: comercial@agenciacurta.com

#minecraft #publi",,00:22:06,427860,3759,56,https://i.ytimg.com/vi/MmLViD_Dtr4/maxresdefault.jpg,BR
10,,,10,"Music_of_Latin_America, Electronic_music, Pop_music, Music, Music_of_Asia",0.89%,pt,10,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1600000,rlf4bCJyoYE,2025-11-25T20:00:46Z,24.17 horas,Dance se souber Tik Tok (2025) 💜,"Dance se souber Tik Tok (2025) 💜
Dance se souber Tik Tok (2025) 💜

#dancesesoubertiktokatualizado   #dancesesouber #dancesesoubertiktok2025 #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2024 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags - tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#dancesesoubertiktokatualizado","brazil tiktok, músicas, música tiktok, dança se souber, dancinhas do tik tok, dance se souber tiktok, dance se souber, música de tik tok, dance souber, 2025, 2025 tiktok, 2025 musicas, tiktok 2025, dance se souber tiktok 2025, música, tik tok, tiktok, musicas, dance se souber 2025, música do tik tok, dance se souber sem palavrão, dance se souber tiktok 2024, dance se souber 2024, tiktok 2024, dj danny albuquerque dance se souber, dj danny albuquerque",00:08:13,123480,1070,34,https://i.ytimg.com/vi/rlf4bCJyoYE/maxresdefault.jpg,BR
