Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Performing_arts, Entertainment, Music_of_Asia, Pop_music, Music",27.98%,ko,1,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,21300000,ciRftriyejM,2025-09-02T14:00:03Z,18.20 horas,"Stray Kids ""0801"" Video (Street Ver.)","Stray Kids(스트레이 키즈) ""0801"" Video (Street Ver.)

Listen to ""KARMA"" now🏆
https://stray-kids.lnk.to/KARMA

Listen to ""CEREMONY"" Remixes now🎉
https://stray-kids.lnk.to/CEREMONYRemixes

Stray Kids ""KARMA""
iTunes & Apple Music: https://Stray-Kids.lnk.to/KARMA/AppleMusic
Spotify: https://Stray-Kids.lnk.to/KARMA/Spotify

Stray Kids ""CEREMONY (Maximum Power Remixes)""
iTunes & Apple Music: https://Stray-Kids.lnk.to/CEREMONYRemixes/AppleMusicManual
Spotify: https://Stray-Kids.lnk.to/CEREMONYRemixes/SpotifyManual

Stray Kids ""CEREMONY (Celebrate Remixes)""
iTunes & Apple Music: https://Stray-Kids.lnk.to/CEREMONYRemixes/AppleMusic
Spotify: https://Stray-Kids.lnk.to/CEREMONYRemixes/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Threads: https://www.threads.com/@realstraykids
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#KARMA
#CEREMONY
#0801
#YouMakeStrayKidsStay

Copyrights 2025 ⓒ JYP Entertainment. All Rights Reserved.","Stray Kids, 스트레이 키즈, SKZ, 방찬, BANG CHAN, 리노, LEE KNOW, LEEMINHO, 창빈, CHANGBIN, 현진, 황현진, HYUNJIN, HWANGHYUNJIN, 한, 한지성, HAN, HANJISUNG, 필릭스, FELIX, 용복, 승민, SEUNGMIN, KIMSEUNGMIN, 아이엔, I.N, stray kids stay, SKZ STAY, skz karma, straykids comeback, skz mv, 스키즈 뮤비, skz 0801, Stray Kids 0801, SKZ 0801, 0801 MV, 0801 Street Ver., Stray Kids Street Ver., SKZ MV, Stray Kids MV, STRAY KIDS 0801, 0801 Music Video, 0801 Street Ver Video, 0801 Video, 0801 Stray Kids, 0801, 스트레이 키즈 0801, 스키즈 0801",00:04:13,1122740,293795,20334,https://i.ytimg.com/vi/ciRftriyejM/maxresdefault.jpg,N/A
2,,,20,"Strategy_video_game, Video_game_culture, Action_game, Entertainment",3.56%,en,2,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,22900000,JSwk05Yhess,2025-09-02T09:18:19Z,22.90 horas,Subway Surfers in Brawl Stars!? - Animation Trailer,"🏄‍♂️ Subway Surfers is coming to Brawl on September 4th! 🚇 #BrawlStars #subwaysurfers 

Download NOW!! ►► https://supr.cl/2K62CZG
Subscribe!! ►► https://supr.cl/subscribe

An epic battle royale made for mobile! Play with friends or solo across various game modes in under three minutes.

Unlock and upgrade dozens of Brawlers with powerful Super abilities, Star Powers, Gadgets and Gears! 
Collect unique skins to stand out and show off. Battle in a variety of mysterious locations within the Brawliverse!

BATTLE IN MULTIPLE GAME MODES
- Gem Grab (3v3): Team up and out-strategize the opposing team. Collect and hold 10 gems to win, but get fragged and lose your gems.
- Showdown (Solo/Duo): A battle royale style fight for survival. Collect power ups for your Brawler. Grab a friend or play solo - be the last Brawler standing in the rowdiest battle royale yet. Winner take all!
- Brawl Ball (3v3): It’s a whole new Brawl game! Show off your soccer/football skills and score two goals before the other team. There are no red cards here.
- Bounty (3v3): Take out opponents to earn stars, but don’t let them pick you off. The squad with the most stars wins the match!
- Heist (3v3): Protect your team’s safe and try to crack open your opponents’. Navigate the map to sneak, blast and blow your way clear to the enemies treasure.
- Special Events: Limited time special PvE and PvP game modes.

UNLOCK AND UPGRADE BRAWLERS
Collect and upgrade a variety of Brawlers with powerful Super abilities, Star Powers, Gadgets! and Gears! Level them up and collect unique skins!

BRAWL PASS
Complete quests, open Brawl Boxes, earn Gems, pins and an exclusive Brawl Pass skin! Fresh content every season!

BECOME THE STAR PLAYER
Climb the local and regional leaderboards to prove you’re the greatest Brawler of them all!

CONSTANTLY EVOLVING
Look out for new Brawlers, skins, maps, special events and games modes in the future!

PLEASE NOTE! Brawl Stars is free to download and play, however, some game items can also be purchased for real money. If you don’t want to use this feature, please disable in-app purchases in your device’s settings. Also, under our Terms of Service and Privacy Policy, you must be at least 9 years of age to play or download Brawl Stars.

Features:
- Team up for real-time 3v3 battles against players from across the world
- A fast-paced multiplayer battle royale mode made for mobile
- Unlock and collect new, powerful Brawlers - each with a signature attack and Super ability
- New events and game modes daily
- Battle solo or with friends
- Climb to the top of the leaderboards in global and local rankings
- Join or start your own Club with fellow players to share tips and battle together
- Customize Brawlers with unlockable skins
- Player-designed maps offer challenging new terrain to master

From the makers of Clash of Clans, Clash Royale and Boom Beach!

Support:
Contact us in-game via Settings, Help and Support — or visit http://supercell.helpshift.com/a/brawl-stars/

Privacy Policy:
http://supercell.com/en/privacy-policy/

Terms of Service:
http://supercell.com/en/terms-of-service/

Parent’s Guide:
http://supercell.com/en/parents/","brawl stars, mobile game, mobile strategy game, mobile rpg, mobile battle royale, battle royale, supercell game, subway surfers, janet, tricky, jake, frank, byron, poco, ollie, hank, emz, guard, brawl animation, brawl x subway surfers, brawl collab",00:01:03,2828344,97201,3493,https://i.ytimg.com/vi/JSwk05Yhess/maxresdefault.jpg,FI
3,,,20,"Action-adventure_game, Video_game_culture, Action_game, Simulation_video_game, Role-playing_video_game",6.88%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21500000,-Pz9r3h35_Q,2025-09-02T16:06:43Z,16.09 horas,UM BILIONÁRIO COMPROU UM PARQUE AQUÁTICO LIXO E TRANSFORMOU ELE EM LUXO!,"O jogo de criar um parque aquático foi finalmente lançado. Então eu decidi me dar 1 BILHÃO de reais e transformar um lugar que era feito apenas de lixo e podridão, no melhor parque aquático do mundo! ""O Pântano do Jegue"" CONFIRA E SARAIVA O LIKE!

●Nome do Jogo: Waterpark Simulator
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, parque aquatico, Waterpark Simulator",00:30:00,861590,56405,2866,https://i.ytimg.com/vi/-Pz9r3h35_Q/maxresdefault.jpg,N/A
4,,,10,"Pop_music, Music, Hip_hop_music, Music_of_Latin_America",11.79%,pt-PT,4,UCjhZqfzCp1aDE0GeugC0GXw,MC Cabelinho,4000000,gSb0sjwkrWY,2025-09-01T23:00:07Z,33.20 horas,MC CABELINHO - RASTAFARI (Clipe Oficial),"Ouça #rastafari em todas as plataformas: https://onerpm.link/rastafari_

Se inscreva no canal e ative o sino de notificações para não perder nenhum lançamento.

Composição: MC Cabelinho, Raul Seixas
Produção Musical: Palma, Ariel Donato
Músicos: Luiz Felipe Alves, Marlon Caldeira Sette, Jorge Maurílio Continentino, Diogo Gomes
Engenheiro de gravação: William Luna
Engenheiro de mixagem: Arthur Luna, Luciano Scalercio e Rafael Fadul
Engenheiro de masterização : Dale Becker
Assistentes de masterização : Adam Burt, Kegn Venegas

Realização: Bairro 13","mc cabelinho, cabelinho, reggae cabelinho, eu prefiro ser, reggae mc cabelinho, matue, orochi, filipe ret, bairro 13, x1, little hair, little love, reggae, trap, teto, wiu, veigh, album cabelinho, musica cabelinho",00:03:06,304394,33662,2214,https://i.ytimg.com/vi/gSb0sjwkrWY/maxresdefault.jpg,BR
5,,,24,"Film, Entertainment",13.01%,pt-BR,5,UCItRs-h8YU1wRRfP637614w,Marvel Brasil,1360000,82l_6yI9f6A,2025-09-02T16:33:10Z,15.65 horas,Marvel Zumbis | Trailer Oficial Dublado | Disney+,"Quem irá nos salvar dos nossos heróis?

#MarvelZumbis, da Marvel Animation, em 24 de setembro no #DisneyPlus.",,00:01:40,109290,13456,768,https://i.ytimg.com/vi/82l_6yI9f6A/maxresdefault.jpg,BR
6,,,20,"Action-adventure_game, Role-playing_video_game, Video_game_culture, Action_game, Strategy_video_game",2.88%,pt-BR,6,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,13800000,Z1keIbAG5ZU,2025-09-02T23:25:35Z,8.78 horas,COLOQUEI MINHA ESPOSA COMO A PRIMEIRA MULHER TOP 1 DO MUNDO no BRAINROT! 😱👑,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:24:16,318296,7590,1582,https://i.ytimg.com/vi/Z1keIbAG5ZU/maxresdefault.jpg,BR
7,,,10,"Music, Hip_hop_music, Music_of_Latin_America",23.98%,pt-BR,7,UC_4PRrKey0iv18cqHuj9CLA,MHRAP,4060000,puUng_hobFo,2025-09-02T21:30:07Z,10.70 horas,Tipo Don Lorenzo 😬 (Blue Lock) Prod. Sidney Scaccio ,Em breve..,,00:03:37,42150,8996,1110,https://i.ytimg.com/vi/puUng_hobFo/maxresdefault.jpg,N/A
8,,,1,"Film, Entertainment, Television_program",7.69%,pt-BR,8,UCVc-JLY3Db6-O48y7TS4N7Q,Crunchyroll Brasil,2000000,3UiP4GwWNv0,2025-09-01T16:27:44Z,39.74 horas,Demon Slayer: Kimetsu no Yaiba Castelo Infinito | Trailer Dublado,"O que está por vir vai superar todas as suas expectativas 🔥

Assista a Demon Slayer: Kimetsu no Yaiba Castelo Infinito nos cinemas a partir de 11 de setembro.

TESTE CRUNCHYROLL DE GRAÇA POR 7 DIAS: https://got.cr/7DayFreeTrialPT

🔸FACEBOOK: https://www.facebook.com/Crunchyroll.pt/
🔸TWITTER: https://twitter.com/Crunchyroll_pt
🔸INSTAGRAM: https://www.instagram.com/crunchyroll_PT","anime, anime grátis, episódio anime, anime legendado, anime dublado, legendado, crunchyroll brasil, crunchyroll pt, animes populares, novos episódios, streaming de anime, anime online, assistir anime, melhores animes, recomendação de animes, dublagem, demon slayer, demon slayer kimetsu no yaiba, demon slayer castelo infinito, castelo infinito, trailer dublado, demon slayer dublado, castelo infinito dublado",00:01:31,393844,28940,1362,https://i.ytimg.com/vi/3UiP4GwWNv0/maxresdefault.jpg,BR
9,,,20,"Strategy_video_game, Role-playing_video_game, Video_game_culture, Action-adventure_game, Action_game",2.69%,pt-BR,9,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,6950000,FUX_t3Dzqkw,2025-09-02T22:07:21Z,10.08 horas,ABRI LUCKY BLOCK EM BUSCA DO SECRETO MAIS RARO no ROUBE UM BRAINROT,"🌵Participem do  meu Grupo do Roblox 
https://www.roblox.com/pt/communities/17079112/ON-Cactus#!/store
💚Discord Oficial do canal https://discord.com/invite/lucasclashon
✅Meu perfil oficial do Roblox - https://www.roblox.com/pt/users/3818273238/profile",,00:17:54,230697,5480,715,https://i.ytimg.com/vi/FUX_t3Dzqkw/maxresdefault.jpg,BR
10,,,10,"Pop_music, Music, Christian_music",3.91%,pt-PT,10,UCLx0CCzh92fb4aqQl5eO6Ug,Nair Nany - Topic,2990,CPWSgwVju2w,2025-09-02T06:59:52Z,25.21 horas,JESUS ESTÁ LÁ,"Provided to YouTube by Nair Nany

JESUS ESTÁ LÁ · Nair Nany

JESUS ESTÁ LÁ

℗ Nair Nany

Released on: 2025-08-30

Producer: Nair Nany
Composer: Nair Nany
Lyricist: Nair Nany

Auto-generated by YouTube.","Nair Nany, JESUS ESTÁ LÁ",00:02:28,35291,1381,0,https://i.ytimg.com/vi/CPWSgwVju2w/maxresdefault.jpg,N/A
