Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Music_of_Asia, Music, Pop_music, Electronic_music, Music_of_Latin_America",0.90%,pt,1,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1570000,92RLm0uZEck,2025-10-13T14:00:20Z,18.19 horas,Tik Tok Dance se Souber 2025 🎶💜,"#dancesesouber #dancesesoubertiktok2025 #tiktok2025  #dancesesoubertiktokatualizado  #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2024 

Tik Tok Dance se Souber 2025 🎶💜
Tik Tok Dance se Souber 2025 🎶💜

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags -música tik tok, tiktok 2025 atualizadas, música sem palavrão, 2025 tiktok, música do tik tok 2025, 2025, música de 2025, dance se souber tiktok 2023, dance se souber sem palavrão, dance se souber tiktok 2025 sem palavrão, dance se souber tiktok 2025 atualizado novas, música 2024, doce souber, dance se souber tiktok 2025 novas, dance souber 2025, musicas, tiktok 2025 sem palavrão, 2024 tiktok, se souber, musicas do tik tok 2025, música de tik tok 2025, dança bem, funk, música de tic tac, tik tok sem palavrão, musicas 2025, a música, musica do tiktok 2025 tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#tiktok2025","dance se souber músicas do tik tok, dance se souber tiktok, tiktok viral video, dance se souber tiktok 2025, tiktok 2025, dance se souber, música, tik tok, dance se souber tiktok 2024, tiktok 2024, dança se souber, dance se souber 2025, tiktok, música do tik tok, dança se souber 2025, músicas, música de tik tok, dance souber, dança de souber, dance se souber 2024, tik tok 2025, musicas do tik tok, dança souber, brazil tiktok, dancinhas do tik tok, música 2025, música tiktok",00:08:17,97249,839,34,https://i.ytimg.com/vi/92RLm0uZEck/maxresdefault.jpg,BR
2,,,24,"Film, Entertainment, Lifestyle_(sociology)",14.15%,pt,2,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,14200000,bZqjhz3NAYs,2025-10-14T00:30:33Z,7.68 horas,REACT E ANÁLISE: ONE PUNCH MAN - TRAILER FINAL [3⁰ temporada],"Galera, One Punch Man tá de volta!
Depois de meses de silêncio, polêmicas com o estúdio e um diretor de hentai, o novo trailer da 3ª temporada finalmente saiu — e a gente veio reagir com vocês pra ver se agora vai.

Nos últimos meses, a produção de One Punch Man Season 3 deixou todo mundo preocupado. O primeiro trailer parecia um PowerPoint com PNG recortado, o diretor sumido e nenhum traço de ação ou humor. Mas esse novo trailer pode ter mudado tudo. A grande dúvida agora é se a animação finalmente está à altura do mangá do Murata, se o Garou vai ter o destaque que merece e se o Saitama continua invencível ou perdeu o ritmo.

Nesse react, nós comentamos as cenas mais promissoras do novo trailer, as mudanças de arte e animação e se realmente houve melhora desde a prévia anterior. Também falamos sobre o que esperar das próximas lutas entre Garou, Saitama e a Associação dos Monstros, além do retorno do humor insano que sempre foi uma das marcas mais fortes do anime. E claro, discutimos se esse novo material devolveu a nossa esperança na terceira temporada.

Mesmo com o orçamento de boteco e todas as críticas, parece que o hype está voltando. A nova prévia mostra que ainda pode haver salvação para One Punch Man, e o anime pode surpreender geral quando estrear.

Se você também estava com saudade do Saitama e das porradas que desafiam a física, deixa o like, se inscreve no canal e comenta aí: o novo trailer te animou ou você ainda tá com o pé atrás?

#OnePunchMan #OnePunchMan3Temporada #OnePunchManSeason3 #Saitama #Garou #Anime2025 #OnePunchManTrailer #OnePunchManReaction #AnimeNews #Crunchyroll #EiNerd #PeterJordan #Murata #OnePunchManManga #HeroAssociation #AnimeReaction #Otaku #AnimeBrasil #OnePunchManHype #AnimeTrailer #GOTF #ibest #ibest2025 

--------------------------------------------------------------
📝  Roteiro: Luiz Gustavo
🎬  Edição: Tiago Mauricio
🎨  Thumbnail: Sammy Ferreira
🧠  Direção de Conteúdo: Caio Rohen
--------------------------------------------------------------
👉Influenciador São Paulo
https://premioibest.vote/509624443
---------------------------------------------------------------

💪😎 WheyNerd já disponível para compras, acesse: https://loja.wheynerd.com.br/
Seja um afiliado: https://afiliados.wheynerd.com.br/register

💡 𝗔𝗽𝗼𝗶𝗲 𝗻𝗼𝘀𝘀𝗼 𝗰𝗮𝗻𝗮𝗹:
✓ Crie sua conta na Hotmart e seja um afiliado: https://hotm.art/PJHotmartAfiliados
✓Você quer viver de Youtube? → https://rebrand.ly/viver-de-youtube

📧 𝐂𝐨𝐧𝐭𝐚𝐭𝐨:
✓ Comercial e novos negócios → comercial@einerd.com

🔔 𝐏𝐞𝐭𝐞𝐫 𝐉𝐨𝐫𝐝𝐚𝐧: 
✓ Instagram e Facebook →  @petjordan 
✓ Meu canal de viagem e vlogs → https://www.youtube.com/@malafeitatv

🔔 Breno Jordan: 
✓ Instagram e TikTok → @brenojordan_

Acesse nosso portal: https://www.einerd.com/

♬ 𝘔𝘶́𝘴𝘪𝘤𝘢𝘴:
✓ Music by Epidemic Sound","Nerd, ei nerd, peter jordan, UCM, MARVEL, DC, DC COMICS, CINEMA, FILMES, ANIMES, QUADRINHOS, HQS, SERIES, GEEK, CULTURA POP, SERIADOS, HERÓIS, SUPER HEROIS",00:08:12,54894,7240,526,https://i.ytimg.com/vi/bZqjhz3NAYs/maxresdefault.jpg,BR
3,,,20,"Role-playing_video_game, Action_game, Video_game_culture, Action-adventure_game",5.97%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21800000,zE2yor9LJAs,2025-10-13T15:01:42Z,17.16 horas,"MINECRAFT, MAS A CADA 1 MINUTO UM MOB ALEATÓRIO DA SPAWN EM CIMA DE MIM!","No vídeo de hoje há cada um minuto um mob vai aparecer em cima de mim, e pode ser qualquer um! Desde uma inofensiva galinha, a uma gigantesca máquina de carnificina como um Ravager! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Minecraft
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, minecraft",00:40:21,1021224,57014,3976,https://i.ytimg.com/vi/zE2yor9LJAs/maxresdefault.jpg,N/A
4,,,10,"Music, Music_of_Asia, Pop_music, Performing_arts, Entertainment",9.50%,ko,4,UCqwUnggBBct-AY2lAdI88jQ,BABYMONSTER,10200000,o9V8HrgJgIg,2025-10-13T15:00:05Z,17.19 horas,BABYMONSTER - 'WE GO UP' EXCLUSIVE PERFORMANCE VIDEO,"#BABYMONSTER #베이비몬스터 #2ndMINIALBUM #WEGOUP #EXCLUSIVE #PerformanceVideo #YG

More about BABYMONSTER @
Official YouTube https://www.youtube.com/@BABYMONSTER
Official Instagram https://www.instagram.com/babymonster_ygofficial
Official Facebook https://www.facebook.com/BABYMONSTER.ygofficial
Official Twitter https://twitter.com/YGBABYMONSTER_
Official TikTok https://tiktok.com/@babymonster_yg_tiktok
Official Weibo https://weibo.com/u/7811488144
Official bilibili https://space.bilibili.com/3493127232948989","BABYMONSTER, 베이비몬스터, 베몬, BABYMON, BAEMON, 하람, 아현, 루카, 치키타, 파리타, 로라, 아사, HARAM, AHYEON, RUKA, CHIQUITA, PHARITA, RORA, ASA",00:03:26,3826010,341819,21584,https://i.ytimg.com/vi/o9V8HrgJgIg/maxresdefault.jpg,KR
5,,,24,"Film, Entertainment, Television_program",2.89%,en-US,5,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,14500000,f_HrYWVrwrY,2025-10-13T11:20:01Z,20.86 horas,Bridgerton: Temporada 4 | Anúncio de estreia | Netflix,"Uma nova temporada social se inicia. Quais são os segredos escandalosos que nos aguardam? A temporada 4 de ""Bridgerton"" será lançada em duas partes. A parte 1 estreia em 29 de janeiro e a parte 2 em 26 de fevereiro. Só na Netflix.

Assista na Netflix: https://www.netflix.com/title/81511877

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo. São mais de 300 milhões de assinaturas pagas em mais de 190 países com acesso a séries, filmes e jogos de diversos gêneros e idiomas. Assinantes podem assistir, pausar e voltar a assistir a um título quantas vezes quiserem em qualquer lugar e alterar o plano a qualquer momento.

Bridgerton: Temporada 4 | Anúncio de estreia | Netflix
https://www.youtube.com/@NetflixBrasil","Adjoa Andoh, Benedict, Benophie, Bridgerton, Bridgerton data, Bridgerton temporada 4, Bridgerton trailer, Claudia Jessie, Colin, Eloise, Golda Rosheuvel, Hannah Dodd, Jonathan Bailey, Julia Quinn, Julie Andrews, Kanthony, Lady Whistledown, Luke Newton, Luke Thompson, Michaela, Netflix, Nicola Coughlan, Penelope, Polin, Ruth Gemmell, Shondaland, Simone Ashley, Sophie, Yerin Ha, série Netflix",00:00:45,35976,1001,38,https://i.ytimg.com/vi/f_HrYWVrwrY/maxresdefault.jpg,BR
6,,,20,"Action_game, Video_game_culture, Role-playing_video_game",3.78%,pt-BR,6,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,14000000,bjoQJPDOSe8,2025-10-13T21:54:28Z,10.28 horas,SOU O TOP 1 MUNDIAL do BRAINROT com os NOVOS PETS MAIS RAROS do JOGO! 👑🧠🔥,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:21:07,478339,16145,1944,https://i.ytimg.com/vi/bjoQJPDOSe8/maxresdefault.jpg,BR
7,,,10,"Music, Pop_music, Independent_music, Rock_music",21.27%,en-GB,7,UCBSxVE6JoMg0WXvpm47OS3g,Louis Tomlinson,4420000,ipVl6Tw52GA,2025-10-13T16:00:07Z,16.19 horas,Louis Tomlinson - Lemonade (Official Video),"Lemonade Is Out Now: https://louist.lnk.to/LemonadeID

How Did I Get Here? The New Album. 23rd January. Pre-Order: https://louist.lnk.to/HowDidIGetHereID

How Did We Get Here? The EU, UK & North America Tour: https://louis-tomlinson.com/#tour

Subscribe: https://www.youtube.com/@LouisTomlinson

Follow Louis Tomlinson: 
https://www.louis-tomlinson.com/  
https://www.tiktok.com/@louistomlinson 
https://twitter.com/Louis_Tomlinson   
https://www.instagram.com/louist91  
https://www.facebook.com/louis.tomlinson  
https://www.snapchat.com/@louis-t28

Lyrics: 
She got me wasted
The way she’s making me lie
Hung from her bracelet
Her lucky charm if I like
Symptoms of coming to life
No point in thinking it twice
She got me wasted
The way I’m chasing the night
I don’t wanna go home
Am I losing control
I don’t wanna go home
Am I losing control
 
She’s so bitter
She’s so sweet
Lemonade
Lemonade
A little taste
Is all I need
Lemonade
Lemonade
 
She got me waking
At times that I’ve never seen
Bright yellow spaceship
Might make me start to believe
Symptoms are stuck on repeat
No point in trying to leave
She got me waking
It’s doing something to me
I don’t wanna go home
 
She’s so bitter
She’s so sweet
Lemonade
Lemonade
A little taste
Is all I need
Lemonade
Lemonade
 
Is it only human
To escape into delusion
And if I should try to prove it
Would I win or would I lose it

#LouisTomlinson #Lemonade #HowDidIGetHere",,00:02:46,418352,81018,7957,https://i.ytimg.com/vi/ipVl6Tw52GA/maxresdefault.jpg,GB
8,,,24,"Entertainment, Film",7.89%,pt,8,UCP_Hxwf6ajGjPsMw0a8rnLQ,Miguel Lokia,1220000,RgBq4YWFrtc,2025-10-13T20:00:30Z,12.18 horas,X-MEN 97 TEMPORADA 2 TRAILER e MAIS ANÚNCIOS MARVEL NYCC,"A Marvel foi à NYCC e faz muitos anúncios sobre as próximas séries e animações. 

✨ Personalizados que emocionam de verdade é Feitorama:
👉 feitorama.com.br 

📚 Participe da campanha do meu novo livro Café com Nerdice! 
👉 miguellokia.com.br 

#miguellokia 

QUEM É MIGUEL LOKIA?
Criador de conteúdo situado em São Paulo-SP
que conversa com um público engajado em
temas como cinema, super-heróis e quadrinhos.

•  Outras redes sociais: @miguellokia
•  Contato Comercial: contatomiguellokia@gmail.com","miguel lokia, lokia lokia, lokia1234",00:20:07,20713,1595,40,https://i.ytimg.com/vi/RgBq4YWFrtc/maxresdefault.jpg,BR
9,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game",2.56%,pt-BR,9,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,7160000,E3RGCYymbBA,2025-10-13T20:36:08Z,11.59 horas,ELES VÃO ME ENGANAR PELO MEU BURGURU AND FRYURU NO ROUBE UM BRAINROT,"🌵Participem do  meu Grupo do Roblox 
https://www.roblox.com/pt/communities/17079112/ON-Cactus#!/store
💚Discord Oficial do canal https://discord.com/invite/lucasclashon
✅Meu perfil oficial do Roblox - https://www.roblox.com/pt/users/3818273238/profile",,00:16:53,363835,8319,1013,https://i.ytimg.com/vi/E3RGCYymbBA/maxresdefault.jpg,BR
10,,,10,"Pop_music, Music, Independent_music, Hip_hop_music, Electronic_music, Rhythm_and_blues",42.71%,en,10,UCFl7yKfcRcFmIUbKeCA-SJQ,Joji,3820000,SblNBrgLdvo,2025-10-14T04:00:38Z,4.18 horas,Joji - PIXELATED KISSES (Visualizer),"Joji - PIXELATED KISSES (Visualizer)
PIXELATED KISSES: https://joji.lnk.to/pixelatedkisses

Sign up: https://joji.lnk.to/signup
Website: https://jojimusic.com
Subscribe: https://joji.lnk.to/subscribe
Instagram: https://www.instagram.com/sushitrash/
TikTok: https://www.tiktok.com/@joji
Facebook: https://www.facebook.com/jojikansai/
WhatsApp: https://joji.lnk.to/whatsapp
X: https://x.com/sushitrash

CREDITS:
Directed & edited by mamesjao

#Joji #PIXELATEDKISSES","Joji, PIXELATED KISSES, Nectar, SMITHEREENS, BALLADS 1, In Tongues, Glimpse of Us, SLOW DANCING IN THE DARK, Joji Sanctuary, Joji Die For You, worldstar money",00:01:49,257217,94298,15571,https://i.ytimg.com/vi/SblNBrgLdvo/maxresdefault.jpg,US
