Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Association_football, Sport",2.25%,pt,1,UCf9WJPpsh5BHDY-OeISgIqA,Nsports ,525000,T0O0b5KU1Io,2025-03-19T02:22:31Z,18.18 horas,JOGO COMPLETO: LONDRINA 1 (1) X (4) 2 OPERÁRIO | SEMIFINAL VOLTA | CAMPEONATO PARANAENSE 2025,"CHEGOU AS SEMIS DO CAMPEONATO PARANAENSE! VOCÊ ACOMPANHA TUDO NA NSPORTS!

Londrina e Operário-PR se enfrentam HOJE às 20h (horário de Brasília), no Estádio do Café, em Londrina, na partida da volta da semifinal do Campeonato Paranaense.

O Tubarão levou a melhor no jogo de ida, em Ponta Grossa, ao vencer por 1 a 0 com gol de Pablo Ruan. O resultado deixa o Tubarão com a vantagem de garantir a vaga na final com um empate, e voltar a disputar o título depois de quatro anos.

Tudo do Campeonato Paranaense você acompanha ao vivo na Nsports! 

SIGA-NOS NAS REDES SOCIAIS:
X: @nsports
Instagram: @nsports
Facebook: @nsportsoficial
LinkedIn: @tv-nsports","nsports, nsports ao vivo, nsports online, tvnsports, tv nsports, futebol, futebol ao vivo, futebol ao vivo nsports, campeonato paranaense, paranaense 2025, ao vivo com imagens, londrina, londrina ao vivo, paranaense, campeonato paranaense 2025, nsports ao vivo paranaense, semifinal, semis, operário, operario ao vvio, operário ao vivo, londrina x operário, londrina vs operário, londrina vs operário ao vivo, londrina x operario ao vivo, semifinal paranaense, paranaense 2025 ao vivo",04:15:01,719064,16165,18,https://i.ytimg.com/vi/T0O0b5KU1Io/maxresdefault.jpg,BR
2,,,17,"Sport, Association_football",3.34%,pt,2,UCyuLjFPzlkMSYJpIpY8M6qA,CONMEBOL Libertadores,953000,RQs4S3AQMjA,2025-03-18T01:04:45Z,43.47 horas,SORTEIO DA FASE DE GRUPOS DA CONMEBOL LIBERTADORES 2025,"#Sorteio #SorteioLibertadores #Libertadores
Inscreva-se no canal oficial da CONMEBOL Libertadores para ter acesso ao melhor conteúdo: https://bit.ly/2mRGAD6

Encontre todas as informações da competição no nosso site oficial:  https://conmebollibertadores.com/

Siga-nos nas redes sociais:

Twitter: https://twitter.com/libertadoresbr
Instagram: https://instagram.com/libertadoresbr
Facebook: http://www.facebook.com/CopaLibertadores
TikTok: https://www.tiktok.com/@libertadores","conmebol libertadores, libertadores, liberta, copa libertadores, gols, goles, goals, golaços, highlights, resumen, melhores momentos, futebol, fútbol, soccer, gols libertadores, goles libertadores, melhores momentos libertadores, highlights liberta, libertadores femenina, libertadores fem, sorteio, sorteio libertadores 2025, sorteio libertadores",02:43:30,1185150,39510,62,https://i.ytimg.com/vi/RQs4S3AQMjA/maxresdefault.jpg,BR
3,,,25,"Society, Television_program",3.29%,pt,3,UCwVmZjJwkCUCOes5_eAIebg,Fala Brasil,1420000,djeMfu0d4Tc,2025-03-18T13:41:18Z,30.86 horas,Roberto Cabrini revela que Maicol assinou documento onde confessa ter matado Vitória Regina,"Roberto Cabrini deu mais detalhes sobre a confissão de Maicol, que assumiu ter matado a jovem Vitória Regina. O documento está assinado e, segundo Maicol, ele era chantageado pela jovem, com quem teria tido um relacionamento há um ano e meio. Ele disse que matou Vitória com duas facadas depois de uma discussão. Maicol ainda sustenta que agiu sozinho, porém, não está descartada a possibilidade de outra pessoa estar envolvida no crime.

Nosso Whatsapp: https://falabrasil.r7.com/whatsapp
Inscreva-se no canal Fala Brasil:   http://r7.com/ZOTL
Assista às íntegras no PlayPlus:   https://www.playplus.com
Instagram:    https://www.instagram.com/fala_brasil/
TikTok:    https://www.tiktok.com/@falabrasil
Threads:    https://www.threads.net/@falabrasil
Facebook:    https://www.facebook.com/falabrasil/
Site oficial:    https://recordtv.r7.com/fala-brasil

#FalaBrasil #MarianaGodoy #EduardoRibeiro","Jornalismo, Record, Fala Brasil, Notícias, jornalismo, Jornalismo Record, Mariana Godoy, Eduardo Ribeiro",00:10:50,404303,13299,0,https://i.ytimg.com/vi/djeMfu0d4Tc/maxresdefault.jpg,BR
4,,,24,"Entertainment, Television_program, Lifestyle_(sociology)",3.49%,pt-BR,4,UC8WT0kby-iTFM1W_xU7I54w,Big Brother Brasil,1320000,_KrwpUiCSE0,2025-03-19T03:10:52Z,17.37 horas,"GRACYANNE BARBOSA É ELIMINADA DO BBB 25 COM 51,38% DOS VOTOS! ❌ | BBB 25","Com 51,38% dos votos, Gracyanne Barbosa é eliminada! ❌ A sister não conseguiu escapar do Paredão contra Eva (43,60%) e Daniele Hypolito (5,02%). Curtiram o resultado? 💥

#RedeBBB #BBB25 #Eliminação
_____________________________________________

O maior reality show do MUNDO tem canal oficial no Youtube! 💥😱

Aqui você confere um pouquinho de tudo que está rolando na casa mais vigiada do Brasil. 

_____________________________________________

INSCREVA-SE: https://bit.ly/3tkMIQb

Vem pra Rede BBB:
➡️ Facebook: https://www.facebook.com/BigBrotherBrasil
➡️ Instagram: https://www.instagram.com/BBB
➡️ Twitter: https://www.twitter.com/BBB
➡️ Tik Tok: https://www.tiktok.com/@bbb
➡️ Telegram: https://www.t.me/bigbrotherbrasil

E muito mais conteúdo no:
➡️ https://gshow.globo.com/realities/bbb/","Big Brother Brasil, BBB, big brother, globo, tv globo, canal do bbb, Tadeu Schmidt, bbb ao vivo, quando começa o bbb, bbb 25, big brother brasil 25, bbb 25 hoje, bbb 25 ao vivo, bbb hoje, bbb oficial, gracyanne barbosa eliminada, gracyanne barbosa eliminada do bbb, gracyanne barbosa, gracyanne eliminada, quem saiu bbb, resumo bbb, daniele hypolito, paredão bbb ontem, paredao ontem bbb 25, bbb 25 ao vivo agora, gracyanne, gracyanne barbosa bbb, eliminação bbb 25",00:07:18,222960,6799,993,https://i.ytimg.com/vi/_KrwpUiCSE0/maxresdefault.jpg,BR
5,,,22,Lifestyle_(sociology),10.17%,,5,UC7Jh5ACvuBWY_bLEf5HD95g,Pâmela Drudi,1960000,6kFFbMmwVhY,2025-03-18T18:51:18Z,25.70 horas,TOUR PELA MINHA MANSÃO NOVA,,,00:14:30,68480,6655,311,https://i.ytimg.com/vi/6kFFbMmwVhY/maxresdefault.jpg,BR
6,,,20,"Action_game, Video_game_culture, Role-playing_video_game, Action-adventure_game",9.50%,pt-BR,6,UCpnI9qlEYFCFRVo2IT3jBqg,Save Manual,821000,qqjqqmkGtg0,2025-03-18T14:06:13Z,30.45 horas,"Cuphead Speedrun, mas a tela piora a cada chefe!","➔ AULAS GRATUITAS NA ALURA: https://alura.tv/savemanual-imersao-dev-9

Você já imaginou tentar fazer um speedrun de Cuphead enquanto sua tela vai ficando cada vez mais caótica? Neste vídeo, eu enfrento o desafio mais LOUCO de todos: completar o jogo enquanto a HUD/tela se deteriora após derrotar cada chefão! E tudo isso numa speedrun de Cuphead! 

Qual nome você daria pra esse jogo?

JÁ FEZ O SAVE MANUAL? - 
█ █▄░█ █▀ █▀▀ █▀█ █▀▀ █░█ ▄▀█ ▄▄ █▀ █▀▀
█ █░▀█ ▄█ █▄▄ █▀▄ ██▄ ▀▄▀ █▀█ ░░ ▄█ ██▄
Seja membro! https://www.youtube.com/channel/UCpnI9qlEYFCFRVo2IT3jBqg/join

📺 CANAL SECUNDÁRIO  -  https://www.youtube.com/@Savesautomaticos
📩 CONTATO - savesautomaticos@gmail.com
🎮 LIVES  -  https://www.twitch.tv/savemanual
😎 Stories, Insta e mais Save Manual -  https://www.instagram.com/save.manual/

#savemanual","speedrun, save, manual, savemanual, cuphead speedrun, cuphead speedrun insano, cuphead desafio, cuphead hud piora, cuphead gameplay difícil, speedrun com dificuldade, jogos desafiadores, cuphead vs chefes, cuphead louco, speedrun impossível, desafio, desafio cuphead, save manual cuphead, cuphead save, cuphead save manual, cuphdead speedrun, speedrun cuphead, speedrun cuphead desafio, como zerar, como zerar cuphead, cuphead zerar, cuphead completo, completo cuphead",00:22:07,121374,11093,439,https://i.ytimg.com/vi/qqjqqmkGtg0/maxresdefault.jpg,BR
7,,,24,"Lifestyle_(sociology), Technology",7.08%,pt-BR,7,UCbTVTephX30ZhQF5zwFppBg,rezendeevil,33800000,fCGvM3hwA_U,2025-03-18T14:37:53Z,29.92 horas,A JÚLIA NÃO QUER QUE ELE VÁ EMBORA!!,"Chamei meu amigos para morarmos todos juntos. De segunda a sexta Às 11hrs tudo que está rolando aqui estamos gravando!! 

Segue geral: 
@Rezende 
@Eujoaorezende
@juliapimentel
@gicardoni
@vini.marioto
@cauasouza_
@anamosconi
@joaoadur


#Rezende #RezendeEvil",,00:14:31,301385,21026,314,https://i.ytimg.com/vi/fCGvM3hwA_U/maxresdefault.jpg,BR
8,,,20,"Simulation_video_game, Action_game, Video_game_culture, Action-adventure_game, Role-playing_video_game",6.64%,,8,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,20000000,gdEI_LDOX14,2025-03-18T15:28:48Z,29.07 horas,VIREI AEROMOÇO MAS EU SOU TÃO BURRO QUE EU QUASE CAUSEI UM ACIDENTE AÉREO!,"LARGUEI O YOUTUBE... DE NOVO! E hoje eu vou virar atendente de bordo de avião! CONFIRA E SARAIVA O LIKE!

●Nome do Jogo: Cabin Crew Life Simulator
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, aeromoça, aeromoço, avião",00:30:03,1189262,73850,5111,https://i.ytimg.com/vi/gdEI_LDOX14/maxresdefault.jpg,N/A
9,,,28,"Video_game_culture, Lifestyle_(sociology)",13.55%,pt,9,UCDt4dFdsJyjjA8mQULkOLLw,Rato Borrachudo,3640000,aMLxZGCOrAc,2025-03-18T14:53:00Z,29.67 horas,O fim de um sonho - Adeus Chibata!,"Eu não esperava nunca ter que passar essa notícia e essas imagens pra vocês, mas infelizmente é uma situação que vamos ter que lidar, erguer a cabeça e seguir em frente. Batalha de robôs, como vocês sabem, foi grande parte da minha vida e do meu conteúdo nos últimos anos, e boa parte dela estava guardada na Max Arena. Não sei o que vai acontecer daqui pra frente, mas conto com o apoio de vocês pra todos os afetados por essa situação.


ENCONTRE OS MELHORES PREÇOS PARA A SUA COMPRA COM A MINHA EXTENSÃO ESCORREGA O PREÇO:

✔️ Baixe a extensão: https://chrome.google.com/webstore/detail/escorrega-o-pre%C3%A7o/ecikoeehpobhkjagenjmldoehmcmeioo?hl=pt-BR 
📱 APP PRA ANDROID: https://play.google.com/store/apps/details?id=br.com.jeffstecnologia.app.escorregaopreco&hl=pt_BR&gl=US&pli=1
🌐 SITE DO ESCORREGA O PREÇO: http://www.escorregaopreco.com.br

CONHEÇA TAMBÉM NOSSOS GRUPOS DE DESCONTO:
💲 Desconto no Preço: https://www.descontonopreco.com.br/whatsapp/linkdogrupo

#maxarena #incendio #ratoborrachudo 

🟣 Tiktok: RatoBorrachudo
🐤 Twitter/X: RatoBorrachudo
📷 Instagram: RatoBorrachudo  

► Canal Eu Sou o Douglas: https://www.youtube.com/eusouodouglas
►Torne-se membro do canal: https://bit.ly/membrodoratao

Contato Comercial: contato@ratoborrachudo.com.br","rato, ratao, ratão, Melhores Momentos, Engraçados, Zoeira, Rato Borrachudo, rosto rato borrachudo, rosto do ratao, mascara do ratao, maxarena, robótica, batalha de robôs, botsfightclub, chibata, streetbots, incêndio, fogos de artifício",00:20:28,160111,20908,787,https://i.ytimg.com/vi/aMLxZGCOrAc/maxresdefault.jpg,BR
10,,,17,"Association_football, Sport, Television_program",15.90%,pt-BR,10,UCOa-WaNwQaoyFHLCDk7qKIw,Flamengo TV,7210000,YxG-dZVC8ac,2025-03-17T18:00:33Z,50.54 horas,TINO MARCOS APRESENTA A FLAMENGO TV,"O jornalista rubro-negro Tino Marcos, um dos repórteres esportivos mais experientes do Brasil, apresenta as novidades da nova TV Flamengo.

Inscreva-se na #FlamengoTV. Vídeos todos os dias!
Subscribe to Flamengo channel, a 40-million-fans nation. Join us!
----------
Com você o Mengão vai mais longe!
Seja sócio-torcedor: http://mengo.com.br

𝗦𝗶𝗴𝗮 𝗼 𝗙𝗹𝗮𝗺𝗲𝗻𝗴𝗼 𝗻𝗮𝘀 𝗿𝗲𝗱𝗲𝘀:

𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://www.instagram.com/flamengo
𝗧𝗶𝗸𝗧𝗼𝗸: https://www.tiktok.com/@flamengo
𝗧𝘄𝗶𝘁𝘁𝗲𝗿: https://twitter.com/Flamengo
𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://www.facebook.com/FlamengoOficial
𝗙𝗹𝗮𝗧𝗩+: https://flatvmais.com.br","Clube de Regatas do Flamengo, Flamengo, Mengão, Mengo, Fla, Fla TV, TV Fla, canal oficial do flamengo, nação, nação rubro-negra, rubro-negro, flamengo tv, nova fla tv, tv flamengo, tv do mengão, tino marcos, tino marcos flamengo, joão guilherme, joão guilherme flamengo tv, dani boaventura, dani boaventura flamengo tv, apresentação flamengo tv, jogos do flamengo, flamengo ao vivo, vamos flamengo",00:09:51,354386,54543,1793,https://i.ytimg.com/vi/YxG-dZVC8ac/maxresdefault.jpg,BR
