Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Association_football, Sport",4.12%,pt,1,UCs-6sCz2LJm1PrWQN4ErsPw,TNT Sports Brasil,12100000,fUhS56AF0A8,2025-05-31T21:03:23Z,35.18 horas,1º TÍTULO! PSG APLICA A MAIOR GOLEADA DA HISTÓRIA DE UMA FINAL DE CHAMPIONS | PSG 5X0 INTER DE MILÃO,"Com gol de Hakimi, dois de Doué, Kvaratskhelia e Mayulu, o PSG aplicou a maior goleada de um final de Champions

Oferecimento: #SBCH, #BNCH, #BCH, #CCH , #HOCH, #ICH

Crédito: ANP via Getty Images

Assista a todos os jogos ao vivo da Champions League só na Max, além de vários jogos EXCLUSIVOS do Campeonato Paulista!  https://bit.ly/48xBlJi

Acesse o portal da TNT Sports: http://www.tntsports.com.br/

Canais:
De Placa - http://bit.ly/2HxPlHl
De Sola - http://bit.ly/2k0Xg90
EI Games - http://bit.ly/2ufcveA
MFM - http://bit.ly/2KnSU6P
Cortes da TNT Sports - https://bit.ly/3hbxWHC
Cortes do Futebol Brasileiro - https://bit.ly/3aNJJwn
TNT Sports Entrevista - https://bit.ly/3xdRJOE","esporte interativo, tnt sports, tnt sports brasil, melhores momentos, melhores momentos inter, melhores momentos psg, psg, inter de milao, psg inter, jogo psg, jogo inter, final champions, inter final champions, psg final champions, gol psg, gol doue, gol kvara, champions league",00:08:28,4241906,167016,7867,https://i.ytimg.com/vi/fUhS56AF0A8/maxresdefault.jpg,BR
2,,,24,"Television_program, Entertainment, Film",8.23%,en-US,2,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,13700000,Nqvx_gb0W5E,2025-06-01T01:32:40Z,30.69 horas,Stranger Things: Temporada 5 | Anúncio de estreia | Netflix,"A luta ainda não acabou. Prepare-se para o final épico de Stranger Things.  
Volume 1: 26 de novembro, às 22h*
Volume 2: 25 de dezembro, às 22h*
Episódio final: 31 de dezembro, às 22h*
*Horário de Brasília. Lançamento mundial simultâneo: a data pode variar de acordo com o seu fuso horário local.

#TUDUM

Assista na Netflix: https://www.netflix.com/title/81297917

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo. São mais de 300 milhões de assinaturas pagas em mais de 190 países com acesso a séries, filmes e jogos de diversos gêneros e idiomas. Assinantes podem assistir, pausar e voltar a assistir a um título quantas vezes quiserem em qualquer lugar e alterar o plano a qualquer momento.

Stranger Things: Temporada 5 | Anúncio de estreia | Netflix
https://www.youtube.com/@NetflixBrasil","001, Caleb McLaughlin, Charlie Heaton, David Harbour, Delegadp Hopper, Dustin, Finn Wolfhard, Gaten Matarazzo, Holly Wheeler, Jamie Campbell Bower, Jim Hopper, Joe Keery, Jonathan Byers, Joyce Byers, Lucas, Max, Maya Hawke, Mike Wheeler, Millie Bobby Brown, Nancy Wheeler, Natalia Dyer, Netflix, Noah Schnapp, Onze, Robin Buckley, Sadie Sink, Steve Harrington, Stranger Things, Trailer, Vecna, Will Byers, Winona Ryder",00:02:05,873035,67503,4305,https://i.ytimg.com/vi/Nqvx_gb0W5E/maxresdefault.jpg,BR
3,,,24,"Television_program, Entertainment, Film",6.91%,en-US,3,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,13700000,6zp3mt5Dd2c,2025-06-01T00:20:13Z,31.90 horas,Round 6: Temporada 3 | Trailer oficial | Netflix,"Todo jogo tem um fim.
Round 6. A temporada final. 27 de junho.
Só na Netflix.

Mais informações sobre a temporada 3 de Round 6:
Uma rebelião fracassada, a morte de um amigo e uma traição secreta. Depois do final sangrento da segunda temporada, ""Round 6"" retorna para sua terceira e última temporada, trazendo Gi-hun, o icônico Jogador nº 456, no pior momento da sua vida. Mas o jogo não para por ninguém. Encarando um desespero avassalador, ele precisará tomar decisões cruciais enquanto os jogadores sobreviventes são arrastados para desafios letais. A cada rodada, as escolhas têm consequências ainda mais sombrias. Enquanto isso, In-ho reassume o posto do líder para recepcionar os enigmáticos VIPs. Já seu irmão, Jun-ho, segue na busca pela ilha secreta, sem saber que está sendo traído por alguém próximo. Gi-hun fará as escolhas certas ou cederá de vez ao jogo impiedoso do líder?
O diretor Hwang Dong-hyuk, que fez história no 74º Primetime Emmys® ao ser o primeiro asiático a vencer o prêmio de Melhor Direção em Série de Drama, retorna ao posto de diretor, roteirista e produtor da série. A temporada final traz de volta Lee Jung-jae, Lee Byung-hun, Yim Si-wan, Kang Ha-neul, Wi Ha-jun, Park Gyu-young, Park Sung-hoon, Yang Dong-geun, Kang Ae-sim, Jo Yu-ri, Chae Kuk-hee, Lee David, Roh Jae-won e Jun Suk-ho, com participação especial de Park Hee-soon.

#TUDUM

Assista na Netflix: https://www.netflix.com/title/81615967

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo. São mais de 300 milhões de assinaturas pagas em mais de 190 países com acesso a séries, filmes e jogos de diversos gêneros e idiomas. Assinantes podem assistir, pausar e voltar a assistir a um título quantas vezes quiserem em qualquer lugar e alterar o plano a qualquer momento.

Round 6: Temporada 3 | Trailer oficial | Netflix
https://www.youtube.com/@NetflixBrasil

Mesmo depois de perder seu amigo, o jogador 456 continua firme e desafia o plano do líder. Esta é a temporada final da série mais assistida do mundo.","2025, 27 de junho, 456, Chae Kuk-hee, Gi-hun, Jo Yu-ri, Jun Suk-ho, Kang Ae-sim, Kang Ha-neul, Lee Byung-hun, Lee David, Lee Jin-uk, Lee Jung-jae, Netflix, Park Hee-soon, Park Sung-hoon, Roh Jae-won, Round 6, Round 6 temporada 3, Wi Ha-jun, Yang Dong-geun, Yim Si-wan, Young-hee, boneca, fandom, fenômeno global, final, jogos infantis, líder, novidade, soldado rosa, série, temporada 3, temporada final, trailer, trailer oficial",00:02:01,1102374,71521,4615,https://i.ytimg.com/vi/6zp3mt5Dd2c/maxresdefault.jpg,BR
4,,,24,"Vehicle, Society, Lifestyle_(sociology)",3.25%,pt-BR,4,UCs4By9r5hlHNNv4-o8_xsJg,Celso Russomanno,1620000,2TBKiIySbZ0,2025-06-01T01:26:01Z,30.80 horas,POSTO CLANDESTINO E PEGO DE SURPRESA.,"Funcionários rompem o lacre das bombas e voltam a funcionar sem autorização.

Fomos até Guarulhos para acompanhar uma blitz do Procon, Secretaria de Desenvolvimento, Guarda Civil e Polícia Civil, com o objetivo de impedir que um posto de gasolina continue funcionando sem autorização. O posto foi lacrado, mas os funcionários voltaram a abrir o estabelecimento sem autorização, rompendo os lacres.

Esse posto já foi denunciado e fiscalizado várias vezes. Quando a fiscalização chegou, eles desligaram a energia para impedir a ação. Além disso, os funcionários do posto não possuem registro e o combustível não tem procedência conhecida.

Acompanhe as ações e providências para garantir que as irregularidades sejam resolvidas.

📢📢📢

Minhas Redes Sociais: 


- Facebook: https://bit.ly/2RAMaFc
- Instagram: https://www.instagram.com/celsorussom...
- Site: http://www.celsorussomanno.com.br/



  📍  INSCREVA-SE : https://bityli.com/uq6oV





--------------------------------------------------------------------------------





 #CelsoRussomanno #PatrulhadoConsumidor #codigodoconsumidor","posrto de gasolina, celso russomanno, cidade alerta, patrulha do consumidor, clandestino, irregular, bomba, etanol, gasolina, adulterado, policia, civil, cdc",00:21:11,532379,16118,1175,https://i.ytimg.com/vi/2TBKiIySbZ0/maxresdefault.jpg,BR
5,,,22,"Action-adventure_game, Video_game_culture, Action_game",0.24%,,5,UCsBCO3vNi-tkiu2ARmx4PGQ,Void X,50000,2m86vKQqXSU,2025-05-31T18:28:39Z,37.76 horas,ENCONTREI A MANSÃO DOS ROSA NO ROBLOX *fiz um tour?,,,00:10:56,515963,0,1264,https://i.ytimg.com/vi/2m86vKQqXSU/maxresdefault.jpg,N/A
6,,,20,"Role-playing_video_game, Action_game, Strategy_video_game, Video_game_culture",2.60%,en,6,UCD1Em4q90ZUK2R5HKesszJg,Clash of Clans,21300000,6iyoatNzAZU,2025-06-01T08:00:10Z,24.23 horas,Dark Days Are Upon Us | Clash of Clans New Season,"In a city without Heroes, Villains rise! Barbaric henchmen, crooked cops, and greedy Goblins lurk around every corner in our Dark Days Season. When Elixir is banned, a cohort of stylish, yet sinister Heroes will clash for infamy! Explore the Dark Days Scenery and transform your Village into a crooked cityscape that's truly a mischief maker's paradise. Meet some shady characters as you take on unique challenges and positively wicked Events!



Follow us on our Socials!
Twitter ► https://twitter.com/ClashofClans/
Instagram ► https://www.instagram.com/clashofclans 
Facebook ► https://www.facebook.com/ClashofClans 
TikTok ► https://www.tiktok.com/@clashofclans

Attack. Defend. Strategize. Download for free for mobile devices. supr.cl/PlayClashOfClans

From rage-­filled Barbarians with glorious mustaches to pyromaniac wizards, raise your own army and lead your clan to victory! Build your village to fend off raiders, battle against millions of players worldwide, and forge a powerful clan with others to destroy enemy clans.
PLEASE NOTE! Clash of Clans is free to download and play, however some game items can also be purchased for real money 

Also, under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Clash of Clans.
A network connection is also required.

FEATURES
- Build your village into an unbeatable fortress 
- Raise your own army of Barbarians, Archers, Hog Riders, Wizards, Dragons and other mighty fighters
- Battle with players worldwide and take their Trophies
- Join together with other players to form the ultimate Clan
- Fight against rival Clans in epic Clan Wars 
- Build 18 unique units with multiple levels of upgrades
- Discover your favorite attacking army from countless combinations of troops, spells, Heroes and Clan reinforcements 
- Defend your village with a multitude of Cannons, Towers, Mortars, Bombs, Traps and Walls
- Fight against the Goblin King in a campaign through the realm

Chief, are you having problems? Visit https://help.supercellsupport.com/clash-of-clans/en/

Privacy Policy:
https://supercell.com/en/privacy-policy/

Terms of Service:
https://supercell.com/en/terms-of-service/

Parent’s Guide:
https://supercell.com/en/parents/

#clashofclans #darkdays #newseason #filmnoir","clash of clans, COC, Clash of Clans Gameplay, Clash of Clans Strategy, Clash of Clans Animation, Clash of Clans Commercial, Clash of Clans Attacks, Clash of Clans Town Hall, Hog Rider, PEKKA, Clan Wars, season challenges, clan war leagues, clash on, clan game, clan games, clash-a-rama, clasharama, film noir, dark days, barbarian butcher, queen fatale, minion cop, mafia movie, grand godfather, the godfather, showtime champion, black and white, b&w, grayscale",00:00:54,2124623,51284,3894,https://i.ytimg.com/vi/6iyoatNzAZU/maxresdefault.jpg,N/A
7,,,23,"Video_game_culture, Film, Entertainment, Lifestyle_(sociology)",3.61%,pt,7,UC-4WTvkVbXTPkDf-_GwiWEg,Haminations em Português,694000,2ac-UZ5yB_c,2025-05-31T21:00:05Z,35.23 horas,Mais Dor,"Inscreva-se para mais aventuras ⭐️: @HaminationsPOR

Olá a todos e sejam bem-vindos ao meu novo canal! Tentarei postar sempre que puder, mas as animações demoram! Uma parte de jogos do canal pode começar mais tarde, mas fique ligado!

Obrigado por todo o apoio, pessoal. Nos vemos logo!

Nossa, você leu tudo isso? É um grande amigo. Eu o abençoo com um “10” em sua próxima tarefa.
#animação #desenhos #viral 
--------------------------------------------------------------------------------------------------------------
🕹 Este canal do YouTube é gerenciado por: https://www.unilingo.co/
❓Comentários ou sugestões de tradução: info@unilingo.co","animação, desenho animado, desenho, #humoryoutube, #humorbrasil, #emportuguês, comédia, Desenhos animados em espanhol, dublagem",00:15:33,255278,8769,444,https://i.ytimg.com/vi/2ac-UZ5yB_c/maxresdefault.jpg,US
8,,,10,"Rock_music, Music, Pop_music",6.89%,en,8,UCZU9T1ceaOgwfLRq7OKFU4Q,Linkin Park,23800000,oPiEzDELhLI,2025-05-31T23:35:35Z,32.64 horas,Linkin Park - 2025 UEFA Champions League Final Kick Off Show by Pepsi,"Linkin Park performs ""The Emptiness Machine,"" ""In The End,"" ""Numb"" and ""Heavy Is The Crown"" at the 2025 UEFA Champions League Final Kick Off Show by Pepsi. 

From Zero (Deluxe Edition) - Out Now
https://lprk.co/fromzerodlx

From Zero World Tour 2025
Tickets On Sale Now: http://lprk.co/tour

Follow Linkin Park: 
Official Linkin Park Merch: http://lprk.co/store
Newsletter Sign Up: https://lprk.co/newsletter
Text Us: https://lprk.co/text
YouTube Subscribe: http://lprk.co/youtube
Facebook: http://lprk.co/facebook
Instagram: http://lprk.co/instagram
TikTok: http://lprk.co/tiktok
Twitter: http://lprk.co/twitter
Discord: https://discord.gg/linkinpark

From Zero World Tour
Tickets available at http://lprk.co/tour

Jun 12 - Nickelsdorf, AT @ Novarock Festival
Jun 14 - Hradec Kralove, CZ @ Rock for People Festival
Jun 16 - Hannover, DE @ Heinz von Heiden-Arena
Jun 18 - Berlin, DE @ Olympiastadion
Jun 20 - Bern, CH @ Bernexpo
Jun 22 - Clisson, FR @ Hellfest Festival
Jun 24 - Milan, IT @ I-DAYS Festival
Jun 26 - Arnhem, NL @ GelreDome
Jun 28 - London, UK @ Wembley Stadium
Jul 1 - Dusseldorf, DE @ Merkur Spiel-Arena
Jul 3 - Werchter, BE @ Rock Werchter Festival
Jul 5 - Gdynia, PL @ Open'er Festival
Jul 8 - Frankfurt, DE @ Deutsche Bank Park
Jul 9 - Frankfurt, DE @ Deutsche Bank Park
Jul 11 - Paris, FR @ Stade de France
Jul 29 - Brooklyn, NY @ Barclays Center
Jul 31 - Boston, MA @ TD Garden
Aug 1 - Boston, MA @ TD Garden
Aug 3 - Newark, NJ @ Prudential Center
Aug 5 - Montreal, QC @ Bell Center
Aug 6 - Montreal, QC @ Bell Center
Aug 8 - Toronto, ON @ Scotiabank Arena
Aug 11 - Chicago, IL @ United Center
Aug 14 - Detroit, MI @ Little Caesars Arena
Aug 16 - Philadelphia, PA @ Wells Fargo Center
Aug 19 - Pittsburgh, PA @ PPG Paints Arena
Aug 21 - Nashville, TN @ Bridgestone Arena
Aug 23 - St. Louis, MO @ Enterprise Center
Aug 25 - Milwaukee, WI @ Fiserv Forum
Aug 27 - Minneapolis, MN @ Target Center
Aug 29 - Omaha, NE @ CHI Health Center
Aug 31 - Kansas City, MO @ T-Mobile Center
Sep 3 - Denver, CO @ Ball Arena
Sep 6 - Phoenix, AZ @ Footprint Center
Sep 13 - Los Angeles, CA @ Intuit Dome
Sep 15 - San Jose, CA @ SAP Center
Sep 17 - Sacramento, CA @ Golden 1 Center
Sep 19 - Portland, OR @ Moda Center
Sep 21 - Vancouver, BC @ Rogers Arena
Sep 24 - Seattle, WA @ Climate Pledge Arena
Oct 25 - Bogota, CO @ Distrito Verde
Oct 28 - Lima, PE @ Estadio San Marcos
Oct 31 - Buenos Aires, AR @ Parque de la Ciudad
Nov 2 - Santiago, CL @ Estadio Nacional
Nov 5 - Curitiba, BR @ Estadio Couto Pereira
Nov 8 - São Paulo, BR @ MorumBIS
Nov 11 - Brasilia, BR @ Estadio Mane Garrincha
May 29, 2026 - Stockholm, SE @ 3Arena
Jun 1, 2026 - Hamburg, DE @ Volksparkstadion
Jun 9, 2026 - Vienna, AT @ Ernst Happel Stadium
Jun 11, 2026 - Munich, DE @ Allianz Arena
Jun 16, 2026 - Lyon, FR @ Groupama Stadium
Jun 21, 2026 - Lisbon, PT @ Rock in Rio Lisboa
Jun 23, 2026 - Madrid, ES @ Aditorio Miguel Rios
Jun 26, 2026 - Florence, IT @ Visarno Arena","Linkin Park, Champions League, UEFA, Pepsi, Kick Off Show, The Emptiness Machine, In The End, Numb, Heavy Is The Crown, Mike Shinoda, Emily Armstrong, Dave Farrell, Joe Hahn, Colin Brittain, Munich, Germany, Live",00:06:01,1779351,116747,5776,https://i.ytimg.com/vi/oPiEzDELhLI/maxresdefault.jpg,US
9,,,22,Lifestyle_(sociology),25.12%,,9,UCTjRwHtnLIljHIrniO6dSLg,Sabina,504000,51gjz6EInr8,2025-06-01T00:15:07Z,31.98 horas,Sabina - Tu Final (Video oficial),Tu Final ya disponible en todas las plataformas de streaming,"Tu Final, Sabina, Sabina Hidalgo, Now United, NU, Pop, Pop latino, México, Música, Dance, Music, Baile, Coreografía",00:02:33,83228,17550,3353,https://i.ytimg.com/vi/51gjz6EInr8/maxresdefault.jpg,N/A
10,,,17,"Sport, Association_football",4.34%,pt-BR,10,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,19400000,R6Yvy2KIQsM,2025-06-01T05:55:23Z,26.31 horas,JOGO COMPLETO: LOS ANGELES FC X AMÉRICA DO MÉXICO | COPA DO MUNDO DE CLUBES DA FIFA | PLAY IN,"COMEÇOU A COPA DO MUNDO DE CLUBES DA FIFA!

Assista, AO VIVO E COM IMAGENS, à partida entre Los Angeles FC x América do México, pelo play in para definir quem fica com a última vaga da Copa de Mundo de Clubes da FIFA 2025!

#CopaDoMundoDeClubesNaCazéTV","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo, copa do mundo, mundial de clubes, copa fifa, mundial, world cup, copa cazetv, casimiro copa do mundo, casimiro mundial, cazetv mundial, los angeles america, mundial america, mundial los angeles",03:41:45,1460649,63289,72,https://i.ytimg.com/vi/R6Yvy2KIQsM/maxresdefault.jpg,BR
