Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Hip_hop_music, Music, Pop_music, Entertainment, Film",18.87%,pt-BR,1,UC8F_XIeG-FYJ8ezSB352MYg,M4rkim,1070000,qJP2Ogf-tNQ,2025-11-15T21:30:07Z,22.66 horas,M4rkim - Minecraft (Steve),"Bem-vindos a mais uma do M4RKIM 🎺

- Me escute também nas plataformas digitais! -
Spotify: EM BREVE
Deezer: https://www.deezer.com/br/artist/129051842
Apple Music: https://music.apple.com/br/artist/m4rkim/1570774315

- REDES SOCIAIS -
Instagram: @m4rkimoficial  
Tiktok: @m4rkimofc
X: @m4rkimofc

- CRÉDITOS -
Edição por: Wata [Introdução]
Moura [Refrão]
Diretor da Animação: Reinaldo Botelho (@C4Flash)
Animação por: Reinaldo Botelho (@C4Flash), @nukianimator, Ralbert Rafael (@hnstt), Paulo Alexandre (@OffChau) 
Iluminação: Reinaldo Botelho (@C4Flash), @nukianimator
Storyboard: @Nighttz
Design de Thumbnail por: Hapy
Design nas Plataformas Digitais por: Hapy
Mixagem e Masterização por: ALBK
Legendas do Youtube por: Irlan (@irlan_derick)
Instrumental por: Try'xl
Composição Vocal por: M4rkim
Composição do Refrão por: M4rkim, OShaman e Kaito
Letra por: M4rkim 
Canto por: M4rkim

Espero que tenham gostado dessa música que eu fiz dedicada ao personagem Steve do jogo Minecraft (Rap do Steve Minecraft)

""Ele acorda e quando olha a sua volta está em um mundo quadrado, o que fazer a partir dai?""

Contato Profissional: m4rk1mprofissional@outlook.com

Agradeço ferozmente sua presença aqui ;DD
e OBRIGADO =D","rap do minecraft, rap do filme do minecraft, rap de minecraft, minecraft rap, rap minecraft, el rap de minecraft, minecraft mob rap, minecraft zombie rap, best minecraft rap, minecraft warden rap, minecraft wither rap, minecraft rap battle, minecraft creeper rap, rap de minecraft en espanol, minecraft enderman rap, minecraft skeleton rap, lenda do minecraft, que paso con el rap de minecraft, chefes do minecraft, musica do minecraft, minecraft rap civilization, M4rkim",00:06:53,197845,34991,2349,https://i.ytimg.com/vi/qJP2Ogf-tNQ/maxresdefault.jpg,BR
2,,,24,"Film, Entertainment, Lifestyle_(sociology)",8.44%,pt,2,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,14200000,qRZCe7ikAYs,2025-11-14T21:01:10Z,47.14 horas,SUPER MARIO GALAXY - ANÁLISE COMPLETA DO TRAILER!,"O novo trailer de Super Mario Galaxy – O Filme chegou metendo o pé na porta! Teve Bowser Jr. vindo na maldade, referências escondidas no castelinho-prisão do Bowser, viagem espacial digna de produção épica e uma Rosalina simplesmente SOLANDO boss gigante sozinha. E claro: tem detalhe pra caramba que quase ninguém percebeu — mas eu te mostro todos aqui!

Nesse vídeo, você vai entender o que cada cena realmente significa, onde estão as referências aos jogos clássicos, por que a presença da Rosalina muda tudo e como o Bowser Jr. pode virar o novo grande vilão dessa fase cósmica do Mario. É análise completa e cheia de curiosidades que só quem vive esse universo pega de primeira. Então cola com a gente e não perde nenhum segundo, porque esse trailer tá INSANO! 🌠

#MarioGalaxy #SuperMarioGalaxy #MarioFilme #Mario #Luigi #BowserJr #Rosalina #Nintendo #Illumination #Lumas #Megaleg #Toad #Peach #EINerd #PeterJordan #MarioMovie #SuperMarioWolrd
--------------------------------------------------------------
📝  Roteiro: William Prado
🎬  Edição: Tiago Mauricio
🎨  Thumbnail: Darllyson Design
🧠  Direção de Conteúdo: Caio Rohen
--------------------------------------------------------------
👉Influenciador São Paulo
https://premioibest.vote/509624443
---------------------------------------------------------------

💪😎 WheyNerd já disponível para compras, acesse: https://loja.wheynerd.com.br/
Seja um afiliado: https://afiliados.wheynerd.com.br/register

💡 𝗔𝗽𝗼𝗶𝗲 𝗻𝗼𝘀𝘀𝗼 𝗰𝗮𝗻𝗮𝗹:
✓ Crie sua conta na Hotmart e seja um afiliado: https://hotm.art/PJHotmartAfiliados
✓Você quer viver de Youtube? → https://rebrand.ly/viver-de-youtube

📧 𝐂𝐨𝐧𝐭𝐚𝐭𝐨:
✓ Comercial e novos negócios → comercial@einerd.com

🔔 𝐏𝐞𝐭𝐞𝐫 𝐉𝐨𝐫𝐝𝐚𝐧: 
✓ Instagram e Facebook →  @petjordan 
✓ Meu canal de viagem e vlogs → https://www.youtube.com/@malafeitatv

🔔 Breno Jordan: 
✓ Instagram e TikTok → @brenojordan_

Acesse nosso portal: https://www.einerd.com/

♬ 𝘔𝘶́𝘴𝘪𝘤𝘢𝘴:
✓ Music by Epidemic Sound","Nerd, ei nerd, peter jordan, UCM, MARVEL, DC, DC COMICS, CINEMA, FILMES, ANIMES, QUADRINHOS, HQS, SERIES, GEEK, CULTURA POP, SERIADOS, HERÓIS, SUPER HEROIS",00:08:01,96632,7931,221,https://i.ytimg.com/vi/qRZCe7ikAYs/maxresdefault.jpg,BR
3,,,20,"Action_game, Video_game_culture, Sport",6.34%,pt-BR,3,UC5ZTRH1zclthyc6b_D3m2Pw,Gaules,1200000,cHTBHRKQFx8,2025-11-16T17:21:51Z,2.79 horas,FURIA X FALCONS | BLAST RIVALS 2025 S2 GRANDE FINAL | TRANSMISSÃO COMPLETA COM GAULES -Siga @Gaules⁩,"FURIA X FALCONS | BLAST RIVALS 2025 S2 GRANDE FINAL | TRANSMISSÃO COMPLETA COM GAULES -Siga @Gaules⁩
#agonbyaocbr #aocgaming @agonbyaocBR #tecladocorsair


⚠️ Devido a problemas de marca e imagem, o canal Gaules passa a autorizar a publicação de conteúdos retirados da Live somente 24 horas após a finalização da VOD na Roxinha. A regra se aplica a todo tipo de vídeo: clipes, cortes, gameplays ou lives completas.","Gaules, gaules ao vivo, gaules lives, tribo gaules, Counter Strike, CS, Tribo, CS AO VIVO, Major, ESL, BLAST, PGL, Liminha, BT, MCH, Apoka, lett, Podcast Gaules, CSGO, AO VIVOLIVE, G3X, Kings League, Gaules AO VIVO, Tribonera, Gau, Imperial, Furia, O Plano, Legacy, Pain, Oddik, Red Canids, gaules melhores momentos, melhores momentos das lives, melhores momentos, cs2, melhores momentos furia, CounterStrike, CounterStrikeGlobalOffensive, CSGOCommunity, CSGOLovers, CSGOPro, CSGOGaming, CSGOSkins, CSGOHighlights",09:20:52,975106,61768,40,https://i.ytimg.com/vi/cHTBHRKQFx8/maxresdefault.jpg,BR
4,,,10,"Music_of_Latin_America, Music, Pop_music",0.43%,pt,4,UCn0NUsrqao9WNBO6A-hIEOg,Sertanejo 2020,938000,WptNY8VOsnk,2025-11-15T12:07:46Z,32.03 horas,AS MAIS TOCADAS 2025 - PLAYLIST SERTANEJO - Top Sertanejo 2025 || Top Sertanejo 2025 Mais Tocadas,"#sertanejo #musicas #gusttavo lima
AS MAIS TOCADAS 2025 - PLAYLIST SERTANEJO - Top Sertanejo 2025 || Top Sertanejo 2025 Mais Tocadas
------
Link: https://youtu.be/WptNY8VOsnk
Thanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!
Sertanejo 2020. : https://bom.to/jSqAes
Playlist              : https://bom.to/3xwCBx
#mariliamendonca #repertorionovo #cd2019#TOPSERTANEJO2020  #sertanejo2020","sertanejo 2023, musicas, sertanejo, sertanejo 2022, música, jads & jadson, modão sertanejo",01:02:44,88671,380,5,,BR
5,,,20,"Action_game, Video_game_culture, Action-adventure_game, Role-playing_video_game",6.25%,pt-PT,5,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22100000,LK4rhVjoogY,2025-11-15T15:00:47Z,29.15 horas,ESSE JOGO DE TERROR SOBRE SONAMBULISMO TEM 9 FINAIS E EU ME DOU MAL EM TODOS ELES!,"No terror de hoje, nós vamos ter que lidar com o sonambulismo da minha namorada. O problema é que  toda vez que isso acontece, eu corro risco de vida! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: My Sleeping Girlfriend
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, My Sleeping Girlfriend",00:58:14,996488,57875,4451,https://i.ytimg.com/vi/LK4rhVjoogY/maxresdefault.jpg,N/A
6,,,10,"Music, Pop_music, Electronic_music, Music_of_Asia, Music_of_Latin_America",0.83%,pt,6,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1600000,D6IuQMXcXts,2025-11-15T14:10:00Z,29.99 horas,Dance se souber~ {TikTok} 2025🎶💜,"Dance se souber~ {TikTok} 2025🎶💜
Dance se souber~ {TikTok} 2025🎶💜


  #dancesesouber #dancesesoubertiktok2025 #tiktok2025  #dancesesoubertiktokatualizado  #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2024 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags -música tik tok, tiktok 2025 atualizadas, música sem palavrão, 2025 tiktok, música do tik tok 2025, 2025, música de 2025, dance se souber tiktok 2023, dance se souber sem palavrão, dance se souber tiktok 2025 sem palavrão, dance se souber tiktok 2025 atualizado novas, música 2024, doce souber, dance se souber tiktok 2025 novas, dance souber 2025, musicas, tiktok 2025 sem palavrão, 2024 tiktok, se souber, musicas do tik tok 2025, música de tik tok 2025, dança bem, funk, música de tic tac, tik tok sem palavrão, musicas 2025, a música, musica do tiktok 2025 tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#tiktok2025","dance se souber músicas do tik tok, dance se souber tiktok, tiktok viral video, dance se souber tiktok 2025, tiktok 2025, dance se souber, música, tik tok, dance se souber tiktok 2024, tiktok 2024, dança se souber, dance se souber 2025, tiktok, música do tik tok, dança se souber 2025, músicas, música de tik tok, dance souber, dança de souber, dance se souber 2024, tik tok 2025, musicas do tik tok, dança souber, brazil tiktok, dancinhas do tik tok, música 2025, música tiktok",00:08:25,199467,1613,42,https://i.ytimg.com/vi/D6IuQMXcXts/maxresdefault.jpg,BR
7,,,22,"Action_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",1.57%,pt,7,UC_-WQuYUOasNYkX-L_jHgdg,xMarcelo,2800000,Siw9MT3MHfU,2025-11-15T21:33:16Z,22.60 horas,"☢️ ORCALEDON NUCLEAR, NOVA ROLETA, ITENS, SWAG SODA, BASE NUCLEAR, PESCARIA NO ROUBE UM BRAINROT","DISCORD DE TROCAS, SORTEIOS & CONVERSAR COMIGO! 🤑
https://discord.com/invite/xmarcelo

VIRA MEMBRO, EU TE ADICIONO NO ROBLOX 💗
USA O STARCODE ""XMARCELO"" ⭐

GRUPO COM ROUPAS BARATAS! 👕
https://www.roblox.com/groups/4177011/X

☢️ NUCLEAR, NOVA ROLETA, ITENS, ORCALEDON, SWAG SODA, BASE NUCLEAR, PESCARIA NO ROUBE UM BRAINROT","roblox, xmarcelo, roblox video, NOVOS BRAINROT COM MUTAÇÃO ATUALIZAÇÃO ROUBE UM BRAINROT, MAIS CARA DO JOGO BRAINROT, RADIOATIVO BRAINROT, NOVA MUTAÇÃO BRAINROT, MUTAÇÃO DE RADIAÇÃO BRAINROT, RADIAÇÃO BRAINROT ROBLOX, NOVA ROLETA BRAINROT, ROBUX ROBLOX, GASTANDO ROBUX, BRAINROT, STEAL A BRAINROT, ROUBE UM BRAINROT, BRAINROT BRASILEIRO, BRAINROT BRASIL ROBLOX, TOP GLOBAL BRASIL BRAINROT, elefante de morango brainrot, evento roube um brainrot, robux, atualização brainrot",00:22:12,499997,6921,941,https://i.ytimg.com/vi/Siw9MT3MHfU/maxresdefault.jpg,BR
8,,,10,"Music, Music_of_Latin_America, Pop_music, Country_music",0.25%,pt-BR,8,UC2aVfU3JUEFYVFEIX2zTzGQ,Eduardo Costa,8250000,n52ioXnZeng,2025-11-15T20:08:25Z,24.02 horas,AMOR DE VIOLEIRO | Eduardo Costa na Fazenda ll - 100% Rural,"Ouça Agora na sua plataforma de áudio favorita: https://onerpm.link/eduardocostanafazenda2


Moça eu não sei falar
Coisas bonitas pra te conquistar
Eu tenho só uma viola, moça
Eu só sei cantar
Moça eu não tenho dinheiro
Minha riqueza eu vou te contar
É o braço da viola, moça, eu só sei cantar
Moça se você parar um pouco pra me ouvir
Em alguns minutos vai me descobrir
Enxergar o fundo do meu coração
Moça eu já sei que eu papo agora é só ficar
Mas eu tô querendo mesmo é me casar
Se me achar careta, eu te peço perdão
Mas eu quero falar com seus pais, pedir a sua mão
E se você aceitar o amor de um violeiro
O seu coração vai ser meu paradeiro
Eu e a viola e uma eterna canção
Moça eu não pressa pra te conquistar
O braço da viola vai me consolar
Até você abrir de vez seu coração
Moça eu não sei falar
Coisas bonitas pra te conquistar
Eu tenho só uma viola, moça
Eu só sei cantar
Moça eu não tenho dinheiro
Minha riqueza eu vou te contar
É o braço da viola, moça, eu só sei cantar
Moça se você parar um pouco pra me ouvir
Em alguns minutos vai me descobrir
Enxergar o fundo do meu coração
Moça eu já sei que eu papo agora é só ficar
Mas eu tô querendo mesmo é me casar
Se me achar careta eu te peço perdão
Mas eu quero falar com seus pais, pedir a sua mão
E se você aceitar o amor de um violeiro
O seu coração vai ser meu paradeiro
Eu e a viola e uma eterna canção
Moça eu não pressa pra te conquistar
O braço da viola vai me consolar
Até você abrir de vez seu coração
O seu coração




Siga Eduardo Costa nas redes sociais
http://instagram.com/eduardocosta
http://facebook.com/eduardocostaoficial
http://twitter.com/eduardocosta

Ouça Eduardo Costa nos apps de música
SPOTIFY: http://bit.ly/ThisisEC
DEEZER: http://bit.ly/DeezerEC","Eduardo Costa, sertanejo, melhores sofrencias, eduardo costa official, eduardo costa vevo, música nova de eduardo costa, ainda to ai clip oficial, eduardo costa music video, o melhor de eduardo costa, eduardo costa pantanal, eduardo costa cuidado, cabare, eduardo costa live 2021, as melhores eduardo costa",00:04:04,882451,2024,197,https://i.ytimg.com/vi/n52ioXnZeng/maxresdefault.jpg,BR
9,,,22,"Simulation_video_game, Role-playing_video_game, Video_game_culture, Action-adventure_game",5.82%,pt-PT,9,UCdK8veAN0I3-9gs2Xqa7v9A,Amy Scarletona,2330000,UBNDfRLyQMQ,2025-11-15T23:00:29Z,21.15 horas,COMO CURAR O CERVO NA NOVA ATUALIZAÇÃO DE 99 NOITES NA FLORESTA,,,00:15:30,375623,18231,3614,https://i.ytimg.com/vi/UBNDfRLyQMQ/maxresdefault.jpg,N/A
10,,,10,"Music_of_Latin_America, Music",0.89%,pt-PT,10,UC_anvZzRWb5B4VSfq0iFlpw,Música TopTop,297000,3tFAINV4QSc,2025-11-15T12:00:08Z,32.16 horas,NATANZINHO LIMA 2025 ( MÚSICA NOVAS ) CD NOVO - REPERTÓRIO ATUALIZADO,"Quer nos ajudar? Então não esquece de deixar seu like no vídeo e de se inscrever no nosso canal! 


Participem de nosso grupo lá no

Venha divulgar seu trabalho em nosso simples canal
(Só WhatsApp) Consulte a Nossa Tabela de Preços e Venha Fazer Seu Orçamento Sem Compromisso

 🔴Para ficar por dentro de todos os lançamentos:🔴 

 ➊ Se inscreva no Canal ✔
 ➋ Ative o sininho de notificações ✔ 
 ➌ Deixe seu like nos vídeos ✔ 
 ➍ Comente!!! ✔ 
 ➎ Compartilhe com os amigos. ✔ 


Todos os direitos reservados. 2025

 Deixe seu like que vai ajudar demais e Inscreva-se em Nosso Canal!

 ® Conteúdo exclusivo

ATENÇÃO ARTISTA E COMPOSITORES !!! [DIREITOS AUTORAIS] ?Compositores/Bandas/Cantores/ Se não for de acordo com o vídeo, Manda Mensagem No Whatsapp Que O Video Será Removido com a solicitação de remoção, a música será removida imediatamente sem exceção alguma. Clique em ""Gostei"" e ""Adicione aos Favoritos","natanzinho lima, natanzinho lima 2025, ao vivo natanzinho lima, arrocha natazinho lima, natanzinho lima ao vivo, natanzinho lima arrocha, natanzinho lima novo, natanzinho, natanzinho lima ao vivo 2025, natanzinho lima cd novo 2025, natanzinho lima cortando chão, natanzinho lima cortando o chão, natanzinho lima repertório novo, NATANZINHO LIMA - DE BAR EM BAR 8, DE BAR EM BAR 8, musica brasileira, natanzinho lima cd 2025, NATANZINHO LIMA DE BAR EM BAR 8",00:42:36,48555,426,4,https://i.ytimg.com/vi/3tFAINV4QSc/maxresdefault.jpg,BR
