Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Music_of_Latin_America, Music, Pop_music, Electronic_music, Music_of_Asia",0.81%,pt,1,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1570000,N9FAEr8_EY8,2025-10-12T14:00:35Z,30.16 horas,Dance se souber~ {TikTok} 2025 💌,"Dance se souber~ {TikTok} 2025 💌
Dance se souber~ {TikTok} 2025 💌

#dancesesoubertiktokatualizado   #dancesesouber #dancesesoubertiktok2025 #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2024 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags - tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#dancesesoubertiktokatualizado","dance se souber, dance se souber tiktok, dance se souber tiktok 2023, musicas do tik tok, dance se souber músicas do tik tok, tiktok, tik tok, música do tik tok, música de tik tok, dança se souber, tik tok 2023, dance sober, tiktok dance se sober, dance se souber tiktok 2024, dance se souber 2024, dance se souber 2024 atualizadas, dance se souber músicas atualizadas, brazil tiktok, dance se souber tik tok, dance se souber 2025, dance se souber tiktok 2025, tiktok 2025, tik",00:08:29,178689,1396,58,https://i.ytimg.com/vi/N9FAEr8_EY8/maxresdefault.jpg,BR
2,,,24,"Television_program, Entertainment, Film",5.56%,en-US,2,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,14400000,f_HrYWVrwrY,2025-10-13T11:20:01Z,8.83 horas,Bridgerton: Temporada 4 | Anúncio de estreia | Netflix,"Uma nova temporada social se inicia. Quais são os segredos escandalosos que nos aguardam? A temporada 4 de ""Bridgerton"" será lançada em duas partes. A parte 1 estreia em 29 de janeiro e a parte 2 em 26 de fevereiro. Só na Netflix.

Assista na Netflix: https://www.netflix.com/title/81511877

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo. São mais de 300 milhões de assinaturas pagas em mais de 190 países com acesso a séries, filmes e jogos de diversos gêneros e idiomas. Assinantes podem assistir, pausar e voltar a assistir a um título quantas vezes quiserem em qualquer lugar e alterar o plano a qualquer momento.

Bridgerton: Temporada 4 | Anúncio de estreia | Netflix
https://www.youtube.com/@NetflixBrasil","Adjoa Andoh, Benedict, Benophie, Bridgerton, Bridgerton data, Bridgerton temporada 4, Bridgerton trailer, Claudia Jessie, Colin, Eloise, Golda Rosheuvel, Hannah Dodd, Jonathan Bailey, Julia Quinn, Julie Andrews, Kanthony, Lady Whistledown, Luke Newton, Luke Thompson, Michaela, Netflix, Nicola Coughlan, Penelope, Polin, Ruth Gemmell, Shondaland, Simone Ashley, Sophie, Yerin Ha, série Netflix",00:00:45,12092,648,24,https://i.ytimg.com/vi/f_HrYWVrwrY/maxresdefault.jpg,BR
3,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game",10.23%,pt,3,UCdlJx-w37viXFNq__qZ7ARQ,PAULINHO O LOKO,7050000,oFN1_uvmf7o,2025-10-13T01:30:05Z,18.67 horas,FIZ ARMADILHA na MINHA MANSÃO 😱 GTA RP (Paulinho o LOKO),"VOTE NO PAAAULO: https://peb.gg/votacoes/indicacao_publica/

LIVES em: www.kick.com/paulinholokobr

Meu Instagram: @paulinhooloko

Contato Empresarial: modderempresarial@outlook.com

Editado por: @andersonmatsu55","modder, modder dois, modder 2, anti rp, anti roleplay, paulinho o loco, paulinho o loko, gta anti rp, gta roleplay, gta anti roleplay, mother dois, paulinho louco, paulinho loco, voz fina no jogo, jogo que imita a vida real, gta",00:26:02,662589,66258,1503,https://i.ytimg.com/vi/oFN1_uvmf7o/maxresdefault.jpg,BR
4,,,10,"Pop_music, Music, Music_of_Asia",3.45%,ko,4,UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,31200000,EmeW6li6bbo,2025-10-13T09:00:02Z,11.17 horas,NMIXX(엔믹스) “Blue Valentine” M/V,"NMIXX(엔믹스) “Blue Valentine” M/V

NMIXX Official YouTube ▶ https://www.youtube.com/c/NMIXXOfficial
NMIXX Official X ▶ https://x.com/NMIXX_official
NMIXX Official X(Members) ▶ https://x.com/WE_NMIXX
NMIXX Official Instagram ▶ https://www.instagram.com/nmixx_official/
NMIXX Official Facebook ▶ https://www.facebook.com/NMIXXOfficial/
NMIXX Official TikTok ▶ https://www.tiktok.com/@nmixx_official
NMIXX Official Weibo ▶ https://weibo.com/NMIXXOfficial
NMIXX Official Website ▶ https://nmixx.jype.com/
NMIXX Official FANS ▶ https://www.jypfans.com/community/nmixx
 
ⓒ 2025 JYP Entertainment. All Rights Reserved

#NMIXX #엔믹스
#BlueValentine 
#NMIXX_BlueValentine","JYP Entertainment, JYP, NMIXX, 엔믹스, 릴리, LILY, 해원, HAEWON, 오해원, 설윤, SULLYOON, 설윤아, 배이, BAE, 배진솔, 지우, JIWOO, 김지우, 규진, KYUJIN, 장규진, JYPn, kpop, girlgroup, 1st Full Album, Blue Valentine, BlueValentine, SPINNIN' ON IT",00:03:15,3388060,107915,9112,https://i.ytimg.com/vi/EmeW6li6bbo/maxresdefault.jpg,N/A
5,,,24,"Film, Entertainment",7.60%,en,5,UCx-KWLTKlB83hDI6UKECtJQ,HBO Max,2770000,uSbyC1A9KHk,2025-10-12T17:45:05Z,26.42 horas,Adventure Time: Fionna & Cake Season 2 | Official Trailer | HBO Max,"Be a part of the madness again. A new season of Adventure Time: Fionna & Cake premieres October 23 on HBO Max.

About HBO Max:
HBO Max is the premier global streaming platform from Warner Bros. Discovery that delivers the most unique and captivating stories, ranging from the highest quality in scripted programming, movies, documentaries, true crime, adult animation, and live sports and news (where available). HBO Max is the destination for prestigious entertainment brands such as HBO, Warner Bros., Max Originals, DC, Harry Potter, as well as iconic shows like “Friends” and “The Big Bang Theory,” all in one place.

GET HBO MAX
https://hbomax.com/

FOLLOW HBO MAX
Follow HBO Max on YouTube: https://hbom.ax/YouTube
Follow HBO Max on Instagram: https://hbom.ax/Instagram
Follow HBO Max on TikTok: https://hbom.ax/Tiktok
Follow HBO Max on Twitter: https://hbom.ax/x
Follow HBO Max on Facebook: https://hbom.ax/Facebook","hbo max, hbo max originals, hbo max trailer, hbo max teaser, hbo max series, hbo max youtube, adventure time, adventure time: fionna & cake, fionna & cake, fionna and cake",00:01:39,598571,43266,2254,https://i.ytimg.com/vi/uSbyC1A9KHk/maxresdefault.jpg,US
6,,,20,"Role-playing_video_game, Lifestyle_(sociology), Video_game_culture, Action-adventure_game, Action_game",2.62%,pt-BR,6,UCrcBZDofBltcgGxphNia2tw,ProbIems,11500000,NdfgtNfC8t4,2025-10-13T13:00:50Z,7.15 horas,Evolui Brainrots PETS no Nível Máximo!,"💙VEM CONHECER MEU NOVO SHOW!!💙
https://showturmadoproblems.com.br/

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:20:41,280963,7015,359,https://i.ytimg.com/vi/NdfgtNfC8t4/maxresdefault.jpg,BR
7,,,10,Music,1.72%,en,7,UCSJ4ucogAkuKI6hJ1L85CAQ,Jamie Miiller - Topic,7,oHdWZXt2STM,2025-10-02T11:59:53Z,272.17 horas,Jesus está lá,"Provided to YouTube by DistroKid

Jesus está lá · Jamie Miiller · Nair Nany

Jesus está lá

℗ 10244470 Records DK

Released on: 2025-09-30

Auto-generated by YouTube.","Jamie Miiller, Nair Nany, Jesus está lá",00:04:04,13626,235,0,https://i.ytimg.com/vi/oHdWZXt2STM/maxresdefault.jpg,N/A
8,,,20,"Strategy_video_game, Action_game, Video_game_culture, Action-adventure_game, Role-playing_video_game",7.36%,pt-BR,8,UCgWiuB2PQIUhJgEN9No281g,VALORANT // Brasil,254000,9nQVBVgGzm4,2025-10-12T20:00:10Z,24.17 horas,Atualização 11.08: atualizações de mecânica de jogo // Trailer da T25: Ato 6,"Podem se animar. Vêm aí um monte de mudanças pra agitar o último ato de 2025. Uma série de ajustes em Agentes, habilidades, mapas e armas para você brilhar nos momentos decisivos da partida. 


Siga a gente nas redes sociais para conferir a análise completa das atualizações em Agentes, habilidades, mapas e armas.

Feito em parceria com ROSEWOOD Creative https://www.rosewoodcreative.com/ 

__
Música: 
""Watch"", de VALORANT e Stella Mwangi
—

Jogue VALORANT: https://playvalorant.com/pt-br/ 

Siga a gente:
Twitter: https://twitter.com/valorantbrasil 
Instagram: https://www.instagram.com/valorantbrasil/  
TikTok: https://www.tiktok.com/@valorantbrasil 

#VALORANT #RIOTGAMES #ACT6 #ATO6","VALORANT trailer, VALORANT, VALORANT game, valorant act V, VALORANT act 5, fps, shooters, tactical FPS, launch, act 6, rework, abyss, pearl, dev, dev talk, dev update, changes, nerfs, buffs, gameplay, V25, 2025, VALORANT jogo, valorant ato V, VALORANT ato 5, jogo de tiro, jogo de tiro tático, lançamento, ato 6, reformulação, conversa com dev, atualização dev, mudanças, enfraquecimentos, fortalecimentos, mecânica de jogo",00:02:39,15404,957,177,https://i.ytimg.com/vi/9nQVBVgGzm4/maxresdefault.jpg,BR
9,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game",5.39%,pt-PT,9,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21800000,X2eHZfzMD_M,2025-10-12T15:00:54Z,29.15 horas,"MAIS 4 NOVOS FINAIS DE NO, I'M NOT A HUMAN!","No vídeo de hoje nós vamos em busca de mais quatro dos 10 finais possíveis do jogo No, I'm not a Human. CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: No, I'm not a Human
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com",,01:25:59,1367685,69842,3836,https://i.ytimg.com/vi/X2eHZfzMD_M/maxresdefault.jpg,N/A
10,,,22,"Religion, Christian_music, Music, Music_of_Latin_America, Pop_music",3.99%,pt-PT,10,UCWBenrI6RxCI4HOQlv_BnCw,Jadson Moreno,135000,EgXb0xKhG3I,2025-10-10T15:32:27Z,76.63 horas,Como Flecha - Jadson Moreno - Ministração Ao Vivo,"Ouça Como Flecha  nos Apps de Música: 

Como Flecha
Composição: Vitor Salles

Estou de passagem, sou separado, Deus já me comprou. 
Não voltarei ao Velho Homem, sou nascido do espírito de Deus.
aonde o vento sopra, lá vou eu.
Muitas propostas e guerra pra travar, tem um leão tentando me tragar. 
Mas vigiando a brecha, já fechei, porque do criador eu me lembrei.

O dia mal não vai me alcançar, geração forte tem que suportar.
Na minha franqueza, vi o seu poder. 
E dos espinhos, graça renascer. 
Não trocarei minha aliança não, por um momento de aceitação, o que eu tenho ninguém vai roubar, 
sou tua flecha pode lançar.

Usa-me senhor, usa-me senhor. 
Usa-me senhor, usa-me  senhor.

--
▸ Siga Jadson Moreno nas redes sociais:

Instagram: https://www.instagram.com/jadsonmorenooficial/

_
FICHA TÉCNICA:

Intérprete:   @Jadsonmoreno 
Produção Executiva: Felipe Rodrigues
Produção Musical: Felipe Rodrigues
Guitarra: Lucas Mello
Baixo: André Alves 
Bateria: Felipe Saldanha 
Teclado: Nicholas Keys
Mix e Master: Andson de Carvalho

Como Flecha - Jadson Moreno - Ministração Ao Vivo","Como Flecha - Jadson Moreno - Ministração Ao Vivo, jadson moreno, jadson moreno escape, Jadson moreno Estou de passagem sou separado Deus já me comprou, Jadson moreno Não voltarei ao Velho, Jadson moreno Homem sou nascido do espírito de Deus, Jadson moreno aonde o vento sopra, Jadson moreno Muitas propostas e guerra pra travar Jadson moreno tem um leão tentando me tragar, Jadson moreno Mas vigiando a brecha",00:05:43,17515,662,37,https://i.ytimg.com/vi/EgXb0xKhG3I/maxresdefault.jpg,N/A
