Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Pop_music, Music, Hip_hop_music, Music_of_Latin_America, Lifestyle_(sociology)",5.10%,pt-BR,1,UCPcYWxn0m3-A74e3yE7VrVw,MC Ryan SP,1810000,ou3SeTYQzso,2026-05-19T22:31:13Z,12.13 horas,Cafajeste Chucro - MC Ryan SP feat Negot (DJ Oreia),"Canal Oficial @MCRyanSP 

Intérprete: MC Ryan SP.
Produção: DJ Oreia.
Participação Especial: Negot
Obra: Cafajeste Chucro / Diario de um Cafajeste 
Direção e Edição: Vitinho Filmes.
Arte: Enzo Alves

📲 Me segue também. Redes oficiais MC Ryan SP: 
https://www.instagram.com/imcryansp 
https://www.facebook.com/oficialmcryansp
https://www.tiktok.com/@mcryansp__

🎤🎧 Spotify: https://open.spotify.com/intl-pt/artist/75i9GaW2MJUgt4BkdUnuUY 

Bololo Records ©️ 2026.

#mcryansp",,00:02:47,73858,3647,123,https://i.ytimg.com/vi/ou3SeTYQzso/maxresdefault.jpg,BR
2,,,24,"Politics, Society",27.46%,pt-BR,2,UCTnAz569lU_nwpSmY4daZvg,oiluiz TV,1360000,uaPEXPsxWmE,2026-05-19T22:15:35Z,12.39 horas,VAZOU O TRAILER DO FILME DO BOLSONARO E OS PETISTAS ESTÃO SURTANDO! ,"Compre HairLio no WhatsApp: 
https://wa.me/message/J3OBK3LKIUGIF1

Compre camisetas oiluiz: https://usevetoria.com.br/oi-luiz-tv

Lula e sua imprensa adestrada velhos em pânico com o filme de Jair Bolsonaro e tentam esconder, mas o trailer vaza e eles surtam! 

#brasil #bolsonaro #globo",,00:17:24,202063,52972,2509,,BR
3,,,20,"Action-adventure_game, Video_game_culture, Action_game, Role-playing_video_game",6.86%,pt-PT,3,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,23700000,OQhxr7M-RXk,2026-05-19T15:00:40Z,19.64 horas,EU  FORCEI GALINHAS A BOTAREM  OVOS DE OURO SÓ PRA EU GANHAR MUITO DINHEIRO!,"Hoje eu vou ficar rico vendendo ovos de galinha! Mas elas podem acabar botando ovos de ouro que me dariam mais dinheiro ainda! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Eggstreme Farming
======================
●Instagram: julianoab
●Email de contato: comercial@agenciacurta.com","jnazzghost, jazz, Eggstreme Farming",00:24:18,883823,57796,2872,https://i.ytimg.com/vi/OQhxr7M-RXk/maxresdefault.jpg,N/A
4,,,10,"Music, Hip_hop_music, Music_of_Latin_America, Pop_music",16.55%,pt-PT,4,UCm4aitnUJK8t6CT5mesAcdw,THE BOX,1680000,ZuxucIKhR2M,2026-05-20T00:00:06Z,10.65 horas,"Tevito, Dudu, Ouroempessoa, Aimar, ReiBxd, Faehel - THE BOX MEDLEY 14","Diretor: @saidotrilho       
Produção Executiva: @tralhacouto
Câmera: @verra.film
Edição de Video: @markzprod
Fotógrafo: @foto_grafista


Siga THE BOX nas redes sociais:
Instagram: www.instagram.com/oficial.thebox 
TikTok: www.tiktok.com/@the.box.com",,00:04:59,33741,5071,512,https://i.ytimg.com/vi/ZuxucIKhR2M/maxresdefault.jpg,N/A
5,,,25,"Politics, Society",5.43%,pt-BR,5,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,4060000,nd915FgLkAY,2026-05-19T16:51:08Z,17.80 horas,"Veja o trailer oficial do filme ‘Dark Horse’, que retrata a vida de Jair Bolsonaro ","O senador Flávio Bolsonaro (PL-RJ) publicou nas redes sociais, nesta segunda-feira (19/5), o trailer do filme que contará a trajetória política do ex-presidente Jair Bolsonaro. Na publicação, o parlamentar afirmou que a produção é a mais aguardada do ano “retrata a história de um verdadeiro herói” e destacou momentos considerados marcantes da carreira política do pai.

Fique por dentro das principais notícias do Brasil e do mundo no Metrópoles TV. Aqui, você acompanha cobertura completa de política, economia, segurança pública, entretenimento e os fatos que impactam o seu dia a dia, com informação rápida, confiável e contextualizada.

Trazemos os destaques mais relevantes do momento, com análise clara e direta para você ficar sempre muito bem informado sobre tudo o que importa, onde quer que você esteja.

🔔 Inscreva-se no canal e ative as notificações para não perder nenhuma atualização.
➡️ Deixe seu like!

✅ Acesse o portal Metrópoles: 
https://www.metropoles.com/

#Notícias #Jornalismo #Brasil #Política #Economia #Atualidades #ÚltimasNotícias #BreakingNews #News #Metrópoles","Metrópoles, Notícias, News, Notícias do Brasil, noticias, portal metrópoles, notícia hoje, política, política hoje, jornal, portal de notícias, política brasileira, debate eleitoral, brasília, metropolis, hard news, breaking news, últimas notícias, eleições, eleições 2026, eleicao, jair bolsonaro, dark horse, bolsonaro, bolsonaros, filme bolsonaro, filme do bolsonaro, flávio bolsonaro, daniel vorcaro, mário frias",00:02:29,129102,4176,2828,https://i.ytimg.com/vi/nd915FgLkAY/maxresdefault.jpg,BR
6,,,20,"Action-adventure_game, Video_game_culture, Action_game, Strategy_video_game, Role-playing_video_game",10.04%,pt-PT,6,UCIwspRtKNszHhIhl36gREjQ,alanzoka,9100000,hZVjlKfU0cc,2026-05-19T21:00:08Z,13.65 horas,EU SOU O BATMAN! - LEGO BATMAN: O LEGADO DO CAVALEIRO DAS TREVAS,"OS MAIORES DESCONTOS ESTÃO NO KABUM!:
http://kb1.me/alanzokakabumyt

💜 LIVE: https://www.twitch.tv/alanzoka
📷 Instagram: https://www.instagram.com/alanzoka/
📧 alanzoka@vandep.ag
🐤 Twitter: https://twitter.com/alanzoka




#Alanzoka","alan, electronic, desire, edge, alanzoka, video do alanzoka, alanzoka da twitch, videos com alanzoka, alanzoka video, alanzoka memes, gameplay alanzoka, lives do alanzoka, lives, alanzoka jogando, lego batman, lego batman legacy of the dark knight, lego batman o legado do cavaleiro das trevas",01:35:58,269904,26554,554,https://i.ytimg.com/vi/hZVjlKfU0cc/maxresdefault.jpg,BR
7,,,10,"Hip_hop_music, Music, Music_of_Latin_America",19.49%,pt-BR,7,UC_4PRrKey0iv18cqHuj9CLA,MHRAP,4160000,C5BKDKH5x1s,2026-05-18T23:11:31Z,35.46 horas,Tipo Neymar ✋🏽😜🤚🏽 | Hexa | (Copa do Mundo 2026 ⭐️) MHRAP,"► ESCUTE MHZIN NO SPOTIFY 🚀
https://open.spotify.com/intl-pt/track/45vigZiVUySqgsMXqxhtvp

Edição: BLACK, Gen1n
Thumb por Ghost
Beat e Mixagem por Sidney Scaccio
Voz e Letra por Mhzin
Jogador: Neymar
Instagram @MHRAPOFICIAL
X @MhzinDoFlow",,00:02:45,343295,62623,4291,https://i.ytimg.com/vi/C5BKDKH5x1s/maxresdefault.jpg,N/A
8,,,25,"Society, Politics",15.53%,pt,8,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer Deputado Federal,2410000,-AnJzel4Z5Q,2026-05-19T17:53:10Z,16.76 horas,VAZOU O TRAILER DO FILME DO BOLSONARO,VAZOU O TRAILER DO FILME DO BOLSONARO,"vazou, trailer, filme, bolsonaro",00:04:21,264962,38779,2359,https://i.ytimg.com/vi/-AnJzel4Z5Q/maxresdefault.jpg,BR
9,,,20,"Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game",3.34%,pt-BR,9,UCrcBZDofBltcgGxphNia2tw,ProbIems,12100000,1_2OThR8YT0,2026-05-19T13:00:04Z,21.65 horas,Sobrevivi na Civilização onde TUDO É VELOCIDADE!,"Servidor de discord:
https://discord.gg/2jtYumJKuZ

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com

Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:23:42,439835,12988,1701,https://i.ytimg.com/vi/1_2OThR8YT0/maxresdefault.jpg,BR
10,,,22,"Electronic_music, Pop_music, Music, Independent_music, Rhythm_and_blues",0.33%,en,10,UC6AdFpdciGSgj0LMW-8_9Xg,The Cinematic,1710,AkXdmOfc0mc,2026-05-18T17:10:40Z,41.47 horas,The Neighbourhood - Sweater Weather (Lyrics),"The Neighbourhood - Sweater Weather
Sweater Weather by The Neighbourhood Lyrics

Stream/DL: https://TheNeighbourhood.lnk.to/listenYD 

🔔 Support me :
✔Facebook : / bomvibe02
✔Instagram : / markuspaul39

Follow The Neighbourhood:
✔Facebook: https://TheNeighbourhood.lnk.to/followFI
✔Spotify: https://TheNeighbourhood.lnk.to/followSI
✔Twitter: https://TheNeighbourhood.lnk.to/followTI
✔Site: https://TheNeighbourhood.lnk.to/followWI
✔Instagram: https://TheNeighbourhood.lnk.to/followII
✔Youtube: https://TheNeighbourhood.lnk.to/subscribeYD
✔Apple Music: https://music.apple.com/us/artist/the-neighbourhood/219350813
✔Soundcloud: https://soundcloud.com/theneighbourhood

Lyrics:
0:00 [Verse 1]
And all I am is a man
I want the world in my hands
I hate the beach, but I stand
In California with my toes in the sand
Use the sleeves of my sweater, let's have an adventure
Head in the clouds, but my gravity's centered
Touch my neck and I'll touch yours
You in those little high-waisted shorts, oh

0:38 [Pre-Chorus]
She knows what I think about
And what I think about
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no

0:53 [Chorus]
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater

1:09 [Verse 2]
And if I may just take your breath away
I don't mind if there's not much to say
Sometimes the silence guides a mind
To move to a place so far away
The goosebumps start to raise
The minute that my left hand meets your waist
And then I watch your face
Put my finger on your tongue 'cause you love the taste, yeah
These hearts adore
Everyone the other beats hardest for
Inside, this place is warm
Outside, it starts to pour

1:33 [Pre-Chorus]
Comin' down
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothin' that I wouldn't wanna tell you about
No, no, no

1:47 [Chorus]
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
Woah

2:32 [Bridge]
Woah, woah, woah
Woah, woah, woah, woah
Woah, woah
Woah, woah, woah, woah
Woah, woah

3:08 [Chorus]
'Cause it's too cold for you here and now
So let me hold both your hands in the holes of my sweater
'Cause it's too cold for you here and now
Let me hold both your hands in the holes of my sweater


3:41 [Outro]
And it's too cold, it's too cold
The holes of my sweater

Picture credit
📷

_ Don't forget to leave a like and subscribe__
-------------Thanks for watching-------------

🔥 tags:
#TheNeighbourhood #SweaterWeather #Lyrics #Indie #Alternative","the neighbourhood sweater weather lyrics, sweater weather the neighbourhood lyrics, the neighbourhood sweater weather, sweater weather lyrics, lyrics sweater weather the neighbourhood, sweater weather the neighbourhood, indie rock songs lyrics, alternative songs lyrics, the neighbourhood songs lyrics, the neighbourhood lyrics, aesthetic songs lyrics, chill vibe songs, nostalgic songs lyrics, sweater weather meaning, tumblr songs playlist, tiktok viral songs lyrics",00:04:00,244908,798,5,https://i.ytimg.com/vi/AkXdmOfc0mc/maxresdefault.jpg,GB
