Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,N/A,1.34%,pt-PT,1,UCHQPy63UbMAuVDEEDbc10Zw,Release - Topic,0,7_cLuhd7BPo,2026-02-13T14:28:43Z,17.81 horas,Carnívoro,"Provided to YouTube by Universal Music Group

Carnívoro · MC Jacaré · Mc Lele JP · MC Negão Original · DJ Japa NK

Carnívoro

℗ 2026 Croco Hits, sob licença exclusiva para Universal Music Ltda

Released on: 2026-02-13

Producer, Vocalist, Composer Lyricist: MC Jacaré
Vocalist, Composer Lyricist: Mc Lele JP
Composer Lyricist, Vocalist: MC Negão Original
Vocalist: DJ Japa NK

Auto-generated by YouTube.","MC Jacaré, Mc Lele JP, MC Negão Original, DJ Japa NK, Carnívoro",00:03:36,194009,2575,18,https://i.ytimg.com/vi/7_cLuhd7BPo/maxresdefault.jpg,N/A
2,,,24,"Lifestyle_(sociology), Entertainment, Film",13.27%,pt,2,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,14300000,FW24uFCpmqM,2026-02-14T00:17:00Z,8.00 horas,SPIDER-NOIR COM NICOLAS CAGE! [análise do trailer],"Saiu o trailer de Spider-Noir e essa NÃO é a versão que você esperava. A série estrelada por Nicolas Cage apresenta um Aranha muito mais sombrio, violento e psicologicamente instável. Esqueça o Peter Parker tradicional: aqui temos Ben Reilly. Trauma de guerra, experimento científico e um passado obscuro que pode mudar tudo. Mudaram a origem? Ele perdeu os poderes? O lema “Sem grandes poderes, não há responsabilidades” significa o quê?

Nesta análise completa destrinchamos cada frame do trailer: a possível conexão com Silvermane, a presença de Electro e Homem-Areia, as teorias sobre experimento militar na Primeira Guerra e o mistério envolvendo um possível Sexteto Sinistro. Essa pode ser a adaptação mais ousada do universo do Homem-Aranha já feita. Spider-Noir vai reinventar o herói ou destruir tudo o que conhecemos?

#SpiderMan #SpiderNoir #HomemAranha #HomemAranhaNoir #Marvel #Sony #PrimeVideo #NicolasCage #Silverman #HomemAreia #BenReilly #PeterParker #BenParker 
--------------------------------------------------------------
🌐 Quer ficar por dentro de tudo que acontece no mundo da cultura pop? Acesse: https://www.einerd.com/
--------------------------------------------------------------
📝  Roteiro: William Prado
🎬  Edição: Tiago Mauricio
🎨  Thumbnail: Sammy Ferreira
🧠  Direção de Conteúdo: Caio Rohen
--------------------------------------------------------------

💪😎 WheyNerd já disponível para compras, acesse: https://loja.wheynerd.com.br/
Seja um afiliado: https://afiliados.wheynerd.com.br/register

💡 𝗔𝗽𝗼𝗶𝗲 𝗻𝗼𝘀𝘀𝗼 𝗰𝗮𝗻𝗮𝗹:
✓ Crie sua conta na Hotmart e seja um afiliado: https://hotm.art/PJHotmartAfiliados
✓Você quer viver de Youtube? → https://rebrand.ly/viver-de-youtube

📧 𝐂𝐨𝐧𝐭𝐚𝐭𝐨:
✓ Comercial e novos negócios → comercial@einerd.com

🔔 𝐏𝐞𝐭𝐞𝐫 𝐉𝐨𝐫𝐝𝐚𝐧: 
✓ Instagram e Facebook →  @petjordan 
✓ Meu canal de viagem e vlogs → https://www.youtube.com/@malafeitatv

🔔 Breno Jordan: 
✓ Instagram e TikTok → @brenojordan_

Acesse nosso portal: https://www.einerd.com/

♬ 𝘔𝘶́𝘴𝘪𝘤𝘢𝘴:
✓ Music by Epidemic Sound","Nerd, ei nerd, peter jordan, UCM, MARVEL, DC, DC COMICS, CINEMA, FILMES, ANIMES, QUADRINHOS, HQS, SERIES, GEEK, CULTURA POP, SERIADOS, HERÓIS, SUPER HEROIS",00:13:41,73068,9487,211,https://i.ytimg.com/vi/FW24uFCpmqM/maxresdefault.jpg,BR
3,,,20,"Action_game, Video_game_culture, Role-playing_video_game",0.91%,en,3,UCHYA5HNaS5n4idxmP-at8nA,StanRP,1480000,iFEexX5FwRk,2026-02-14T00:37:39Z,7.66 horas,roblox best gameplay,Roblox insane moment aura #roblox #shorts #usa,"roblox, granny, free fire, live roblox, roblox shorts, shorts feed, 67, six seven, meme reset, singing brainrot song, great meme reset",00:00:21,632928,5760,8,https://i.ytimg.com/vi/iFEexX5FwRk/maxresdefault.jpg,US
4,,,10,"Country_music, Music_of_Latin_America, Music, Hip_hop_music, Lifestyle_(sociology)",7.66%,pt-BR,4,UCe1HjlqnaxERsqpw0ZnLXvA,Zé Felipe,9810000,O6LIJQS90Z8,2026-02-13T15:00:06Z,17.28 horas,"Zé Felipe, Theuzinho, Rafinha RSQ - Meu Neném","Essa música faz parte do novo EP ""AFROBEAT""
Para ouvir nos apps de música, clique no link: https://SomLivre.lnk.to/Meu_Nenem

Contato: Talismã Music (11) 5054.7000

Siga Zé Felipe nas redes sociais!
Facebook: fb.com/zefelipecantor
Instagram: @zefelipecantor
Twitter: @zefelipecantor
YouTube: zefelipecantor
Site Oficial: www.zefelipe.com.br","Zé Felipe, Sertanejo, Sertanejo Universitário, Na Mesma Estrada, Novo DVD, Você e Eu, Proibido É Mais Gostoso, Você Não Vale Nada, Relógio de São Pedro",00:02:37,154986,10532,1338,https://i.ytimg.com/vi/O6LIJQS90Z8/maxresdefault.jpg,BR
5,,,24,"Television_program, Entertainment, Film",3.43%,en-US,5,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,14900000,Sis_cPdz5Iw,2026-02-13T15:00:00Z,17.28 horas,Bridgerton: Temporada 4 | Trailer oficial da parte 2 | Netflix,"Vale a pena se arriscar pelo amor verdadeiro. A temporada 4 de Bridgerton está de volta em 26 de fevereiro.

Assista na Netflix: https://www.netflix.com/title/81511877

Inscreva-se: https://bit.ly/31ynwtw

Sobre a Netflix:
A Netflix é um dos principais serviços de entretenimento do mundo com um vasto catálogo de séries, filmes, jogos e eventos ao vivo disponíveis em diversos idiomas. Nossos assinantes podem assistir, pausar e voltar a um título quantas vezes quiserem, onde quer que estejam, e alterar o plano a qualquer momento.

Bridgerton: Temporada 4 | Trailer oficial da parte 2 | Netflix
https://www.youtube.com/@NetflixBrasil

Neste novo capítulo da alta sociedade, o solteirão convicto Benedict Bridgerton finalmente encontra o amor: uma criada encantadora disfarçada em um baile de máscaras.","Adjoa Andoh, Benedict, Benophie, Bridgerton, Bridgerton Data, Bridgerton Trailer, Bridgerton temporada 4, Claudia Jessie, Colin, Eloise, Fantasia, Francesca, Golda Rosheuvel, Hannah Dodd, Jonathan Bailey, Julia Quinn, Julie Andrews, Kanthony, Luke Newton, Luke Thompson, Michaela, Netflix, Netflix Drama, Netflix Série, Nicola Coughlan, Penelope, Polin, Regência, Romance, Ruth Gemmell, Shondaland, Simone Ashley, Sophie, Yerin Ha",00:01:51,107948,3553,145,https://i.ytimg.com/vi/Sis_cPdz5Iw/maxresdefault.jpg,BR
6,,,20,"Action_game, Video_game_culture, Role-playing_video_game, Action-adventure_game",5.11%,pt-BR,6,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,14600000,I4Z73wGYWFg,2026-02-13T21:15:00Z,11.03 horas,SOBREVIVI À LAVA COM UM BRAINROT RARÍSSIMO… QUASE PERDI TUDO 😱🔥,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:14:58,187619,8270,1310,https://i.ytimg.com/vi/I4Z73wGYWFg/maxresdefault.jpg,BR
7,,,10,"Pop_music, Hip_hop_music, Music_of_Latin_America, Music, Electronic_music",9.88%,pt-BR,7,UCBHxOYXaqJL3ygXZkkztVHA,MC MENO K,825000,StGgzGjZ67Y,2026-02-14T00:06:16Z,8.18 horas,Lembrei de Tu - MC Meno K e Oruam (Fepache) Video Clipe Oficial,"Lembrei de Tu - MC Meno K e Oruam (Fepache) Video Clipe Oficial

Siga no Instagram: https://www.instagram.com/mcmenok

Contrate: +551199907-2949

Ficha técnica:
Direção: Vitor Tavares
Arte: Enzo Alves
Assistente Set: Marcus Santos 
Fotógrafo: Leonardo Talayer
Edição: Vitor Tavares & Joao Vitor Costa
Tipografia: Joao Vitor Costa 
Color Grading: Vitor Tavares

‪Bolo Records ©️ 2026.","mc meno k, lembrei de tu, oruam, fepache, funk",00:02:59,41919,3906,236,https://i.ytimg.com/vi/StGgzGjZ67Y/maxresdefault.jpg,BR
8,,,20,"Action_game, Action-adventure_game, Video_game_culture, Role-playing_video_game",2.20%,pt-BR,8,UCz5rOLDOocCMGb7HBYSqaow,Panda Espacial,778000,L2MvQ2pu2UY,2026-02-13T20:39:04Z,11.63 horas,RECRIEI o TRAILER de POPPY PLAYTIME 5 no MINECRAFT,"Neste vídeo, imagino como seria o trailer de Poppy Playtime 5 dentro do Minecraft.
Cenários e personagens ganham uma nova versão dentro do jogo, com um clima de mistério e exploração.
Veja como esse universo poderia existir no Minecraft.","POPPY PLAYTIME CHAPTER 5, POPPY PLAYTIME, capítulo 5, minecraft, eu criei o Minecraft, Minecraft mas, TRAILER de Gameplay de Poppy Playtime 5",00:09:40,150232,3201,98,https://i.ytimg.com/vi/L2MvQ2pu2UY/maxresdefault.jpg,BR
9,,,20,"Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game",7.28%,pt-PT,9,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,22900000,4IxRq_qfo14,2026-02-13T15:00:06Z,17.28 horas,JOGO DE TERROR MAS EU TÔ DO LADO DO TERROR!,"Eu obrigado a ir cuidar da minha vó de 98 anos de idade. Brincadeira... logo eu, no ápice da minha juventude, tendo que cuidar de uma velha. Pelo menos quando ela for embora eu vou ficar com a casa dela pra mim! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: She Was 98
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, she was 98",01:01:36,946975,64609,4318,https://i.ytimg.com/vi/4IxRq_qfo14/maxresdefault.jpg,N/A
10,,,10,"Music_of_Latin_America, Music, Electronic_music",0.94%,pt-BR,10,UCAyOqAzoFYn0FyMqH1UDsWg,AL CDs,396000,kRosMwWQW6c,2026-02-13T13:15:08Z,19.03 horas,PLAYLIST DE CARNAVAL 2026 - SELEÇÃO PRA CARNAVAL 2026 - AS MAIS TOCADAS TIKTOK 2026 - PRA PAREDÃO,"Sua Música em Todas as Plataformas Digitais🌎 ●Whatsapp: (85) 9 8669-7083

PLAYLIST DE CARNAVAL 2026 - SELEÇÃO PRA CARNAVAL 2026 - AS MAIS TOCADAS TIKTOK 2026 - PRA PAREDÃO

Playlisy Spotify: https://open.spotify.com/playlist/4bTrqmgShulKpIy0hyShHQ?si=8e7b42d9de60455d

Si gostou, Inscreva-se no canal e ative o sino para receber em primeira mão os lançamentos, Deixa seu Like e Comenta oqui achou da Música.

MP3:

Divulgue Seu Trabalho Conosco !


➤🚨ATENÇÃO !!! 
O Reenvio ou Copia deste vídeo para outro canal pode lhe trazer problemas tais como spam/conteúdo duplicado/strick, Ocasionando o Encerramento da sua conta no Youtube.",,00:30:35,55235,516,4,https://i.ytimg.com/vi/kRosMwWQW6c/maxresdefault.jpg,BR
