Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Pop_music, Music_of_Latin_America, Hip_hop_music, Music",20.76%,pt-PT,1,UCjhZqfzCp1aDE0GeugC0GXw,MC Cabelinho,4000000,gSb0sjwkrWY,2025-09-01T23:00:07Z,9.22 horas,MC CABELINHO - RASTAFARI (Clipe Oficial),"Ouça #rastafari em todas as plataformas: https://onerpm.link/rastafari_

Se inscreva no canal e ative o sino de notificações para não perder nenhum lançamento.

Composição: MC Cabelinho, Raul Seixas
Produção Musical: Palma, Ariel Donato
Músicos: Luiz Felipe Alves, Marlon Caldeira Sette, Jorge Maurílio Continentino, Diogo Gomes
Engenheiro de gravação: William Luna
Engenheiro de mixagem: Arthur Luna, Luciano Scalercio e Rafael Fadul
Engenheiro de masterização : Dale Becker
Assistentes de masterização : Adam Burt, Kegn Venegas

Realização: Bairro 13","mc cabelinho, cabelinho, reggae cabelinho, eu prefiro ser, reggae mc cabelinho, matue, orochi, filipe ret, bairro 13, x1, little hair, little love, reggae, trap, teto, wiu, veigh, album cabelinho, musica cabelinho",00:03:06,95647,18223,1638,https://i.ytimg.com/vi/gSb0sjwkrWY/maxresdefault.jpg,BR
2,,,1,"Television_program, Entertainment, Film",12.13%,pt-BR,2,UCVc-JLY3Db6-O48y7TS4N7Q,Crunchyroll Brasil,2000000,3UiP4GwWNv0,2025-09-01T16:27:44Z,15.76 horas,Demon Slayer: Kimetsu no Yaiba Castelo Infinito | Trailer Dublado,"O que está por vir vai superar todas as suas expectativas 🔥

Assista a Demon Slayer: Kimetsu no Yaiba Castelo Infinito nos cinemas a partir de 11 de setembro.

TESTE CRUNCHYROLL DE GRAÇA POR 7 DIAS: https://got.cr/7DayFreeTrialPT

🔸FACEBOOK: https://www.facebook.com/Crunchyroll.pt/
🔸TWITTER: https://twitter.com/Crunchyroll_pt
🔸INSTAGRAM: https://www.instagram.com/crunchyroll_PT","anime, anime grátis, episódio anime, anime legendado, anime dublado, legendado, crunchyroll brasil, crunchyroll pt, animes populares, novos episódios, streaming de anime, anime online, assistir anime, melhores animes, recomendação de animes, dublagem, demon slayer, demon slayer kimetsu no yaiba, demon slayer castelo infinito, castelo infinito, trailer dublado, demon slayer dublado, castelo infinito dublado",00:01:31,152724,17532,994,https://i.ytimg.com/vi/3UiP4GwWNv0/maxresdefault.jpg,BR
3,,,20,"Action-adventure_game, Video_game_culture, Role-playing_video_game, Action_game, Lifestyle_(sociology)",1.94%,pt-BR,3,UCrcBZDofBltcgGxphNia2tw,ProbIems,11300000,9YCt3cziNlw,2025-09-01T13:00:18Z,19.22 horas,Mineração de Todos os Brainrots desse Servidor!,"💙VEM CONHECER MEU NOVO SHOW!!💙
https://showturmadoproblems.com.br/

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com


Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
CINEART - Cupom: Stick15 ou Mel15
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:23:56,856482,16032,543,https://i.ytimg.com/vi/9YCt3cziNlw/maxresdefault.jpg,BR
4,,,10,"Pop_music, Music, Music_of_Latin_America",13.98%,pt-PT,4,UCXooz9whNJZBRTHi9AqdjPw,Gusttavo Lima Oficial,21400000,ZpjS4wwukQg,2025-09-02T00:01:54Z,8.19 horas,"Gusttavo Lima - Onde Estão Meus Amigos | DVD ""Feito à Mão""","Produção Musical: Gusttavo Lima e Matheus Soares
Direção de vídeo: Fernando Trevisan ""Catatau""
Mixagem e Masterizaçao: Rafael Vargas 
Gravadora: Sony Music
Escritório: Balada Music

ONDE ESTÃO MEUS AMIGOS
(Gusttavo Lima, Marco Esteves e Denner Ferrari)

Diziam meus amigos
somos teus amigos
E por toda vida seremos fiéis!
Eu Me sentia amado
O insuperável
E a minha fortuna
Com eles gastei
Mas tive problemas
De economia
E por certo tempo desapareci
E aquelas palavras que tanto diziam
Hoje me dou conta
Que não é bem assim

Onde estão os meus amigos
Que tanto diziam
Que com dinheiro ou sem dinheiro
Comigo estariam
Olha só como é a vida
Tudo era mentira
Todos eles se afastaram
Quando eu caia
Não me sobrou um amigo
Quando eu mais queria

CHORA GUITARRA, COMO EU CHOREI

Todas as mulheres
Que já foram minhas
Na realidade não me pertenciam
Me davam prazer e me divertiam
Produto de todos
Era o que eu tinha
Escutem senhores
Esta triste história
Deus é testemunha do que me aconteceu
Eu não tô mentindo
É realidade
De algo muito sério de alguém que sofreu

Os amigos e as mulheres
Que me divertiam
Todos eles só amavam
O poder que eu tinha
Mas na minha decadência
O amor sumia
Não me sobrou um amigo quando eu mais queria
Todos eles se afastaram enquanto eu caía



Siga Gusttavo Lima nas redes sociais!
Facebook: https://www.facebook.com/gusttavolimaoficial/
Youtube: https://www.youtube.com/gusttavolimaoficial
Instagram: https://www.instagram.com/gusttavolima/
Twitter: https://twitter.com/gusttavo_lima
Site: http://gusttavolima.com.br/","Slap Música, Arrocha, Música Sertaneja (Musical Genre), Pop, Gustavo Lima, Gusttavo Lima, Gatinha Assanhada, Tchererê Tche Tche, Sony, Sony Music, Buteco, Buteco do Gusttavo Lima, Buteco do Gusttavo Lima 2, O Embaixador, Homem de Família, Abre o Portão Que Eu Cheguei, Que Pena Que Acabou, Apelido Carinhoso, Na Hora de Amar, Mil Vezes Cantarei, Cem Mil, Eu Não Iria, Sujeito, Carrinho na Areia, Milu",00:04:08,30790,3959,346,https://i.ytimg.com/vi/ZpjS4wwukQg/maxresdefault.jpg,BR
5,,,1,"Film, Entertainment",7.07%,pt,5,UC5XG4yYM-_DQ-3HPRuam76Q,ingresso.com,2610000,FUQx3wfeNyI,2025-09-01T13:51:07Z,18.37 horas,A Era Do Gelo 6 | Teaser Trailer | Título Oficial e Data de Estreia,"A Era Do Gelo 6 | Teaser Trailer | Título Oficial e Data de Estreia

Assista ao novo teaser trailer de #AEraDoGelo6 #AEraDoGeloPontoDeEbulição #IceAgeBoilingPoint - estreia em fevereiro de 2027 nos cinemas!

Somos o melhor destino para quem busca trailers assim que eles são lançados.

Se você é fã de cinema como a gente, INSCREVA-SE e receba todas as novidades dos seus filmes favoritos!

► Baixe nossos apps:
Android: https://goo.gl/ZOknfm
iOS: https://goo.gl/hFbnMY

► Compre ingressos para as melhores estreias: https://www.ingresso.com

► Assine UOL e Ganhe R$ 20 Por Mês Para Usar com cinema na Ingresso.com: https://bit.ly/3yX0hyd

► Siga a Ingresso no INSTAGRAM: https://www.instagram.com/ingressocom/

► Curta a Ingresso no FACEBOOK: https://www.facebook.com/ingressocom

► Fique por dentro das novidades do universo do cinema no nosso canal no WHATSAPP: https://whatsapp.com/channel/0029Va58whvFCCoURznPIG0n","Lançamentos;, Filmes, Cinema, Estreias, Trailers, filme completo, crítica, ingresso.com, review, análise, cinema 2025, fas de cinema, ingressos de cinema, desconto cinema, conteúdo de cinema, curiosidades",00:00:14,52766,3459,273,,BR
6,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game, Simulation_video_game",6.75%,pt-PT,6,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21500000,hxcHyJTbf0U,2025-09-01T15:06:53Z,17.11 horas,O BIZARRO MOD SOBRE ESQUIZOFRENIA NO MINECRAFT!,"No vídeo de hoje nós vamos conhecer um mod assustador que fala sobre esquizofrenia no Minecraft. CONFIRA E SARAIVA O LIKE!

●Nome do Jogo: Minecraft (MOD Aware and Conscious)
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, minecraft, Aware and Conscious",00:29:04,877871,56072,3168,https://i.ytimg.com/vi/hxcHyJTbf0U/maxresdefault.jpg,N/A
7,,,10,"Music, Pop_music, Electronic_music",1.06%,und,7,UCQyA0QN_ZDXOlmx38cSokOw,Mc Staff - Topic,1630,tEvkQJ4_gtA,2025-08-27T20:05:06Z,132.14 horas,MENTE MÁ - Ultra Slowed,"Provided to YouTube by PDF Records - W&S Music

MENTE MÁ - Ultra Slowed · Mc Staff · Nakama

MENTE MÁ

℗ PDF Records - W&S Music

Released on: 2025-08-28

Auto-generated by YouTube.","Mc Staff, Nakama, MENTE MÁ, MENTE MÁ - Ultra Slowed",00:06:20,593814,6310,0,https://i.ytimg.com/vi/tEvkQJ4_gtA/maxresdefault.jpg,N/A
8,,,24,"Entertainment, Film",6.60%,pt,8,UCP_Hxwf6ajGjPsMw0a8rnLQ,Miguel Lokia,1220000,Ml7ZVWZt7Xo,2025-09-01T20:30:07Z,11.72 horas,VINGADORES DOOMSDAY: PRIMEIRO TEASER TRAILER OFICIAL,"Vingadores Doomsday ganhou seu primeiro teaser trailer oficial em um evento D23 e a filmagem de uma cena emocionante foi revelada por informantes: Loki voltou!

✨ Canecas, quadros e presentes únicos:
feitorama.com.br - Personalizados que emocionam de verdade

supersaga.com.br ""Super Saga"" tem várias tramas de super-heróis que exploram subgêneros consagrados da literatura em uma história que se estende por mais de 20 mil anos. Descubra mais em: http://supersaga.com.br


#miguellokia 

•  Apresentação: Miguel Lokia
•  Roteiro: Miguel Lokia
•  Edição: Miguel Lokia

QUEM É MIGUEL LOKIA?
Criador de conteúdo situado em São Paulo-SP
que conversa com um público engajado em
temas como cinema, super-heróis e quadrinhos.

•  Outras redes sociais: @miguellokia
•  Contato Comercial: contatomiguellokia@gmail.com","miguel lokia, lokia lokia, lokia1234",00:15:06,62716,4060,78,https://i.ytimg.com/vi/Ml7ZVWZt7Xo/maxresdefault.jpg,BR
9,,,20,"Action-adventure_game, Action_game, Video_game_culture, Role-playing_video_game, Strategy_video_game",4.65%,pt-BR,9,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,13800000,_AY3CPfEBho,2025-09-01T22:23:31Z,9.83 horas,FUI O PRIMEIRO DO MUNDO a CONSEGUIR o NOVO PET RARO ELEFANTE no BRAINROT! 🐘🔥,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:20:11,500289,21381,1899,https://i.ytimg.com/vi/_AY3CPfEBho/maxresdefault.jpg,BR
10,,,10,"Electronic_music, Music, Hip_hop_music, Pop_music",13.48%,pt-BR,10,UC2HoU9eqcVX7vCeavbLrqGw,Blxck,157000,eQDA-qmaHnQ,2025-08-31T20:00:07Z,36.22 horas,Blxck - Perfeição (Itoshi Sae),"• Ativem as legendas para uma melhor experiência!

• Escute esta e outras músicas nas plataformas digitais!

Spotify: https://open.spotify.com/intl-pt/album/61NMBjG4Naqv0iFoZfInlA?si=RkjrwH8LTSuUeLljN6s34w

[Música]

Voz e Letra: Blxck
Participações Especiais: Kaito (@kaitinhoofficial) e Ark (@ark.king5)
Instrumental: Blxck e 7ink
Mixagem: Blxck e ST James (@lovelyy.saint)
Masterização: Fernando Delgado (@fdmastering)
Assistente de Master: Bruno Martuchello (@martuchellomixer)

[Visual]

Edição: Aizawa (@aizawa_art), DanZ (@DanZEditor), Ichiro (@ichirokjk), Pedroyz (@PedroYZ_oficial), Push (@Push_Editor), CGZ (@cgz_ae), Cujas (@_cujasae), Ryan Estiven (@ryanestiven), Aruni (@Arb_Aruni), Znow (@znowaex_ofc)
Thumbnail e Ilustração: Zerado (@zerado_d) e Aka (@akaziiin)

Legendas por: Luxxy (@sirluxxy)

• Redes Sociais

Instagram: instagram.com/beatbyblxck
Twitter: x.com/blxckoficial

Esta música é baseada no personagem Itoshi Sae, da obra Blue Lock, de Muneyuki Kaneshiro e Yusuke Nomura.

[Capítulos]

00:00 Intro: Aizawa
00:33 Verso 1: Ichiro
01:07 Verso 1, pt. II: Push
01:46 Refrão: Znow
02:13 Pós-refrão: Cujas e CGZ
02:53 Interlúdio: DanZ
03:20 Verso 3: Pedroyz
03:47 Verso 3, pt. II: Ryan
04:14 Ponte final: Aruni
04:29 Refrão: Znow","blxck, itoshi sae, itoshi sae blxck, blxck itoshi sae, perfeição, perfeição blxck, itoshi sae kaito, kaito itoshi sae, itoshi sae anirap, itoshi sae m4rkim, rap, geek",00:05:07,140680,18198,771,https://i.ytimg.com/vi/eQDA-qmaHnQ/maxresdefault.jpg,BR
