Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Association_football, Sport",3.33%,pt-BR,1,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,20300000,_W-YD2L16Lc,2025-06-04T18:07:29Z,374.10 horas,PALMEIRAS LÍDER! PALMERIAS X AL AHLY! COPA DO MUNDO DE CLUBES DA FIFA | JOGO COMPLETO,"Assista à reprise da partida entre Palmeiras x Al Ahly, pela segunda rodada da fase de grupos da Copa de Mundo de Clubes da FIFA 2025! 

#CopaNaCazéTV","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo, copa do mundo, mundial de clubes, copa fifa, mundial, world cup, copa cazetv, casimiro copa do mundo, casimiro mundial, cazetv mundial, jogo botafogo, botafogo ao vivo, assistir botafogo, botafogo mundial, botafogo copa do mundo, botafogo psg, jogo psg, paris, assistir botafoxo x psg, psg ao vivo",00:00:00,18024875,600413,0,https://i.ytimg.com/vi/_W-YD2L16Lc/maxresdefault_live.jpg,BR
2,,,17,"Sport, Association_football",2.82%,pt-BR,2,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,20300000,VEWmcZbLoo8,2025-06-18T22:14:26Z,33.98 horas,JOGO COMPLETO: REAL MADRID X AL HILAL | COPA DO MUNDO DE CLUBES DA FIFA | 1ª RODADA | FASE DE GRUPOS,"Assista, AO VIVO E COM IMAGENS, à partida entre Real Madrid x Al Hilal, pela primeira rodada da fase de grupos da Copa de Mundo de Clubes da FIFA 2025!

#CopaNaCazéTV","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo, copa do mundo, mundial de clubes, copa fifa, mundial, world cup, copa cazetv, casimiro copa do mundo, casimiro mundial, cazetv mundial, jogo mundial, jogo copa do mundo, jogo real madrid, real, madri, real madri ao vivo, real madri mudial, real madrid mundial, madrid, real al hilal, jogo real, real madrid ao vivo",04:00:19,11185360,314896,72,https://i.ytimg.com/vi/VEWmcZbLoo8/maxresdefault.jpg,BR
3,,,17,"Sport, Association_football",2.26%,pt-BR,3,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,20300000,MN6zzHXQ9HM,2025-06-19T09:26:15Z,22.78 horas,JOGO COMPLETO: AL AIN X JUVENTUS | COPA DO MUNDO DE CLUBES DA FIFA | 1ª RODADA | FASE DE GRUPOS,"Assista, AO VIVO E COM IMAGENS, à partida entre Al Ain x Juventus, pela primeira rodada da fase de grupos da Copa de Mundo de Clubes da FIFA 2025!

#CopaNaCazéTV5!","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, jogo ao vivo, assistir futebol, cazetv ao vivo, copa do mundo, mundial de clubes, copa fifa, mundial, world cup, copa cazetv, casimiro copa do mundo, casimiro mundial, cazetv mundial, jogo mundial, jogo copa do mundo, jogo juventus, juventus mundial, juventus copa do mundo, juventus al ain, juventus ao vivo, assistir juventus",08:57:24,4997509,112695,16,https://i.ytimg.com/vi/MN6zzHXQ9HM/maxresdefault.jpg,BR
4,,,20,"Action_game, Video_game_culture, Strategy_video_game, Action-adventure_game",6.73%,pt-BR,4,UC5ZTRH1zclthyc6b_D3m2Pw,Gaules,1130000,MBgTBVV1yZs,2025-06-20T05:08:56Z,3.07 horas,QUARTAS DE FINAL BLAST AUSTIN MAJOR DIA 1 - AO VIVO COM GAULES - Siga,"PLAYOFFS BLAST AUSTIN MAJOR DIA 1 - !sorteio - AO VIVO COM GAULES - Siga @Gaules nas redes sociais!

16:00 SPIRIT X MOUZ
20:30 FURIA X PAIN

⚠️ Devido a problemas de marca e imagem, o canal Gaules passa a autorizar a publicação de conteúdos retirados da Live somente 24 horas após a finalização da VOD na Roxinha. A regra se aplica a todo tipo de vídeo: clipes, cortes, gameplays ou lives completas.","Gaules, gaules ao vivo, gaules lives, tribo gaules, Counter Strike, CS, Tribo, CS AO VIVO, Major, ESL, BLAST, PGL, Liminha, BT, MCH, Apoka, lett, Podcast Gaules, CSGO, AO VIVOLIVE, G3X, Kings League, Gaules AO VIVO, Tribonera, Gau, Imperial, Furia, O Plano, Legacy, Pain, Oddik, Red Canids, gaules melhores momentos, melhores momentos das lives, melhores momentos, cs2, melhores momentos furia, CounterStrike, CounterStrikeGlobalOffensive, CSGOCommunity, CSGOLovers, CSGOPro, CSGOGaming, CSGOSkins, CSGOHighlights",10:30:20,2023332,136167,25,https://i.ytimg.com/vi/MBgTBVV1yZs/maxresdefault.jpg,BR
5,,,27,"Knowledge, Society",10.46%,pt-BR,5,UCT4nDeU5pv1XIGySbSK-GgA,O Primo Rico,7200000,33n6_RJ5EWs,2025-06-18T21:33:12Z,34.67 horas,URGENTE: TAXA SELIC EM 15% | A CRISE VAI EXPLODIR! O QUE FAZER?,"FALE COM UM CONSULTOR DO NOSSO TIME: https://swiy.co/eTSH 

URGENTE: TAXA SELIC EM 15% | A CRISE VAI EXPLODIR! O QUE FAZER?

Faaala, primos!

A Selic chegou a 15%. É a maior taxa básica de juros em 20 anos. E quem paga essa conta? Você.

Essa alta não foi à toa. O dólar disparou — e isso encarece alimentos, remédios, combustíveis e boa parte do que o brasileiro consome. Um estudo da FGV mostrou que até 14% da cesta de consumo é impactada pelo câmbio, e o efeito é ainda maior pra quem tem renda mais baixa.

A inflação também segue acima da meta. O IPCA previsto pra 2025 é de 5,5%, bem acima do centro da meta (3%). Resultado? Juros altos, crédito caro, economia travada.

E tem mais: a dívida pública está em níveis históricos, e grande parte dela é atrelada à Selic. Quanto maior os juros, maior o rombo. E adivinha quem financia tudo isso? 

Nós — com impostos e perda de poder de compra.

Neste vídeo, eu explico:
•⁠  ⁠O que está por trás da alta da Selic
•⁠  ⁠Como isso afeta sua vida e seus investimentos
•⁠  ⁠Como proteger seu dinheiro da inflação e do risco Brasil

Você não controla a Selic. Mas pode escolher o que fazer com o seu dinheiro. E ignorar isso custa caro.

URGENTE: TAXA SELIC EM 15% | A CRISE VAI EXPLODIR! O QUE FAZER?

#OPRIMRICO #PRIMORICO","o primo rico, primo rico, thiago nigro, thiago nigro investimentos, thiago nigro selic, canal o primo rico, thiago nigro 2025, educação financeira, como investir, viver de renda, liberdade financeira, finanças pessoais, renda passiva, investimentos para iniciantes, crise econômica, proteger dinheiro, inflação, selic, juros altos, dívida pública, tesouro direto, renda fixa, fundos imobiliários, selic a 14, 75% onde investir, primocast, selic alta, selic 15%, lula, governo",00:25:20,310381,30821,1657,https://i.ytimg.com/vi/33n6_RJ5EWs/maxresdefault.jpg,BR
6,,,17,"Sport, Association_football",9.35%,pt-BR,6,UCsR2aZRYbW9m18aP0b5cQdg,"Fala, João Guilherme!",296000,Bn7gY5gb1f0,2025-06-19T16:53:16Z,15.33 horas,DE LA CRUZ TREINA E JG NARRA A ALTINHA DO MENGÃO! MELHORES MOMENTOS DO TREINAMENTO DO FLAMENGO!,"DE LA CRUZ TREINA E JG NARRA A ALTINHA DO MENGÃO! MELHORES MOMENTOS DO TREINAMENTO DO FLAMENGO!

Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCsR2aZRYbW9m18aP0b5cQdg/join

REDES SOCIAIS
João Guilherme
 - Twitter @joaoguilherm
  - Instagram @joaoguilherm
  - TikTok @joaoguilhermnarrador
   -FaceBook @joaoguilhermenarrador","João Guilherme, narração joão guilherme, Libertadores, Flamengo, Flamengo transmissão, mengo, narrador, fala joão, mengão, filipe luiz, luiz castro, flamengo depois de vencer demiiti tite, tecnico demitido, filipe luiz novo tecnico do flamengo, luiz castro novo tecnico do flamengo, brasileirao, copa do brasil, libertadores, flamengo eliminado da libertadores, tite nao e mais do flamengo, tite nao joga mais pelo flamengo",00:15:18,22791,2092,40,https://i.ytimg.com/vi/Bn7gY5gb1f0/maxresdefault.jpg,BR
7,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game, Strategy_video_game",1.93%,pt-BR,7,UCaqLTryO8w6MQwpkFRVS4ow,Fortnite Brasil,562000,0pSqql3AU9E,2025-06-18T16:00:03Z,40.22 horas,Fortnite + Bruno Mars — Trailer Oficial,"A Sabrina está deixando a porta aberta para o próximo Ícone do Fortnite Festival… Bruno Mars! Esse superastro vencedor do GRAMMY está expandindo sua turnê mundial fora de série com uma paradinha no Fortnite. O Pacotão Turnê Mundial está disponível na Loja, estrelando:

Traje Bruno-San: dando a volta ao mundo.
Acessório para as Costas Coleção do Bruno: uma mistura perfeita de retrô e inovação.
Rastro de Fumaça Notas Flutuantes: viaje com as batidas do Mars.
Gesto Bonde do Brunão: tudo em cima!
Música Bonde do Brunão: uma lembrancinha do Brasil.
Chaveiro de Keytar: esse é pra colecionar mesmo.
Baixo Mundial: faça eles te ouvirem em toda parte.

E não é um sonho — o Passe Musical da Temporada 9 inclui o Traje Bruno Sem Arrependimentos, inspirado no videoclipe de ""Die With A Smile""!

Saiba mais: fn.gg/FestivalS9","fortnite, battle royale, salve o mundo, save the world, epic games, som, stw",00:00:42,263567,4777,297,https://i.ytimg.com/vi/0pSqql3AU9E/maxresdefault.jpg,BR
8,,,17,"Association_football, Sport",4.61%,pt,8,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes,5150000,shCwGC0DUBc,2025-06-19T19:14:38Z,12.98 horas,"""O PALMEIRAS é FO**! COMPETE contra QUALQUER TIME NO MUNDO, tá ORGULHANDO e..."" 2 a 0 no Al Ahly!","O Palmeiras venceu o Al Ahly por 2 gols a 0 hoje no Mundial de Clubes e foi elogiado no Pós-Jogo, da Jovem Pan Esportes. Assista 

Link do vídeo: https://youtu.be/shCwGC0DUBc

#JovemPan #PósJogo #MundialDeClubes 

Crédito das fotos usadas na thumbnail: Justin Lane/EFE/EPA e Cesar Greco/Palmeiras/by Canon 

Siga o canal ""Jovem Pan Esportes"" no WhatsApp: https://whatsapp.com/channel/0029Va9wMgZD8SE3UbBwem2u 

Baixe a Panflix: https://www.panflix.com.br/

Inscreva-se no nosso canal:
http://www.youtube.com/jovempanesportes

Entre no nosso site:
http://jovempan.com.br/esportes

Facebook:
https://www.facebook.com/JovemPanEsportes

Siga no Twitter:
https://twitter.com/JovemPanEsporte

Instagram:
https://www.instagram.com/jovempanesportes

TikTok:
https://www.tiktok.com/@jovempanesportes","Mundial, super mundial, mundial de clubes, mundial de clubes 2025, super mundial 2025, super mundial de clubes, copa do mundo de clubes, copa do mundo de clubes 2025, cazé tv, fifa, palmeiras, al ahly, palmeiras x al ahly, palmeiras e al ahly, al ahly e palmeiras, al ahly x palmeiras, palmeiras mundial, palmeiras no mundial, gols, melhores momentos, gols de hoje, abel ferreira, canelada, mauro cezar, pilhado, pilulabatepronto, asmar_pilula",00:14:44,250837,9816,1755,https://i.ytimg.com/vi/shCwGC0DUBc/maxresdefault.jpg,BR
9,,,25,"Society, Politics",2.69%,pt,9,UCWeXgaH6wwyTRAkA3n6sRxg,Terra Brasil,1030000,j2KLYBWw_nc,2025-06-19T20:49:32Z,11.39 horas,Ator Francisco Cuoco morre aos 91 anos,"Francisco Cuoco, um dos maiores nomes da televisão brasileira, morreu nesta quinta-feira, 19, em São Paulo. A informação foi confirmada pela família ao jornal Folha de S.Paulo. Cuoco consagrou-se como um dos grandes galãs da TV brasileira, com atuações em novelas como: Pecado Capital (1975), O Astro (1977) e Selva de Pedra (1986). Com uma trajetória de mais de 60 anos na dramaturgia, o ator participou de dezenas de produções e, na última década, fez participações especiais em projetos audiovisuais. Francisco Cuoco deixa três filhos – Tatiana, Rodrigo e Diogo – e netos. #terranoticias 
Reprodução/franciscocuocoreal/Instagram

-------------
Inscreva-se no canal do Terra no YouTube ▸ https://www.youtube.com/terra
-------------
Acompanhe as principais notícias do Brasil e do mundo no Terra ▸ https://www.terra.com.br
-------------
Siga o Terra nas redes sociais
Facebook▸ https://www.facebook.com/terrabrasil
Instagram ▸ http://instagram.com/terrabrasil
TikTok ▸ https://www.tiktok.com/@terrabrasil
Twitter ▸ https://twitter.com/terra
WhatsApp ▸ https://whatsapp.com/channel/0029VaDGPXE0rGiN2XvTl03k","Terra, Terra Brasil, Terra Notícias",00:01:02,370035,8580,1379,https://i.ytimg.com/vi/j2KLYBWw_nc/maxresdefault.jpg,BR
10,,,25,"Politics, Society",1.60%,en,10,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,8630000,I3-q-40Rwr0,2025-06-19T11:20:56Z,20.87 horas,"Trump aprova plano tático de ataque ao Irã, dizem veículos dos EUA","Segundo o Wall Street Journal e a CBS, o presidente Donald Trump aprovou um plano tático para um possível ataque contra o Irã. No entanto, a decisão final sobre a execução da ofensiva ainda não foi tomada, de acordo com fontes do alto escalão do governo.
Reportagem: Fabrizio Neitzke e Grieco Holtz

Assista ao Jornal da Manhã completo: https://youtube.com/live/eCy7GHWrTkE

Baixe o app Panflix: https://www.panflix.com.br/

Inscreva-se no nosso canal:
https://www.youtube.com/c/jovempannews

Siga o canal ""Jovem Pan News"" no WhatsApp: https://whatsapp.com/channel/0029VaAxUvrGJP8Fz9QZH93S

Entre no nosso site:
http://jovempan.com.br/

Facebook:
https://www.facebook.com/jovempannews

Siga no Twitter:
https://twitter.com/JovemPanNews

Instagram:
https://www.instagram.com/jovempannews/

TikTok: 
https://www.tiktok.com/@jovempannews 

Kwai:
https://www.kwai.com/@jovempannews

#JovemPan
#JornalDaManhã","Ao vivo, Jornal da Manhã, Jornal da manhã Jovem Pan, Jornal da manhã ao vivo, Jovem Pan, Jovem Pan ao vivo, Notícias, pilulajornaldamanha, Donald Trump, Trump, Irã, Ataque ao Irã, Wall Street Journal, CBS, Plano militar, Plano tático, Governo dos EUA, Conflito no Oriente Médio, Escalada militar, Tensão internacional, Geopolítica, Fabrizio Neitzke, Grieco Holtz",00:11:48,429185,6137,744,https://i.ytimg.com/vi/I3-q-40Rwr0/maxresdefault.jpg,BR
