Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Music_of_Latin_America, Electronic_music, Pop_music, Music, Music_of_Asia",0.86%,pt,1,UCVOvoHO0LmcEJy4G91AbAMw,Dj Danny Albuquerque,1570000,PvA9ytsN0ps,2025-10-14T20:00:30Z,12.21 horas,Dance se souber~ {TikTok} 2025 💌,"Dance se souber~ {TikTok} 2025 💌
Dance se souber~ {TikTok} 2025 💌

#dancesesoubertiktokatualizado   #dancesesouber #dancesesoubertiktok2025 #dancesesoubertiktok #mashupviral
#mashupviral #dancetiktok #tiktokmashup #tiktokviral #dancesesouber  #dancetiktok #dancesesoubertiktok2024 

Minhas Redes Sociais:
Instagram https://www.instagram.com/djdannyal/
TikTok https://www.tiktok.com/@djdannyalbuquerque

INSCREVA-SE PARA AJUDAR O CANAL🔔
COMPARTILHE ESTE VÍDEO:  https://youtu.be/cNfHV321plw
DEIXE SEU LIKE ^^ 
 




Dance se souber Tik Tok 2025 Atualizado
Tags - tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , dance se souber músicas atualizadas, dance music , dance viral , mashup viral , dance se souber atualizadas 2025 , tente não dançar, tiktok viral video , tiktok laranja , tiktok mashup , dance funk tiktok mashup , tiktok laranja , tiktok mashup , dance funk, dance se souber 2025, dance se souber tiktok 2025 atualizado novas, dance se souber tiktok 2025 atualizado, dance se souber tiktok, dance se souber, dance se souber tiktok 2024, tente não dançar tiktok, tente não dançar, tente não dançar e nem cantar, tente não dançar tik tok 2024, tente não dançar 2025, tente não dançar tik tok atualizadas, tente não dançar música do tik tok, tente não dançar versão tiktok, tiktok mashup, tiktok mashup 2025, tiktok mashup brasil, tiktok mashup 2024 brasil, tiktok mashup oficial, mashup tiktok, mashup tiktok brasil, mashup tiktok 2024, mashup funk tiktok, mashup tik tok brasil, dance se souber tiktok 2024 novas, dance se souber tiktok 2024, tente não dançar 2024, tiktok 2025, as melhores do tiktok 2024, melhores tiktok 2022, tiktok mashup 2024, tiktok brasil mashup, as melhores do tiktok 2024, músicas tiktok 2025, dance se souber 2025, mashup brasil tiktok, música de tik tok,música do tik tok,tik tok 2023,música tik tok,musicas do tik tok 2023 tiktok mashup,dance se souber músicas atualizadas,dance music,dance viral,mashup viral,dance se souber atualizadas 2022,tente não dançar,tiktok viral video,tiktok laranja,tiktok mashup,dance funk tiktok mashup,dance funk,dance ce souber músicas,Dance se souber~{Tik Tok},dance se souber tiktok brasileiro,dance se souber tiktok antigos,dancer se souber tiktok 2021,tik

dance se souber 2025,
dance se souber tiktok 2024 atualizado novas,
dance se souber tiktok 2025 atualizado,
dance se souber tiktok,
dance se souber,
dance se souber tiktok 2024,
tente não dançar tiktok,
tente não dançar,
tente não dançar e nem cantar,
tente não dançar tik tok 2024,
tente não dançar 2024,
tente não dançar tiktok atualizada,
tiktok mashup 2024,
tiktok mashup brasil,
mashup tiktok brasil,
mashup funk tiktok,
dance se souber tiktok 2024 novas,
tiktok 2024,

#dancesesoubertiktok2025  
#dancesesoubertiktok  
#dancesesoubertiktokatualizado","dance se souber, dance se souber tiktok, dance se souber tiktok 2023, musicas do tik tok, dance se souber músicas do tik tok, tiktok, tik tok, música do tik tok, música de tik tok, dança se souber, tik tok 2023, dance sober, tiktok dance se sober, dance se souber tiktok 2024, dance se souber 2024, dance se souber 2024 atualizadas, dance se souber músicas atualizadas, brazil tiktok, dance se souber tik tok, dance se souber 2025, dance se souber tiktok 2025, tiktok 2025, tik",00:08:20,59608,497,15,https://i.ytimg.com/vi/PvA9ytsN0ps/maxresdefault.jpg,BR
2,,,1,"Television_program, Entertainment, Film",9.66%,pt-BR,2,UCR7ZwQz60rW9dK59Dirdc8w,HBO Max Brasil,475000,K8BgHgL_pr8,2025-10-14T16:04:40Z,16.14 horas,IT: Bem-Vindos a Derry | Red Band Trailer Dublado | HBO Max,"Corra. 

#ITBemVindosADerry chega na HBO e na HBO Max em 26 de outubro.

A #HBOMax é a casa dos seus filmes e séries favoritos da Warner Bros., DC, Cartoon Network, TNT, Adult Swim, Discovery, HBO e Max Originals – além de TODOS os jogos da Champions League ao vivo! Tudo no mesmo lugar para você assistir quando e onde quiser. Nos vemos na hbomax.com   

Inscreva-se no canal: https://bit.ly/YouTubeStreamMaxBR

Me segue nas redes! 
Twitter: https://twitter.com/StreamMaxBR
Instagram: https://www.instagram.com/hbomaxbrasil/ 
Facebook: https://www.facebook.com/hbomaxbrasil
TikTok: https://www.tiktok.com/@hbomaxbr","hbo max, hbomax, streaming, novidades hbo, lançamentos hbo, assinatura hbo max, lançamentos filmes, lançamentos series, DC, DCU, James Gunn, Pacificador, Peacemaker, Superman, Movies, Series, Filmes",00:02:01,48878,4203,520,https://i.ytimg.com/vi/K8BgHgL_pr8/maxresdefault.jpg,BR
3,,,20,"Action-adventure_game, Video_game_culture, Action_game, Role-playing_video_game",11.74%,pt,3,UCdlJx-w37viXFNq__qZ7ARQ,PAULINHO O LOKO,7060000,Ev6LRDs46zQ,2025-10-15T01:48:37Z,6.41 horas,VINGUEl O HOMEM QUE ME DEU PD 😱 GTA RP (Paulinho o LOKO),"VOTE NO PAAAULO: https://peb.gg/votacoes/indicacao_publica/

LIVES em: www.kick.com/paulinholokobr

Meu Instagram: @paulinhooloko

Contato Empresarial: modderempresarial@outlook.com

Editado por: @andersonmatsu55","modder, modder dois, modder 2, anti rp, anti roleplay, paulinho o loco, paulinho o loko, gta anti rp, gta roleplay, gta anti roleplay, mother dois, paulinho louco, paulinho loco, voz fina no jogo, jogo que imita a vida real, gta",00:34:17,287138,32201,1513,https://i.ytimg.com/vi/Ev6LRDs46zQ/maxresdefault.jpg,BR
4,,,10,"Pop_music, Music_of_Latin_America, Music",4.44%,pt,4,UCiuFLgmkltwqIOGLbRLn-cg,Kevi Jonny,1160000,e1ijT0wNDFE,2025-10-15T01:26:48Z,6.77 horas,Casamento Kevi e Sthe - Vídeo Oficial,"Ouça em todos os aplicativos de áudio: 
https://lnk.to/CasaldaHistoria","arrocha, sthe matos, sthe, kevi jonny e sthe, casamento sthe, casamento kevi jonny, kevi jonny e sthe matos, quando seu namorado for eu, sthefane matos, Casal dessa história, Casamento Kevi",00:02:48,55351,2139,316,https://i.ytimg.com/vi/e1ijT0wNDFE/maxresdefault.jpg,BR
5,,,24,"Film, Entertainment, Lifestyle_(sociology)",13.63%,pt,5,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,14200000,Is8If9XWTEs,2025-10-14T15:30:17Z,16.72 horas,"BOMBA! INVENCÍVEL DE VOLTA! TRAILER REVELOU THRAGG, DINOSAURUS E UM NOVO VILTRUMITA! [4 temporada]","Galera, o hype voltou! A Prime Video acabou de lançar o teaser da nova temporada de Invencível, e nós analisamos tudo em detalhe. O vídeo confirma a chegada do Thragg, o viltrumita mais poderoso de todos, mas também esconde várias referências a novos vilões e tramas que vêm direto dos quadrinhos.

O teaser segue a tradição da série e traz o Mark Grayson novamente na Burger Mart, mas dessa vez o cenário está completamente destruído — e isso já entrega muita coisa sobre o que vai acontecer na quarta temporada. A gente explica como essa ambientação conecta com os eventos da Guerra Invencível e a luta brutal contra o Conquista, que deixou o Mark cheio de ferimentos e usando aquelas talas metálicas nas pernas e nos braços, exatamente como na HQ número 68.

Nesse vídeo, nós mostramos como esse teaser aparentemente simples esconde detalhes sobre a aparição do Dinossaurus, um vilão com motivações parecidas com as do Thanos, que deve ter um papel central na nova temporada. Também analisamos o roteiro mostrado no vídeo, que descreve o Invencível enfrentando um monstro gigantesco no espaço — um dos momentos mais esperados dessa nova fase.

E claro, falamos sobre a chegada oficial do Thragg, o verdadeiro líder dos Viltrumitas, um personagem que coloca o Omni-Man e o Conquista no bolso quando o assunto é poder e brutalidade. A nova temporada promete elevar o nível de violência, emoção e escala da história.

Além disso, o teaser faz piada com o próprio processo de produção da série, mostrando a Gillian Jacobs dublando a Eve e até soltando uma referência direta ao “Invencível de Moicano”. Pode parecer uma brincadeira, mas quem acompanha os quadrinhos sabe que essa versão do herói vai voltar e vai ter um papel importante no futuro da trama.

A quarta temporada de Invencível promete ser uma das mais intensas até agora, cheia de novas ameaças, heróis feridos e vilões lendários. Nós analisamos cada frame do teaser pra mostrar todas as conexões escondidas e o que isso pode significar para o futuro do universo da série.

#Invencivel #Invincible #InvincibleSeason4 #InvincibleTeaser #Thragg #MarkGrayson #OmniMan #AtomEve #Viltrumitas #PrimeVideo #RobertKirkman #InvincibleAnalysis #InvincibleTrailer #InvincibleHype #EiNerd #PeterJordan #HQs #Series2025 #AmazonPrime #UniversoNerd #gotf  

--------------------------------------------------------------
📝  Roteiro: William Prado
🎬  Edição: Will
🎨  Thumbnail: Sammy Ferreira
🧠  Direção de Conteúdo: Caio Rohen
--------------------------------------------------------------
👉Influenciador São Paulo
https://premioibest.vote/509624443
---------------------------------------------------------------

💪😎 WheyNerd já disponível para compras, acesse: https://loja.wheynerd.com.br/
Seja um afiliado: https://afiliados.wheynerd.com.br/register

💡 𝗔𝗽𝗼𝗶𝗲 𝗻𝗼𝘀𝘀𝗼 𝗰𝗮𝗻𝗮𝗹:
✓ Crie sua conta na Hotmart e seja um afiliado: https://hotm.art/PJHotmartAfiliados
✓Você quer viver de Youtube? → https://rebrand.ly/viver-de-youtube

📧 𝐂𝐨𝐧𝐭𝐚𝐭𝐨:
✓ Comercial e novos negócios → comercial@einerd.com

🔔 𝐏𝐞𝐭𝐞𝐫 𝐉𝐨𝐫𝐝𝐚𝐧: 
✓ Instagram e Facebook →  @petjordan 
✓ Meu canal de viagem e vlogs → https://www.youtube.com/@malafeitatv

🔔 Breno Jordan: 
✓ Instagram e TikTok → @brenojordan_

Acesse nosso portal: https://www.einerd.com/

♬ 𝘔𝘶́𝘴𝘪𝘤𝘢𝘴:
✓ Music by Epidemic Sound","Nerd, ei nerd, peter jordan, UCM, MARVEL, DC, DC COMICS, CINEMA, FILMES, ANIMES, QUADRINHOS, HQS, SERIES, GEEK, CULTURA POP, SERIADOS, HERÓIS, SUPER HEROIS",00:04:26,57890,7722,167,https://i.ytimg.com/vi/Is8If9XWTEs/maxresdefault.jpg,BR
6,,,20,"Action-adventure_game, Video_game_culture, Action_game, Role-playing_video_game",6.51%,pt-PT,6,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21800000,YB6n9k-Ilgg,2025-10-14T15:41:44Z,16.53 horas,"BLOODMONEY, MAS TODA VEZ QUE EU CLICO NELE EU DOU AMOR E CARINHO!","Depois de tanto sofrimento que o Harvey passou em Bloodmoney, agora chegou a hora dele finalmente receber o carinho e amor que ele merece em Softmoney! CONFIRA E SARAIVA O LIKE!
●Nome do Jogo: Softmoney
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com","jazzghost, jazz, bloodmoney, softmoney",00:24:55,1021774,61585,4979,https://i.ytimg.com/vi/YB6n9k-Ilgg/maxresdefault.jpg,N/A
7,,,10,"Music_of_Asia, Pop_music, Music, Hip_hop_music, Electronic_music",0.32%,en,7,UCg8ZzloDPTrOiGztK0C9txQ,THEBLACKLABEL,4220000,hlULtigNNao,2025-10-14T08:59:58Z,23.22 horas,MEOVV(미야오) - ‘BURNING UP’ M/V,"🔗 https://MEOVV.lnk.to/BURNINGUP

MEOVV(미야오) - ‘BURNING UP’ M/V

가는 길은 blazing
Damn I feel amazing
주저하지 말고 hold me

버려 hesitation
뿌리쳐 temptation
말만 하지 말고 show me
 
Run to you 숨이 멈춰도 돼
Oh I’ll give it all night and day
 
Got me burning
Got me burning up
Tell the DJ turn it
Turn it, turn it up

Yeah you got me burning
Got me burning up
Can you make my body work, make it

Shake it, shake it, shake it
뜨겁게 I make it
모두 태워 bet it on me

Take it, take it, take it
뺏길 바엔 다 뺏지
가질 거야 like they owe me

Yo 비교 말어 I’m the player one
미칠듯한 온도 better run like
Tssss MEOVV heating up
Tssss so hot feel the rush

I wanna I wanna
Get higher than this step back
I get what I get
Then stack it up, stack it up like

Run to you 숨이 멈춰도 돼
Oh I’ll give it all night and day

Got me burning
Got me burning up
Tell the DJ turn it
Turn it, turn it up

Yeah you got me burning
Got me burning up
Can you make my body work, make it

Got me burning up, make it
Got me burning up, make it

우린 끝까지 가
We gon’ let the fire burn

It’s like a wildfire
Imma stay right by ya
Come take me up higher

Burning burning burning up

It’s like a wildfire
Imma stay right by ya
Come take me up higher

Let it, let it, let it, let it burn


Digital Single ‘BURNING UP’
2025.10.14 6PM (KST)

More about MEOVV @
https://www.youtube.com/@MEOVV_OFFICIAL
https://www.instagram.com/MEOVV/
https://www.facebook.com/MEOVV.OFFICIAL/
https://www.tiktok.com/@meovv_official
https://x.com/OFFICIAL_MEOVV
https://weibo.com/u/7941496139

#MEOVV #미야오
#BURNINGUP #MEOVV_BURNINGUP
#THEBLACKLABEL #더블랙레이블","KPOP, K-POP, Jeon Somi, 전소미, blackpink, yg entertainment, music video, YG, music, theblacklabel, bts, dance, THEBLACKLABEL, MEOW, cat, meow, 테디걸그룹, 걸그룹, 테디, teddygirlgroup, yggirlgroup, 미야오, MEOVV, BLACKPINK, 블랙핑크, 4세대 아이돌, 5세대 아이돌, IVE, 아이브, 르세라핌, 에스파, aespa, ELLA, 엘라, 엘라그로스, 가원, GAWON, 수인, SOOIN, 미야오데뷔, 안나, ANNA, TOXIC, BODY, 태양, taeyang, 지드래곤, 권지용, rose, 로제, 제니, 리사, jennie, lisa, 자컨, 미야오 자컨, kiki, 키키, 하츠투하츠, hearts2hearts, aldidh, HANDSUP, 나린, NARIN, 핸즈업, goswmdjq, DROP TOP, 드롭탑, 드랍탑, BURNING UP, 버닝업, 미야오 버닝업, 미야오 MV, MEOVV MV, BURNING UP MV",00:02:56,2714375,0,8590,https://i.ytimg.com/vi/hlULtigNNao/maxresdefault.jpg,KR
8,,,1,"Entertainment, Film",6.03%,pt-BR,8,UC2eb58Gxb613nJDjpuwWmgg,ONE Media Brasil,1340000,0RfpSpZFpZU,2025-10-14T16:26:02Z,15.79 horas,IT: Bem Vindos A Derry Trailer 4 Dublado (2025) Pennywise,"IT: Bem Vindos A Derry Trailer 4 Dublado (2025) Pennywise, Palhaço
© 2025 - HBO Max","filmes, cinema, trailer, trailer brasileiro, brasil, dublado, 2025, It Bem Vindos A Derry, It Bem Vindos A Derry Trailer, It, Pennywise, Palhaço, Trailer 4, novo",00:02:21,36413,2085,112,https://i.ytimg.com/vi/0RfpSpZFpZU/maxresdefault.jpg,BR
9,,,20,"Role-playing_video_game, Video_game_culture, Action_game",3.52%,pt-BR,9,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,14000000,Xw4wMPRGB8o,2025-10-14T22:29:32Z,9.73 horas,JOGUEI PLANTS vs BRAINROTS PELA PRIMEIRA VEZ... e VIREI UMA LENDA MUNDIAL! 🧠🌱🔥,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:29:49,412849,12985,1530,https://i.ytimg.com/vi/Xw4wMPRGB8o/maxresdefault.jpg,BR
10,,,10,"Pop_music, Music, Music_of_Latin_America",2.52%,pt-BR,10,UCY5QKzOaiJa-ERAcqBH_gBw,Calcinha Preta,2970000,e_dMCakhWaQ,2025-10-14T15:00:07Z,17.22 horas,Não Tem Segredo - Calcinha Preta #ATEMPORAL (Ao vivo em São Paulo),"Festival Atemporal | festivalatemporal.com.br
Assista na íntegra no Globoplay: https://globoplay.globo.com/v/13980473/?s=0s
Ouça na sua plataforma de áudio favorita: https://onerpm.link/AtemporalAoVivoemSaoPaulo
Inscreva-se: https://www.youtube.com/calcinhapreta?sub_confirmation=1
Playlist Atemporal no YouTube: https://youtube.com/playlist?list=PLH2m03GXpN_u9-AXQyEBx7CsfKloF9H1c&si=cohI8ZMy_ktSuQWz

Site Oficial: Site Oficial: https://www.calcinhapreta.com.br/
--
Não Tem Segredo
Composição: Ivo Lima, Chrystian Lima

Eu queria tanto me entregar
Não tem segredo
Mas é muito cedo pra te amar
Não tenha medo

Eu não vou te abandonar jamais
Eu sou assim, dentro de mim
Um bom rapaz
Eu sou assim, louca por ti
Te amo demais

Vivo sonhando com você
Então me abraça
É só você querer
Então me abraça
Assim eu vou me entregar
Me dá um beijo
Se a gente se beijar
Ninguém vai segurar

Eu queria tanto me entregar
Não tem segredo
Mas é muito cedo pra te amar
Não tenha medo

Eu não vou te abandonar jamais
Eu sou assim, dentro de mim
Um bom rapaz

Eu sou assim, louca por ti
Te amo demais

Não duvide nunca amor
Eu te quero muito amor
Temos todo tempo para amar

Não duvide nunca amor
Eu te quero muito amor
O amor não cansa de esperar

Vivo sonhando com você
Então me abraça
É só você querer
Então me abraça
Assim eu vou me entregar
Me dá um beijo
Se a gente se beijar
Ninguém vai segurar

--
FICHA TÉCNICA
Realização: Grupo FazMídia
Produção Executiva: Diassis Marques, Felipe Marques, Fernanda Marques
Direção Geral: Anselmo Troncoso, Diassis Marques, Felipe Marques
Produção Musical: Chrystian Lima, Felipe Marques
Mixagem e Masterização: Léo Moraes,  Alessandro Kbral
Edição e Finalização: Antonielly Sales, Calebe Dorneles, Daniel Aragão, Felipe Marques
--
CONTATOS
Shows: (79) 99153-0044 / shows@calcinhapreta.com.br
Publicidade: (11) 98779-0930 / contato@calcinhapreta.com.br
--
SIGA NAS REDES SOCIAIS
Instagram: http://www.instagram.com/CalcinhaPreta
Instagram: http://www.instagram.com/Festival.Atemporal
Facebook : https://www.facebook.com/BandaCalcinhaPreta
Twitter: https://twitter.com/CalcinhaPreta
Tiktok: https://www.tiktok.com/@calcinhapreta
Telegram: https://t.me/+VbsOluxDprF-UXal
--
OUÇA NAS PLATAFORMAS
Spotify: https://open.spotify.com/artist/6Kps94g1Npexh3LrinIOvC?si=0qzB-FopQGu0Wbrp6SYhyQ
Deezer: https://www.deezer.com/br/artist/794505
Apple Music: https://music.apple.com/br/artist/calcinha-preta/329156734Amazon Music: https://music.amazon.com.br/artists/B0039AZ9UY/calcinha-preta?refMarker=null","Calcinha Preta, DVD, Daniel Diau, Silvania Aquino, Berg Rabelo, Paulinha Abelha, Raid Neto, FazMídia, Hoje À Noite, Manchete De Jornais, Mágica, A Calcinha Preta É Nossa, Segredo, Quer Namorar Comigo, Marlus Viana, Ao Vivo Em Belém do Pará, Live, CP25Anos, Lançamento, Forró, Atemporal, Pouca Roupa, Cobertor, Sem Explicação, Versões em forró, forró das antigas, Ao Vivo em São Paulo, Ohara Ravick, #Atemporal",00:03:09,112350,2585,241,https://i.ytimg.com/vi/e_dMCakhWaQ/maxresdefault.jpg,BR
