Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Sport, Association_football",3.18%,pt-BR,1,UCgCKagVhzGnZcuP9bSMgMCg,ge,6090000,ahG3Oq4HSVI,2025-06-08T22:02:32Z,22.13 horas,PORTUGAL 2 (5) X (3) 2 ESPANHA | MELHORES MOMENTOS | LIGA DAS NAÇÕES UEFA 2024/25 | sportv,"Portugal vence a Espanha nos pênaltis e conquista o bicampeonato da Liga das Nações. Cristiano Ronaldo garante o empate no segundo tempo, e Rubén Neves sai como herói ao converter a última cobrança portuguesa

#nationsleague #portugal #espanha 
___________________________________________________________________________________________________
✅ INSCREVA-SE NO CANAL GE:  https://cutt.ly/xfHlwBk
🏆 Assine o sportv e Globoplay +Canais: https://bit.ly/3oCtARt
⚽ Assista ao sportv pelo Globoplay: https://bit.ly/3qlSUvP

👉 Acesse ge.globo
👍 Curtiu o vídeo? Deixe seu like e dê seu pitaco 😎⚽ 

🌟 Playlists pra você maratonar 🌟 
► trechos SPORTV: https://cutt.ly/ERy9MiB
► Bola Quadrada:  https://cutt.ly/IfHk7ra 
► Jogos Históricos: https://cutt.ly/BkxoZJX
► Listas e TOPs: https://cutt.ly/hkxo51U
► Originais GE: https://cutt.ly/vkxpunL

✅ Inscreva-se, também, no canal do CARTOLA FC e fique por dentro das melhores dicas do maior fantasy game do Brasil - https://cutt.ly/ffV1Xri

No canal ge você encontra os melhores conteúdos do FUTEBOL BRASILEIRO! 🤙😎","melhores momentos, highlights, esporte, esportes, ge, ge.globo, globo esporte, globo, globoesporte.com, sportv, futebol, canal do ge, gol, gols, central do ge, Copa do Brasil, ao vivo, ao vivo com imagens, com imagens, com imagem, futebol ao vivo, futebol 24 horas, futebol ao vivo com imagem, futebol internacional, nations league, liga das nações da europa, portugal, espanha, portugal x espanha, final, Cristiano Ronaldo, Lamine Yamal, portugal campeão, CR7, Portugal campeão",00:07:37,2863268,86638,4349,https://i.ytimg.com/vi/ahG3Oq4HSVI/maxresdefault.jpg,BR
2,,,24,"Role-playing_video_game, Action_game, Video_game_culture, Action-adventure_game, Strategy_video_game",6.96%,en,2,UCsSsgPaZ2GSmO6il8Cb5iGA,DaFuq!?Boom!,45900000,zo4g2Ue-zEo,2025-06-09T00:30:10Z,19.67 horas,skibidi toilet 79 (part 1),"cameramen base is under attack

animation by dafuqboom

designs development/help by:
@StriderZ47 (51MP Cameraman)
@DeerFromOhio (WOD)

base scenebuild major help by @DeerFromOhio 

music: 
Kelly Bailey - Lab Practicum
Akira Yamaoka - Kill Leonard, Noone Loves You
HL Alyx - Supersymmetry Dilation

screams by ⁨@steak and @ibio75   ;)
additional particles by ⁨@HoovyTube 

action figures are finally here
dark speakerman, plungerman, tv woman, cameraman, titan 3-pack + more
available now at major retailers including:
• walmart: https://bit.ly/3FSY89V 
• target: https://bit.ly/42uAQQo 
• amazon: https://amzn.to/4czog6d 
• skibiditoilet.shop

Contact me:
instagram.com/dafuqboomtv
blugrayguy@gmail.com",,00:07:19,7832221,469978,75286,https://i.ytimg.com/vi/zo4g2Ue-zEo/maxresdefault.jpg,US
3,,,10,"Pop_music, Music_of_Asia, Music, Electronic_music",9.60%,ko,3,UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,30600000,1KhOhW_O8-k,2025-06-09T08:58:07Z,11.20 horas,"ITZY ""Girls Will Be Girls"" M/V","ITZY ""Girls Will Be Girls"" M/V

ITZY 'Girls Will Be Girls' 
ITZY.lnk.to/GirlsWillBeGirls

💿 ALBUM RELEASE
2025.06.09 MON 6PM (KST) | 5AM (EDT)

[ITZY Official]
▶ https://www.youtube.com/c/ITZY
▶ https://www.instagram.com/itzy.all.in.us
▶ https://www.tiktok.com/@itzyofficial
▶ http://www.twitter.com/ITZYOfficial
▶ http://www.facebook.com/OfficialITZY
▶ https://www.weibo.com/u/7462077750?is
▶ http://ITZY.jype.com

#ITZY #ITZYComeback #ITZY_GirlsWillBeGirls #ITZY_GWBG

Copyrights 2025 ⓒ JYP Entertainment. All Rights Reserved","JYP Entertainment, JYP, ITZY, 있지, イッチ, 예지, 리아, 류진, 채령, 유나, YEJI, LIA, RYUJIN, CHAERYEONG, YUNA, イェジ, リア, リュジン, チェリョン, ユナ, อิทจี, เยจี, ลีอา, รยูจิน, แชรยอง, ยูนา, ITZY VIDEOS, MV, ITZY MV, ITZY MUSIC VIDEOS, Teaser, ITZY Teaser, IT'z Different, IT'z ICY, IT'z ME, Not Shy, GUESS WHO, CRAZY IN LOVE, DALLA DALLA, ICY, WANNABE, 마.피.아.IN THE MORNING, LOCO, ITZY CHECKMATE, CHECKMATE, ITZY COMEBACK, SNEAKERS, Boys Like You, CHESHIRE, KILL MY DOUBT, CAKE, BORN TO BE, UNTOUCHABLE, GOLD, AIR, Girls Will Be Girls",00:02:54,3346440,289683,31458,https://i.ytimg.com/vi/1KhOhW_O8-k/maxresdefault.jpg,N/A
4,,,24,"Lifestyle_(sociology), Entertainment",1.20%,pt-BR,4,UC7dN8lVhi2FPM9eZbMDrepw,Brenner Mariano,7890000,yRIvVMqiV40,2025-06-08T22:00:57Z,22.15 horas,ENCONTREI A COLEÇÃO COMPLETA DE BOBBIE GOODS NO LIXO!! *FIQUEI CHOCADO,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UC7dN8lVhi2FPM9eZbMDrepw/join

Assista também:
Canal da Nathalia - @NathaliaAimee 
Enaldinho - @enaldinho 

Contato comercial: contato@brennermariano.com

O conteúdo deste e de todos os vídeos do canal é voltado exclusivamente para entretenimento e não deve ser reproduzido em nenhuma circustância. Por favor, não tente replicar as atividades ou desafios apresentados em casa ou em nenhum outro lugar.","Brenner mariano, Brenner, Mariano, Enaldinho, Enaldo lopes",00:10:15,333471,3876,132,https://i.ytimg.com/vi/yRIvVMqiV40/maxresdefault.jpg,BR
5,,,22,"Lifestyle_(sociology), Entertainment",6.41%,,5,UCvoIURJFUaGdx5QhM_p4JsA,Nood TV,675000,AcLKv97k-j8,2025-06-08T22:00:11Z,22.17 horas,ESTOURE O BALÃO | ESPECIAL DIA DO AMOR❤️,"Tettrem, Andi e Julito comandam um “Estoure o Balão” especial de Dia do Amor! Com perguntas, crushes e surpresas do Boticário, nossos participantes tentam encontrar conexão, afeto e quem sabe… um date.

No fim, a gente brinca, se diverte e lembra que amor bom é aquele que faz a gente feliz — seja com um novo crush, um amigo ou com a gente mesmo. E claro: para cada tipo de amor, um presente O Boticário. Eleita a melhor marca para presentear sem erro*. 

*Fonte: Kantar, Divisão Worldpanel | Painel de Consumidores – Compradores, Volume Unidades | T. Cross CFT | T. Presentes | Período: Out/23-Set/24 | Painel de lares brasileiros baseado em amostra, que representa 82% da população domiciliar do país.

Ganhe dinheiro fazendo cortes do programa:
https://discord.com/invite/NfhFebEdM5

Inscreva-se no canal da Nood TV:  @noodtvoficial 

Curta a nossa página no Instagram: https://www.instagram.com/noodtv

Faça parte do nosso Casting: https://docs.google.com/forms/d/e/1FAIpQLSd_kPVmGdOVAg2YtAgar0U90mplXFDYrVyZSKRx5GOx1q3rag/viewform",,00:36:26,146128,9105,264,https://i.ytimg.com/vi/AcLKv97k-j8/maxresdefault.jpg,N/A
6,,,24,"Action-adventure_game, Video_game_culture, Action_game",6.03%,pt-BR,6,UCUZfhX79dQrJvAgYefiXCCA,Flow Games,732000,lb55LmJCwgM,2025-06-08T18:33:10Z,25.62 horas,COBERTURA XBOX GAMES SHOWCASE 2025 vai ser A MELHOR? - #FGN,"MANDE SUA MENSAGEM COM VOZ PERSONALIZADA!
https://livepix.gg/flowgamestv

Mais um dia de Summer Game Fest e você confere tudo aqui no Flow Games. Hoje é dia de Xbox Games Showcase + Outer Worlds 2 

Direto de Los Angeles, direto do Brasil, vem que hoje tá incrível!⚡
~~~~~~  

BONOXS
Está rolando a campanha do ""Days of Play"" na Bonoxs. Usando o cupom DAYSOFPLAY você tem 10% de desconto nos cartões da PSN!
Para todas as compras, o cupom FLOWGAMES5 dá 5% de desconto na primeira compra do usuário
https://bit.ly/flowgamesBNX

~~~~~~  

LOW GAMES
ENTRE NOS GRUPOS DO WHATSAPP do LOW GAMES
https://devzapp.com.br/api-engennier/campanha/api/redirect/6834a75d96a7ba00010439e4

Controle Xbox Series - Edição Limitada DOOM: THE DARK AGES MAIS BARATO no LOW GAMES!
https://mercadolivre.com/sec/1parJfV

Xbox Series S mais BARATO no LOW GAMES!
https://www.lowgames.com.br/api/redirect?url=https://mercadolivre.com/sec/2QpLak3&linkId=af430528-ed61-46fd-b8b1-62db87a7a43c

DAYS OF PLAY, de 28 de maio a 11 de junho com o Low Games, os melhores preços!
https://amzn.to/4kxFRhq

PS5 Slim Sem Leitor + 2 Jogos MAIS BARATO com CUPOM!
Cupom: ULTRAMELI18
https://mercadolivre.com/sec/2rzBRjY

Garanta o seu PS5 Pro para a melhor experiência em GTA 6 com o Low Games!
https://amzn.to/4diHXiM

PS5 Slim 1TB com Returnal + Ratchet & Clank com ótimo preço no Days of Play do Low Games
https://mercadolivre.com/sec/1W3GYbd

ACESSÓRIOS E JOGOS PARA NINTENDO SWITCH 2 MAIS BARATOS COM O LOW GAMES!
Amazon (JoyCon 2): https://amzn.to/3RUQ5MC
Amazon (Mario Kart World, mídia física): https://amzn.to/3ERXKsc

🔴 Bundle Nintendo Switch 2 + Mario Kart World
- Amazon: https://amzn.to/3FyCtnL
- Kabum: https://tidd.ly/45EkJ4U
- Mercado Livre: https://mercadolivre.com/sec/1aM3xzx

🔴 CONSOLE NINTENDO SWITCH 2 - SÓ CONSOLE
Amazon
•⁠  ⁠Preço: R$4.184 (à vista)
•⁠  ⁠Preço: R$4.499 (até 12x sem juros!)
•⁠  ⁠Link: https://amzn.to/4d77kUN

Kabum
•⁠  ⁠Preço: R$4.499 (à vista)
•⁠  ⁠Preço: R$4.499 (até 10x sem juros!)
•⁠  ⁠Link: https://tidd.ly/3YB33D3

🔴 Joy-Con 2 Azul e Vermelho Claro
•⁠  ⁠Amazon: https://amzn.to/45bgnlM

-------------------------
🟢 CONTROLE PRO NINTENDO SWITCH 2
Amazon
•⁠  ⁠Preço: R$557 (à vista)
•⁠  ⁠Preço: R$599 (até 12x sem juros!)
•⁠  ⁠Link: https://amzn.to/4d3AIuV

Kabum
•⁠  ⁠Preço: R$599 (à vista)
•⁠  ⁠Preço: R$599 (até 10x sem juros!)
•⁠  ⁠Link: https://tidd.ly/3EISqY9

Mercado Livre:
- Preço: R$ 557,85 (à vista)
- Preço: R$ 599,90 (parcelado) 
- Link: https://mercadolivre.com/sec/16aWd6Q 
USE O CUPOM APROVEITE10
-------------------------
⚫ JOY-CON 2
Amazon
•⁠  ⁠Preço: R$650 (à vista)
•⁠  ⁠Preço: R$699 (até 12x sem juros!)
•⁠  ⁠Link: https://amzn.to/3RUQ5MC

Kabum
•⁠  ⁠Preço: R$699 (à vista)
•⁠  ⁠Preço: R$699 (até 10x sem juros!)
•⁠  ⁠Link: https://tidd.ly/4iO2uwM
-------------------------
🔵 CÂMERA NINTENDO SWITCH 2
Amazon
•⁠  ⁠Preço: R$348 (à vista)
•⁠  ⁠Preço: R$375 (até 12x sem juros!)
•⁠  ⁠Link: https://amzn.to/3GItcJP

De um game over nos preços altos com o Low Games, e compre jogos, consoles e acessórios com preços baixos! 
https://www.lowgames.com.br/

ENTRE NOS GRUPOS COM PROMOÇÕES EM TEMPO REAL: https://linktr.ee/lowgames

~~~~~~ 

FLOW PING 
Otimize sua rota de internet, reduza o lag e aumente seu FPS em sua gameplay com o Flow Ping. 
https://try.flowping.com.br/flowgames/ 

~~~~~~ 

Capítulos
00:00:00 - Aguarde
00:14:57 - Pré-Show
02:04:34 - Evento

~~~~~~ 

Acompanhe o Flow Games em todas as mídias: https://linkin.bio/flowgamestv/ 
Acesse o nosso portal de notícias: https://flowgames.gg/ 
Faça parte do Discord do Flow Games: https://discord.com/invite/SfxPYf7BkQ 

Receba as principais notícias, vídeos e conteúdos exclusivos do universo gamer, na palma da sua mão. 

WhatsApp: https://www.whatsapp.com/channel/0029VacH04P8aKvBME6vZH1W 
Telegram: https://t.me/FlowGamesNEWS 

~~~~~~ 

CAIXA POSTAL
80154 | CEP: 03350-970 | São Paulo - SP
especificar que é pro Flow Games

~~~~~~ 

Conheça o HUB Flow Games no YouTube. 
Flow Games Trailers: https://www.youtube.com/@FlowGamesTrailers 
Cortes do Flow Games: https://www.youtube.com/@CortesdoFlowGames 

~~~~~~ 

ANFITRIÕES: 

*FLOW GAMES*

Davy Jones 
- Twitter: @DavyJonesRJ
 - Instagram: @odavyjones

PhoenixBR
- Twitter: @PhoenixBR
 - Instagram: @PhoenixBRnnf

Thais Matsufugi
- Twitter: @thamatsu
 - Instagram: @ThaMatsu

Cross
- Twitter: @Cross_GP
 - Instagram: @crosstossaur

Bruno Micali
- Twitter: @MicaliBruno
- Instagram: @micalibruno

*MD3*

Schaeppi
- Twitter: @Schaeppi
- Instagram: @tschaeppi

Prieto
- Twitter: @fprieto
- Instagram: @prieto.7k

Djoko
- Twitter: @Djokolol
- Instagram: @djokolol

~~~~~~ 

PRODUÇÃO:

Felipe Cardoso
-Instagram: @goodcardoso 
-Twitter: @cardoso122 

DIREÇÃO:

Takeshi Oyama
- Instagram: @takeshioyama_
- Twitter: @takeshioyama

Zero
-Instagram: @otiozero 
-Twitter: @otiozero 

Luiz Pancieri
- Instagram: @luizpancieri

~~~~~~ 

#flowgames #summergamefest #xbox","flowgames, flow games, podcast flow, podcast flow games, podcast flow jogos, fgn, flow games news, notícias jogos, notícias games, davy jones flow games, cross flow games, gta 6, phoenixbr, bruno micali, react do flow games, flow games thamatsu, nintendo switch 2, lançamento switch 2, flow games switch 2, summer game fest 2025, E3 2025, flow games sgf, flow games xbox showcase, flow games em los angeles, xbox games showcase 2025",03:26:31,387291,23114,239,https://i.ytimg.com/vi/lb55LmJCwgM/maxresdefault.jpg,BR
7,,,20,"Action-adventure_game, Action_game, Video_game_culture, Role-playing_video_game",5.65%,pt-BR,7,UCOaQsQIByJYHyETtw48l_Vw,Free Fire Esports Brasil #FREEFIRE,1630000,5zPKsl6iun0,2025-06-08T19:24:13Z,24.77 horas,"🚨FFWS BR 🏆RODADA 20 - GRUPOS A, B e D  | FREE FIRE AO VIVO🚨 #freefire","Assista ao vivo a Rodada 20 do FFWS BR 2025, entre os grupos A, B e D
Grupo A: Fluxo, Alfa34, Savex e Influence Rage
Grupo B: Team SOlid, Corinthians, LOS e Flamengo
Grupo D: Loud, E1 e Alpha7



Siga as redes sociais de Esports Free Fire e fique por dentro de tudo!
Kwai - kwai.com/user/@FFesportsBR
TikTok -   / ffesportsbr  
Twitter -   / ffesportsbr  
Instagram -   / ffesportsbr  
Facebook -   / ffesportsbr  
Discord -   / discord  

#LBFF #FFWSBR","Free Fire, LBFF, Frifas, Clipadinhas, garena, free, fire, free fire, diamante royale, pro league, modo cs, contra squad, jogo mobile, mobile, nova skin, ao vivo, garena free fire, free fire brasil, garena brasil, nova atualização, codiguin, liga brasileira, campeonato garena, lbff ao vivo, free fire ao vivo, lb, competitivo, competitivo free fire, lbff live, free fire live",03:28:09,288107,16244,42,https://i.ytimg.com/vi/5zPKsl6iun0/maxresdefault.jpg,BR
8,,,17,"Sport, Association_football",9.53%,pt-BR,8,UCNFf1QdVK-73ZODRfpFwubg,Bruno Formiga,411000,tx0IWay7NHk,2025-06-08T22:41:40Z,21.47 horas,LEVANTAI HOJE DE NOVO O ESPLENDOR DE CRISTIANO!,Portugal campeão da Nations League e Cristiano decisivo novamente. Artilheiro e fazendo gols na semi e na final. Interminável!,"PORTUGAL CAMPEÃO, LIGA DAS NAÇÕES, NATIONS LEAGUE, CRISTIANO RONALDO, CRISTIANO CAMPEÃO, BRUNO FORMIGA, CANAL DO FORMIGA, TNT SPORTS, POLEMICAS VAZIAS",00:11:49,164181,14010,1642,https://i.ytimg.com/vi/tx0IWay7NHk/maxresdefault.jpg,BR
9,,,10,"Music, Pop_music, Music_of_Asia, Entertainment, Lifestyle_(sociology)",14.35%,ko,9,UCvEEeBssb4XxIfWWIB8IjMw,KISS OF LIFE,1970000,52IyDIMyejQ,2025-06-09T09:00:07Z,11.17 horas,KISS OF LIFE (키스오브라이프) 'Lips Hips Kiss' Official Music Video,"KISS OF LIFE (키스오브라이프) 'Lips Hips Kiss' Official Music Video
#KISSOFLIFE #키스오브라이프 #Lips_Hips_Kiss
-
[KISS OF LIFE Official Channel]
YouTube : https://www.youtube.com/channel/UCvEEeBssb4XxIfWWIB8IjMw
Twitter : https://twitter.com/KISSOFLIFE_S2
Instagram : https://www.instagram.com/kissoflife_s2
Facebook : https://www.facebook.com/KISSOFLIFEofficial
TikTok : https://www.tiktok.com/@kissoflife_official
Official WebSite : https://kissoflife-official.com/","KISS OF LIFE, 키오프, 키스오브라이프, 뮤직비디오, mv, 뮤비, kpop, 케이팝, 유튜브, 쥴리, 나띠, 벨, 하늘, 심혜원, 한쥴리, 원하늘, natty, haneul, belle, julie, rem, 렘, 알이엠, 선공개곡, 키오프선공개, Get_Loud, Getloud, 겟라우드",00:03:38,573449,75611,6696,https://i.ytimg.com/vi/52IyDIMyejQ/maxresdefault.jpg,N/A
10,,,20,"Role-playing_video_game, Action_game, Video_game_culture, Action-adventure_game, Strategy_video_game",3.02%,en,10,UCjBp_7RuDBUYbd1LegWEJ8g,Xbox,5620000,_M3QwLBrg8g,2025-06-08T19:10:44Z,24.99 horas,[4K] Xbox Games Showcase 2025 | The Outer Worlds 2 & Grounded 2 Direct,"American Sign Language: https://youtu.be/-nios5BKe0o
Audio Descriptions: https://youtu.be/MwdChJIT5QE

Make some space on your calendar – the Xbox Games Showcase 2025 will be livestreamed on Sunday, June 8, starting at 10am PT / 1pm ET / 6pm BST. This year we will again have a double feature, with the Xbox Games Showcase immediately followed by The Outer Worlds 2 Direct.

It all begins with our annual Xbox Games Showcase, bringing you a look at upcoming titles from across our first-party studios, in addition to incredible new titles from our third-party partners around the globe.

Immediately following Showcase, The Outer Worlds 2 Direct will bring you inside the walls of Obsidian Entertainment, revealing new gameplay, details, and developer insights, straight from the people making the sequel to the award-winning, first-person sci-fi RPG.","Xbox, Xbox One, Xbox Series X, Xbox Series S, Xbox Games Showcase, Showcase, Show case, show, Announcements, News, Outerworlds 2, Outer Worlds 2, OW2, Obsidian, Bethesda, Activision, Blizzard, Game Pass, Xbox Play Anywhere, ASL, American Sign Language, Audio Descriptions, Accessible, captioned, subtitled, 4K",01:58:50,2002369,58951,1582,https://i.ytimg.com/vi/_M3QwLBrg8g/maxresdefault.jpg,N/A
