Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,17,"Association_football, Sport",3.47%,,1,UCgCKagVhzGnZcuP9bSMgMCg,ge,5960000,3MPt7DYghRU,2025-04-27T21:03:15Z,23.11 horas,FLAMENGO 4 X 0 CORINTHIANS | MELHORES MOMENTOS | 6ª RODADA BRASILEIRÃO 2025 | ge.globo,"Com Pedro titular, Flamengo domina e goleia o Corinthians pelo Brasileirão.
Camisa 9 marca dois gols em retorno aos 11 iniciais do Rubro-Negro; Arrascaeta e Cebolinha completam goleada por 4 a 0.

🌟 Confira todos os melhores momentos com mais replays em ge.globo:
https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/27-04-2025/flamengo-corinthians.ghtml

🌟 Veja como ficou a tabela: 
https://ge.globo.com/futebol/brasileirao-serie-a/

#flamengo #corinthians #brasileirão

______________________________________
✅ INSCREVA-SE NO CANAL GE:  https://cutt.ly/xfHlwBk
🏆 Assine o sportv e Globoplay +Canais: https://bit.ly/3oCtARt
⚽ Assista ao sportv pelo Globoplay: https://bit.ly/3qlSUvP

👉 Acesse ge.globo
👍 Curtiu o vídeo? Deixe seu like e dê seu pitaco 😎⚽ 

🌟 Playlists pra você maratonar 🌟 
► trechos SPORTV: https://cutt.ly/ERy9MiB
► Bola Quadrada:  https://cutt.ly/IfHk7ra 
►Jogos Históricos: https://cutt.ly/BkxoZJX
► Listas e TOPs: https://cutt.ly/hkxo51U
► Originais GE: https://cutt.ly/vkxpunL

✅ Inscreva-se, também, no canal do CARTOLA FC e fique por dentro das melhores dicas do maior fantasy game do Brasil - https://cutt.ly/ffV1Xri

No canal ge você encontra os melhores conteúdos do FUTEBOL BRASILEIRO! 🤙😎","flamengo, fla, mengo, corinthians, corintians, timao, timão, flamengo x corinthians, corinthians x flamengo, fla x corinthians, maracana, maracanã, pedro, arrascaeta, cebolinha, hugo souza, hugo, filipe luis, filipe luís, depay, memphis, penalti, esporte, globo, ge, canal ge, globoesporte, sportv, futebol, canal do ge, ao vivo, com imagem, com imagens, melhores momentos, gol, gols, lances, highlights, brasileirao, brasileirão, campeonato brasileiro, gols da rodada, gols do dia, gols do fantástico, dorival",00:04:52,2240008,72155,5621,https://i.ytimg.com/vi/3MPt7DYghRU/maxresdefault.jpg,BR
2,,,24,"Film, Entertainment",16.47%,pt,2,UCEWHPFNilsT0IfQfutVzsag,Porta dos Fundos,18600000,svY6FMr9wJA,2025-04-28T14:01:25Z,6.14 horas,CONCLAVE,"Uni duni tê, salamê minguê, o sorvete colorê, o escolhido de Deus foi vo-cê... Mas como eu sou teimoso eu escolhi esse da-qui! Mas como ele é de país pobre eu vou escolher esse daqui. Mas como esse defendeu pedófilo eu vou escolher esse daqui.  Mas como esse disse que casamento gay deveria ser liberado eu vou escolher esse... Galera, libera a fumaça preta que hoje não vai rolar.

ELENCO:
Fabio Porchat
Gregorio Duvivier
Claudio Torres Gonzaga


ROTEIRO:
Fabio Porchat


DIREÇÃO:
Bianca Frossard

ENTRE NO CANAL DO PORTA NO WHATSAPP
https://bit.ly/ZapdoPorta

BAIXE O APP DO PORTA
Android: http://bit.ly/2zcxLZO
iOS: https://apple.co/2IW633j

APROVEITA E VAI NO NOSSO SITE
⁠https://portadosfundos.com.br/","porta dos fundos, comedia, humor, engraçado, parodia, satira, humor inteligente, videos de humor, humor acido, canais de humor, comedia brasileira, esquetes engraçadas",00:05:02,192151,30441,1209,https://i.ytimg.com/vi/svY6FMr9wJA/maxresdefault.jpg,BR
3,,,24,"Television_program, Society, Lifestyle_(sociology), Entertainment",2.30%,pt-BR,3,UCP-Vg2PcmLiWpEdvMI1R35w,Domingo Espetacular,8410000,TC0dNL8_6s8,2025-04-28T03:36:05Z,16.56 horas,Fugitivos de Mossoró: áudios e imagens revelam como facção criminosa ajudou na fuga dos presos,"O Domingo Espetacular traz revelações inéditas sobre o caso dos fugitivos de Mossoró. Em fevereiro de 2024, dois condenados escaparam de um presídio de segurança máxima. Foi a primeira fuga desse tipo no país. Nós tivemos acesso a documentos, áudios e imagens que mostram os bastidores da caçada que durou 50 dias. Nossa equipe refez os passos dos dois fugitivos. Veja como eles contaram com a ajuda de uma das maiores facções criminosas do Brasil.

Nosso Whatsapp: https://domingoespetacular.r7.com/whatsapp
Inscreva-se no canal Domingo Espetacular: http://r7.com/H2sU 
Assista às íntegras no PlayPlus: https://www.playplus.com
Instagram: https://www.instagram.com/domingoespetacular/
TikTok: https://www.tiktok.com/@domingoespetacular
Threads: https://www.threads.net/@domingoespetacular
Facebook: https://www.facebook.com/DomingoEspetacular/
Site oficial: https://recordtv.r7.com/domingo-espetacular

#DomingoEspetacular #RobertoCabrini #CarolinaFerraz","Domingo Espetacular, Record, Carolina Ferraz, Roberto Cabrini",00:13:02,498458,11489,0,https://i.ytimg.com/vi/TC0dNL8_6s8/maxresdefault.jpg,N/A
4,,,19,"Lifestyle_(sociology), Tourism",8.57%,,4,UC5sMjGaQJXkQdZTzGkSjYDg,Nômade Raiz,1230000,kA0XhSDtO5s,2025-04-27T21:00:42Z,23.15 horas,O PIOR LUGAR QUE JÁ GRAVEI NA VIDA (Zumbis de Medellin) 🇨🇴,"Abra agora sua conta na Nomad através do link
 https://nomad.onelink.me/wIQT/NOMADERAIZ 
Os 300 primeiros que abrirem a conta com o meu código NOMADERAIZ, ganharão até 40 dólares de cashback na primeira conversão feita em até 15 dias da abertura da conta.

📸 Segue no insta: https://www.instagram.com/andrenomaderaiz/

❤️ Se você gosta do meu trabalho e quer apoiar mais o canal:
PIX: andrenomaderaiz@gmail.com

🎥 Todos os videos em sequência:

https://youtube.com/playlist?list=PLdO9oLjq6DfJj8TnHJDTHJ-h5mrNogaji&si=zLil9eMVHV607l4S

👇🏼 Um video com milhões de views
que você deve assistir:

https://youtu.be/wwAgxueqSmU?si=HewNHsRxEsrg1mwG",Colômbia,00:42:12,898180,70310,6683,,BR
5,,,17,"Sport, Association_football",3.87%,pt-BR,5,UCw5-xj3AKqEizC7MvHaIPqA,ESPN Brasil,6940000,tZloT4HKXmk,2025-04-26T23:51:36Z,44.30 horas,"BARCELONA FAZ NO FIM DA PRORROGAÇÃO, vence jogaço contra o REAL MADRID e é CAMPEÃO da Copa do Rei","Em uma final simplesmente alucinante, o Barcelona venceu o Real Madrid por 3 a 2, neste sábado (26), no estádio La Cartuja, em Sevilha, e se consagrou campeão da Copa do Rei!

A partida foi fantástica, com o clássico terminando empatado por 2 a 2 no tempo regulamentar e indo para a prorrogação.

Os gols foram de Pedri e Ferran Torres, para os blaugranas, e Mbappé e Tchouaméni, para os merengues.

Todo o esporte AO VIVO da ESPN disponível no Disney+!

http://dis.la/ESPNenDisneyPlus_YT_BR

E o melhor do jornalismo esportivo, com vídeos e notícias exclusivas, você acompanha no https://www.espn.com.br/

#MelhoresMomentos #Barcelona #RealMadrid #CopaDoRei","barcelona, barcelona x real madrid, copa do rei, barcelona x real madrid ao vivo, futebol, futebol barcelona, futebol real madrid, futebol ao vivo, tudo real madrid, lamine yamal, real madrid hoje, real madrid vinicius jr, rodrygo, lances copa do rei, copa do rey, copa do rei ao vivo, tudo copa do rei, espanha, copa da espanha, espn ao vivo, espn hoje",00:18:24,3420177,127463,4989,https://i.ytimg.com/vi/tZloT4HKXmk/maxresdefault.jpg,BR
6,,,17,"Association_football, Sport",16.82%,pt-BR,6,UCrjGdg8E4Zcs9Hj2kNGyMHA,TiaGOL,312000,JYR1bJKk5yo,2025-04-28T14:17:57Z,5.86 horas,FLA AMASSA O CORINTHIANS; CARILLE CAIU; BAHIA CORAJOSO VENCE PALMEIRAS #aovivo #futebol,"FLA AMASSA O CORINTHIANS; CARILLE CAIU; BAHIA CORAJOSO VENCE PALMEIRAS #aovivo #futebol 

00:00:00 REGRESSIVA
00:14:42 BOM DIA!
00:18:23 TRICOLOR INVICTO! NÃO GANHA MAS NÃO PERDE
00:21:50 NÃO ADIANTA RECLAMAR AGORA DA LINHA DO GOL
00:35:45 PALMEIRAS E BAHIA: ""ACENDE O ALERTA""KKK
00:42:25 CASSIO, CARILLE, DUDU E PEDRINHOS
01:04:52 BOTAFOGO E FLU PARECIA 2024
01:13:42 E O AMASSO DO FLAMENGO NO CORINTHIANS
01:23:25 ANCELOTTI VEM, DIZ JORNAL... MAS É UM BOM JORNAL","tiagol, tiago leifert, canal tiagol, tiagolive, FUTEBOL, BRASILEIRAO, programa tiago leifert, programa do tiago leifert, tiago canal de esportes, tiago leifert canal, tiagol canal, BRASILEIRÃO, CAMPEONATO BRASILEIRO, VASCO, PALMEIRAS, GREMIO, FLAMENGO, flamengo hoje, corinthians hoje, spfc hoje, palmeiras hoje, vasco hoje, LIBERTADORES, ao vivo, GALO HOJE, CHAMPIONS LEAGUE, LEIFERT SBT, TIAGO SBT, LEIFERT CHAMPIONS LEAGUE, PAULISTÃO, CORINTHIANS, neymar",01:36:56,42127,6986,99,https://i.ytimg.com/vi/JYR1bJKk5yo/maxresdefault.jpg,BR
7,,,17,"Sport, Volleyball, Lifestyle_(sociology)",2.00%,pt-BR,7,UCWKFcokU-dVrsl7f8nLlyZg,Liga Brasileira de Futevôlei | LBF,96400,U-Vp4QdGK2I,2025-04-28T01:52:13Z,18.29 horas,TAFC 48 | Team Águia Footvolley | Sorriso | Finais,"Sejam muito bem-vindos ao canal oficial da maior competição de Futevôlei do Planeta!

— 25 a 27 de Abril 2025
Sorriso, Mato Grosso
ENTRADA GRATUITA 

SER TEAM ÁGUIA É DIFERENTE! 
#TAFC48 #TAFCAgro #TAFCSorriso #TeamAguia #TAFCFootvolley","futevolei, futevôlei, águia futevôlei, tafc, team aguia, Ronaldinho futevolei, Ronaldinho Romario futevoleeei, futevôlei brasil, world footvolei, footvolley, Mikasa open, jogo contra, anderson aguia, shark ataque, sportv, futevôlei rio de janeiro, futevôlei rj, shark futevolei, romario futevolei, como jogar futevolei, circuito futevolei",08:02:46,269942,5382,19,https://i.ytimg.com/vi/U-Vp4QdGK2I/maxresdefault.jpg,BR
8,,,10,"Electronic_music, Music_of_Asia, Pop_music, Music",0.39%,en-US,8,UCg8ZzloDPTrOiGztK0C9txQ,THEBLACKLABEL,3890000,sL0pCS6K9bc,2025-04-28T08:59:59Z,11.16 horas,MEOVV - ‘HANDS UP’ M/V,"🔗 MEOVV.lnk.to/MYEYESOPENVVIDE

MEOVV - ‘HANDS UP’ M/V

이 길로 갈게 we gata
See above okay
We back on track
이미 백번째 나를 dead it
뜨거운 햇빛처럼 lit it
Samadhi we burn again

네 위를 봐
You can‘t deny
막힘 없지 
더 묻지마

Do what you please
거침없게
Don't cross the line

1, 2, 3 set it off
Try and catch up 수평 너머로
높이 용 솟음 쳐
마법같은 purr

이래 저래 해도 넌
‘Bout it ‘bout that, no you not
So what we gonna do?
I see you look at me now

Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?

Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?

이 길로 갈게 we gata 
See above okay
We back on track
이미 백번째 나를 dead it
뜨거운 햇빛처럼 lit it
Samadhi we burn again

Provocation ain't nothing new to me
휘둘러 봐 네 녹슨 sword
질투 가득한 admiration
Self affirmation yet still unsure
번쩍 뜨일거야 두 눈이
Me and my girls you dealin’ with
So 아리따운 killin’ 잔인한 willin’
Hands up who the real villain

내 안의 불씨들 won’t let it die
꺼지진 않겠어 I will survive

이래 저래 해도 넌
‘Bout it ‘bout that, no you not
So what we gonna do? 
I see you look at me now

Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?

Hands up 
Crack the sky open put your hands up
Break the sky let the water fall
손 위로 답을 몰라도
Throw it up what you wanna do?

불타는 마음 다 태워봐
어차피 또 피어날 테니까

이제 다시 거슬러 위로 아래로
다 뒤집어 

Let that drum go rum pu pu pum

Hands up 

Crack the sky open put your hands up
Break the sky open put your hands up

Crack the sky open put your hands up
Break the sky open put your 

Hands up

THE 1st EP ALBUM [MY EYES OPEN VVIDE]
2025.05.12 6PM (KST)

More about MEOVV @
https://www.instagram.com/meovv
https://www.facebook.com/MEOVV.OFFICIAL/
https://www.tiktok.com/@meovv_official
https://x.com/OFFICIAL_MEOVV
https://weibo.com/u/7941496139
https://v.douyin.com/7rpV3KN6dN0/

#MEOVV #미야오
#HANDSUP #MEOVV_HANDSUP #MYEYESOPENVVIDE
#THEBLACKLABEL #더블랙레이블","KPOP, K-POP, Jeon Somi, 전소미, blackpink, yg entertainment, music video, YG, music, single, theblacklabel, sm entertainment, jyp entertainment, bts, dance, THEBLACKLABEL, MEOW, cat, meow, 테디걸그룹, 걸그룹, 테디, teddygirlgroup, yggirlgroup, 미야오, MEOVV, BLACKPINK, 블랙핑크, 4세대 아이돌, 5세대 아이돌, 뉴진스, newjeans, IVE, 아이브, 르세라핌, LE SSERAFIM, 에스파, aespa, ELLA, 엘라, 엘라그로스, 가원, GAWON, 수인, SOOIN, 데뷔, 미야오데뷔, 안나, ANNA, 데뷔쇼, TOXIC, BODY, 태양, taeyang, 지드래곤, 권지용, rose, 로제, 제니, 리사, jennie, lisa, 자컨, 미야오 자컨, kiki, 키키, 하츠투하츠, hearts2hearts, aldidh, HANDSUP, 나린, NARIN, 핸즈업, goswmdjq",00:03:25,2779361,0,10773,https://i.ytimg.com/vi/sL0pCS6K9bc/maxresdefault.jpg,KR
9,,,24,Lifestyle_(sociology),20.23%,pt,9,UCK94dnRtGd9dqTmT9qWnUJQ,Bianca DellaFancy,278000,MRDWSJoSLGM,2025-04-27T17:00:07Z,27.16 horas,DIVA DEPRESSÃO COMO VOCÊ NUNCA VIU | DELLAMAKE,"CURSO ""Descomplicando Sua Make""
https://hotmart.com/pt-br/marketplace/produtos/descomplicando-sua-make/H99292175T

Contato profissional: bianca.dellafancy@mynd8.com.br

Styling: @ogarciia
Cabelo Bianca: @dacotamonteiro
Assistente de beauty: @maahway
Assistente de produção: @lorenalauritzen
Vídeo: @pedro.amachado @samuneed
Edição: @miketrindade_
Apoio: @mynd","diva depressão, diva, bianca dellafancy, dellafancy, makeup, dellamake, maquiagem, transformaçao, drag queen, dia tv",00:51:30,211295,38757,3995,https://i.ytimg.com/vi/MRDWSJoSLGM/maxresdefault.jpg,BR
10,,,20,"Video_game_culture, Action_game, Action-adventure_game, Role-playing_video_game",5.30%,pt-BR,10,UCOaQsQIByJYHyETtw48l_Vw,Free Fire Esports Brasil #FREEFIRE,1590000,hdyegbv3tO0,2025-04-27T19:17:21Z,24.87 horas,"🚨FFWS BR 🏆RODADA 8 - GRUPOS A, B e C  | FREE FIRE AO VIVO🚨 #freefire","Assista ao vivo a Rodada 8 do FFWS BR 2024, entre os grupos A, B e C
Grupo A: Fluxo, Alfa34, Savex e Influence Rage
Grupo B: Team Solid, Corinthians, LOS e Flamengo
Grupo C: Pain Gaming, Inco Gaming, Vasco e W7M


Siga as redes sociais de Esports Free Fire e fique por dentro de tudo!
Kwai - kwai.com/user/@FFesportsBR
TikTok -   / ffesportsbr  
Twitter -   / ffesportsbr  
Instagram -   / ffesportsbr  
Facebook -   / ffesportsbr  
Discord -   / discord  

#LBFF #FFWSBR","Free Fire, LBFF, Frifas, Clipadinhas, garena, free, fire, free fire, diamante royale, pro league, modo cs, contra squad, jogo mobile, mobile, nova skin, ao vivo, garena free fire, free fire brasil, garena brasil, nova atualização, codiguin, liga brasileira, campeonato garena, lbff ao vivo, free fire ao vivo, lb, competitivo, competitivo free fire, lbff live, free fire live",03:11:29,274456,14530,26,https://i.ytimg.com/vi/hdyegbv3tO0/maxresdefault.jpg,BR
