Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,10,"Lifestyle_(sociology), Pop_music, Music, Entertainment",24.74%,en,1,UColnnUYyz7CWjhzpF1kASnw,NOW UNITED,7980000,EUU6VcEmtNs,2025-09-25T14:00:07Z,6.16 horas,Now United - Beautiful World (Official Music Video),"Now United Presents: Beautiful World
Filmed in Hong Kong, China

Directed and edited by Alex Gudino
Choreography by Nicky Andersen 
Styling by Ambrosio The 3rd
Production support provided by Artcanteen
Special thanks to The Hong Kong Jockey Club

Follow NOW UNITED for more updates: 
Instagram: http://www.instagram.com/nowunited 
TikTok: https://www.tiktok.com/@nowunited 
X: http://www.x.com/nowunitedmusic 
Facebook: http://www.facebook.com/NowUnited 
NOW UNITED's official website: https://www.nowunited.com/","Now United, Nowunited, New united, one united, now united episode, the now united show, bailey may, now united bailey may, summer in the city, now united members, now united show, we are now united, nowunited philippines, now united any, now united sina, josh beauchamp, noah urrea, now united, mame, diarra, فرقة now united, ناو يونايتد",00:03:51,53254,11267,1908,https://i.ytimg.com/vi/EUU6VcEmtNs/maxresdefault.jpg,US
2,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game, Strategy_video_game",8.29%,en,2,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,16500000,s3pDMUWlA6I,2025-09-24T21:36:18Z,22.56 horas,Marvel’s Wolverine - Gameplay Trailer | PS5 Games,"Become a living weapon. As he searches for answers about his past, Wolverine will do whatever it takes – unleashing brutal claw combat, violent rage, and relentless determination – to cut through the mystery of the man he used to be. 
 
 From Insomniac Games, the developers of the critically acclaimed Marvel’s Spider-Man franchise, comes Marvel’s Wolverine, an all-new take on an iconic character based on Marvel Comics. Developed in collaboration with Marvel Games and Sony Interactive Entertainment, Marvel’s Wolverine coming to PlayStation®5 consoles Fall 2026.
 
 Descriptive Audio version available.
 
 © 2025 MARVEL 
 © 2025 Sony Interactive Entertainment Inc. 
 Developed by Insomniac Games, Inc.

#ps5 #ps5games #stateofplay #wolverine 

May contain content inappropriate for children. Visit http://www.esrb.org for rating information.","PlayStation, PS5, video games, next gen, Sony, Wolverine, Marvel’s Wolverine, PlayStation 5, Insomniac Games, gameplay",00:01:52,4646412,371710,13587,https://i.ytimg.com/vi/s3pDMUWlA6I/maxresdefault.jpg,US
3,,,20,"Hobby, Action-adventure_game, Video_game_culture, Lifestyle_(sociology), Action_game, Role-playing_video_game",2.58%,pt-BR,3,UCrcBZDofBltcgGxphNia2tw,ProbIems,11400000,ed2oCdO3v38,2025-09-25T13:01:18Z,7.14 horas,A Cada Passo ganha MAIS VELOCIDADE no Minecraft!,"💙VEM CONHECER MEU NOVO SHOW!!💙
https://showturmadoproblems.com.br/

Minha Loja:
https://www.curtaloja.com/marca/problems.html

Contato COMERCIAL:
comercial@agenciacurta.com


Segue a turma no instagram:

Problems💙 https://www.instagram.com/problems_sr/
Mel 💛https://www.instagram.com/kaikemel/
Kadu 💖 https://www.instagram.com/kadukon/
Stick 💚https://www.instagram.com/guualfaro/
Zoom 🧡 https://www.instagram.com/josedu4rd/

ENXADAHOST - Cupom: Problems
CINEART - Cupom: Stick15 ou Mel15
ATENÇÃO: O conteúdo do vídeo é 100% family friendly, ou seja qualquer um pode assistir com toda a familia quando quiser!!

#problems #minecraft","maniqueft, lego, problems, probrems, probres, pobrems, problemas, problema, pobrema, mainequeft, minecraft, video do problema, video do problems, video do pobrems, minecraft survival, minecraft mitos, minecraft fatos, problems roblox, roblox, pobrems roblox, pobris roblox, pobrema roblox, problema roblox",00:22:27,285664,7069,293,https://i.ytimg.com/vi/ed2oCdO3v38/maxresdefault.jpg,BR
4,,,10,"Christian_music, Music, Lifestyle_(sociology)",11.35%,pt-PT,4,UCpMrG_KnEw9vvNLQkqvnXNA,Jottapê,1510000,LrYG-ALfulY,2025-09-23T15:00:06Z,53.16 horas,"DIMAS, O LADRÃO - Jottapê (Clipe Oficial)","#dimas #jottapê #jesus 

Inscreva - se no meu canal: @ojottape 
__

Letra:
Meus pés não tocam mais o chão
Já não posso caminhar 
Estou nessa situação 
Pois mereço aqui estar

Eu fui minha pior versão
E os meus olhos desejaram 
Tudo que não era meu

Mas como pode tu estas
A esquerda de alguém 
Tão pecador quanto eu

Que amor é esse
Que do verbo se fez homem pra salvar
Todos aqueles 
Que mereciam ter a morte em seu lugar

Mas o senhor não quis assim
Escolheu se entregar por mim
Como um verdadeiro pai

Quero ser filho teu, Deus
Contigo quero estar
Mesmo sem merecer eu peço
Me leva, me leva

A um lugar senhor 
Ah um lugar senhor
Onde eu encontro paz
Sei que tu tens muitas Moradas
__

Ficha Técnica:

Produzido por Savana Filmes
Composição: Jottapê
Produção Musical: Guilherme Andrade
Estúdio: Everest Studio
Direção: Raone Augusto
Fotografia: Diego Manhori
1 AC: Eduardo Yamanaka
Gaffer: Sergio Bronzo
Atores: Jottapê, Bruno Trindade
Colorização: Júlia Bisilliat
Edição e Finalização: Savana Filmes
Assistência Geral: Matheus Cavaleiro, Tiago Almeida, Matheus Juvêncio
Caracterização e Fx: Luciana Santini 
Assistência Make: Inaís Tereza e Tati Manfrin
Adereços Cenográficos: Maick
Apoio: Secretaria da Cultura de Santana de Parnaíba

__

Redes Sociais:

Instagram: https://www.instagram.com/jottape/
Facebook: https://www.facebook.com/jottapeoficial/?locale=pt_BR
Tik Tok: https://www.tiktok.com/@jottape?is_from_webapp=1&sender_device=pc
Pré Save: https://jottape.lnk.to/Jottape","jottapê, jotape, jp, dimas, o ladrao, jesus e cantor, jesus e jp, jp e jesus, jottape e jesus, crucificacao, o bom ladrao, mc que converteu, cantor de funk que converteu, mc jottape, mc jp, jotape e jesus, jesus e jotape, que amor é esse, que do verbo se fez homem pra salvar, quero ser filho teu, sintonia, doni, mc doni, ator da serie que converteu, funk gospel, funkeiro gospel, gospel, eu me comparo a ele",00:04:51,1405670,151251,8251,https://i.ytimg.com/vi/LrYG-ALfulY/maxresdefault.jpg,BR
5,,,20,"Lifestyle_(sociology), Video_game_culture, Racing_video_game, Vehicle, Sports_game",10.92%,en-US,5,UCydtMNspoPAlqBjFSGnigSw,Forza,487000,lwlw0ChiSR0,2025-09-25T10:48:53Z,9.35 horas,Forza Horizon 6 - Official Teaser Trailer | Tokyo Game Show 2025,"Discover the breathtaking landscapes of Japan and become a racing Legend at the Horizon Festival in Forza Horizon 6, which will launch first on Xbox Series X|S consoles and PC in 2026, and PlayStation 5 post-launch. Wishlist now on the Microsoft Store and Steam! Forza.net

____________________________________________________
FOLLOW FORZA
Official Site – http://forza.net/
Discord – https://discordapp.com/invite/forza

FOLLOW FORZA HORIZON
Twitter –   / forzahorizon  
Instagram –   / forzahorizonofficial  
Facebook –   / forzahorizon  
TikTok –   / forzahorizon  
Whatsapp - Forza Horizon

FOLLOW FORZA MOTORSPORT
Twitter –   / forzamotorsport  
Instagram –   / forzamotorsport  
Facebook –   / forzamotorsport","forzahorizon6, forza, fh6, forzahorizon, forza horizon, forza horizon 6",00:01:02,553121,55242,5171,https://i.ytimg.com/vi/lwlw0ChiSR0/maxresdefault.jpg,US
6,,,20,"Role-playing_video_game, Action-adventure_game, Video_game_culture, Action_game, Simulation_video_game",4.71%,pt-PT,6,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,21700000,X3bJwbb85NE,2025-09-24T15:18:38Z,28.85 horas,"SCHOOLBOY RUNAWAY, MAS AGORA ELE TÁ DE FÉRIAS E PRECISA FUGIR DA FAZENDA DOS AVÓS!","O garoto de Schoolboy Runaway vai passar as férias na fazenda dos avós. Então agora chegou a vez de tentar fugir de lá! Mas pra onde ele vai depois dessa fuga... eu não faço a menor idéia! CONFIRA E SARAIVA O LIKE!

●Nome do Jogo: Schoolboy Escape 2: Village
======================
●Instagram: julianoab
●Email de contato: jazzghost@gmail.com",,00:28:17,1359969,60692,3341,https://i.ytimg.com/vi/X3bJwbb85NE/maxresdefault.jpg,N/A
7,,,10,"Soul_music, Electronic_music, Music, Pop_music, Music_of_Latin_America, Hip_hop_music, Rhythm_and_blues",0.81%,en-US,7,UCiHXjMD5PRwSbwmecMaUdpw,TUFF Music,336000,hDYwgUs5YWY,2025-09-23T18:47:32Z,49.37 horas,Journey - Don't Stop Believin (Lyrics/Letra),"👉 For music and business related questions, please email to: tuffmusicrec@gmail.com
⏬ Suscríbe al canal #FreeKaraoke Music:: Tuff Music  youtube.com/channel/UCiHXjMD5PRwSbwmecMaUdpw?Sub_con 
more you like:
spotyfy :https://open.spotify.com/playlist/2xX5BAzu6JYRR2g5IGq5cO?si=f2096503a5b04bde
🔔 Turn on notification to stay updated with new uploads

#Journey #OfficialVideo #DontStopBelievin #Letra #lyrics #TUFFMusic 

Lyrics: Journey - Don't Stop Believin'

[Verse 1]
Just a small-town girl, livin' in a lonely world
She took the midnight train goin' anywhere
Just a city boy, born and raised in South Detroit
He took the midnight train goin' anywhere

[Verse 2]
A singer in a smoky room
The smell of wine and cheap perfume
For a smile, they can share the night
It goes on and on and on and on

[Chorus]
Strangers waitin'
Up and down the boulevard
Their shadows searchin' in the night
Streetlight people
Livin' just to find emotion
Hidin' somewhere in the night

[Verse 3]
Workin' hard to get my fill
Everybody wants a thrill
Payin' anything to roll the dice
Just one more time

[Verse 4]
Some will win, some will lose
Some are born to sing the blues
Oh, the movie never ends
It goes on and on and on and on

[Chorus]
Strangers waitin'
Up and down the boulevard
Their shadows searchin' in the night
Streetlight people
Livin' just to find emotion
Hidin' somewhere in the night

[Guitar Solo]

[Outro]
Don't stop believin'
Hold on to that feelin'
Streetlight people
Don't stop believin'
Hold on
Streetlight people
Don't stop believin'
Hold on to that feelin'
Streetlight people

tags:
Lyrics,Tuff Music,TUFFMusic tuff music,tuff,music, Letra,Latin,tuff music,
Journey,
Don't Stop Believin,
Journey,
Lyrics Don't Stop Believin,
Don't Stop Believin,
Journey,
Journey Don't Stop Believin,
Journey Don't Stop Believin,
Journey Don't Stop Believin,
Don't Stop Believin Journey,
Journey Don't Stop Believin,
Don't Stop Believin Journey,
Journey Don't Stop Believin,
Journey Don't Stop Believin Letra/Lyrics,
Don't Stop Believin Journey Lirik,
Journey Lirik Lyrics,
Journey Don't Stop Believin,
Journey Don't Stop Believin Letra,
Don't Stop Believin Journey, 
Journey,
Don't Stop Believin Journey,
Don't Stop Believin,
Journey,
Journey Don't Stop Believin tiktok,

#Journey #OfficialVideo #DontStopBelievin #Letra #lyrics #TUFFMusic","Lyrics, Tuff Music, TUFFMusic tuff music, tuff, music, Letra, Latin, tuff music, Journey, Don't Stop Believin, Lyrics Don't Stop Believin, Journey Don't Stop Believin, Don't Stop Believin Journey, Journey Don't Stop Believin Letra/Lyrics, Don't Stop Believin Journey Lirik, Journey Lirik Lyrics, Journey Don't Stop Believin Letra, Journey Don't Stop Believin tiktok",00:04:10,155464,1252,9,https://i.ytimg.com/vi/hDYwgUs5YWY/maxresdefault.jpg,N/A
8,,,1,"Entertainment, Film",15.47%,pt-BR,8,UCTFbGAgp5L6IgUTQDW93zlQ,20th Century Studios Brasil,888000,62tkMwoEIBQ,2025-09-25T13:33:45Z,6.60 horas,Avatar: Fogo e Cinzas | Trailer 2 Oficial Dublado,"Esse mundo é mais profundo do que você imagina. #Avatar: Fogo e Cinzas estreia em 18 de dezembro nos cinemas.

E não perca o retorno de #Avatar: O Caminho da Água, em 3D, de 2 a 8 de outubro.

Inscreva-se no canal e seja o primeiro a receber nosso conteúdo.
 
Siga-nos na sua rede social favorita e receba as principais notícias sobre os nossos títulos!
Facebook: https://www.facebook.com/20thCenturyStudiosBR
Twitter: https://twitter.com/20thcenturybr
Instagram: https://www.instagram.com/20thcenturystudiosbr","filme, cinema, 20th century fox film do brasil, trailer, oficial, estreia, dublado, em portugues, legendado",00:02:33,45916,6450,653,https://i.ytimg.com/vi/62tkMwoEIBQ/maxresdefault.jpg,BR
9,,,20,"Strategy_video_game, Action_game, Video_game_culture, Role-playing_video_game, Action-adventure_game",2.63%,pt-BR,9,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,13900000,eQ4mvrZexdc,2025-09-24T23:02:28Z,21.12 horas,FIZ O IMPOSSÍVEL: COMPLETEI TODOS os ÍNDICES e VIREI o MELHOR JOGADOR do MUNDO no BRAINROT! 🌍🔥,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCR-Y4lWmrCYbr1XavmNMlvQ/join

►Discord LCW ➜https://discord.gg/canalclashwar
►Instagram➜https://instagram.com/luanclashwar
Contato Profissional: contato@clashwar.org (APENAS PARA EMPRESAS)",,00:32:19,756603,17671,2257,https://i.ytimg.com/vi/eQ4mvrZexdc/maxresdefault.jpg,BR
10,,,22,"Lifestyle_(sociology), Religion, Society, Music",44.53%,pt-BR,10,UCp4scJVG8IeQnPBrQrflaKg,Pe Marcelo Rossi,3810000,q4ql6CeBBfk,2025-09-25T09:30:35Z,10.65 horas,2º Dia - Eu sou vitorioso pelo Sangue de Jesus | Terço de Bizantino com Padre Marcelo Rossi,"Amados, com muita alegria no coração, iniciamos hoje o 2º Dia - Eu sou vitorioso pelo Sangue de Jesus! Um tempo especial de oração, de graça, de abertura total ao mover do Espírito Santo!

🕊️ Neste momento sagrado, vamos clamar juntos: Vinde, Espírito Santo! Que cada palavra, cada súplica, seja um convite para que o Espírito de Deus inunde a sua vida com paz, força, cura e renovação.

🙏 Rezar o Terço Bizantino é muito mais do que repetir palavras... é entrar em intimidade com o céu! É sentir o abraço do Pai, o fogo do Espírito e o amor da nossa Mãezinha, Maria Santíssima.

✅ Curta, compartilhe e inscreva-se no canal! 👉 https://www.youtube.com/@pemarcelorossioficial?sub_confirmation=1

Que Deus abençoe você e sua família!

Terço Bizantino com Padre Marcelo Rossi – 25/09/2025
Todos direitos reservados - Associação Terço Bizantino

Com muito carinho, quero te convidar a ler meu novo livro Batismo no Espírito – Saúde Mental. Nele, compartilho reflexões profundas sobre fé, cura e equilíbrio emocional. Que essa leitura toque seu coração assim como tocou o meu ao escrevê-la. Clique aqui para adquirir o seu 👉 https://www.planetadelivros.com.br/livro-batismo-no-espirito/418624#soporte/422855

Sobre Padre Marcelo Rossi:
Com muito amor, zelo e dedicação, Padre Marcelo Rossi segue sua missão de evangelizar, levando fé, esperança e a presença viva de Jesus para todo o Brasil e para o mundo. Sacerdote, escritor e comunicador, foi reconhecido pelo Papa Bento XVI como “Evangelizador do Novo Milênio”. Desde sua ordenação em 1994, dedica sua vida a anunciar o amor de Deus e o poder da oração.

🔗 Acompanhe Padre Marcelo Rossi nas redes sociais:
Instagram: https://www.instagram.com/padremarcelorossi
Facebook: https://www.facebook.com/padremarcelorossi
Twitter: https://www.twitter.com/pemarcelorossi
Site oficial: https://www.padremarcelorossi.com.br
Conheça o Santuário Mãe de Deus: https://www.padremarcelorossi.com.br/Paroquia.php 

#padremarcelorossi","terço de são miguel arcanjo, padre marcelo rossi, terço de são miguel, quaresma de são miguel, terço, santo terço, reza do terço hoje, terço de hoje, terço hoje, pe marcelo rossi, padre marcelo, reza do terço, terço padre marcelo rossi hoje, terço bizantino com padre marcelo rossi, padre marcelo rossi hoje, rezar terço hoje, oração terço, terço da libertação, oração do dia, são miguel, quaresma de são miguel arcanjo 2025, pai nosso",00:04:52,9108,3494,562,https://i.ytimg.com/vi/q4ql6CeBBfk/maxresdefault.jpg,BR
