Posicao na coleta,Gênero do vídeo,Tipo de produtor,Categoria do vídeo,guideCategory,Taxa de engajamento,Idioma,Posicao Geral,Id do canal,Canal,Inscritos no canal,Id do vídeo,Data de publicação,Diferenca de horas entre postagem e coleta,Título do vídeo,Descrição do vídeo,Tags do video,Duração do vídeo,Visualizações,Gostei,Comentários,thumbnail_maxres,Pais
1,,,20,"Video_game_culture, Action_game",4.37%,en,1,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,22000000,w6vCF0DbBsE,2025-04-14T09:00:06Z,11.16 horas,OUR FIRST EVER P2W COMMUNITY EVENT?!,"It's the... PLAY TO WIN COMMUNITY EVENT! 🥵🔥

You have 10 days to get as many rewards as possible, including an ULTRA TROPHY BOX! 😱

🎯 We're tracking TAKEDOWNS! So all you have to do is ^£#$ other Brawlers!
🔓 Each milestone requires 1 billion takedowns and after completing a milestone, you can claim the rewards on the next Shop daily refresh!
🙌 There is no reward limit for this event, the only limit is time!

✨SPECIAL GIVEAWAY✨

🎫 You can win a WHOLE year of Brawl Pass Plus (12 in total!) + 10 Brawl Passes Plus to share with your friends! 🤯
👀 HOW? Post your best play on social media using the hashtag #BrawlStarsP2W, and we’ll choose the 5 lucky winners after the event ends!

Download NOW!! ►► https://supr.cl/2K62CZG
Subscribe!! ►► https://supr.cl/subscribe","brawl stars, mobile game, mobile strategy game, mobile rpg, mobile battle royale, battle royale, supercell game, revenue, profit, brawl stars p2w, p2w, community event, brawl stars community event, p2w community event, money, make more money, money maker, skibidi, gotcha, que pasa wey, Stonks, ROI, more coins please, profit margins, tariffs",00:01:46,5772451,235961,16394,https://i.ytimg.com/vi/w6vCF0DbBsE/maxresdefault.jpg,FI
2,,,17,"Basketball, Sport, Association_football",2.51%,,2,UC6RD83p2Hlum9aURp3pASeQ,Prime Video Sport Brasil,19000,YTWGT5TWFFw,2025-04-14T00:58:07Z,19.20 horas,FLUMINENSE x SANTOS | MELHORES MOMENTOS | CAMPEONATO BRASILEIRO 2025,"FOI NO APAGAR DAS LUZES! ⚽

O #Fluminense levou a melhor contra o #Santos por 1 a 0, no Maracanã. O jogo ficou marcado pelo retorno de #Neymar, que estava voltando de lesão. 

O camisa 10 do Peixe chegou a entrar no 2º tempo, depois dos 45 minutos iniciais terminarem empatados. Nos acréscimos da segunda etapa, #SamuelXavier acertou um chute de fora da área e fez o único gol do jogo. 

O Campeonato Brasileiro tá no Modo Prime e toda rodada é um jogo exclusivo aqui no #PrimeVideo! Na próxima quarta-feira (16), temos Internacional x Palmeiras.  

Esporte ao vivo, o ano todo, TÁ NO AMAZON PRIME!

⚽ Placar final: Fluminense 1 x 0 Santos

Siga nossas redes sociais: 
Instagram: primevideosportbr (https://bit.ly/4io875p)
TikTok: primevideosportbr (https://bit.ly/4iCnhUE)
Twitter: pvsportbr (https://bit.ly/4iCnpn6)

Inscreva-se no canal do YouTube: https://bit.ly/35FaAo8 

Sobre o #PrimeVideo: Assine Prime Video para assistir a filmes e séries populares, incluindo Amazon Originals premiados. Além de um catálogo cheio de títulos, membros Prime têm acesso a benefícios, como frete GRÁTIS e rápido em milhares de produtos na Amazon.com.br, músicas sem anúncios na Amazon Music, Prime Gaming na Twitch e e-books e revistas no Prime Reading. Tudo na mesma assinatura, por apenas R$ 13,90/mês no Plano Anual.","AmazonPrime, Brasileirão, BrasileirãoAoVivo, CampeonatoBrasileiro, CampeonatoBrasileiroAoVivo, Canobbio, FLUxSAN, Fluminense, FluminensexSantos, FutebolAoVivo, GalvãoBueno, MelhoresMomentos, MelhoresMomentosBrasileirão, MelhoresMomentosFluminense, MelhoresMomentosSantos, Neymar, PrimeVideo, Santos",00:04:37,392874,8721,1154,https://i.ytimg.com/vi/YTWGT5TWFFw/maxresdefault.jpg,BR
3,,,24,"Lifestyle_(sociology), Society, Television_program, Entertainment",1.76%,pt-BR,3,UCP-Vg2PcmLiWpEdvMI1R35w,Domingo Espetacular,8380000,hpXWW-xDYVc,2025-04-13T23:30:50Z,20.65 horas,Exclusivo: Cabrini entrevista bailarina do Faustão presa acusada de lavar dinheiro para o PCC,"Segundo investigações, Natacha Horana teria recebido altas quantias de Valdeci dos Santos, com quem teve um envolvimento amoroso, e repassaria o dinheiro para as contas ligadas a este líder da facção. Na lista está uma empresa suspeita de ligação com a maior organização criminosa do país. Dias após deixar a cadeia feminina de Franco da Rocha (SP), ela rompeu o silêncio em entrevista exclusiva ao jornalista Roberto Cabrini. Veja em A Grande Reportagem! 

Nosso Whatsapp: https://domingoespetacular.r7.com/whatsapp
Inscreva-se no canal Domingo Espetacular: http://r7.com/H2sU 
Assista às íntegras no PlayPlus: https://www.playplus.com
Instagram: https://www.instagram.com/domingoespetacular/
TikTok: https://www.tiktok.com/@domingoespetacular
Threads: https://www.threads.net/@domingoespetacular
Facebook: https://www.facebook.com/DomingoEspetacular/
Site oficial: https://recordtv.r7.com/domingo-espetacular

#DomingoEspetacular #RobertoCabrini #AGrandeReportagem","Domingo Espetacular, Record, Carolina Ferraz, Roberto Cabrini",00:21:04,668063,11785,0,https://i.ytimg.com/vi/hpXWW-xDYVc/maxresdefault.jpg,N/A
4,,,10,"Pop_music, Music_of_Latin_America, Music, Christian_music, Religion",18.67%,,4,UC2TkKrZnI-srQQeMoayFtZg,ThallesRobertoVEVO,111000,zPD39UyUky0,2025-04-14T12:00:06Z,8.17 horas,"Thalles Roberto, Jorge - Avenida do Arrependimento (Clipe Oficial)","Vídeo Oficial de ""Avenida do Arrependimento"" de Thalles Roberto e Jorge.

Produzido por Dudu Borges
Gravado no Ao Vivo no Studio VIP (São Paulo / SP)
Engenheiros de Gravação: Lucca Bruno, Rodrigo Guess
Auxiliares: Aram Wesley
Mixado e Masterizado no Studio VIP (São Paulo / SP) por Claudio Abuchaim e Dudu Borges
Assistente de Mixagem: Lucca Bruno
Edição de Áudio: Lucca Bruno
Coordenação de Áudio: Rodrigo Guess
Composição: Thalles Roberto

Arranjos: Dudu Borges
Piano: Dudu Borges
Guitarra: Thalles Roberto

Produzido por VIP FILMS
Direção Criativa: VIP FILMS (Dudu Borges / Breno Wallace)
Direção de Vídeo: Breno Wallace
Produção Executiva video: Junior Nom
Direção de Fotografia: Breno Wallace
Color Grading: Breno Wallace
Edição vídeo: Breno Wallace / Lucas Marcarini
Conteúdos de Led: Breno Wallace / Lucas Marcarini
Finalização: VIP FILMS
Gaffer: Diego Morcego

SONY MUSIC 
Presidente: Cristiane Simões
Vice-Presidente A&R: Bruno Batista 
Gerente A&R: Karina Martins 
Especialista em A&R: Marcella Oliveira
A&R Audiovisual: Luna Berbert
Analista A&R Audiovisual: Luiza Catalani
Gerente de Marketing: Daniela Rabello
Analista de Marketing: Ana Martins


Siga o Thalles Roberto nas redes sociais: 
https://www.instagram.com/thallesroberto/
https://www.facebook.com/ThallesRobertoo/
https://x.com/THALLESROBERTOO

-

#ThallesRoberto #Jorge #AvenidaDoArrepedimento #AoVivo","thalles roberto, thalles roberto jorge, avenida do arrependimento, avenida do arrependimento letra, venida do arrependimento thalles roberto jorge, jorge mateus, trilha sonora dona de mim, gospel, melhor gospel 2025, thalles roberto as melhores, thalles roberto deus da minha vida, thalles roberto jorge mateus, thalles roberto deus do impossivel, thalles roberto avenida do arrependimento, av do arrependimento, Jorge",00:06:30,48124,8396,587,https://i.ytimg.com/vi/zPD39UyUky0/maxresdefault.jpg,N/A
5,,,17,"Sport, Association_football",2.28%,pt-BR,5,UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV,18800000,sHpaxY1GjF8,2025-04-14T01:11:03Z,18.98 horas,JOGO COMPLETO: FORTALEZA X INTERNACIONAL | BRASILEIRÃO 2025 | 3ª RODADA,"O BRASILEIRÃO ESTÁ NA CAZÉTV, E VAI SER ÚNICO!

Assista, AO VIVO E COM IMAGENS, ao jogaço entre Fortaleza x Internacional, válido pela terceira rodada do Brasileirão 2025!

E para esse jogaço o time da CazéTV vem escalado com Luisinho na narração, Casimiro, Ju Cabral e Robert nos comentários!

#BrasileirãoNaCazéTV","CazéTV, Cazé TV, Casimiro ao vivo, Casimiro, CazéTV ao vivo, Cazé ao vivo, cazetv, casimiro jogos, caze tv ao vivo, campeonato brasileiro, brasileirão, assistir brasileirão, assistir brasileiro, brasileirao ao vivo, jogao brasileirao, assistir brasileirao, brasileirao, jogo inter, jogo internacional, inter, internacional ao vivo, internacional fortaleza, jogo fortaleza, fortaleza ao vivo, assistir fortaleza, inter brasileirao, brasileirao cazetv, brasileirao casimiro",04:19:15,3463742,79034,47,https://i.ytimg.com/vi/sHpaxY1GjF8/maxresdefault.jpg,BR
6,,,20,"Action-adventure_game, Action_game, Video_game_culture, Role-playing_video_game, Strategy_video_game",10.18%,en,6,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,15900000,T4l0KBAn6LU,2025-04-14T14:55:08Z,5.25 horas,"Here, Tomorrow (ft Lilas, Kevin Penkin) - Spirit Blossom Beyond ‘25 S2 Cinematic - League of Legends","Around every light, a shadow. Beyond every ending, a beginning.


Enter the world of Spirit Blossom Beyond during Season 2, starting April 30, 2025 at 11 AM PDT, and follow Xin Zhao’s saga in the first of two motion comics on May 14, 2025.

Music Video: Created in partnership with THE LINE

LISTEN NOW: league.ffm.to/heretomorrow

Music Credits:
“Here, Tomorrow”
Featured Artist: Lilas
Composed by: Kevin Penkin
Written by: Kevin Penkin
Lyrics by: Christopher Keith O’Neill, Elspeth Bawden, Fabian Malabello
Music Production by: Kevin Penkin, Matthew Mclean
Mixed by: Matthew Mclean
Mastered by: Jett Galindo
Executive Produced and Supervised by: Riot Music Team


Vocals recorded at Birdie House, Tokyo
Vocals performed by: Lilas Ikuta
Vocal recording engineer: Kunio Nishikawara
Vocal direction by: Elspeth Bawden, Keita Konnie Aoki (EVOQUE Inc.), Kevin Penkin
Project Supervisor: Fabian Malabello

Orchestra recorded at Hollywood Scoring, Los Angeles
Orchestra Conductor: Bill Hemstapat
Orchestra Contractor: Noah Gladstone
Recording Engineer: Adam Michalak
Assistant Engineer: Ryan Nelson
Orchestration: Edward Trybek, Jonathan Beard, and Henri Wilkinson for Tutti Music Partners
Preparation: Jordan Cox, James Regan, and Brad Ritchie
Recording Coordinator: Noah Gladstone

Solo Shakuhachi: Zac Zinger
Solo Harp: Alison Bjorkedal

Violin
Luanne Homzy, concertmaster
YuEun Kim, principal
Mark Robertson
Katie Sloan
Mui-Yee Chu
Leah Zeger
Sam Fischer
Jacqueline Brand
Misha Vayman
Ji Young An
Ashoka Thiagarajan
Sarah Thornblade
Songa Lee
Dana Zulpykhar

Viola
Andrew Duckles, principal
Erik Rynearson
Luke Maurer
I-Ting Huang

Cello
Timothy Loo, principal
Charles Tyler
Caleb Vaughn-Jones
Evgeny Tonkha

Bass
Michael Valerio, principal
Stephen Pfeifer

Flute
Amy Tatum, principal
Ben Smolen

Clarinet
Chris Stoutenborough, principal
Jonathan Sacdalan

French Horn
Dylan Hart, principal
Laura Brenes
Allen Fogle
Teag Reaves

Kevin Penkin is represented by: Fabian Malabello [The Otherworld Agency]

Lilas Ikuta is represented by: Yohei Yashiro, Shuya Yamamoto, Asami Yoshino, Kai Kamata, Nina Shimono, [Echoes / Sony Music Entertainment (Japan) Inc.], Todd Matsumoto [Creative Artists Agency]

P/C Riot Games 2025

Lyrics:

Echoes from beyond the past
The seed is sowed
The spirit knows
May it guide me for

I again, will wander far
And shape the path,
To meet again
On veiled horizons

Ah__
The wind is calling your name
A whisper of the souls who never leave you
Ah__
Collect your silver tears
And pray they disappear, tomorrow

Earth and ether to combine
The light, it shows
The dark, it knows, our tethers

Spirits haunt the restless mind
But seek to find
We’ll meet again
Can’t you hear them?

Ah__
The wind is calling your name
A whisper of the souls who never leave us
Ah__
Collect your silver tears
And pray that we are here, tomorrow

Ah__
Can’t you hear the call?

Ah__
The wind is calling my name
A whisper of the souls who never leave me
Ah__
Collect your silver tears
And pray I reappear, tomorrow


League of Legends - Free Download & Play
https://signup.leagueoflegends.com/


#HereTomorrow #SpiritBlossom #LeagueofLegends","league, lol, league cinematic, league of legends cinematic, league season 2, league season cinematic, league of legends cg, lol cinematic, lol cg, ionia cinematic, xin zhao, spirit blossom, spirit blossom cinematic, spirit blossom skins, spirit blossom ashe, spirit blossom morgana, spirit blossom irelia, spirit blossom nidalee, spirit blossom lux, spirit blossom ivern, spirit blossom varus, spirit blossom zyra, spirit blossom bard, lilas, yoasobi, kevin penkin, riot music",00:03:18,496797,47627,2937,https://i.ytimg.com/vi/T4l0KBAn6LU/maxresdefault.jpg,US
7,,,17,"Lifestyle_(sociology), Sport, Mixed_martial_arts",4.70%,pt,7,UCk8XGxi7fsTqQQRVq9LSraw,UFC Brasil,2830000,Q3kX4zqajfU,2025-04-13T15:00:39Z,29.16 horas,Melhores Momentos | UFC 314: Volkanovski x Lopes,"A conquista de cinturão de Alexander Volkanovski, as vitórias de Jean Silva, Virna Jandiroba, Marco Túlio e mais: reveja os melhores momentos do #UFC314!

Assine já o #UFCFightPass e assista a todos os eventos do UFC ao vivo, na íntegra e com exclusividade: https://ufc.ac/description-UFC

Se inscreva para ter todo o conteúdo mais recente do UFC Brasil: https://ufc.ac/3ofRm20

Conecte-se com o UFC em todas as plataformas:
🔴 Website: http://www.ufc.com.br
🔵 Facebook: https://www.facebook.com/UFCBrasil
🟣 Instagram: https://www.instagram.com/ufc_brasil/
⚫️ TikTok: https://www.tiktok.com/@ufcbrasil
⚫️ X: https://twitter.com/UFCBrasil

Cadastre-se para receber notícias e conteúdo exclusivo do UFC no seu email: https://www.ufc.com.br/newsletter","ufc 314, melhores momentos, ufc fight pass",00:12:32,378014,16831,934,https://i.ytimg.com/vi/Q3kX4zqajfU/maxresdefault.jpg,BR
8,,,24,"Film, Entertainment",13.66%,pt,8,UCEWHPFNilsT0IfQfutVzsag,Porta dos Fundos,18500000,7CFlzew9Bus,2025-04-14T14:00:10Z,6.16 horas,ÁUDIO PRÓPRIO,"A ciência recentemente descobriu que pessoas que evitam mandar mensagens de áudio para os outros vivem mais, possuem a dopamina regulada, apresentam menos chances de desenvolver doenças cardiovasculares, apresentam imunidade à seborreia e candidíase anal, não ficam calvas ou impotentes, num efeito que vem sendo chamado de ""tadalafila natural"". Pare de mandar mensagem de áudio você também. Seja saudável!

ELENCO
Clarice Falcão
Macla Tenório
Fabio De Luca
Evelyn Castro
Estevam Nabote

ROTEIRO
Gabriela Niskier

DIREÇÃO
Vini Videla

ENTRE NO CANAL DO PORTA NO WHATSAPP
https://bit.ly/ZapdoPorta

BAIXE O APP DO PORTA
Android: http://bit.ly/2zcxLZO
iOS: https://apple.co/2IW633j

APROVEITA E VAI NO NOSSO SITE
⁠https://portadosfundos.com.br/","porta dos fundos, comedia, humor, engraçado, parodia, satira, humor inteligente, videos de humor, humor acido, canais de humor, comedia brasileira, esquetes engraçadas, clarice falcão porta dos fundos, áudio clarice falcão, clarice falcão áudio, clarice falcão macla tenório, clarice macla, áudio whatsapp",00:04:10,101337,13138,709,https://i.ytimg.com/vi/7CFlzew9Bus/maxresdefault.jpg,BR
9,,,25,"Society, Politics",8.09%,pt-BR,9,UCFCiSRbCVwQ_BQaDQBYxN_A,Poder360,1470000,nkjJDuy389E,2025-04-14T01:27:57Z,18.70 horas,Assista ao momento em que Michelle comunica fim da cirurgia de Bolsonaro,"💡 O QUE É IMPORTANTE SABER:
🇧🇷Poder Brasil | Na noite de domingo (13.abr.2025), a ex-primeira-dama Michelle Bolsonaro comunicou, por telefone, à senadora Damares Alves (Republicanos-DF) e a apoiadores reunidos em frente ao Hospital DF Star, em Brasília, que a cirurgia do ex-presidente Jair Bolsonaro havia sido concluída com sucesso. A ligação, feita às 21h20, foi colocada em viva-voz por Damares, permitindo que os presentes ouvissem a mensagem de Michelle, que agradeceu pelas orações e informou que não havia previsão de alta médica.

A cirurgia, uma laparotomia exploradora para desobstrução intestinal e reconstrução da parede abdominal, teve início por volta das 10h20 e durou aproximadamente 12 horas, o dobro do tempo inicialmente previsto. O procedimento foi conduzido pelo médico Cláudio Birolini e sua equipe. Segundo boletim médico, a operação ocorreu sem intercorrências, e o ex-presidente encontra-se estável, sob cuidados na unidade de terapia intensiva.

Leia a reportagem no Poder360: https://www.poder360.com.br/poder-brasil/assista-ao-momento-em-que-michelle-comunica-fim-da-cirurgia-de-bolsonaro/
_______________________________________________
Inscreva-se no canal do Poder360 e fique por dentro de assuntos sobre política e poder.

Acesse o jornal digital: https://www.poder360.com.br

Acesse o Poder Monitor e ganhe 30 dias grátis: https://monitor.poder360.com.br/

Assine nossa newsletter: https://www.poder360.com.br/newsletters

Inscreva-se no canal do Poder360 no Telegram: https://t.me/Poder360

Curta o Poder360 no Facebook: https://www.facebook.com/poder360

Siga o Poder360 no Twitter: https://twitter.com/Poder360

Siga o Poder360 no Instagram: https://www.instagram.com/poder360

Siga o Poder360 no TikTok: https://www.tiktok.com/@poder360","notícias, jornalismo, Poder360, jornal digital",00:02:54,180599,14607,0,https://i.ytimg.com/vi/nkjJDuy389E/maxresdefault.jpg,BR
10,,,20,"Role-playing_video_game, Video_game_culture, Action_game, Action-adventure_game",5.12%,pt-BR,10,UCOaQsQIByJYHyETtw48l_Vw,Free Fire Esports Brasil #FREEFIRE,1580000,jLTJbR3w4oI,2025-04-13T19:29:39Z,24.67 horas,"🚨FFWS BR 🏆RODADA 4 - GRUPOS A, B e D | FREE FIRE AO VIVO🚨 #freefire","Assista ao vivo a Rodada 4 do FFWS BR 2024, entre os grupos A, B e D
Grupo A: Fluxo, Alfa34, Savex e Influence Rage
Grupo B: Team Solid, Corinthians, LOS e Flamengo Esports
Grupo D: Loud, E1 e Alpha7

Siga as redes sociais de Esports Free Fire e fique por dentro de tudo!
Kwai - kwai.com/user/@FFesportsBR
TikTok -   / ffesportsbr  
Twitter -   / ffesportsbr  
Instagram -   / ffesportsbr  
Facebook -   / ffesportsbr  
Discord -   / discord  

#LBFF #FFWSBR","Free Fire, LBFF, Frifas, Clipadinhas, garena, free, fire, free fire, diamante royale, pro league, modo cs, contra squad, jogo mobile, mobile, nova skin, ao vivo, garena free fire, free fire brasil, garena brasil, nova atualização, codiguin, liga brasileira, campeonato garena, lbff ao vivo, free fire ao vivo, lb, competitivo, competitivo free fire, lbff live, free fire live",03:15:59,370174,18910,51,https://i.ytimg.com/vi/jLTJbR3w4oI/maxresdefault.jpg,BR
